time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/learning_rate,train/value_loss,train/loss,train/approx_kl,train/std,train/clip_fraction,train/n_updates,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
512,0,4035,1,,,,,,,,,,,,,
1024,0,1836,2,0.0004092704424510632,0.2032425577599497,-0.03837187960743904,0.0169719,0.9976503849029541,0.3037109375,16,0.2,-0.9769564867019653,-0.03695552844146732,-43.947277903556824,,
1536,0,1581,3,0.0004092704424510632,0.0035918211469834205,-0.04157184064388275,0.022168834,0.9998096823692322,0.2852783203125,32,0.2,0.0030735135078430176,-0.031683516077464446,-43.93665015697479,-2.843371,1258.0
2048,1,1468,4,0.0004092704424510632,0.009707513876492158,-0.0327419638633728,0.027293686,1.0004172325134277,0.35498046875,48,0.2,-0.001321554183959961,-0.029993881180416793,-43.99287140369415,-2.843371,1258.0
2560,1,1404,5,0.0004092704424510632,0.0032912337592279073,-0.0405346043407917,0.017392632,1.0010167360305786,0.2655029296875,64,0.2,-0.00016307830810546875,-0.027076461527030915,-44.001604199409485,-2.8402364999999996,1258.0
3072,2,1371,6,0.0004092704424510632,0.0181408969219774,-0.03720836341381073,0.023459874,0.9994840025901794,0.316162109375,80,0.2,0.00031936168670654297,-0.03164922253927216,-43.996490597724915,-2.8402364999999996,1258.0
3584,2,1348,7,0.0004092704424510632,0.0013738110556005267,-0.038551926612854004,0.012632183,1.0014549493789673,0.1903076171875,96,0.2,0.0034296512603759766,-0.023385612934362143,-43.98271608352661,-2.8402364999999996,1258.0
4096,3,1329,8,0.0004092704424510632,0.009378924543852918,-0.03316190093755722,0.022270631,1.0026776790618896,0.3126220703125,112,0.2,-0.0001538991928100586,-0.029305670599569567,-44.05099618434906,-2.7744869999999993,1258.0
4608,3,1317,9,0.0004092704424510632,0.009832430718233809,-0.025084519758820534,0.018032536,1.0022578239440918,0.2528076171875,128,0.2,0.002140045166015625,-0.02356546590453945,-44.05671238899231,-2.7744869999999993,1258.0
5120,3,1308,10,0.0004092704424510632,0.0032727262951084413,-0.03587384521961212,0.018023545,1.0015065670013428,0.2635498046875,144,0.2,-1.8477439880371094e-05,-0.027846818295074627,-44.035483956336975,-2.7354934999999996,1258.0
5632,4,1301,11,0.0004092704424510632,0.02627028536517173,-0.02893107384443283,0.025141016,1.0009088516235352,0.2711181640625,160,0.2,0.0017702579498291016,-0.03063992857642006,-44.01730716228485,-2.7354934999999996,1258.0
6144,4,1293,12,0.0004092704424510632,0.0017527725503896363,-0.03602628782391548,0.020586643,0.9990918636322021,0.2698974609375,176,0.2,-0.007401227951049805,-0.027624302922049537,-43.98008441925049,-2.7354934999999996,1258.0
6656,5,1287,13,0.0004092704424510632,0.010572781844530255,-0.022731803357601166,0.022981491,0.9983993768692017,0.2440185546875,192,0.2,0.005512714385986328,-0.02341034618439153,-43.93955457210541,-2.7147618,1258.0
7168,5,1282,14,0.0004092704424510632,0.029938616673462093,-0.024253811687231064,0.025324691,0.998404324054718,0.2603759765625,208,0.2,0.004837453365325928,-0.029782884390442632,-43.92792510986328,-2.7147618,1258.0
7680,6,1277,15,0.0004092704424510632,0.0026390433486085385,-0.03261375427246094,0.021596067,0.9994879364967346,0.2626953125,224,0.2,0.04769963026046753,-0.02891525303130038,-43.93976271152496,-2.700826166666667,1258.0
8192,6,1274,16,0.0004092704424510632,0.04818425956182182,-0.0067124031484127045,0.025268659,0.9987871646881104,0.267333984375,240,0.2,0.010518372058868408,-0.02934544498566538,-43.95179831981659,-2.700826166666667,1258.0
8704,6,1271,17,0.0004092704424510632,0.001748597422192688,-0.024553757160902023,0.01666458,0.9980063438415527,0.2237548828125,256,0.2,-0.08694100379943848,-0.025244221367756836,-43.92077445983887,-2.700826166666667,1258.0
9216,7,1268,18,0.0004092704424510632,0.009416202054126188,-0.03344851732254028,0.017335493,0.9984263777732849,0.223388671875,272,0.2,0.05638962984085083,-0.02692514155205572,-43.91419982910156,-2.7043055714285713,1258.0
9728,7,1266,19,0.0004092704424510632,0.04631988954497501,-0.01622387208044529,0.018276338,0.9995324015617371,0.227294921875,288,0.2,0.025420665740966797,-0.027247964986599982,-43.940415143966675,-2.7043055714285713,1258.0
10240,8,1264,20,0.0004092704424510632,0.003064210344746243,-0.04773825407028198,0.017772138,0.9969267249107361,0.228271484375,304,0.2,-0.20706713199615479,-0.028493129211710766,-43.921286940574646,-2.70474975,1258.0
10752,8,1263,21,0.0004092704424510632,0.0585619795601815,-0.01648680865764618,0.03597027,0.9954176545143127,0.292724609375,320,0.2,0.06128430366516113,-0.03111609094776213,-43.848379731178284,-2.70474975,1258.0
11264,8,1262,22,0.0004092704424510632,0.0026006964762927964,-0.02958299219608307,0.024620304,0.9946178197860718,0.328857421875,336,0.2,-1.0050506591796875,-0.03292463003890589,-43.81047749519348,-2.70474975,1258.0
11776,9,1261,23,0.0004092704424510632,0.008455583592876792,-0.03445849195122719,0.021547105,0.9940035939216614,0.264892578125,352,0.2,0.26277583837509155,-0.027095151235698722,-43.793381571769714,-2.6872145555555553,1258.0
12288,9,1259,24,0.0004092704424510632,0.045891674992162734,-0.004686415195465088,0.027690286,0.9939524531364441,0.266357421875,368,0.2,0.2810271978378296,-0.02254568025819026,-43.77902579307556,-2.6872145555555553,1258.0
12800,10,1257,25,0.0004092704424510632,0.0036837680454482324,-0.03804631158709526,0.014626712,0.9926211833953857,0.21142578125,384,0.2,-2.310939311981201,-0.026651029038475826,-43.76297676563263,-2.6718798,1258.0
13312,10,1256,26,0.0004092704424510632,0.07290791987907141,0.002764277160167694,0.018775553,0.9913210868835449,0.2396240234375,400,0.2,0.18262511491775513,-0.0236642468807986,-43.7165607213974,-2.6718798,1258.0
13824,11,1255,27,0.0004092704424510632,0.005320464781107148,-0.04593007639050484,0.017767163,0.9913848042488098,0.192626953125,416,0.2,-4.218632698059082,-0.02337072600494139,-43.69242799282074,-2.6718798,1258.0
14336,11,1254,28,0.0004092704424510632,0.012855234235757962,-0.026225002482533455,0.024069749,0.9893734455108643,0.2587890625,432,0.2,0.12836790084838867,-0.030482498958008364,-43.67557430267334,-2.676247181818182,1258.0
14848,11,1253,29,0.0004092704424510632,0.046398155740462244,-0.01928621716797352,0.039563753,0.987228512763977,0.3489990234375,448,0.2,0.2039884328842163,-0.025645523135608528,-43.594099283218384,-2.676247181818182,1258.0
15360,12,1252,30,0.0004092704424510632,0.010472175672475714,-0.03772461414337158,0.020757258,0.9855548143386841,0.219482421875,464,0.2,-1.9661650657653809,-0.021787430625408888,-43.540648460388184,-2.6724917500000003,1258.0
15872,12,1251,31,0.0004092704424510632,0.15022915531881154,0.03600958362221718,0.019944858,0.9854583740234375,0.23583984375,480,0.2,0.017638862133026123,-0.02220088335161563,-43.5051064491272,-2.6724917500000003,1258.0
16384,13,1250,32,0.0004092704424510632,0.005373711515858304,-0.03501124680042267,0.018757688,0.9848042130470276,0.2054443359375,496,0.2,-1.1383719444274902,-0.02067932754289359,-43.49921417236328,-2.6710014615384616,1258.0
16896,13,1250,33,0.0004092704424510632,0.14054904808290303,0.021831106394529343,0.02607464,0.9846813082695007,0.25146484375,512,0.2,0.10130786895751953,-0.029783091813442297,-43.48375725746155,-2.6710014615384616,1258.0
17408,13,1249,34,0.0004092704424510632,0.006060138999600895,-0.03784306347370148,0.018527225,0.9852927327156067,0.2540283203125,528,0.2,-0.5704280138015747,-0.0248125828220509,-43.49095821380615,-2.6710014615384616,1258.0
17920,14,1249,35,0.0004092704424510632,0.004808161145774648,-0.032128140330314636,0.01508322,0.9866148233413696,0.177490234375,544,0.2,0.03645181655883789,-0.022464585446869023,-43.51862716674805,-2.6569526428571426,1258.0
18432,14,1248,36,0.0004092704424510632,0.16795870522037148,0.04307328909635544,0.025707647,0.9860327839851379,0.21923828125,560,0.2,0.0549129843711853,-0.023994114220840856,-43.53729033470154,-2.6569526428571426,1258.0
