time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/value_loss,train/std,train/approx_kl,train/explained_variance,train/learning_rate,train/loss,train/clip_fraction,train/clip_range,rollout/ep_rew_mean,rollout/ep_len_mean
4165,0,1,512,,,,,,,,,,,,,
2518,0,2,1024,-0.030536676524206996,16,-44.006561398506165,0.10577423181530321,1.0013386011123657,0.019788604,-0.2764023542404175,0.0004092704424510632,-0.03301307186484337,0.2633056640625,0.2,,
2234,0,3,1536,-0.027504561992827803,32,-44.03435134887695,0.00328339856423554,1.0018788576126099,0.019737227,-0.006737232208251953,0.0004092704424510632,-0.030536187812685966,0.257080078125,0.2,-2.467314,1258.0
2115,0,4,2048,-0.03381588286720216,48,-44.04412281513214,0.012943241483299062,1.001758098602295,0.032767683,0.0056681036949157715,0.0004092704424510632,-0.04631895571947098,0.3477783203125,0.2,-2.467314,1258.0
2048,1,5,2560,-0.026981208269717172,64,-44.01891589164734,0.00252794337211526,1.0001802444458008,0.01993123,-0.006455779075622559,0.0004092704424510632,-0.03914826363325119,0.2935791015625,0.2,-2.3485125,1258.0
2003,1,6,3072,-0.02434660748258466,80,-43.98408091068268,0.02140118181705475,1.00044846534729,0.016068093,0.012469887733459473,0.0004092704424510632,-0.01577281579375267,0.267333984375,0.2,-2.3485125,1258.0
1973,1,7,3584,-0.02404286565433722,96,-44.00376057624817,0.001531726200482808,1.000749111175537,0.015440716,0.046540260314941406,0.0004092704424510632,-0.025258667767047882,0.236083984375,0.2,-2.3485125,1258.0
1953,2,8,4096,-0.024506184010533616,112,-43.99855649471283,0.005530145681404974,1.0002442598342896,0.019857686,0.055023193359375,0.0004092704424510632,-0.031213950365781784,0.2772216796875,0.2,-2.3450083333333334,1258.0
1937,2,9,4608,-0.019401489626034163,128,-43.980684995651245,0.026374525215942413,0.9994654059410095,0.012889821,0.005211055278778076,0.0004092704424510632,-0.011039173230528831,0.2081298828125,0.2,-2.3450083333333334,1258.0
1923,2,10,5120,-0.018361274764174595,144,-43.971232414245605,0.002578865078248782,1.0000975131988525,0.016056353,0.02645653486251831,0.0004092704424510632,-0.020935656502842903,0.1986083984375,0.2,-2.3196895,1258.0
1912,2,11,5632,-0.035384636859816965,160,-44.00952863693237,0.03661087196087465,1.0020262002944946,0.02225849,0.009782016277313232,0.0004092704424510632,-0.02283472567796707,0.318603515625,0.2,-2.3196895,1258.0
1901,3,12,6144,-0.02713376292376779,176,-44.0627818107605,0.0018317255126021337,1.003018856048584,0.015033329,-0.024238944053649902,0.0004092704424510632,-0.048846784979104996,0.2291259765625,0.2,-2.3196895,1258.0
1894,3,13,6656,-0.02066613404895179,192,-44.064868092536926,0.006972777788178064,1.0023859739303589,0.015322033,0.09807384014129639,0.0004092704424510632,-0.042538177222013474,0.196044921875,0.2,-2.33608,1258.0
1889,3,14,7168,-0.03728005214361474,208,-44.00988590717316,0.04412495729047805,0.9988837838172913,0.029767614,0.038650333881378174,0.0004092704424510632,-0.027499310672283173,0.3310546875,0.2,-2.33608,1258.0
1884,4,15,7680,-0.029402161890175194,224,-43.922144651412964,0.0027389155293349177,0.9978687167167664,0.016445585,0.0010611414909362793,0.0004092704424510632,-0.04350524768233299,0.2476806640625,0.2,-2.3499646666666663,1258.0
1882,4,16,8192,-0.024043164812610485,240,-43.91681623458862,0.054990725591778755,0.9982820749282837,0.016454121,0.011727452278137207,0.0004092704424510632,-0.011116594076156616,0.222412109375,0.2,-2.3499646666666663,1258.0
1877,4,17,8704,-0.025384299937286414,256,-43.93154168128967,0.002005618403927656,0.9991784691810608,0.017083844,-0.18436133861541748,0.0004092704424510632,-0.03205811232328415,0.237060546875,0.2,-2.3499646666666663,1258.0
1873,4,18,9216,-0.019793629027844872,272,-43.972357988357544,0.004383970641356427,1.000681757926941,0.013963165,0.3396168351173401,0.0004092704424510632,-0.027573799714446068,0.1971435546875,0.2,-2.359466285714286,1258.0
1870,5,19,9728,-0.01991804185672663,288,-44.00465798377991,0.06040771573316306,1.0011422634124756,0.01808446,0.10616171360015869,0.0004092704424510632,-0.002343319356441498,0.2205810546875,0.2,-2.359466285714286,1258.0
1868,5,20,10240,-0.022133587626740336,304,-43.99247586727142,0.003269674260081956,1.00026273727417,0.016393082,-0.8566144704818726,0.0004092704424510632,-0.028280671685934067,0.1982421875,0.2,-2.361219625,1258.0
1867,5,21,10752,-0.02536777578643523,320,-43.966264843940735,0.045250349561683834,0.9993890523910522,0.015850985,0.061202824115753174,0.0004092704424510632,-0.014967493712902069,0.216064453125,0.2,-2.361219625,1258.0
1866,6,22,11264,-0.02463965126662515,336,-43.90969741344452,0.0016150002647918882,0.9965270161628723,0.015417615,-0.487845778465271,0.0004092704424510632,-0.03936083987355232,0.21435546875,0.2,-2.361219625,1258.0
1865,6,23,11776,-0.020758137412485667,352,-43.848400235176086,0.0030529198120348155,0.9962692260742188,0.019742891,0.457663357257843,0.0004092704424510632,-0.03680010512471199,0.239501953125,0.2,-2.352298,1258.0
1864,6,24,12288,-0.02585078787524253,368,-43.86463987827301,0.046971178671810776,0.9975154995918274,0.027304133,0.17647266387939453,0.0004092704424510632,-0.030197132378816605,0.255859375,0.2,-2.352298,1258.0
1864,6,25,12800,-0.020083405412151478,384,-43.918734192848206,0.003559464847057825,0.9995433688163757,0.015408125,-1.8142807483673096,0.0004092704424510632,-0.02684469148516655,0.1937255859375,0.2,-2.3467472999999996,1258.0
1862,7,26,13312,-0.027122945903101936,400,-43.95562255382538,0.06168369157239795,0.9993229508399963,0.019968998,0.027958273887634277,0.0004092704424510632,-0.014030186459422112,0.2525634765625,0.2,-2.3467472999999996,1258.0
1861,7,27,13824,-0.025106236411374994,416,-43.938002586364746,0.0019635221015050774,0.9992778897285461,0.015871314,-0.5410616397857666,0.0004092704424510632,-0.03344354033470154,0.2119140625,0.2,-2.3467472999999996,1258.0
1859,7,28,14336,-0.025312213445431553,432,-43.94826912879944,0.006086919325753115,1.0001341104507446,0.015866986,0.14838653802871704,0.0004092704424510632,-0.021794868633151054,0.2362060546875,0.2,-2.3514896363636364,1258.0
1858,7,29,14848,-0.027202825527638197,448,-43.95481240749359,0.038176678121089935,0.9995070099830627,0.0358839,0.05797940492630005,0.0004092704424510632,-0.013329319655895233,0.3399658203125,0.2,-2.3514896363636364,1258.0
1856,8,30,15360,-0.022579632175620645,464,-43.95720386505127,0.0025305451163148973,1.0009374618530273,0.014518714,-0.04190933704376221,0.0004092704424510632,-0.029828811064362526,0.20654296875,0.2,-2.358476083333333,1258.0
1855,8,31,15872,-0.025358641971251927,480,-43.97408640384674,0.0917506436817348,0.9997660517692566,0.019681027,0.02250903844833374,0.0004092704424510632,-0.0033263564109802246,0.2685546875,0.2,-2.358476083333333,1258.0
1853,8,32,16384,-0.02547976275673136,496,-43.925543427467346,0.002681514270079788,0.9985595345497131,0.015651137,0.1529979109764099,0.0004092704424510632,-0.02829042635858059,0.248046875,0.2,-2.368707,1258.0
1852,9,33,16896,-0.02444251175620593,512,-43.91704964637756,0.09591103461571038,0.9992095232009888,0.01926421,0.06028705835342407,0.0004092704424510632,0.022289685904979706,0.244384765625,0.2,-2.368707,1258.0
1851,9,34,17408,-0.02053145517129451,528,-43.92128622531891,0.002935182157671079,0.9982860684394836,0.013038411,0.002082645893096924,0.0004092704424510632,-0.020695125684142113,0.17236328125,0.2,-2.368707,1258.0
1849,9,35,17920,-0.024027915904298425,544,-43.87696015834808,0.002483098362063174,0.9969780445098877,0.020504858,0.20644962787628174,0.0004092704424510632,-0.030585017055273056,0.2353515625,0.2,-2.3646917857142857,1258.0
1848,9,36,18432,-0.027472299174405634,560,-43.85012090206146,0.09272422385402024,0.997170627117157,0.02438029,0.024297714233398438,0.0004092704424510632,0.008664023131132126,0.257568359375,0.2,-2.3646917857142857,1258.0
1847,10,37,18944,-0.025855341329588555,576,-43.8727080821991,0.0018637050452525727,0.9983260631561279,0.017873067,-0.27599596977233887,0.0004092704424510632,-0.03760222718119621,0.2259521484375,0.2,-2.3564057333333333,1258.0
1846,10,38,19456,-0.025312027530162595,592,-43.899240255355835,0.10380190634168684,0.9987021684646606,0.019629106,0.0798308253288269,0.0004092704424510632,0.0173720084130764,0.25244140625,0.2,-2.3564057333333333,1258.0
1845,10,39,19968,-0.023690306465141475,608,-43.90009009838104,0.006080420493162819,0.9988093972206116,0.020155739,-3.342723846435547,0.0004092704424510632,-0.03506946191191673,0.2021484375,0.2,-2.3564057333333333,1258.0
1844,11,40,20480,-0.031106117254239507,624,-43.89937484264374,0.004105724608962191,0.9983859062194824,0.023349592,0.39644742012023926,0.0004092704424510632,-0.035971712321043015,0.28955078125,0.2,-2.3554509375,1258.0
1844,11,41,20992,-0.023999780663871206,640,-43.86321401596069,0.11186843900941312,0.9965395927429199,0.017600123,0.06897628307342529,0.0004092704424510632,0.016128286719322205,0.2103271484375,0.2,-2.3554509375,1258.0
1844,11,42,21504,-0.023757880699122325,656,-43.8183559179306,0.004479057708522305,0.996390700340271,0.024210475,-0.46603965759277344,0.0004092704424510632,-0.03491510823369026,0.2373046875,0.2,-2.353823764705883,1258.0
1843,11,43,22016,-0.02169671017327346,672,-43.83440375328064,0.13200401794165373,0.9973469972610474,0.019237373,0.059738337993621826,0.0004092704424510632,0.031787239015102386,0.21484375,0.2,-2.353823764705883,1258.0
1843,12,44,22528,-0.02096571121364832,688,-43.86721909046173,0.003750241265151999,0.9985684156417847,0.020549282,-2.2953927516937256,0.0004092704424510632,-0.03309815749526024,0.1754150390625,0.2,-2.353823764705883,1258.0
1843,12,45,23040,-0.019371754868188873,704,-43.86425244808197,0.005632123567920644,0.9965249300003052,0.020514932,0.18304121494293213,0.0004092704424510632,-0.035552892833948135,0.2218017578125,0.2,-2.3611487222222225,1258.0
1843,12,46,23552,-0.02343080212449422,720,-43.78584671020508,0.14006956294178963,0.9939461350440979,0.018867888,0.08144181966781616,0.0004092704424510632,0.020038269460201263,0.2205810546875,0.2,-2.3611487222222225,1258.0
1843,13,47,24064,-0.022711379890097305,736,-43.7217972278595,0.0034662256330193486,0.9925903677940369,0.013989966,-2.5049736499786377,0.0004092704424510632,-0.03273526579141617,0.244873046875,0.2,-2.366119157894737,1258.0
1842,13,48,24576,-0.02403827107627876,752,-43.687899589538574,0.1429967423900962,0.9913704991340637,0.014653116,0.06515133380889893,0.0004092704424510632,0.0465247705578804,0.2596435546875,0.2,-2.366119157894737,1258.0
