time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/value_loss,train/std,train/approx_kl,train/explained_variance,train/learning_rate,train/loss,train/clip_fraction,train/clip_range,rollout/ep_rew_mean,rollout/ep_len_mean
4164,0,1,512,,,,,,,,,,,,,
3000,0,2,1024,-0.029683864529943094,16,-43.982330203056335,0.1468666963664873,1.0000660419464111,0.019022953,-0.17769455909729004,0.0004092704424510632,-0.03677543252706528,0.2403564453125,0.2,,
2622,0,3,1536,-0.026625501282978803,32,-43.96873319149017,0.0024912912740546744,0.9985317587852478,0.021157926,-0.006592154502868652,0.0004092704424510632,-0.02939300239086151,0.2489013671875,0.2,-2.52476,1258.0
2464,0,4,2048,-0.027142276681843214,48,-43.960750579833984,0.0066205305774929,1.0004823207855225,0.021110147,-0.00787663459777832,0.0004092704424510632,-0.027845710515975952,0.295166015625,0.2,-2.52476,1258.0
2378,1,5,2560,-0.02380183307104744,64,-44.036040902137756,0.003122546328086173,1.0027496814727783,0.018383846,0.002379119396209717,0.0004092704424510632,-0.03502264246344566,0.2354736328125,0.2,-2.4026775000000002,1258.0
2324,1,6,3072,-0.01908780715893954,80,-44.064929366111755,0.009573487739544362,1.0019190311431885,0.012433417,-0.017170190811157227,0.0004092704424510632,-0.03224240988492966,0.19091796875,0.2,-2.4026775000000002,1258.0
2288,1,7,3584,-0.028205390117364004,96,-44.04409861564636,0.0013551819083659211,1.0026053190231323,0.017958432,0.014692544937133789,0.0004092704424510632,-0.03742266446352005,0.2724609375,0.2,-2.4026775000000002,1258.0
2260,1,8,4096,-0.026511962088989094,112,-44.059032917022705,0.007043877834803425,1.002166748046875,0.018576521,-0.0008955001831054688,0.0004092704424510632,-0.0340476855635643,0.2685546875,0.2,-2.435747,1258.0
2238,2,9,4608,-0.024946547171566635,128,-44.0583381652832,0.013648286228999496,1.0032250881195068,0.017915282,0.00019210577011108398,0.0004092704424510632,-0.028518788516521454,0.2484130859375,0.2,-2.435747,1258.0
2222,2,10,5120,-0.023498015390941873,144,-44.08777153491974,0.0025912689488905016,1.003592610359192,0.01714588,0.0004674196243286133,0.0004092704424510632,-0.02855144999921322,0.2425537109375,0.2,-2.45451225,1258.0
2210,2,11,5632,-0.022889906831551343,160,-44.06121742725372,0.027129369671456516,1.0013158321380615,0.01438247,0.0007159113883972168,0.0004092704424510632,-0.012494506314396858,0.194580078125,0.2,-2.45451225,1258.0
2200,2,12,6144,-0.02552035746339243,176,-44.003379702568054,0.0014235025155358016,1.000719428062439,0.015774354,0.007479667663574219,0.0004092704424510632,-0.032762981951236725,0.264404296875,0.2,-2.45451225,1258.0
2191,3,13,6656,-0.025093866075621918,192,-44.00243151187897,0.004674614894611295,1.0007779598236084,0.018285042,0.005480706691741943,0.0004092704424510632,-0.03607960045337677,0.240478515625,0.2,-2.400982,1258.0
2184,3,14,7168,-0.021431391447549686,208,-44.01454830169678,0.033846287813503295,1.0018469095230103,0.016898345,0.002930760383605957,0.0004092704424510632,-0.012703404761850834,0.2498779296875,0.2,-2.400982,1258.0
2178,3,15,7680,-0.027569008016143925,224,-44.02286076545715,0.0019557421655918006,1.0007644891738892,0.019853268,0.08868277072906494,0.0004092704424510632,-0.033943213522434235,0.2652587890625,0.2,-2.385974,1258.0
2172,3,16,8192,-0.027626103488728404,240,-43.982553005218506,0.04479904961772263,1.0000522136688232,0.023131263,0.0053250789642333984,0.0004092704424510632,-0.015154426917433739,0.269775390625,0.2,-2.385974,1258.0
2167,4,17,8704,-0.031112372045754455,256,-43.94983243942261,0.001635091362913954,0.99808269739151,0.024115084,-0.004160165786743164,0.0004092704424510632,-0.04155876860022545,0.2659912109375,0.2,-2.385974,1258.0
2172,4,18,9216,-0.026535461889579892,272,-43.87902915477753,0.0075191455107415095,0.9958365559577942,0.019923396,0.027683556079864502,0.0004092704424510632,-0.03793046995997429,0.2327880859375,0.2,-2.372865285714286,1258.0
