time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/value_loss,train/std,train/approx_kl,train/explained_variance,train/learning_rate,train/loss,train/clip_fraction,train/clip_range,rollout/ep_rew_mean,rollout/ep_len_mean
1961,5,20,10240,-0.019926403561839834,304,-43.41424536705017,0.002550115474150516,0.9818068146705627,0.014731737,0.08125156164169312,0.0004092704424510632,-0.024293718859553337,0.1856689453125,0.2,-2.254272125,1258.0
1954,5,21,10752,-0.03269248572178185,320,-43.38687026500702,0.02179570432053879,0.9815953373908997,0.03824772,0.019251465797424316,0.0004092704424510632,-0.041766323149204254,0.3128662109375,0.2,-2.254272125,1258.0
1953,5,22,11264,-0.029993660748004913,336,-43.41361844539642,0.0016231902318395441,0.9836978316307068,0.022284435,-0.02493107318878174,0.0004092704424510632,-0.03618861362338066,0.27734375,0.2,-2.254272125,1258.0
1953,6,23,11776,-0.0281880284746876,352,-43.47096598148346,0.004630329247447662,0.9845278263092041,0.02374731,0.10948628187179565,0.0004092704424510632,-0.030993608757853508,0.2666015625,0.2,-2.255311777777778,1258.0
1953,6,24,12288,-0.02310924240737222,368,-43.47909128665924,0.025535047461744398,0.9841938614845276,0.019442257,0.10088938474655151,0.0004092704424510632,-0.024858655408024788,0.2313232421875,0.2,-2.255311777777778,1258.0
1954,6,25,12800,-0.0263066787738353,384,-43.47353446483612,0.002283537520270329,0.9850219488143921,0.020308213,-0.0031739473342895508,0.0004092704424510632,-0.04094924032688141,0.236572265625,0.2,-2.2616383000000004,1258.0
1955,6,26,13312,-0.030337598793266807,400,-43.477133989334106,0.03598893387243152,0.9840172529220581,0.020787444,0.07713854312896729,0.0004092704424510632,-0.025852546095848083,0.26611328125,0.2,-2.2616383000000004,1258.0
1951,7,27,13824,-0.02253267337800935,416,-43.4235303401947,0.0012805611513613258,0.9818642735481262,0.013410363,-0.026352405548095703,0.0004092704424510632,-0.04119497910141945,0.173828125,0.2,-2.2616383000000004,1258.0
1950,7,28,14336,-0.025492592234513722,432,-43.37101936340332,0.0033253376568609383,0.9812016487121582,0.023849618,0.5296844244003296,0.0004092704424510632,-0.03316677361726761,0.2366943359375,0.2,-2.254870181818182,1258.0
1951,7,29,14848,-0.024223315151175484,448,-43.35180425643921,0.02333438122877851,0.9806802272796631,0.034412876,0.15470284223556519,0.0004092704424510632,-0.02117299661040306,0.28662109375,0.2,-2.254870181818182,1258.0
1951,7,30,15360,-0.021975701121846214,464,-43.33793616294861,0.00327102476512664,0.9801903963088989,0.01524562,-0.323569655418396,0.0004092704424510632,-0.040550485253334045,0.2020263671875,0.2,-2.248606666666667,1258.0
1951,8,31,15872,-0.03276871656998992,480,-43.32329869270325,0.05139522405806929,0.979351818561554,0.016437057,0.07496678829193115,0.0004092704424510632,-0.02160263992846012,0.2589111328125,0.2,-2.248606666666667,1258.0
1948,8,32,16384,-0.0201126793253934,496,-43.254788756370544,0.0025148795466520824,0.9758800268173218,0.015322853,0.40074318647384644,0.0004092704424510632,-0.03091181255877018,0.170166015625,0.2,-2.2647715384615386,1258.0
1946,8,33,16896,-0.02657431382976938,512,-43.17311871051788,0.05435593973379582,0.9752355813980103,0.019022394,0.07969522476196289,0.0004092704424510632,-0.013335935771465302,0.21826171875,0.2,-2.2647715384615386,1258.0
1947,8,34,17408,-0.020923441072227433,528,-43.183866024017334,0.0030099669529590756,0.9765396118164062,0.014637185,0.05214613676071167,0.0004092704424510632,-0.025348901748657227,0.186279296875,0.2,-2.2647715384615386,1258.0
1948,9,35,17920,-0.021464776655193418,544,-43.21978008747101,0.0027800684183603153,0.9767786860466003,0.017143099,0.22520309686660767,0.0004092704424510632,-0.02752087265253067,0.2237548828125,0.2,-2.2648289285714287,1258.0
1948,9,36,18432,-0.03407994331791997,560,-43.2174973487854,0.07109404378570616,0.9766780734062195,0.028422903,0.04381328821182251,0.0004092704424510632,-0.008239885792136192,0.2860107421875,0.2,-2.2648289285714287,1258.0
