time/fps,time/episodes,train/n_updates,time/total_timesteps,time/time_elapsed,train/ent_coef_loss,train/actor_loss,train/ent_coef,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/critic_loss
27,4,4931,5032,179,-158.28915405273438,-122.24163818359375,0.01745414361357689,1258.0,-5.368523499999999,0.0008459126528049375,2.9190237522125244
27,8,9963,10064,365,-49.34842300415039,-125.8987808227539,0.0014715365832671523,1258.0,-4.29744,0.0008459126528049375,3.480013847351074
27,12,14995,15096,553,30.51561737060547,-116.70362091064453,0.0007164597045630217,1258.0,-3.637302833333333,0.0008459126528049375,2.085735559463501
27,16,20027,20128,742,-60.762474060058594,-102.17870330810547,0.0011308451648801565,1258.0,-3.3334506875,0.0008459126528049375,4.4542317390441895
31,20,25059,25160,5,33.118804931640625,-80.54408264160156,0.0006959613529033959,1258.0,-3.1464566000000005,0.0008459126528049375,20.381591796875
30,24,30091,30192,170,-42.562110900878906,-68.80437469482422,0.0004461111384443939,1258.0,-3.0090442083333335,0.0008459126528049375,1.1468712091445923
28,28,35123,35224,356,1.3546297550201416,-64.97183227539062,0.00029810043633915484,1258.0,-2.8954018214285715,0.0008459126528049375,1.8352653980255127
28,32,40155,40256,541,-6.558324813842773,-61.16136169433594,0.00027995798154734075,1258.0,-2.835659875,0.0008459126528049375,1.0082371234893799
27,36,45187,45288,725,-34.31880187988281,-51.6636848449707,0.0005972618819214404,1258.0,-2.754840888888889,0.0008459126528049375,2.2548482418060303
27,40,50219,50320,11,-12.733766555786133,-49.755619049072266,0.0007539614452980459,1258.0,-2.7105222749999998,0.0008459126528049375,2.1530730724334717
27,44,55251,55352,195,-3.4394664764404297,-30.710268020629883,0.0008426430867984891,1258.0,-2.6736192045454548,0.0008459126528049375,3.94517183303833
27,48,60283,60384,379,131.3854217529297,-23.597393035888672,0.0006825317977927625,1258.0,-2.6374939166666667,0.0008459126528049375,18.446331024169922
27,52,65315,65416,552,-48.69546127319336,-20.011343002319336,0.0003703736874740571,1258.0,-2.587196711538461,0.0008459126528049375,2.780071258544922
28,56,70347,70448,718,-30.85580062866211,-2.1342356204986572,0.002188360085710883,1258.0,-2.545501357142857,0.0008459126528049375,6.456855773925781
29,60,75379,75480,16,27.49757957458496,3.9358713626861572,0.0005177961429581046,1258.0,-2.5122031999999996,0.0008459126528049375,58.056732177734375
28,64,80411,80512,191,7.067935466766357,10.063606262207031,0.0015360356774181128,1258.0,-2.476314171875,0.0008459126528049375,23.01758575439453
28,68,85443,85544,368,10.185831069946289,16.431528091430664,0.0008379190694540739,1258.0,-2.4647513529411764,0.0008459126528049375,20.22527503967285
29,72,90475,90576,533,-34.16285705566406,17.326751708984375,0.0007694705273024738,1258.0,-2.446029736111111,0.0008459126528049375,5.797210216522217
30,76,95507,95608,671,4.294923782348633,26.79461097717285,0.00066992366919294,1258.0,-2.433837499999999,0.0008459126528049375,4.700965881347656
