time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/clip_range,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/loss,train/std,train/entropy_loss,train/approx_kl,train/clip_fraction,train/value_loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,4089,0,,,,,,,,,,,,,
1024,2,1895,0,0.2,-0.031124026223551482,16,0.0004092704424510632,-0.024420946836471558,1.0001778602600098,-43.98571705818176,0.018869862,0.2490234375,0.09821158579507028,-0.07618927955627441,,
1536,3,1618,0,0.2,-0.03328278355184011,32,0.0004092704424510632,-0.03863861784338951,1.000222086906433,-43.99364352226257,0.020556409,0.3055419921875,0.0034364447128609754,0.00039952993392944336,-2.391957,1223.0
2048,4,1506,1,0.2,-0.022294938054983504,48,0.0004092704424510632,-0.02928772196173668,1.0006775856018066,-43.996062874794006,0.015407858,0.253662109375,0.007886919687734917,-0.018369555473327637,-2.391957,1223.0
2560,5,1442,1,0.2,-0.02849709008296486,64,0.0004092704424510632,-0.03590022772550583,1.0008878707885742,-44.01005566120148,0.018873973,0.275146484375,0.0013743667068411014,0.007650434970855713,-2.3573304999999998,1223.0
3072,6,1408,2,0.2,-0.02531102008651942,80,0.0004092704424510632,-0.013181701302528381,0.9993227124214172,-43.99151337146759,0.021320112,0.297119140625,0.012323293252848089,-0.0029131174087524414,-2.3573304999999998,1223.0
3584,7,1383,2,0.2,-0.027234454493736848,96,0.0004092704424510632,-0.03156221657991409,1.0006994009017944,-43.969189405441284,0.016729468,0.2353515625,0.0020193774362269323,0.02273726463317871,-2.3573304999999998,1223.0
4096,8,1363,3,0.2,-0.030249068251578137,112,0.0004092704424510632,-0.04457102343440056,1.0008070468902588,-44.011260986328125,0.019757893,0.2667236328125,0.0025328356023237575,0.00914764404296875,-2.353968,1223.0
4608,9,1349,3,0.2,-0.029072017496218905,128,0.0004092704424510632,-0.030046340078115463,1.000240445137024,-43.99710428714752,0.031758845,0.3232421875,0.0251050487277098,-0.0019044876098632812,-2.353968,1223.0
5120,10,1340,3,0.2,-0.025023498863447458,144,0.0004092704424510632,-0.02899281494319439,0.9988231062889099,-43.970606207847595,0.019713407,0.258544921875,0.0015015185163065325,0.027966678142547607,-2.3339795,1223.0
5632,11,1333,4,0.2,-0.028639112395467237,160,0.0004092704424510632,-0.019053392112255096,0.9983422756195068,-43.93145668506622,0.020043375,0.300537109375,0.03293761645909399,0.005683958530426025,-2.3339795,1223.0
6144,12,1325,4,0.2,-0.028143619223556016,176,0.0004092704424510632,-0.03702856972813606,0.9989200830459595,-43.933947682380676,0.018580407,0.2188720703125,0.001706846000161022,0.009684324264526367,-2.3230405999999997,1223.0
6656,13,1319,5,0.2,-0.02500206240802072,192,0.0004092704424510632,-0.020190611481666565,0.999500572681427,-43.95282256603241,0.02252271,0.2381591796875,0.03422963107004762,0.016511142253875732,-2.3230405999999997,1223.0
7168,14,1313,5,0.2,-0.024490110008628108,208,0.0004092704424510632,-0.032209362834692,1.000901460647583,-43.98083221912384,0.019207805,0.2161865234375,0.002637209792737849,0.22353142499923706,-2.3230405999999997,1223.0
7680,15,1310,5,0.2,-0.0324017318780534,224,0.0004092704424510632,-0.04923775792121887,1.0011378526687622,-44.014116168022156,0.02771337,0.287353515625,0.0024593145535618532,0.012223660945892334,-2.3148676666666668,1223.0
8192,16,1305,6,0.2,-0.027506456593982875,240,0.0004092704424510632,-0.013224460184574127,0.9987768530845642,-43.974862933158875,0.01748367,0.291015625,0.04878410464152694,0.006480574607849121,-2.3148676666666668,1223.0
8704,17,1302,6,0.2,-0.026274975418346003,256,0.0004092704424510632,-0.03514011949300766,0.9962619543075562,-43.89483952522278,0.016163832,0.210205078125,0.00172862709769106,0.05480921268463135,-2.313761,1223.0
9216,18,1299,7,0.2,-0.022635884342889767,272,0.0004092704424510632,-0.01850058138370514,0.995395302772522,-43.83768081665039,0.019556556,0.2001953125,0.05134556081611663,0.03414434194564819,-2.313761,1223.0
9728,19,1296,7,0.2,-0.02119833682081662,288,0.0004092704424510632,-0.02056169882416725,0.9940373301506042,-43.8092075586319,0.016579153,0.2086181640625,0.0037163733868510462,0.06924057006835938,-2.313761,1223.0
10240,20,1294,7,0.2,-0.018645105461473577,304,0.0004092704424510632,-0.022679492831230164,0.9941897392272949,-43.78063905239105,0.019129239,0.1890869140625,0.0022416089159378316,0.018648803234100342,-2.320629875,1223.0
10752,21,1291,8,0.2,-0.027504008379764855,320,0.0004092704424510632,-0.005794074386358261,0.9933858513832092,-43.77901875972748,0.025171641,0.256591796875,0.0673071607016027,0.007573485374450684,-2.320629875,1223.0
11264,22,1289,8,0.2,-0.026086573489010334,336,0.0004092704424510632,-0.03336997330188751,0.9913276433944702,-43.73099970817566,0.017098995,0.214111328125,0.0024161272049241234,-0.07737517356872559,-2.3128172222222223,1223.0
11776,23,1288,9,0.2,-0.032230026452452876,352,0.0004092704424510632,-0.01202431321144104,0.9929280877113342,-43.70967388153076,0.029837731,0.28271484375,0.06754741736222059,0.09257638454437256,-2.3128172222222223,1223.0
12288,24,1286,9,0.2,-0.023631596370250918,368,0.0004092704424510632,-0.03651388734579086,0.9930799007415771,-43.74963414669037,0.018700209,0.205078125,0.0024587087082181824,-1.5596826076507568,-2.3235172,1223.0
12800,25,1285,9,0.2,-0.031303897383622825,384,0.0004092704424510632,-0.01774318888783455,0.9921999573707581,-43.7355477809906,0.023782268,0.28173828125,0.06827498564962298,0.03630721569061279,-2.3235172,1223.0
13312,26,1283,10,0.2,-0.025886771763907745,400,0.0004092704424510632,-0.03498733788728714,0.9919013381004333,-43.710808753967285,0.016126411,0.200927734375,0.0076845575458719395,0.32853585481643677,-2.3235172,1223.0
13824,27,1282,10,0.2,-0.025375950062880293,416,0.0004092704424510632,-0.034974414855241776,0.9913219213485718,-43.69885611534119,0.013035247,0.1893310546875,0.0023318317471421324,-0.01586306095123291,-2.313950636363636,1223.0
