rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/ent_coef_loss,train/learning_rate,time/episodes,train/ent_coef,rollout/ep_rew_mean,train/n_updates,train/actor_loss,time/fps,time/total_timesteps
1223.0,344,49.264198303222656,-182.19705200195312,0.0008459126528049375,4,0.019570857286453247,-4.025915,4791,-120.52941131591797,14,4892
1223.0,706,2.3312697410583496,49.122318267822266,0.0008459126528049375,8,0.001279640942811966,-3.0194814999999995,9683,-127.21534729003906,13,9784
1223.0,1053,5.499789237976074,-52.0085334777832,0.0008459126528049375,12,0.0009745440911501646,-2.450287583333333,14575,-129.0675506591797,13,14676
1223.0,1398,4.131223678588867,39.73549270629883,0.0008459126528049375,16,0.0010583702242001891,-2.0993268125,19467,-116.43055725097656,13,19568
1223.0,1746,6.323710918426514,-24.39409828186035,0.0008459126528049375,20,0.0009121368057094514,-1.9131661500000003,24359,-102.0055160522461,14,24460
1223.0,313,2.9878623485565186,3.1894466876983643,0.0008459126528049375,24,0.0003075044951401651,-1.772867708333333,29251,-99.93026733398438,13,29352
1223.0,664,1.7511975765228271,39.04186248779297,0.0008459126528049375,28,0.0006719139055348933,-1.702341357142857,34143,-84.76525115966797,13,34244
1223.0,1004,3.3670010566711426,60.73148727416992,0.0008459126528049375,32,0.0005994365783408284,-1.6444061875,39035,-67.94554138183594,14,39136
1223.0,1338,5.326356887817383,-23.07724380493164,0.0008459126528049375,36,0.0008308851392939687,-1.605727388888889,43927,-51.29793167114258,14,44028
1223.0,1675,2.679992198944092,-11.195934295654297,0.0008459126528049375,40,0.00043208853458054364,-1.5814003500000002,48819,-48.460723876953125,14,48920
1223.0,266,0.8872470259666443,-24.217138290405273,0.0008459126528049375,44,0.0005415718769654632,-1.540599022727273,53711,-47.42570877075195,14,53812
1223.0,605,5.8854875564575195,-46.93463134765625,0.0008459126528049375,48,0.0014643828617408872,-1.4996037500000001,58603,-35.35157775878906,14,58704
1223.0,946,2.0174622535705566,-27.330820083618164,0.0008459126528049375,52,0.0004921660292893648,-1.473403076923077,63495,-29.91373634338379,14,63596
1223.0,1297,15.620086669921875,-22.99443244934082,0.0008459126528049375,56,0.0009498032741248608,-1.4429757857142858,68387,-21.918678283691406,14,68488
1223.0,1662,3.7491273880004883,-7.642982482910156,0.0008459126528049375,60,0.0012234833557158709,-1.4184287833333333,73279,-18.659927368164062,14,73380
1223.0,252,4.375099182128906,27.498090744018555,0.0008459126528049375,64,0.00039028204628266394,-1.4025788437500002,78171,-13.039846420288086,12,78272
1223.0,630,2.128084659576416,-18.442670822143555,0.0008459126528049375,68,0.00030733912717550993,-1.3870561911764707,83063,-5.145293235778809,12,83164
1223.0,1008,6.641231536865234,-65.86817932128906,0.0008459126528049375,72,0.0012808801839128137,-1.3665589583333333,87955,5.658759117126465,12,88056
1223.0,1388,1.654285192489624,34.68734359741211,0.0008459126528049375,76,0.0006649398128502071,-1.3553438947368424,92847,9.924318313598633,12,92948
1223.0,1771,10.570768356323242,28.021642684936523,0.0008459126528049375,80,0.000668576336465776,-1.3448855874999999,97739,17.376733779907227,12,97840
