rollout/ep_rew_mean,time/fps,time/episodes,train/critic_loss,train/n_updates,train/learning_rate,rollout/ep_len_mean,train/ent_coef,time/time_elapsed,train/actor_loss,train/ent_coef_loss,time/total_timesteps
-4.182378,58,4,1.9029550552368164,4927,0.0008459126528049375,1257.0,0.017612332478165627,86,-125.37644958496094,-176.89678955078125,5028
-3.3908645,57,8,7.025725841522217,9955,0.0008459126528049375,1257.0,0.0010068549308925867,174,-133.64352416992188,-33.03206253051758,10056
-2.811442416666667,57,12,23.214324951171875,14983,0.0008459126528049375,1257.0,0.0009147414821200073,262,-130.81918334960938,58.03553009033203,15084
-2.4299755625,57,16,7.243818283081055,20011,0.0008459126528049375,1257.0,0.001764005864970386,349,-117.09391021728516,5.642399787902832,20112
-2.25077255,58,20,4.122283935546875,25039,0.0008459126528049375,1257.0,0.0009976590517908335,2,-98.76812744140625,-44.1297492980957,25140
-2.144293,57,24,2.684911012649536,30067,0.0008459126528049375,1257.0,0.0008739472832530737,89,-96.10294342041016,-8.435202598571777,30168
-2.0363764285714288,57,28,8.144054412841797,35095,0.0008459126528049375,1257.0,0.0005753838922828436,176,-93.60659790039062,3.1001899242401123,35196
-1.95705453125,57,32,10.417543411254883,40123,0.0008459126528049375,1257.0,0.0008706816588528454,263,-66.28131103515625,248.06617736816406,40224
-1.9079190000000001,55,36,2.262209892272949,45151,0.0008459126528049375,1257.0,0.0003225571126677096,363,-62.90660095214844,-39.09380340576172,45252
-1.8497458000000002,50,40,2.5831234455108643,50179,0.0008459126528049375,1257.0,0.0002745593374129385,5,-62.75666427612305,-49.27341079711914,50280
-1.7913907954545456,49,44,15.807832717895508,55207,0.0008459126528049375,1257.0,0.0003709546581376344,106,-61.06044387817383,-2.7401227951049805,55308
-1.7585259583333335,49,48,4.729806900024414,60235,0.0008459126528049375,1257.0,0.0004290736687835306,206,-53.64411163330078,-42.37954330444336,60336
-1.7204251346153847,49,52,13.911252975463867,65263,0.0008459126528049375,1257.0,0.001477300189435482,307,-21.729793548583984,62.10066223144531,65364
-1.728918107142857,49,56,5.0448689460754395,70291,0.0008459126528049375,1257.0,0.000703051860909909,409,-12.087323188781738,-4.08694314956665,70392
-1.7285180166666665,48,60,2.6203670501708984,75319,0.0008459126528049375,1257.0,0.0005282527999952435,8,-4.210573196411133,-21.480321884155273,75420
-1.7317354531249998,47,64,2.2721493244171143,80347,0.0008459126528049375,1257.0,0.0003034860419575125,115,-1.314014196395874,-71.77535247802734,80448
-1.736420220588235,46,68,2.000973701477051,85375,0.0008459126528049375,1257.0,0.00016161643725354224,223,7.123617172241211,-44.86279296875,85476
-1.7254638472222221,46,72,1.2582371234893799,90403,0.0008459126528049375,1257.0,0.00027403171407058835,331,14.420628547668457,-2.262798309326172,90504
