rollout/ep_len_mean,train/ent_coef,train/actor_loss,time/episodes,train/n_updates,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/ent_coef_loss,train/learning_rate,train/critic_loss,time/total_timesteps
1258.0,0.01689065806567669,-121.49010467529297,4,4931,116,-5.127922750000001,43,-184.9844970703125,0.0008459126528049375,1.4809002876281738,5032
1258.0,0.0009442254668101668,-129.9764404296875,8,9963,237,-3.887374875,42,-77.82341003417969,0.0008459126528049375,4.696066379547119,10064
1258.0,0.0012387367896735668,-128.05224609375,12,14995,357,-3.1261197499999995,42,-34.463871002197266,0.0008459126528049375,7.317161560058594,15096
1258.0,0.0009940125746652484,-129.60006713867188,16,20027,515,-2.7630003125,39,43.79890441894531,0.0008459126528049375,1.3364061117172241,20128
1258.0,0.0016240178374573588,-122.20463562011719,20,25059,6,-2.51342965,23,23.586071014404297,0.0008459126528049375,2.8883557319641113,25160
1258.0,0.001337989466264844,-117.90402221679688,24,30091,184,-2.3834060416666665,28,7.4777021408081055,0.0008459126528049375,2.3836660385131836,30192
1258.0,0.001040582894347608,-116.42778015136719,28,35123,352,-2.2649994999999996,29,50.324039459228516,0.0008459126528049375,5.434854984283447,35224
1258.0,0.0007209398900158703,-116.13845825195312,32,40155,515,-2.19713771875,29,78.88146209716797,0.0008459126528049375,3.3539388179779053,40256
1258.0,0.0007921985816210508,-109.57209777832031,36,45187,679,-2.139984388888889,29,-39.274173736572266,0.0008459126528049375,5.927992343902588,45288
1258.0,0.0007392015540972352,-105.14241027832031,40,50219,10,-2.0964057499999997,31,35.662864685058594,0.0008459126528049375,8.521322250366211,50320
1258.0,0.0009412540239281952,-99.18782806396484,44,55251,170,-2.049286409090909,31,-26.436050415039062,0.0008459126528049375,4.702706336975098,55352
1258.0,0.0009980500908568501,-73.63670349121094,48,60283,329,-2.0255792708333336,31,-19.841007232666016,0.0008459126528049375,4.010401248931885,60384
1258.0,0.0017813576851040125,-70.32411193847656,52,65315,489,-1.989771826923077,31,21.677827835083008,0.0008459126528049375,12.128240585327148,65416
1258.0,0.0012008086778223515,-65.45573425292969,56,70347,651,-1.9691341607142856,31,-11.307442665100098,0.0008459126528049375,29.307491302490234,70448
1258.0,0.002381620230153203,-49.529632568359375,60,75379,12,-1.9396416666666667,38,30.051475524902344,0.0008459126528049375,107.55821228027344,75480
1258.0,0.002341700019314885,-34.74428176879883,64,80411,147,-1.9235388593749998,37,18.828462600708008,0.0008459126528049375,24.96208381652832,80512
1258.0,0.0012667498085647821,-36.12421798706055,68,85443,303,-1.9088063088235292,34,-39.99649429321289,0.0008459126528049375,52.845008850097656,85544
1258.0,0.0011599139543250203,-21.88011360168457,72,90475,479,-1.8934536527777779,32,-25.73365592956543,0.0008459126528049375,72.6890869140625,90576
1258.0,0.001691430457867682,-7.649503707885742,76,95507,655,-1.8947909736842108,31,-30.41927719116211,0.0008459126528049375,172.24642944335938,95608
