rollout/ep_len_mean,train/ent_coef,train/actor_loss,time/episodes,train/n_updates,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/ent_coef_loss,train/learning_rate,train/critic_loss,time/total_timesteps
1258.0,0.017278442159295082,-122.86283111572266,4,4931,151,-4.84943625,33,-174.64901733398438,0.0008459126528049375,1.122807264328003,5032
1258.0,0.0010942756198346615,-129.87924194335938,8,9963,306,-3.9143371250000003,32,59.58271408081055,0.0008459126528049375,3.3855485916137695,10064
1258.0,0.0010637256782501936,-132.03024291992188,12,14995,460,-3.260960416666667,32,31.086040496826172,0.0008459126528049375,6.5892534255981445,15096
1258.0,0.0006668420974165201,-133.02667236328125,16,20027,617,-2.9356251875000003,32,-24.57948112487793,0.0008459126528049375,2.0441529750823975,20128
1258.0,0.0007085133111104369,-121.20733642578125,20,25059,4,-2.6977750499999997,32,-60.56369400024414,0.0008459126528049375,7.2237396240234375,25160
1258.0,0.0012901189038529992,-120.73829650878906,24,30091,162,-2.5433414166666664,31,-44.534706115722656,0.0008459126528049375,4.460954666137695,30192
1258.0,0.0006339335814118385,-119.18265533447266,28,35123,294,-2.4232504999999995,34,-58.41825485229492,0.0008459126528049375,7.062049865722656,35224
1258.0,0.0006486042984761298,-113.51777648925781,32,40155,450,-2.32839625,33,25.581037521362305,0.0008459126528049375,2.751620292663574,40256
1258.0,0.0009051537490449846,-101.67149353027344,36,45187,605,-2.2612170555555555,33,44.0593147277832,0.0008459126528049375,3.2056615352630615,45288
1258.0,0.0012273486936464906,-97.5692138671875,40,50219,9,-2.216677475,32,-17.660303115844727,0.0008459126528049375,4.928544998168945,50320
1258.0,0.00044333632104098797,-95.40361022949219,44,55251,164,-2.1847077727272732,32,-48.500633239746094,0.0008459126528049375,3.5127344131469727,55352
1258.0,0.001501326565630734,-86.1396484375,48,60283,319,-2.1466768333333333,32,64.15081787109375,0.0008459126528049375,7.125002384185791,60384
1258.0,0.0008502296986989677,-78.13971710205078,52,65315,475,-2.1121151923076917,32,-60.195858001708984,0.0008459126528049375,17.01220703125,65416
1258.0,0.001008021761663258,-72.50411224365234,56,70347,633,-2.085241107142857,32,-40.83915710449219,0.0008459126528049375,6.806754112243652,70448
1258.0,0.0006097648292779922,-58.35140609741211,60,75379,15,-2.0716086999999996,30,53.2896842956543,0.0008459126528049375,25.21352767944336,75480
1258.0,0.0009567429078742862,-53.740943908691406,64,80411,187,-2.05333578125,29,54.625667572021484,0.0008459126528049375,9.724512100219727,80512
1258.0,0.001206338289193809,-37.12391662597656,68,85443,362,-2.0505740882352943,29,0.24518871307373047,0.0008459126528049375,15.322456359863281,85544
1258.0,0.0011505823349580169,-31.588504791259766,72,90475,533,-2.0447119166666665,29,19.31576919555664,0.0008459126528049375,16.194778442382812,90576
1258.0,0.0011783153750002384,-6.690746784210205,76,95507,705,-2.0404059210526313,29,-22.547565460205078,0.0008459126528049375,15.738850593566895,95608
