train/learning_rate,train/ent_coef,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/n_updates,time/fps,train/critic_loss,time/episodes
0.0008459126528049375,0.017361359670758247,-121.75486755371094,-170.99191284179688,1258.0,-4.29593,453,5032,4931,11,1.9502944946289062,4
0.0008459126528049375,0.0010895391460508108,-126.05449676513672,5.8676347732543945,1258.0,-3.245674375,909,10064,9963,11,20.021203994750977,8
0.0008459126528049375,0.001651924685575068,-117.99160766601562,9.802180290222168,1258.0,-2.5598678333333336,1366,15096,14995,11,6.119335174560547,12
0.0008459126528049375,0.0016013301210477948,-106.79024505615234,-0.2685950696468353,1258.0,-2.2068558124999997,1826,20128,20027,11,3.5850625038146973,16
0.0008459126528049375,0.0006647166446782649,-94.59822082519531,42.281272888183594,1258.0,-1.9706925999999996,14,25160,25059,11,3.241832733154297,20
0.0008459126528049375,0.0005994889070279896,-82.5315170288086,12.418011665344238,1258.0,-1.8305667083333332,479,30192,30091,10,6.177770614624023,24
0.0008459126528049375,0.0008319729822687805,-68.48359680175781,-1.8397376537322998,1258.0,-1.7262001785714285,947,35224,35123,10,3.98960018157959,28
0.0008459126528049375,0.000457686634035781,-63.69316482543945,-24.307376861572266,1258.0,-1.63797109375,1414,40256,40155,10,2.321746826171875,32
0.0008459126528049375,0.0007366820937022567,-53.71050262451172,-20.117448806762695,1258.0,-1.5837209722222223,1885,45288,45187,10,4.325223922729492,36
0.0008459126528049375,0.0011120788985863328,-49.1635627746582,2.0631930828094482,1258.0,-1.5187109250000002,29,50320,50219,10,5.677818298339844,40
0.0008459126528049375,0.0011308396933600307,-33.89531707763672,-16.474761962890625,1258.0,-1.4673631136363638,500,55352,55251,10,6.065031051635742,44
0.0008459126528049375,0.0009872732916846871,-26.92082977294922,4.532620429992676,1258.0,-1.4348110416666664,958,60384,60283,10,13.972972869873047,48
0.0008459126528049375,0.0011340948985889554,-20.7564754486084,-7.048288822174072,1258.0,-1.4117888653846151,1412,65416,65315,10,2.6387271881103516,52
