rollout/ep_rew_mean,train/actor_loss,train/critic_loss,time/fps,train/n_updates,rollout/ep_len_mean,train/ent_coef_loss,time/episodes,train/ent_coef,time/time_elapsed,train/learning_rate,time/total_timesteps
-4.318684750000001,-122.16978454589844,2.162580966949463,66,4927,1257.0,-181.3739471435547,4,0.017279241234064102,75,0.0008459126528049375,5028
-3.185420375,-122.91224670410156,2.6010384559631348,64,9955,1257.0,32.908607482910156,8,0.0013610805617645383,155,0.0008459126528049375,10056
-2.4819695833333335,-106.08732604980469,3.8567261695861816,64,14983,1257.0,-67.28974151611328,12,0.0012801499105989933,235,0.0008459126528049375,15084
-2.2127286875,-86.12721252441406,3.1919705867767334,63,20011,1257.0,-10.696789741516113,16,0.0007505881367251277,314,0.0008459126528049375,20112
-2.06038175,-79.40782165527344,1.921259880065918,62,25039,1257.0,-47.77629470825195,20,0.0007602916448377073,2,0.0008459126528049375,25140
-1.9749927500000002,-71.27124786376953,2.17720627784729,66,30067,1257.0,-43.68946075439453,24,0.0009098019800148904,77,0.0008459126528049375,30168
-1.908154285714286,-64.17340087890625,1.2005748748779297,70,35095,1257.0,-25.24541473388672,28,0.0005049442406743765,144,0.0008459126528049375,35196
-1.8343153125000002,-63.76969909667969,1.3911863565444946,68,40123,1257.0,7.402719497680664,32,0.0005506491870619357,221,0.0008459126528049375,40224
-1.796960805555556,-5.852079391479492,4.801051139831543,67,45151,1257.0,-35.37635803222656,36,0.0009216341422870755,301,0.0008459126528049375,45252
-1.7815973,3.6659350395202637,5.95021915435791,70,50179,1257.0,-99.0821533203125,40,0.0006323021370917559,3,0.0008459126528049375,50280
-1.7657667500000003,13.833603858947754,7.2125701904296875,68,55207,1257.0,0.006779670715332031,44,0.0005247410736046731,77,0.0008459126528049375,55308
-1.7356131249999998,17.86962890625,2.9930455684661865,66,60235,1257.0,21.686067581176758,48,0.0004791727988049388,155,0.0008459126528049375,60336
-1.7054475576923074,26.627544403076172,3.7816810607910156,65,65263,1257.0,-44.16208267211914,52,0.0002749862032942474,233,0.0008459126528049375,65364
-1.6834843035714282,33.02064514160156,2.3228726387023926,65,70291,1257.0,42.89188003540039,56,0.0001942809030879289,310,0.0008459126528049375,70392
-1.6605513333333333,43.49647903442383,5.087706565856934,63,75319,1257.0,33.902103424072266,60,0.00017168201156891882,6,0.0008459126528049375,75420
-1.64340634375,45.311527252197266,2.348435640335083,60,80347,1257.0,-72.26301574707031,64,0.0002690900000743568,89,0.0008459126528049375,80448
-1.6211562647058824,52.5487174987793,3.899698257446289,60,85375,1257.0,-71.34026336669922,68,0.0004893224104307592,172,0.0008459126528049375,85476
-1.6130513888888889,55.95217514038086,2.483128070831299,60,90403,1257.0,55.8487548828125,72,0.0001640211557969451,255,0.0008459126528049375,90504
