time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/clip_fraction,train/learning_rate,train/loss,train/n_updates,train/approx_kl,train/entropy_loss,train/value_loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
512,0,3881,1,,,,,,,,,,,,,
1024,0,2620,2,0.258056640625,0.0004092704424510632,-0.03324369713664055,16,0.01944204,-43.98507523536682,0.20513059705263004,0.2,-0.6214364767074585,-0.03222819208167493,1.0001862049102783,,
1536,0,2333,3,0.27734375,0.0004092704424510632,-0.041809581220149994,32,0.022380836,-43.98492980003357,0.003744600668142084,0.2,-0.11768662929534912,-0.03424607840133831,0.99954754114151,1223.0,-2.498349
2048,0,2208,4,0.28173828125,0.0004092704424510632,-0.031628888100385666,48,0.019727536,-43.950371623039246,0.015389303705887869,0.2,0.0038095712661743164,-0.02727212080208119,0.9981858730316162,1223.0,-2.498349
2560,1,2151,5,0.22314453125,0.0004092704424510632,-0.03063320554792881,64,0.014002424,-43.93758773803711,0.0017102746478485642,0.2,-0.01675879955291748,-0.02249474814743735,0.9992614388465881,1223.0,-2.570128
3072,1,2116,6,0.3145751953125,0.0004092704424510632,-0.019362181425094604,80,0.020304166,-43.96651816368103,0.02153236704180017,0.2,0.00425565242767334,-0.028933399669767823,0.9993861317634583,1223.0,-2.570128
3584,1,2086,7,0.2232666015625,0.0004092704424510632,-0.025307705625891685,96,0.01665077,-43.96072316169739,0.0030202338384697214,0.2,-0.016838431358337402,-0.022369993093889207,0.9991521239280701,1223.0,-2.570128
4096,1,2064,8,0.259765625,0.0004092704424510632,-0.04056939110159874,112,0.019011963,-43.97483587265015,0.0030250972049543634,0.2,-0.026407361030578613,-0.02824876710656099,1.0005007982254028,1223.0,-2.5261393333333335
4608,2,2043,9,0.263916015625,0.0004092704424510632,-0.0156094990670681,128,0.018660259,-44.00528907775879,0.037575091526377946,0.2,0.004460930824279785,-0.025191154709318653,1.0010459423065186,1223.0,-2.5261393333333335
5120,2,2032,10,0.2576904296875,0.0004092704424510632,-0.024733668193221092,144,0.01898786,-44.008564591407776,0.0016986180089588743,0.2,-0.08500874042510986,-0.025739371601957828,1.000637412071228,1223.0,-2.4671905
5632,2,2023,11,0.24658203125,0.0004092704424510632,-0.013644255697727203,160,0.016591024,-44.01973497867584,0.04325380618683994,0.2,0.00981295108795166,-0.0247354052044102,1.002105712890625,1223.0,-2.4671905
6144,3,2021,12,0.23779296875,0.0004092704424510632,-0.046605680137872696,176,0.015110458,-44.05094599723816,0.0015270914755092235,0.2,-0.26081836223602295,-0.02536525542382151,1.002028226852417,1223.0,-2.453039
6656,3,2013,13,0.265625,0.0004092704424510632,-0.01737269200384617,192,0.018653529,-44.01070559024811,0.04672387125901878,0.2,0.022843897342681885,-0.029165660351281986,0.99968022108078,1223.0,-2.453039
7168,3,2006,14,0.2061767578125,0.0004092704424510632,-0.03419923037290573,208,0.01428447,-43.97300338745117,0.003249442917876877,0.2,-0.22987139225006104,-0.024235780350863934,1.0004514455795288,1223.0,-2.453039
