time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/clip_fraction,train/learning_rate,train/loss,train/n_updates,train/approx_kl,train/entropy_loss,train/value_loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
512,0,2764,1,,,,,,,,,,,,,
1024,0,1738,2,0.26806640625,0.0004092704424510632,-0.03710946440696716,16,0.01817016,-43.99024510383606,0.07361925618897658,0.2,-0.23001277446746826,-0.03588194842450321,1.0002825260162354,,
1536,0,1550,3,0.2506103515625,0.0004092704424510632,-0.024024242535233498,32,0.01704337,-44.00070679187775,0.003063790652959142,0.2,0.00485074520111084,-0.026776260790938977,1.0005629062652588,1223.0,-2.569973
2048,1,1469,4,0.20849609375,0.0004092704424510632,-0.03665362298488617,48,0.013101278,-43.974257946014404,0.010279375856043771,0.2,0.004043102264404297,-0.025294178194599226,0.9983565807342529,1223.0,-2.569973
2560,1,1425,5,0.248779296875,0.0004092704424510632,-0.03230787068605423,64,0.015140353,-43.91753327846527,0.0016627731420157943,0.2,0.023278474807739258,-0.027433996787294745,0.9977543354034424,1223.0,-2.568052
3072,2,1399,6,0.266845703125,0.0004092704424510632,-0.01480933278799057,80,0.01700211,-43.919679045677185,0.013836723519489169,0.2,0.00025767087936401367,-0.02410121145658195,0.9982001185417175,1223.0,-2.568052
3584,2,1380,7,0.2236328125,0.0004092704424510632,-0.02364821545779705,96,0.014384643,-43.918219566345215,0.002225055366579909,0.2,0.03356039524078369,-0.02393374903476797,0.9973881244659424,1223.0,-2.568052
4096,2,1427,8,0.251953125,0.0004092704424510632,-0.02706003002822399,112,0.017392056,-43.89697527885437,0.003061193121538963,0.2,0.026165902614593506,-0.02679518039803952,0.9973351955413818,1223.0,-2.5409439999999996
4608,3,1474,9,0.2845458984375,0.0004092704424510632,-0.02187313511967659,128,0.020231217,-43.9110244512558,0.028081993805244565,0.2,0.0030173063278198242,-0.030113426808384247,0.9983329772949219,1223.0,-2.5409439999999996
5120,3,1513,10,0.299072265625,0.0004092704424510632,-0.02684047631919384,144,0.026016848,-43.93252432346344,0.002215911910752766,0.2,0.021528661251068115,-0.026702671428211033,0.9984533190727234,1223.0,-2.55018275
5632,3,1546,11,0.2276611328125,0.0004092704424510632,-0.010184206068515778,160,0.015563499,-43.92453932762146,0.03650382038904354,0.2,0.00613635778427124,-0.02439624854014255,0.9978689551353455,1223.0,-2.55018275
6144,3,1575,12,0.18310546875,0.0004092704424510632,-0.03947178274393082,176,0.012989821,-43.89450490474701,0.0016988687129924074,0.2,0.04227280616760254,-0.02141279954230413,0.9966374635696411,1223.0,-2.5421471999999996
6656,4,1601,13,0.2523193359375,0.0004092704424510632,-0.01783861219882965,192,0.01963789,-43.88150107860565,0.04159365559462458,0.2,0.008355379104614258,-0.023171039603766985,0.9973267912864685,1223.0,-2.5421471999999996
7168,4,1622,14,0.2325439453125,0.0004092704424510632,-0.026913825422525406,208,0.018102739,-43.895708322525024,0.0033919327324838378,0.2,0.09261775016784668,-0.02385033892642241,0.997392475605011,1223.0,-2.5421471999999996
7680,4,1641,15,0.23388671875,0.0004092704424510632,-0.03606851026415825,224,0.017638532,-43.880306124687195,0.003205078079190571,0.2,0.025941014289855957,-0.023389151887386106,0.9961588382720947,1223.0,-2.5287476666666664
8192,4,1660,16,0.22607421875,0.0004092704424510632,-0.01294855959713459,240,0.016148474,-43.843989610672,0.055319436942227185,0.2,0.009292304515838623,-0.024051242304267362,0.9954814314842224,1223.0,-2.5287476666666664
8704,5,1677,17,0.27099609375,0.0004092704424510632,-0.03285503387451172,256,0.020352146,-43.81851816177368,0.0016837244638736593,0.2,-0.2416706085205078,-0.026521145075093955,0.9944589138031006,1223.0,-2.523172857142857
9216,5,1691,18,0.261962890625,0.0004092704424510632,-0.011032294481992722,272,0.020387672,-43.807462096214294,0.05984374484978616,0.2,0.07142579555511475,-0.027563212061068043,0.9952520728111267,1223.0,-2.523172857142857
9728,5,1704,19,0.2491455078125,0.0004092704424510632,-0.029950790107250214,288,0.02019642,-43.824339389801025,0.003225954875233583,0.2,0.20986968278884888,-0.02424400331801735,0.9949462413787842,1223.0,-2.523172857142857
10240,5,1717,20,0.2412109375,0.0004092704424510632,-0.03622644394636154,304,0.023075184,-43.83274245262146,0.003167733044392662,0.2,0.06329721212387085,-0.023513800391810946,0.9965426921844482,1223.0,-2.524487125
10752,6,1729,21,0.2864990234375,0.0004092704424510632,-0.001871531829237938,320,0.02861172,-43.84220767021179,0.07228445017244667,0.2,0.0195351243019104,-0.02635890754754655,0.9944508671760559,1223.0,-2.524487125
11264,6,1739,22,0.2569580078125,0.0004092704424510632,-0.041960589587688446,336,0.024127305,-43.76653337478638,0.004166053797234781,0.2,-0.47502827644348145,-0.027067198941949755,0.9926828742027283,1223.0,-2.519486888888889
11776,6,1748,23,0.2611083984375,0.0004092704424510632,0.003131601959466934,352,0.023714088,-43.72416579723358,0.08119955216534436,0.2,0.1583552360534668,-0.02917968267138349,0.991725742816925,1223.0,-2.519486888888889
12288,6,1756,24,0.27685546875,0.0004092704424510632,-0.033694107085466385,368,0.02718844,-43.70534098148346,0.0041038017625396606,0.2,-0.868777871131897,-0.030541807820554823,0.9913040995597839,1223.0,-2.5228066
12800,7,1766,25,0.23486328125,0.0004092704424510632,-0.0027263760566711426,384,0.017554725,-43.70308434963226,0.10437055048532784,0.2,0.01020669937133789,-0.027266014454653487,0.9920260310173035,1223.0,-2.5228066
13312,7,1773,26,0.2119140625,0.0004092704424510632,-0.018911506980657578,400,0.016625475,-43.73354983329773,0.0075274051487213,0.2,0.17725014686584473,-0.02164968215220142,0.992749810218811,1223.0,-2.5228066
13824,7,1780,27,0.2684326171875,0.0004092704424510632,-0.032028183341026306,416,0.02020827,-43.75290250778198,0.0038748763035982847,0.2,-0.0993661880493164,-0.030800340289715677,0.99355149269104,1223.0,-2.5154724545454545
14336,8,1787,28,0.2620849609375,0.0004092704424510632,0.011072754859924316,432,0.025517073,-43.77508866786957,0.12800965528003871,0.2,0.025851190090179443,-0.03033730659080902,0.9941095113754272,1223.0,-2.5154724545454545
14848,8,1793,29,0.2281494140625,0.0004092704424510632,-0.03465137258172035,448,0.019407025,-43.76449632644653,0.006679506310319994,0.2,-1.4316558837890625,-0.022138767992146313,0.992885410785675,1223.0,-2.515216833333333
15360,8,1799,30,0.20751953125,0.0004092704424510632,0.0185093954205513,464,0.017173488,-43.718648076057434,0.15185333602130413,0.2,0.004982352256774902,-0.017998168419580907,0.9916930198669434,1223.0,-2.515216833333333
15872,8,1803,31,0.2244873046875,0.0004092704424510632,-0.029905740171670914,480,0.020018827,-43.68204665184021,0.009369872313982341,0.2,0.2533072829246521,-0.02760081183805596,0.9903664588928223,1223.0,-2.515216833333333
16384,9,1809,32,0.209228515625,0.0004092704424510632,-0.03459806367754936,496,0.014362276,-43.644723773002625,0.0032615231357340235,0.2,0.1485069990158081,-0.02559048356488347,0.9898951649665833,1223.0,-2.514083153846154
16896,9,1813,33,0.260498046875,0.0004092704424510632,0.027008943259716034,512,0.02870377,-43.62229239940643,0.11238401825539768,0.2,0.053680419921875,-0.02651220372354146,0.9888102412223816,1223.0,-2.514083153846154
17408,9,1818,34,0.186279296875,0.0004092704424510632,-0.02547605335712433,528,0.015415,-43.59551966190338,0.004987655142031144,0.2,-2.054560661315918,-0.021874213533010334,0.9881346821784973,1223.0,-2.5091435714285715
17920,9,1822,35,0.205810546875,0.0004092704424510632,0.02262723073363304,544,0.023508415,-43.58546245098114,0.1647904112469405,0.2,0.027691781520843506,-0.02112346265494125,0.9883289933204651,1223.0,-2.5091435714285715
18432,10,1825,36,0.114990234375,0.0004092704424510632,-0.02634897641837597,560,0.013269685,-43.58771288394928,0.02489632736251224,0.2,-1.1963911056518555,-0.016676909654051997,0.987951397895813,1223.0,-2.5138816
18944,10,1829,37,0.2188720703125,0.0004092704424510632,0.03457951173186302,576,0.017820196,-43.574461698532104,0.16074524936266243,0.2,0.07097256183624268,-0.024172725126845762,0.9874070882797241,1223.0,-2.5138816
19456,10,1833,38,0.2486572265625,0.0004092704424510632,-0.03419249504804611,592,0.019943673,-43.55941939353943,0.008256204499048181,0.2,-1.1214091777801514,-0.025893117010127753,0.9870530366897583,1223.0,-2.5138816
19968,10,1835,39,0.2432861328125,0.0004092704424510632,-0.03828492388129234,608,0.016422676,-43.54898393154144,0.003949184247176163,0.2,-0.23987185955047607,-0.026648374128853902,0.9871940612792969,1223.0,-2.5035729375
20480,11,1839,40,0.2098388671875,0.0004092704424510632,0.042519062757492065,624,0.02002744,-43.55590629577637,0.17106748186051846,0.2,0.05361109972000122,-0.02159384989499813,0.986979603767395,1223.0,-2.5035729375
