time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/clip_fraction,train/learning_rate,train/loss,train/n_updates,train/approx_kl,train/entropy_loss,train/value_loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
27648,13,2001,54,0.2269287109375,0.0004092704424510632,-0.010282274335622787,848,0.022894252,-43.56065368652344,0.0822275570826605,0.2,0.05980199575424194,-0.026116180248209275,0.9869583249092102,1223.0,-2.520050772727273
28160,14,2001,55,0.16015625,0.0004092704424510632,-0.025557562708854675,864,0.013019217,-43.53292942047119,0.010464128572493792,0.2,-1.7216556072235107,-0.019534537917934358,0.9862086176872253,1223.0,-2.511903434782609
28672,14,2001,56,0.165771484375,0.0004092704424510632,-0.007898837327957153,880,0.01992837,-43.50076925754547,0.07182197005022317,0.2,0.275420606136322,-0.02212541052722372,0.9847932457923889,1223.0,-2.511903434782609
29184,14,2000,57,0.2847900390625,0.0004092704424510632,-0.03994035720825195,896,0.01900452,-43.451637744903564,0.006559191635460593,0.2,-0.35524141788482666,-0.03276917483890429,0.9832507967948914,1223.0,-2.511903434782609
29696,14,2000,58,0.2237548828125,0.0004092704424510632,-0.04726746678352356,912,0.023948936,-43.40358507633209,0.0032725013297749683,0.2,0.022059082984924316,-0.02411788687459193,0.9821045994758606,1223.0,-2.504587708333333
30208,15,2000,59,0.2254638671875,0.0004092704424510632,-0.011176597326993942,928,0.020884627,-43.401925444602966,0.08457332628313452,0.2,0.0792730450630188,-0.02600662101758644,0.9834004640579224,1223.0,-2.504587708333333
30720,15,2000,60,0.1474609375,0.0004092704424510632,-0.02452807128429413,944,0.013960037,-43.439178109169006,0.008392254501814023,0.2,-2.5460336208343506,-0.017440406751120463,0.9839814901351929,1223.0,-2.50035048
31232,15,1999,61,0.2611083984375,0.0004092704424510632,0.01811107248067856,960,0.023777662,-43.45697581768036,0.09768830169923604,0.2,0.07627207040786743,-0.024413908802671358,0.9846605658531189,1223.0,-2.50035048
31744,15,2000,62,0.18994140625,0.0004092704424510632,-0.025793524459004402,976,0.014895605,-43.42430520057678,0.012953309080330655,0.2,0.14625227451324463,-0.020985782030038536,0.9812718629837036,1223.0,-2.50035048
32256,16,2000,63,0.251953125,0.0004092704424510632,-0.026822537183761597,992,0.017879304,-43.34860920906067,0.019788308418355882,0.2,-0.11708283424377441,-0.027031770878238603,0.9810255169868469,1223.0,-2.499196923076923
32768,16,2000,64,0.2445068359375,0.0004092704424510632,-0.014823585748672485,1008,0.0275153,-43.34490501880646,0.0821940847672522,0.2,0.34138017892837524,-0.025407381079276092,0.9800893068313599,1223.0,-2.499196923076923
33280,16,2000,65,0.263427734375,0.0004092704424510632,-0.038599513471126556,1024,0.020792171,-43.3409743309021,0.014757058990653604,0.2,-3.110635757446289,-0.029885474650654942,0.9822847843170166,1223.0,-2.4905077777777773
33792,16,1999,66,0.283935546875,0.0004092704424510632,-0.007876478135585785,1040,0.028344385,-43.40777766704559,0.11019346956163645,0.2,0.049130916595458984,-0.025369402719661593,0.9827055931091309,1223.0,-2.4905077777777773
34304,17,1999,67,0.22705078125,0.0004092704424510632,-0.03158958628773689,1056,0.018920325,-43.395233273506165,0.027696151984855533,0.2,-1.222505807876587,-0.027816764551971573,0.9820950031280518,1223.0,-2.4836450357142854
34816,17,1999,68,0.1920166015625,0.0004092704424510632,0.0005950704216957092,1072,0.017989509,-43.39203143119812,0.1058691602665931,0.2,0.24771320819854736,-0.021751264182967134,0.983206033706665,1223.0,-2.4836450357142854
35328,17,1999,69,0.2576904296875,0.0004092704424510632,-0.03206382319331169,1088,0.02092297,-43.41871786117554,0.007632595035829581,0.2,-0.9466202259063721,-0.028432387291104533,0.983028769493103,1223.0,-2.4836450357142854
35840,17,1999,70,0.2274169921875,0.0004092704424510632,-0.02851068787276745,1104,0.020855125,-43.38926601409912,0.004057452104461845,0.2,-0.23197519779205322,-0.025505155615974218,0.9814403653144836,1223.0,-2.4838146551724134
36352,18,1999,71,0.195068359375,0.0004092704424510632,0.009863626211881638,1120,0.0135390945,-43.3375244140625,0.10616078122984618,0.2,0.09698599576950073,-0.01953599342959933,0.980099081993103,1223.0,-2.4838146551724134
36864,18,1999,72,0.26953125,0.0004092704424510632,-0.052478592842817307,1136,0.022459315,-43.321075320243835,0.018836276401998475,0.2,-3.7116098403930664,-0.031769512919709086,0.981011688709259,1223.0,-2.4837876999999997
37376,18,1999,73,0.2705078125,0.0004092704424510632,0.004309367388486862,1152,0.024881478,-43.36670768260956,0.12244422128424048,0.2,0.04754084348678589,-0.02732133396784775,0.9818927049636841,1223.0,-2.4837876999999997
37888,18,1999,74,0.22314453125,0.0004092704424510632,-0.04753965884447098,1168,0.021726489,-43.372074007987976,0.01735396045842208,0.2,-0.3868556022644043,-0.026116745779290795,0.9811898469924927,1223.0,-2.4837876999999997
38400,19,1998,75,0.2452392578125,0.0004092704424510632,-0.019714269787073135,1184,0.020360712,-43.3334766626358,0.025686625100206584,0.2,0.496243953704834,-0.02680936463002581,0.9796459078788757,1223.0,-2.478613741935484
38912,19,1998,76,0.2821044921875,0.0004092704424510632,-0.0029100291430950165,1200,0.044803243,-43.291839838027954,0.07404177414719015,0.2,0.44577616453170776,-0.02693639727658592,0.9786689877510071,1223.0,-2.478613741935484
