time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/clip_fraction,train/learning_rate,train/loss,train/n_updates,train/approx_kl,train/entropy_loss,train/value_loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
512,0,2808,1,,,,,,,,,,,,,
1024,0,1753,2,0.2183837890625,0.0004092704424510632,-0.039998240768909454,16,0.013604681,-43.953879714012146,0.22162700974513427,0.2,-2.542844533920288,-0.030338871700223535,0.9975298047065735,,
1536,0,1574,3,0.279052734375,0.0004092704424510632,-0.03351879492402077,32,0.018306185,-43.89523386955261,0.0032358360331272706,0.2,0.008329570293426514,-0.030299595586257055,0.9969147443771362,1223.0,-2.399442
2048,1,1497,4,0.231689453125,0.0004092704424510632,-0.029365181922912598,48,0.015070211,-43.85559093952179,0.003735653473995626,0.2,0.004386305809020996,-0.026028111577033997,0.9941880106925964,1223.0,-2.399442
2560,1,1454,5,0.3065185546875,0.0004092704424510632,-0.028475917875766754,64,0.023288772,-43.78147554397583,0.002353974625293631,0.2,0.011830925941467285,-0.028594636969501153,0.9931216239929199,1223.0,-2.4534015
3072,2,1427,6,0.2587890625,0.0004092704424510632,-0.03405475243926048,80,0.015357805,-43.76755249500275,0.005326173137291335,0.2,0.0015558600425720215,-0.02651673150830902,0.9932164549827576,1223.0,-2.4534015
3584,2,1407,7,0.2435302734375,0.0004092704424510632,-0.03586426004767418,96,0.015112713,-43.78946793079376,0.0028277317942411173,0.2,0.002833843231201172,-0.02474786875245627,0.9943053722381592,1223.0,-2.4534015
4096,2,1392,8,0.3033447265625,0.0004092704424510632,-0.05749446526169777,112,0.02026729,-43.828635811805725,0.0029873920466343407,0.2,0.0027003884315490723,-0.02999723280663602,0.9957779049873352,1223.0,-2.4685493333333333
4608,3,1381,9,0.1827392578125,0.0004092704424510632,-0.02377486042678356,128,0.011669261,-43.83658182621002,0.014853217464406043,0.2,0.0012453794479370117,-0.019110011402517557,0.9942880272865295,1223.0,-2.4685493333333333
5120,3,1373,10,0.2064208984375,0.0004092704424510632,-0.03221893683075905,144,0.01474213,-43.79025852680206,0.0018720405860221945,0.2,0.027489960193634033,-0.02108141139615327,0.9934648275375366,1223.0,-2.515707
5632,4,1367,11,0.229248046875,0.0004092704424510632,-0.026324190199375153,160,0.016201656,-43.780911803245544,0.022153797326609492,0.2,0.0007540583610534668,-0.025040447304490954,0.9940763115882874,1223.0,-2.515707
6144,4,1361,12,0.20361328125,0.0004092704424510632,-0.026184918358922005,176,0.013063404,-43.78035545349121,0.0016999393337755464,0.2,-0.004244208335876465,-0.023825113370548934,0.9928349256515503,1223.0,-2.533557
6656,4,1356,13,0.215576171875,0.0004092704424510632,-0.02099263109266758,192,0.020343903,-43.73635005950928,0.030666946375276893,0.2,-8.165836334228516e-05,-0.027273246611002833,0.9916062951087952,1223.0,-2.533557
7168,5,1352,14,0.1998291015625,0.0004092704424510632,-0.039464522153139114,208,0.015348028,-43.731489181518555,0.0026825605491467286,0.2,0.0038761496543884277,-0.02582732107839547,0.9926925897598267,1223.0,-2.533557
7680,5,1349,15,0.1982421875,0.0004092704424510632,-0.030672652646899223,224,0.015740108,-43.76476573944092,0.003186046829796396,0.2,0.0017521977424621582,-0.024149486824171618,0.9936153292655945,1223.0,-2.5149565
8192,6,1346,16,0.2962646484375,0.0004092704424510632,-0.02724336087703705,240,0.03404925,-43.76836371421814,0.04974740685429424,0.2,-0.0004087686538696289,-0.03359350634855218,0.9924303889274597,1223.0,-2.5149565
8704,6,1343,17,0.2479248046875,0.0004092704424510632,-0.03149095177650452,256,0.024350762,-43.71192288398743,0.0020442165950953495,0.2,-0.0010639429092407227,-0.02633056994091021,0.9906325340270996,1223.0,-2.5243118571428576
9216,6,1341,18,0.185546875,0.0004092704424510632,-0.0016080290079116821,272,0.01644719,-43.70594787597656,0.05713598884176463,0.2,0.000308990478515625,-0.02301304115098901,0.992448627948761,1223.0,-2.5243118571428576
9728,7,1339,19,0.2703857421875,0.0004092704424510632,-0.03316338732838631,288,0.026877563,-43.74522364139557,0.0019889032155333553,0.2,-0.008535981178283691,-0.029319798122742213,0.9921224117279053,1223.0,-2.5243118571428576
10240,7,1338,20,0.1761474609375,0.0004092704424510632,-0.03235075995326042,304,0.012722064,-43.69628322124481,0.0031748409528518096,0.2,0.002816438674926758,-0.018995329679455608,0.9897421002388,1223.0,-2.497170875
10752,8,1336,21,0.2542724609375,0.0004092704424510632,-0.0018509924411773682,320,0.023284988,-43.64548420906067,0.07370212266687304,0.2,0.0004107952117919922,-0.029007042379816994,0.9896067976951599,1223.0,-2.497170875
11264,8,1335,22,0.1927490234375,0.0004092704424510632,-0.026228340342640877,336,0.014792845,-43.662347078323364,0.0024917487426137086,0.2,0.01552361249923706,-0.021102423896081746,0.9904121160507202,1223.0,-2.5012873333333334
11776,8,1333,23,0.2318115234375,0.0004092704424510632,0.022359134629368782,352,0.017265305,-43.68848264217377,0.08681463939137757,0.2,0.00019735097885131836,-0.024211177515098825,0.9912131428718567,1223.0,-2.5012873333333334
12288,9,1332,24,0.1939697265625,0.0004092704424510632,-0.03206512704491615,368,0.016008887,-43.68689239025116,0.001472442114391015,0.2,-0.008433341979980469,-0.023840125009883195,0.9901736378669739,1223.0,-2.5048304000000003
12800,9,1331,25,0.180908203125,0.0004092704424510632,0.019207648932933807,384,0.014321099,-43.649486899375916,0.0926197818480432,0.2,0.0005398392677307129,-0.020696432133263443,0.9894408583641052,1223.0,-2.5048304000000003
