time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/clip_fraction,train/learning_rate,train/loss,train/n_updates,train/approx_kl,train/entropy_loss,train/value_loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
512,0,4024,1,,,,,,,,,,,,,
1024,0,2627,2,0.1983642578125,0.0004092704424510632,-0.03296525776386261,16,0.013388304,-44.004751086235046,0.10984308145270916,0.2,-0.8331609964370728,-0.023419123026542366,1.0011965036392212,,
1536,0,2358,3,0.25439453125,0.0004092704424510632,-0.030748682096600533,32,0.016235996,-44.004576086997986,0.0028245944740774576,0.2,0.013044118881225586,-0.025409640540601686,0.9996845126152039,1223.0,-2.424924
2048,0,2237,4,0.2073974609375,0.0004092704424510632,-0.027311742305755615,48,0.015688224,-43.965949058532715,0.010456098389113322,0.2,-0.004818916320800781,-0.022382718976587057,0.999355673789978,1223.0,-2.424924
2560,1,2174,5,0.28515625,0.0004092704424510632,-0.04795149713754654,64,0.01827508,-43.962112069129944,0.0017454349072067998,0.2,0.007278501987457275,-0.02966944215586409,0.9992588758468628,1223.0,-2.489616
3072,1,2132,6,0.245361328125,0.0004092704424510632,-0.03551285341382027,80,0.015311872,-43.95726656913757,0.016796610434539616,0.2,-1.2755393981933594e-05,-0.024548388180846814,0.9992167949676514,1223.0,-2.489616
3584,1,2106,7,0.2744140625,0.0004092704424510632,-0.03498263284564018,96,0.02309556,-43.93951082229614,0.0025071195341297425,0.2,0.0007821321487426758,-0.028079115028958768,0.9977396726608276,1223.0,-2.489616
4096,1,2087,8,0.248779296875,0.0004092704424510632,-0.03456144034862518,112,0.015099073,-43.89053499698639,0.0029144167092454154,0.2,0.01125878095626831,-0.02491767158790026,0.9963807463645935,1223.0,-2.4992456666666665
4608,2,2073,9,0.3017578125,0.0004092704424510632,-0.022765561938285828,128,0.0179962,-43.84301447868347,0.03152135416166857,0.2,0.001730799674987793,-0.029327016469324008,0.9945484399795532,1223.0,-2.4992456666666665
5120,2,2062,10,0.3170166015625,0.0004092704424510632,-0.04259703308343887,144,0.0261745,-43.81169009208679,0.0020142132398177637,0.2,0.03647780418395996,-0.03212999033712549,0.9951268434524536,1223.0,-2.516717
5632,2,2051,11,0.2991943359375,0.0004092704424510632,-0.019254548475146294,160,0.02524702,-43.82902264595032,0.0399856113945134,0.2,0.0032131075859069824,-0.029020401470916113,0.9950371384620667,1223.0,-2.516717
6144,3,2043,12,0.20166015625,0.0004092704424510632,-0.02755691297352314,176,0.0135314185,-43.792333126068115,0.00145903531483782,0.2,0.005944192409515381,-0.02261915587587282,0.9927490949630737,1223.0,-2.5210839999999997
6656,3,2035,13,0.2310791015625,0.0004092704424510632,-0.003004925325512886,192,0.016880022,-43.74412274360657,0.047981320531107485,0.2,0.006486177444458008,-0.023599311389261857,0.9927015900611877,1223.0,-2.5210839999999997
7168,3,2029,14,0.2689208984375,0.0004092704424510632,-0.05760139971971512,208,0.020015087,-43.75139760971069,0.0029492350804503076,0.2,0.03532332181930542,-0.03292656224220991,0.9931100010871887,1223.0,-2.5210839999999997
7680,3,2022,15,0.254150390625,0.0004092704424510632,-0.02739136852324009,224,0.020658525,-43.74760365486145,0.002565856761066243,0.2,0.03504443168640137,-0.02879735897295177,0.9916258454322815,1223.0,-2.5198541666666663
8192,4,2017,16,0.29248046875,0.0004092704424510632,-0.014126438647508621,240,0.026006997,-43.69006395339966,0.06354718958027661,0.2,0.004004299640655518,-0.029183201098931022,0.9904953837394714,1223.0,-2.5198541666666663
