time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/loss,train/approx_kl,train/clip_fraction,train/n_updates,train/std,train/clip_range,train/entropy_loss,train/explained_variance,rollout/ep_len_mean,rollout/ep_rew_mean
512,1,0,4066,,,,,,,,,,,,,
1024,2,0,2657,0.08428663073573261,0.0004092704424510632,-0.02874545057420619,-0.03408654406666756,0.014243181,0.2586669921875,16,1.00108003616333,0.2,-44.00295877456665,-0.2058241367340088,,
1536,3,0,2373,0.004966761764080729,0.0004092704424510632,-0.023586155017255805,-0.040303222835063934,0.012397271,0.2156982421875,32,1.0008407831192017,0.2,-44.01880121231079,0.03852701187133789,1257.0,-2.878558
2048,4,0,2252,0.009917288378346711,0.0004092704424510632,-0.028933059016708285,-0.03922629356384277,0.019497588,0.2998046875,48,0.9978027939796448,0.2,-43.972835659980774,0.0031409263610839844,1257.0,-2.878558
2560,5,1,2188,0.006352572745527141,0.0004092704424510632,-0.035566761915106326,-0.04631396010518074,0.026090764,0.3472900390625,64,0.9970261454582214,0.2,-43.89744710922241,0.048840880393981934,1257.0,-3.0110505
3072,6,1,2135,0.021070981107186526,0.0004092704424510632,-0.025033335492480546,-0.0176873616874218,0.025377017,0.3115234375,80,0.997567355632782,0.2,-43.89975965023041,-0.016078591346740723,1257.0,-3.0110505
3584,7,1,2107,0.011490035685710609,0.0004092704424510632,-0.02896536569460295,-0.040877267718315125,0.02600735,0.351806640625,96,0.9980453848838806,0.2,-43.914563059806824,0.020390808582305908,1257.0,-3.0110505
4096,8,1,2096,0.005509445400093682,0.0004092704424510632,-0.028042822457791772,-0.028225431218743324,0.018055826,0.2686767578125,112,0.9973879456520081,0.2,-43.91681349277496,0.006175637245178223,1257.0,-3.0548163333333336
4608,9,2,2091,0.048871946055442095,0.0004092704424510632,-0.03280872557661496,-0.017775563523173332,0.020294107,0.3072509765625,128,0.9944838881492615,0.2,-43.86104452610016,0.0013347268104553223,1257.0,-3.0548163333333336
5120,10,2,2080,0.002357180572289508,0.0004092704424510632,-0.022568830885575153,-0.029543563723564148,0.015540853,0.239013671875,144,0.9956067204475403,0.2,-43.81866526603699,0.07053166627883911,1257.0,-3.0386042500000006
5632,11,2,2069,0.0512428714428097,0.0004092704424510632,-0.022464627589215524,-0.0014546476304531097,0.0169319,0.2425537109375,160,0.9964257478713989,0.2,-43.862611293792725,-0.0010799169540405273,1257.0,-3.0386042500000006
6144,12,2,2057,0.010256645415211096,0.0004092704424510632,-0.026447005366208032,-0.026518600061535835,0.021019593,0.2900390625,176,0.9953867793083191,0.2,-43.862454533576965,0.019692420959472656,1257.0,-3.0386042500000006
6656,13,3,2056,0.005084363750938792,0.0004092704424510632,-0.026970895007252693,-0.018677767366170883,0.022654964,0.290771484375,192,0.9950739741325378,0.2,-43.829259753227234,-0.011957883834838867,1257.0,-3.0374502000000003
7168,14,3,2049,0.09175795782357454,0.0004092704424510632,-0.026693183157476597,0.005355227738618851,0.020493343,0.3035888671875,208,0.995675802230835,0.2,-43.838751912117004,0.0021458864212036133,1257.0,-3.0374502000000003
7680,15,3,2044,0.002815538307913812,0.0004092704424510632,-0.03065879797213711,-0.04996798560023308,0.025769182,0.2991943359375,224,0.9947218894958496,0.2,-43.830660462379456,-0.006590843200683594,1257.0,-3.029765
8192,16,4,2039,0.08156868908554316,0.0004092704424510632,-0.026391660678200424,-3.875046968460083e-05,0.024533037,0.267822265625,240,0.9937061071395874,0.2,-43.7975959777832,0.003887772560119629,1257.0,-3.029765
8704,17,4,2035,0.010470450783031993,0.0004092704424510632,-0.024728810603846796,-0.02750283107161522,0.026925549,0.275146484375,256,0.9952438473701477,0.2,-43.796626925468445,-0.004202365875244141,1257.0,-3.029765
9216,18,4,2031,0.004471413776627742,0.0004092704424510632,-0.02971427950251382,-0.045316196978092194,0.020650627,0.2637939453125,272,0.9969726800918579,0.2,-43.85534083843231,-0.02505636215209961,1257.0,-3.0187441428571424
9728,19,4,2027,0.12020992371253669,0.0004092704424510632,-0.024698147346498445,0.02083219774067402,0.016872741,0.2679443359375,288,0.9957192540168762,0.2,-43.87049317359924,0.0021858811378479004,1257.0,-3.0187441428571424
10240,20,5,2024,0.003187175127095543,0.0004092704424510632,-0.0262096535298042,-0.03169725090265274,0.015233247,0.2529296875,304,0.9963900446891785,0.2,-43.84385907649994,-0.04515337944030762,1257.0,-2.9957725
10752,21,5,2023,0.11744919745251536,0.0004092704424510632,-0.027404172928072512,0.011578425765037537,0.023611717,0.2734375,320,0.9953650236129761,0.2,-43.8564829826355,0.004471182823181152,1257.0,-2.9957725
11264,22,5,2019,0.01097484296769835,0.0004092704424510632,-0.027548052108613774,-0.03420877829194069,0.023841113,0.2913818359375,336,0.9975969791412354,0.2,-43.85400354862213,0.012515723705291748,1257.0,-2.9957725
11776,23,5,2016,0.004833219783904497,0.0004092704424510632,-0.021894511970458552,-0.03047063574194908,0.01821103,0.2154541015625,352,0.9979797005653381,0.2,-43.91645121574402,-0.10069072246551514,1257.0,-2.9916594444444446
12288,24,6,2013,0.14675621478818357,0.0004092704424510632,-0.028133047933806665,0.012004133313894272,0.030981123,0.3074951171875,368,0.9972033500671387,0.2,-43.89847540855408,0.0016382336616516113,1257.0,-2.9916594444444446
12800,25,6,2012,0.006806304678320885,0.0004092704424510632,-0.027565044292714447,-0.035488080233335495,0.015586847,0.240478515625,384,0.9971739053726196,0.2,-43.883052468299866,-0.15252602100372314,1257.0,-2.9958763
13312,26,6,2010,0.14466940890997648,0.0004092704424510632,-0.022642828058451414,0.052517347037792206,0.017046273,0.2379150390625,400,0.9962197542190552,0.2,-43.865453243255615,0.005717933177947998,1257.0,-2.9958763
13824,27,6,2008,0.012928738608025014,0.0004092704424510632,-0.023868512827903032,-0.02455677092075348,0.0237226,0.2606201171875,416,0.9953125715255737,0.2,-43.83668112754822,0.01722407341003418,1257.0,-2.9958763
14336,28,7,2006,0.007398529880447313,0.0004092704424510632,-0.029036803036433412,-0.04217194393277168,0.01848942,0.2548828125,432,0.9942760467529297,0.2,-43.80277419090271,0.0565759539604187,1257.0,-2.997582363636364
14848,29,7,2003,0.02949848999560345,0.0004092704424510632,-0.01739332421857398,-0.012779556214809418,0.026206024,0.242919921875,448,0.9942430257797241,0.2,-43.78431856632233,0.010081768035888672,1257.0,-2.997582363636364
15360,30,7,2003,0.004773046872287523,0.0004092704424510632,-0.02236835891380906,-0.04017896205186844,0.016025612,0.2132568359375,464,0.992862343788147,0.2,-43.76585268974304,-0.20261037349700928,1257.0,-2.978414416666667
15872,31,7,2000,0.20106546953320503,0.0004092704424510632,-0.02518646902171895,0.053172364830970764,0.019862965,0.2421875,480,0.9922810792922974,0.2,-43.73238754272461,0.0015761256217956543,1257.0,-2.978414416666667
16384,32,8,1998,0.01048783324949909,0.0004092704424510632,-0.020566842329571955,-0.018549399450421333,0.023991045,0.2552490234375,496,0.9917065501213074,0.2,-43.71733117103577,0.04851555824279785,1257.0,-2.961976076923077
16896,33,8,1997,0.21916006784886122,0.0004092704424510632,-0.022950379527173936,0.0517268031835556,0.016704042,0.2281494140625,512,0.9897790551185608,0.2,-43.67862522602081,0.00031125545501708984,1257.0,-2.961976076923077
17408,34,8,1996,0.009783238390809856,0.0004092704424510632,-0.022497254525660537,-0.03647889196872711,0.017096303,0.2353515625,528,0.9904588460922241,0.2,-43.64709115028381,-0.0019913911819458008,1257.0,-2.961976076923077
17920,35,8,1995,0.0053602083353325725,0.0004092704424510632,-0.02566084938007407,-0.03416306525468826,0.013037552,0.1978759765625,544,0.9913129210472107,0.2,-43.68095135688782,0.0002065896987915039,1257.0,-2.9469546428571434
18432,36,9,1994,0.23942078044638038,0.0004092704424510632,-0.025665370500064455,0.06646589189767838,0.019579928,0.223388671875,560,0.992875337600708,0.2,-43.710158705711365,0.00029909610748291016,1257.0,-2.9469546428571434
18944,37,9,1993,0.0020115323623031145,0.0004092704424510632,-0.025836872140644118,-0.027459776028990746,0.0223088,0.2635498046875,576,0.9925357699394226,0.2,-43.73944127559662,-0.021904706954956055,1257.0,-2.9410648000000004
