time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/loss,train/approx_kl,train/clip_fraction,train/n_updates,train/std,train/clip_range,train/entropy_loss,train/explained_variance,rollout/ep_len_mean,rollout/ep_rew_mean
512,1,0,3887,,,,,,,,,,,,,
1024,2,0,2273,0.2273979739693459,0.0004092704424510632,-0.026714498177170753,-0.030555495992302895,0.020934092,0.26708984375,16,0.9988371729850769,0.2,-43.97117328643799,-0.18104851245880127,,
1536,3,0,2043,0.004635495432012249,0.0004092704424510632,-0.022159543819725513,-0.024800892919301987,0.013258588,0.21435546875,32,0.9981099963188171,0.2,-43.936559438705444,0.0033398866653442383,1257.0,-2.96341
2048,4,1,1919,0.0035251152148703113,0.0004092704424510632,-0.028683874814305454,-0.025386935099959373,0.019939259,0.311767578125,48,0.9965013861656189,0.2,-43.903499484062195,-0.0010995864868164062,1257.0,-2.96341
2560,5,1,1876,0.0062048285763012245,0.0004092704424510632,-0.02931125884060748,-0.040060896426439285,0.03180747,0.39013671875,64,0.9967067837715149,0.2,-43.87519967556,0.001521289348602295,1257.0,-2.951059
3072,6,1,1814,0.011558619647985324,0.0004092704424510632,-0.030794168378633913,-0.038427066057920456,0.025013488,0.326416015625,80,0.995424211025238,0.2,-43.86872351169586,-0.001901865005493164,1257.0,-2.951059
3584,7,2,1769,0.010644255147781223,0.0004092704424510632,-0.03236577456118539,-0.04451090842485428,0.031479195,0.3544921875,96,0.9959791302680969,0.2,-43.84400737285614,-0.00033104419708251953,1257.0,-2.951059
4096,8,2,1761,0.004526556040218566,0.0004092704424510632,-0.024367297563003376,-0.024600675329566002,0.013163914,0.2235107421875,112,0.9968673586845398,0.2,-43.87209224700928,0.0017609596252441406,1257.0,-2.978990666666667
4608,9,2,1729,0.032602764666080475,0.0004092704424510632,-0.029848273581592366,-0.012116016820073128,0.025748158,0.3135986328125,128,0.9967021942138672,0.2,-43.88607442378998,-0.0008654594421386719,1257.0,-2.978990666666667
5120,10,2,1720,0.002165438248994178,0.0004092704424510632,-0.02656405650122906,-0.04227695241570473,0.0143279,0.2548828125,144,0.9971194267272949,0.2,-43.88645899295807,0.0022176504135131836,1257.0,-2.9695020000000003
5632,11,3,1725,0.026783275767229497,0.0004092704424510632,-0.02714891188952606,-0.023339906707406044,0.021273244,0.285888671875,160,0.9956633448600769,0.2,-43.874550104141235,-0.0007638931274414062,1257.0,-2.9695020000000003
6144,12,3,1712,0.011267905123531818,0.0004092704424510632,-0.02917005073686596,-0.034566447138786316,0.025758818,0.328125,176,0.9954447150230408,0.2,-43.83463144302368,0.00026857852935791016,1257.0,-2.9695020000000003
6656,13,3,1713,0.0051350349458516575,0.0004092704424510632,-0.029187364620156586,-0.040404509752988815,0.01835876,0.2939453125,192,0.9949161410331726,0.2,-43.83198809623718,0.0014399886131286621,1257.0,-2.9516794000000006
7168,14,4,1701,0.057106885709799826,0.0004092704424510632,-0.031037805394589668,-0.00250898115336895,0.023711622,0.2861328125,208,0.9951256513595581,0.2,-43.82056176662445,7.62939453125e-06,1257.0,-2.9516794000000006
7680,15,4,1692,0.0032920449193625245,0.0004092704424510632,-0.029979613274917938,-0.03218149021267891,0.026216816,0.2957763671875,224,0.9933058619499207,0.2,-43.807738065719604,-0.008332371711730957,1257.0,-2.957633166666667
8192,16,4,1693,0.0521205251570791,0.0004092704424510632,-0.02450675459112972,-0.0010905880481004715,0.017763618,0.2806396484375,240,0.991732120513916,0.2,-43.74074113368988,-9.322166442871094e-05,1257.0,-2.957633166666667
8704,17,5,1687,0.01544709232985042,0.0004092704424510632,-0.028458526823669672,-0.03600413352251053,0.021989163,0.2823486328125,256,0.9914645552635193,0.2,-43.7122163772583,0.0008206963539123535,1257.0,-2.957633166666667
9216,18,5,1689,0.004948614667227957,0.0004092704424510632,-0.02844348456710577,-0.036187391728162766,0.02181214,0.2608642578125,272,0.9906891584396362,0.2,-43.70183229446411,0.0029071569442749023,1257.0,-2.970716142857143
9728,19,5,1692,0.09167488641105592,0.0004092704424510632,-0.024555875948863104,0.018178511410951614,0.01499127,0.21533203125,288,0.9899486303329468,0.2,-43.6691232919693,0.0004259347915649414,1257.0,-2.970716142857143
10240,20,6,1690,0.004862939444137737,0.0004092704424510632,-0.022688173194183037,-0.030720068141818047,0.01603479,0.203857421875,304,0.9872360825538635,0.2,-43.620187401771545,-0.002654552459716797,1257.0,-2.9669645
10752,21,6,1689,0.08766046620439738,0.0004092704424510632,-0.03287311689928174,-0.011344663798809052,0.02825123,0.3203125,320,0.9857360124588013,0.2,-43.545305371284485,0.0006299018859863281,1257.0,-2.9669645
11264,22,6,1690,0.009916742114000954,0.0004092704424510632,-0.02470589379663579,-0.0409918837249279,0.022287503,0.251220703125,336,0.9827736020088196,0.2,-43.476210951805115,0.0009443163871765137,1257.0,-2.9669645
11776,23,6,1689,0.00487196292669978,0.0004092704424510632,-0.02832279227732215,-0.0394553542137146,0.018683452,0.2366943359375,352,0.9805794358253479,0.2,-43.38953077793121,0.0034575462341308594,1257.0,-2.964419111111111
12288,24,7,1689,0.12207912025041878,0.0004092704424510632,-0.025668457048595883,0.02232949621975422,0.025976235,0.293701171875,368,0.9801315069198608,0.2,-43.34566402435303,0.001316845417022705,1257.0,-2.964419111111111
12800,25,7,1693,0.004348619622760452,0.0004092704424510632,-0.030038443619559985,-0.03781118243932724,0.021595161,0.28466796875,384,0.9793719053268433,0.2,-43.332136034965515,-0.05893361568450928,1257.0,-2.9600549999999997
13312,26,7,1693,0.13177005015313625,0.0004092704424510632,-0.023582109941344243,0.043085671961307526,0.01665323,0.2308349609375,400,0.9775815606117249,0.2,-43.28867864608765,0.0010585784912109375,1257.0,-2.9600549999999997
13824,27,8,1687,0.006838094646809623,0.0004092704424510632,-0.02342134732316481,-0.029925819486379623,0.018691521,0.223876953125,416,0.9761551022529602,0.2,-43.234092235565186,0.021489262580871582,1257.0,-2.9600549999999997
14336,28,8,1688,0.005680053465766832,0.0004092704424510632,-0.024879326345399022,-0.04011249914765358,0.01588047,0.212158203125,432,0.9765905141830444,0.2,-43.21322429180145,0.002402961254119873,1257.0,-2.9513930909090904
14848,29,8,1683,0.032350496447179466,0.0004092704424510632,-0.02198354089341592,-0.003537263721227646,0.037568916,0.2833251953125,448,0.9767171740531921,0.2,-43.222230195999146,0.0005692243576049805,1257.0,-2.9513930909090904
15360,30,9,1677,0.00547799685591599,0.0004092704424510632,-0.01948223792714998,-0.02492816559970379,0.012660884,0.1978759765625,464,0.9775358438491821,0.2,-43.23516917228699,-0.0011725425720214844,1257.0,-2.9348819999999995
15872,31,9,1674,0.18401440931484103,0.0004092704424510632,-0.02051569611649029,0.06760621815919876,0.017015154,0.20654296875,480,0.9778645038604736,0.2,-43.25435400009155,0.0006513595581054688,1257.0,-2.9348819999999995
16384,32,9,1674,0.0061471999433706515,0.0004092704424510632,-0.030222085100831464,-0.032560937106609344,0.023756389,0.284423828125,496,0.9765096306800842,0.2,-43.24085092544556,0.0008018612861633301,1257.0,-2.9314900769230765
16896,33,10,1673,0.18919394304975867,0.0004092704424510632,-0.0308253652183339,0.06155848130583763,0.023421422,0.2725830078125,512,0.9764754176139832,0.2,-43.21001625061035,0.0013051629066467285,1257.0,-2.9314900769230765
17408,34,10,1674,0.0127488647995051,0.0004092704424510632,-0.02298095979494974,-0.022835154086351395,0.017980937,0.2431640625,528,0.9758711457252502,0.2,-43.206106781959534,-0.14703047275543213,1257.0,-2.9314900769230765
17920,35,10,1676,0.0038846714960527606,0.0004092704424510632,-0.025745690247276798,-0.029495451599359512,0.016131984,0.229248046875,544,0.9758955836296082,0.2,-43.1904935836792,-0.0016747713088989258,1257.0,-2.917868714285714
18432,36,10,1677,0.22422428568825126,0.0004092704424510632,-0.02569796805619262,0.08372358232736588,0.01740147,0.242919921875,560,0.9745358824729919,0.2,-43.17893731594086,0.0003415346145629883,1257.0,-2.917868714285714
18944,37,11,1674,0.0013865223354514455,0.0004092704424510632,-0.02237391727976501,-0.022569186985492706,0.015226939,0.2122802734375,576,0.9728764295578003,0.2,-43.12210202217102,-0.1851252317428589,1257.0,-2.9184052
19456,38,11,1673,0.19625289225950837,0.0004092704424510632,-0.027858429704792798,0.05465555936098099,0.018615805,0.3017578125,592,0.9729113578796387,0.2,-43.093790888786316,0.0011968016624450684,1257.0,-2.9184052
19968,39,11,1675,0.008484267003950663,0.0004092704424510632,-0.029594659921713173,-0.03900080919265747,0.014358128,0.256591796875,608,0.973373532295227,0.2,-43.10473275184631,-0.020285367965698242,1257.0,-2.9184052
20480,40,12,1677,0.0052183112857164815,0.0004092704424510632,-0.023740954566164874,-0.030163966119289398,0.013520326,0.2286376953125,624,0.9750639200210571,0.2,-43.130637764930725,-0.0008523464202880859,1257.0,-2.910247375
20992,41,12,1674,0.240022711455822,0.0004092704424510632,-0.030977419621194713,0.09295175969600677,0.022583727,0.292724609375,640,0.9771021604537964,0.2,-43.19815790653229,0.0005233287811279297,1257.0,-2.910247375
21504,42,12,1674,0.002814365492668003,0.0004092704424510632,-0.029602152135339566,-0.03588678687810898,0.023949591,0.2764892578125,656,0.9772421717643738,0.2,-43.227174162864685,-0.0446394681930542,1257.0,-2.9108500588235295
22016,43,13,1679,0.21524925669655204,0.0004092704424510632,-0.024269209388876334,0.08222110569477081,0.016897127,0.2393798828125,672,0.9780288934707642,0.2,-43.24087727069855,0.0021795034408569336,1257.0,-2.9108500588235295
22528,44,13,1680,0.010088256502058357,0.0004092704424510632,-0.028917288975208066,-0.03427156060934067,0.024786035,0.2572021484375,688,0.9763068556785583,0.2,-43.232898592948914,-0.14971637725830078,1257.0,-2.9108500588235295
23040,45,13,1680,0.006408124536392279,0.0004092704424510632,-0.023372060910332948,-0.02353879250586033,0.01654399,0.2137451171875,704,0.9760929346084595,0.2,-43.184496998786926,0.0002856254577636719,1257.0,-2.9066715555555556
23552,46,14,1679,0.266563281416893,0.0004092704424510632,-0.027738063989090733,0.10551723092794418,0.021136884,0.2728271484375,720,0.976324200630188,0.2,-43.20211696624756,0.00014913082122802734,1257.0,-2.9066715555555556
24064,47,14,1677,0.00379778299247846,0.0004092704424510632,-0.02047169313300401,-0.023379972204566002,0.0139974,0.197021484375,736,0.9763159155845642,0.2,-43.19984781742096,-0.057102203369140625,1257.0,-2.898969842105263
24576,48,14,1678,0.2477473341859877,0.0004092704424510632,-0.027062664870754816,0.08967751264572144,0.02230215,0.2711181640625,752,0.9747493863105774,0.2,-43.173277616500854,0.00013500452041625977,1257.0,-2.898969842105263
25088,49,14,1675,0.009302434758865274,0.0004092704424510632,-0.026354100344178732,-0.03512316197156906,0.02526387,0.2542724609375,768,0.9741594791412354,0.2,-43.13059604167938,-5.316734313964844e-05,1257.0,-2.898969842105263
25600,50,15,1675,0.0038935960074013565,0.0004092704424510632,-0.02627370630216319,-0.03386572748422623,0.017463919,0.25634765625,784,0.9716483354568481,0.2,-43.09409749507904,-0.0002492666244506836,1257.0,-2.8920338
26112,51,15,1675,0.26916032284498215,0.0004092704424510632,-0.022586418577702716,0.09335501492023468,0.01676935,0.2259521484375,800,0.9714255928993225,0.2,-43.03725183010101,0.00027489662170410156,1257.0,-2.8920338
26624,52,15,1672,0.00531796456198208,0.0004092704424510632,-0.027847268589539453,-0.031399890780448914,0.01742667,0.250732421875,816,0.9723073840141296,0.2,-43.0420743227005,-0.009120583534240723,1257.0,-2.897199904761905
27136,53,16,1671,0.2665179087780416,0.0004092704424510632,-0.01648156916780863,0.08313245326280594,0.01454388,0.178466796875,832,0.9726778268814087,0.2,-43.067099809646606,0.0007190704345703125,1257.0,-2.897199904761905
27648,54,16,1672,0.012825621699448675,0.0004092704424510632,-0.032632588074193336,-0.03519060090184212,0.028992698,0.286376953125,848,0.9727598428726196,0.2,-43.06878113746643,-0.019876718521118164,1257.0,-2.897199904761905
28160,55,16,1672,0.007114219857612625,0.0004092704424510632,-0.034076510404702276,-0.042399950325489044,0.020432845,0.2628173828125,864,0.9711000323295593,0.2,-43.04806578159332,0.004192352294921875,1257.0,-2.9029299090909095
28672,56,17,1671,0.08187411550898105,0.0004092704424510632,-0.018916096203611232,0.030733905732631683,0.02950008,0.27783203125,880,0.9705352783203125,0.2,-42.99789106845856,0.0004404783248901367,1257.0,-2.9029299090909095
29184,57,17,1672,0.005108581193780992,0.0004092704424510632,-0.020227320987032726,-0.032745663076639175,0.016171303,0.2120361328125,896,0.9720520973205566,0.2,-43.013946175575256,-0.0011975765228271484,1257.0,-2.9066939130434784
29696,58,17,1674,0.30640533147379756,0.0004092704424510632,-0.025251660597859882,0.08907811343669891,0.021870814,0.25390625,912,0.9723487496376038,0.2,-43.05327022075653,0.001620650291442871,1257.0,-2.9066939130434784
30208,59,18,1673,0.009705853881314397,0.0004092704424510632,-0.025700070575112477,-0.031071458011865616,0.027126303,0.275146484375,928,0.9704892635345459,0.2,-43.02559804916382,-0.09114682674407959,1257.0,-2.9088354583333333
30720,60,18,1671,0.32105802558362484,0.0004092704424510632,-0.025153577895252965,0.13201390206813812,0.017944518,0.2244873046875,944,0.967273473739624,0.2,-42.948314785957336,-3.5762786865234375e-07,1257.0,-2.9088354583333333
31232,61,18,1672,0.011944184807362035,0.0004092704424510632,-0.02163403484155424,-0.0223478302359581,0.024312984,0.2364501953125,960,0.9683737754821777,0.2,-42.88945245742798,-1.4662742614746094e-05,1257.0,-2.9088354583333333
31744,62,18,1670,0.00525670760544017,0.0004092704424510632,-0.027947645474341698,-0.044295910745859146,0.019427445,0.2808837890625,976,0.9704233407974243,0.2,-42.95443665981293,-0.0003701448440551758,1257.0,-2.9070793599999996
32256,63,19,1671,0.35317105427384377,0.0004092704424510632,-0.033337977540213615,0.14478662610054016,0.031377636,0.3121337890625,992,0.9705557823181152,0.2,-42.9989492893219,4.088878631591797e-05,1257.0,-2.9070793599999996
32768,64,19,1672,0.002268353033286985,0.0004092704424510632,-0.022648904443485662,-0.033190783113241196,0.017247833,0.22119140625,1008,0.9704471826553345,0.2,-42.98913621902466,-0.001867055892944336,1257.0,-2.904280653846153
33280,65,19,1672,0.3141859150491655,0.0004092704424510632,-0.02947645273525268,0.097502201795578,0.024477005,0.2552490234375,1024,0.968619704246521,0.2,-42.96317958831787,5.042552947998047e-05,1257.0,-2.904280653846153
33792,66,20,1672,0.01203270666883327,0.0004092704424510632,-0.032102855169796385,-0.04911333695054054,0.027897414,0.3046875,1040,0.968764066696167,0.2,-42.92156100273132,-0.001393437385559082,1257.0,-2.904280653846153
34304,67,20,1673,0.004567337178741582,0.0004092704424510632,-0.0207388449634891,-0.024555599316954613,0.016234523,0.2042236328125,1056,0.9707022905349731,0.2,-42.95786201953888,-4.7206878662109375e-05,1257.0,-2.9019256296296287
34816,68,20,1672,0.33944770507514477,0.0004092704424510632,-0.021783954958664253,0.13879656791687012,0.01976584,0.2144775390625,1072,0.9706025719642639,0.2,-42.99767339229584,5.334615707397461e-05,1257.0,-2.9019256296296287
35328,69,21,1671,0.004688633584009949,0.0004092704424510632,-0.021640571241732687,-0.023100651800632477,0.012877073,0.192626953125,1088,0.9705958366394043,0.2,-42.98558950424194,-0.0009589195251464844,1257.0,-2.9032849999999994
35840,70,21,1671,0.31042582681402564,0.0004092704424510632,-0.023642109299544245,0.09431260824203491,0.01581477,0.2127685546875,1104,0.9690961241722107,0.2,-42.967472553253174,5.2034854888916016e-05,1257.0,-2.9032849999999994
36352,71,21,1671,0.010327805735869333,0.0004092704424510632,-0.023084993328666314,-0.019978150725364685,0.015402917,0.228515625,1120,0.9678981304168701,0.2,-42.915582060813904,-0.00011491775512695312,1257.0,-2.9032849999999994
36864,72,22,1671,0.003867090417770669,0.0004092704424510632,-0.02694950095610693,-0.027295859530568123,0.02252753,0.247802734375,1136,0.9687564969062805,0.2,-42.899489879608154,0.00010710954666137695,1257.0,-2.895546586206896
