time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/loss,train/approx_kl,train/clip_fraction,train/n_updates,train/std,train/clip_range,train/entropy_loss,train/explained_variance,rollout/ep_len_mean,rollout/ep_rew_mean
512,1,0,4071,,,,,,,,,,,,,
1024,2,0,2653,0.17442457168363035,0.0004092704424510632,-0.036102032572671305,-0.037385471165180206,0.020000827,0.2733154296875,16,1.0017060041427612,0.2,-44.00755488872528,-0.19755268096923828,,
1536,3,0,2373,0.0051877167643397115,0.0004092704424510632,-0.03154430721770041,-0.032657474279403687,0.019098727,0.277099609375,32,1.0025689601898193,0.2,-44.057698011398315,-0.03491473197937012,1257.0,-2.910468
2048,4,0,2255,0.014098188345087692,0.0004092704424510632,-0.026858130906475708,-0.02921653911471367,0.018351717,0.3067626953125,48,1.0018929243087769,0.2,-44.05577862262726,-0.009424686431884766,1257.0,-2.910468
2560,5,1,2191,0.004958728241035715,0.0004092704424510632,-0.025993259783717804,-0.03816276788711548,0.017682578,0.28857421875,64,1.0029327869415283,0.2,-44.05260980129242,0.02379709482192993,1257.0,-2.9578759999999997
3072,6,1,2150,0.02638832846423611,0.0004092704424510632,-0.031016214343253523,-0.03284924477338791,0.021962669,0.3043212890625,80,1.0019760131835938,0.2,-44.06995189189911,-0.012002825736999512,1257.0,-2.9578759999999997
3584,7,1,2121,0.015361125813797116,0.0004092704424510632,-0.03691192471887916,-0.04807354509830475,0.030472498,0.32958984375,96,1.0013254880905151,0.2,-44.0256450176239,-0.006205558776855469,1257.0,-2.9578759999999997
4096,8,1,2101,0.005820277881866787,0.0004092704424510632,-0.025489150357316248,-0.02847583219408989,0.019453604,0.2835693359375,112,0.9996729493141174,0.2,-44.00070571899414,0.0060384273529052734,1257.0,-3.048728
4608,9,2,2087,0.05168778309598565,0.0004092704424510632,-0.026421209826366976,-0.013852842152118683,0.021815812,0.2991943359375,128,1.0008667707443237,0.2,-43.97637486457825,0.0016781091690063477,1257.0,-3.048728
5120,10,2,2075,0.0020981557008781238,0.0004092704424510632,-0.02838757261633873,-0.03298722952604294,0.015335772,0.2608642578125,144,0.9996266961097717,0.2,-43.99608039855957,-0.05493950843811035,1257.0,-3.0264165
5632,11,2,2066,0.055395203293301165,0.0004092704424510632,-0.02128161658765748,0.004494113847613335,0.015008915,0.21240234375,160,0.9952051639556885,0.2,-43.90051066875458,-0.0008422136306762695,1257.0,-3.0264165
6144,12,2,2058,0.013995931891258806,0.0004092704424510632,-0.024010063643800095,-0.022799033671617508,0.016191822,0.2630615234375,176,0.9952635765075684,0.2,-43.807332038879395,-0.061786532402038574,1257.0,-3.0264165
6656,13,3,2051,0.005828624780406244,0.0004092704424510632,-0.024355023793759756,-0.03816038370132446,0.016932735,0.235595703125,192,0.9955539703369141,0.2,-43.83176112174988,0.001945793628692627,1257.0,-3.0453446
7168,14,3,2046,0.08106707083061337,0.0004092704424510632,-0.032336339878384024,0.00012201070785522461,0.030782167,0.291259765625,208,0.9954620003700256,0.2,-43.83158266544342,0.0007361173629760742,1257.0,-3.0453446
7680,15,3,2040,0.0035655861138366163,0.0004092704424510632,-0.021520947251701728,-0.01906268484890461,0.016005414,0.195556640625,224,0.9940338730812073,0.2,-43.81276881694794,-0.014668941497802734,1257.0,-2.977351
8192,16,4,2037,0.07911290065385401,0.0004092704424510632,-0.024784551846096292,0.0008004344999790192,0.019606037,0.2529296875,240,0.991420328617096,0.2,-43.74522244930267,0.0017968416213989258,1257.0,-2.977351
8704,17,4,2033,0.014227960113203153,0.0004092704424510632,-0.02391194482333958,-0.031299155205488205,0.018021237,0.2181396484375,256,0.9911361336708069,0.2,-43.692588090896606,0.01836174726486206,1257.0,-2.977351
9216,18,4,2030,0.006324920483166352,0.0004092704424510632,-0.019497513640089892,-0.02283911406993866,0.014294996,0.1851806640625,272,0.9921862483024597,0.2,-43.70679187774658,0.002782464027404785,1257.0,-2.981688857142857
9728,19,4,2026,0.12204388063400984,0.0004092704424510632,-0.031066302297404036,0.01612143963575363,0.023776479,0.3037109375,288,0.9943877458572388,0.2,-43.76004719734192,0.0021852850914001465,1257.0,-2.981688857142857
10240,20,5,2022,0.0052606345125241205,0.0004092704424510632,-0.02623806946212426,-0.035317882895469666,0.01927698,0.2626953125,304,0.993693470954895,0.2,-43.79246437549591,-0.3242555856704712,1257.0,-2.9947
10752,21,5,2019,0.09301650966517627,0.0004092704424510632,-0.02554459442035295,0.019201021641492844,0.014200986,0.2757568359375,320,0.9905966520309448,0.2,-43.73065721988678,0.024770498275756836,1257.0,-2.9947
11264,22,5,2018,0.016980725224129856,0.0004092704424510632,-0.029697919060708955,-0.035129252821207047,0.020557467,0.2830810546875,336,0.9908575415611267,0.2,-43.66236400604248,-0.024550199508666992,1257.0,-2.9947
11776,23,5,2016,0.00507268186629517,0.0004092704424510632,-0.025850144011201337,-0.04084806516766548,0.016825303,0.245849609375,352,0.9920847415924072,0.2,-43.701573967933655,-0.025562047958374023,1257.0,-2.9839029999999998
12288,24,6,2014,0.12061686394736171,0.0004092704424510632,-0.027892914862604812,0.009821224957704544,0.02806723,0.2801513671875,368,0.9927729964256287,0.2,-43.73164474964142,0.010166466236114502,1257.0,-2.9839029999999998
12800,25,6,2012,0.006946645793505013,0.0004092704424510632,-0.027610009638010524,-0.034486040472984314,0.01869164,0.2431640625,384,0.9921996593475342,0.2,-43.73379921913147,-0.7964773178100586,1257.0,-2.9991767
13312,26,6,2010,0.0992462863214314,0.0004092704424510632,-0.02395375070045702,-0.0022371038794517517,0.018776093,0.260986328125,400,0.9924773573875427,0.2,-43.72047579288483,0.018822073936462402,1257.0,-2.9991767
13824,27,6,2009,0.016876178880920634,0.0004092704424510632,-0.02577450158423744,-0.024688467383384705,0.019875962,0.2679443359375,416,0.9931904673576355,0.2,-43.736196994781494,0.013720273971557617,1257.0,-2.9991767
14336,28,7,2009,0.00510342341294745,0.0004092704424510632,-0.024261957943963353,-0.04541034996509552,0.017740391,0.2314453125,432,0.9933130741119385,0.2,-43.74848520755768,0.0338321328163147,1257.0,-2.988169818181818
14848,29,7,2007,0.03529233706649393,0.0004092704424510632,-0.020008834242617013,-0.0077823009341955185,0.017113563,0.225830078125,448,0.9950411319732666,0.2,-43.775256752967834,0.021103322505950928,1257.0,-2.988169818181818
15360,30,7,2005,0.007901762815890834,0.0004092704424510632,-0.028692679246887565,-0.03721753880381584,0.021726191,0.2666015625,464,0.9971615672111511,0.2,-43.83489990234375,-0.09045326709747314,1257.0,-2.9984695
15872,31,7,2004,0.17214416526257992,0.0004092704424510632,-0.02523024163383525,0.04279974848031998,0.019192874,0.2176513671875,480,0.9976158738136292,0.2,-43.88180232048035,0.025615990161895752,1257.0,-2.9984695
16384,32,8,2002,0.013140987051883712,0.0004092704424510632,-0.02866884796821978,-0.036385100334882736,0.023307545,0.2608642578125,496,0.9982398152351379,0.2,-43.889092564582825,-0.4736640453338623,1257.0,-3.001758307692308
16896,33,8,2002,0.1669905164744705,0.0004092704424510632,-0.02522482785570901,0.0448509082198143,0.024291854,0.24365234375,512,0.9970090389251709,0.2,-43.89275586605072,0.06011199951171875,1257.0,-3.001758307692308
17408,34,8,2002,0.019682491663843393,0.0004092704424510632,-0.028902607038617134,-0.028247373178601265,0.022110641,0.27197265625,528,0.9959911108016968,0.2,-43.84399223327637,-0.7117893695831299,1257.0,-3.001758307692308
17920,35,8,2002,0.0040295941071235575,0.0004092704424510632,-0.020981281450076494,-0.032538458704948425,0.014039536,0.189208984375,544,0.9949368834495544,0.2,-43.814393043518066,-0.054157137870788574,1257.0,-3.0000755000000003
18432,36,9,2001,0.23120053904131055,0.0004092704424510632,-0.020967697637388483,0.057219937443733215,0.02240403,0.2149658203125,560,0.9946084022521973,0.2,-43.78624081611633,0.015904605388641357,1257.0,-3.0000755000000003
18944,37,9,2000,0.002786725126497913,0.0004092704424510632,-0.03020256443414837,-0.0422636903822422,0.022286342,0.28369140625,576,0.9965044260025024,0.2,-43.8029408454895,-3.387477397918701,1257.0,-3.003191266666667
19456,38,9,2000,0.24197191651910543,0.0004092704424510632,-0.02417123857594561,0.08978686481714249,0.029202085,0.2598876953125,592,0.9968069195747375,0.2,-43.85417091846466,0.014011919498443604,1257.0,-3.003191266666667
19968,39,9,1999,0.018150764924939722,0.0004092704424510632,-0.031490202018176205,-0.03626970201730728,0.025765676,0.312255859375,608,0.9964821338653564,0.2,-43.84428155422211,-0.11626040935516357,1257.0,-3.003191266666667
20480,40,10,1999,0.004937768528179731,0.0004092704424510632,-0.03369318990735337,-0.039874982088804245,0.023360169,0.295654296875,624,0.9967594742774963,0.2,-43.846307039260864,-0.0678105354309082,1257.0,-3.0002879375
20992,41,10,1999,0.27964085806161165,0.0004092704424510632,-0.01868425875727553,0.08129548281431198,0.017378334,0.1689453125,640,0.9970614910125732,0.2,-43.85767483711243,0.039959490299224854,1257.0,-3.0002879375
21504,42,10,1998,0.006749244261300191,0.0004092704424510632,-0.027258513844572008,-0.03227074816823006,0.020002984,0.2457275390625,656,0.9974202513694763,0.2,-43.869354248046875,-3.8224358558654785,1257.0,-3.001871058823529
22016,43,11,1997,0.2746668355539441,0.0004092704424510632,-0.023820893169613555,0.07924869656562805,0.026190821,0.245361328125,672,0.9971635341644287,0.2,-43.872830510139465,0.022291183471679688,1257.0,-3.001871058823529
22528,44,11,1997,0.02510640403488651,0.0004092704424510632,-0.036726914637256414,-0.04370502382516861,0.017379228,0.2646484375,688,0.9960634708404541,0.2,-43.851550221443176,-0.6395701169967651,1257.0,-3.001871058823529
23040,45,11,1996,0.005800844184705056,0.0004092704424510632,-0.024258624798676465,-0.030098361894488335,0.014877997,0.1942138671875,704,0.997525155544281,0.2,-43.846415400505066,0.007645070552825928,1257.0,-2.9991429444444444
23552,46,11,1996,0.34120204858481884,0.0004092704424510632,-0.026946078083710745,0.10142495483160019,0.031090152,0.2677001953125,720,0.9977744221687317,0.2,-43.88570833206177,0.023093760013580322,1257.0,-2.9991429444444444
24064,47,12,1995,0.02768030925653875,0.0004092704424510632,-0.02219714448438026,-0.016741905361413956,0.018210515,0.205810546875,736,0.9985911846160889,0.2,-43.89345610141754,-2.3929686546325684,1257.0,-3.0084645263157896
24576,48,12,1995,0.250126167666167,0.0004092704424510632,-0.020125085065956227,0.07524878531694412,0.015349587,0.237548828125,752,0.9988411664962769,0.2,-43.91646099090576,0.04944431781768799,1257.0,-3.0084645263157896
25088,49,12,1996,0.03026996599510312,0.0004092704424510632,-0.03126675559906289,-0.03679791837930679,0.017444726,0.281982421875,768,0.9983225464820862,0.2,-43.909563302993774,-0.21215999126434326,1257.0,-3.0084645263157896
25600,50,12,1995,0.016043165553128347,0.0004092704424510632,-0.03609139841864817,-0.03628244623541832,0.02596363,0.3231201171875,784,0.9977468848228455,0.2,-43.88623893260956,0.001726686954498291,1257.0,-3.0194098499999997
26112,51,13,1995,0.23728661285713315,0.0004092704424510632,-0.02207656408427283,0.03931426629424095,0.027175713,0.2254638671875,800,0.9983794689178467,0.2,-43.880584955215454,0.23428654670715332,1257.0,-3.0194098499999997
26624,52,13,1996,0.011309221910778433,0.0004092704424510632,-0.026153858882025816,-0.031161677092313766,0.016091228,0.263916015625,816,1.0000205039978027,0.2,-43.91381096839905,-4.5270514488220215,1257.0,-3.011214904761905
27136,53,13,1995,0.31658740900456905,0.0004092704424510632,-0.018618749400047818,0.08521169424057007,0.020486487,0.231689453125,832,1.0012141466140747,0.2,-43.96638882160187,0.02495056390762329,1257.0,-3.011214904761905
27648,54,13,1994,0.036701802571769804,0.0004092704424510632,-0.02729601346072741,-0.02442527748644352,0.021919452,0.27001953125,848,1.0012437105178833,0.2,-43.97952854633331,-0.1908019781112671,1257.0,-3.011214904761905
28160,55,14,1994,0.05914352473337203,0.0004092704424510632,-0.025041320637683384,-0.00786004588007927,0.020166101,0.282958984375,864,1.0008553266525269,0.2,-43.97037589550018,0.5367000102996826,1257.0,-3.0044669090909086
28672,56,14,1993,0.08437840174883604,0.0004092704424510632,-0.024307766696438193,0.006575111299753189,0.028481642,0.2879638671875,880,1.000878095626831,0.2,-43.9648871421814,0.485578715801239,1257.0,-3.0044669090909086
29184,57,14,1993,0.015822511515580118,0.0004092704424510632,-0.023147762003645767,-0.02058625966310501,0.014558955,0.2149658203125,896,1.0000883340835571,0.2,-43.955174684524536,-1.296344518661499,1257.0,-3.0119607391304344
29696,58,14,1993,0.34963806811720133,0.0004092704424510632,-0.01843172125518322,0.09910474717617035,0.016656213,0.147705078125,912,0.9999847412109375,0.2,-43.940703988075256,0.05298823118209839,1257.0,-3.0119607391304344
30208,59,15,1992,0.04124975763261318,0.0004092704424510632,-0.024001554236747324,-0.017863359302282333,0.015029348,0.2232666015625,928,1.00068199634552,0.2,-43.950204491615295,-0.452968955039978,1257.0,-3.011992833333333
30720,60,15,1991,0.361235486343503,0.0004092704424510632,-0.017918863632075954,0.12478575110435486,0.017637981,0.114501953125,944,1.0002002716064453,0.2,-43.9607549905777,0.4728415012359619,1257.0,-3.011992833333333
