time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/value_loss,train/entropy_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/loss,train/std,train/approx_kl,train/learning_rate,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
512,4082,1,0,,,,,,,,,,,,,
1024,2681,2,0,0.21093243260111194,-43.96764850616455,0.2,-0.4226886034011841,0.2506103515625,-0.028734731225995347,-0.030904319137334824,0.9987692832946777,0.018215366,0.0004092704424510632,16,,
1536,2396,3,0,0.004131193731154781,-43.93504810333252,0.2,0.010681092739105225,0.2034912109375,-0.02213051656144671,-0.03445260226726532,0.9979459643363953,0.014789682,0.0004092704424510632,32,1257.0,-2.489024
2048,2235,4,0,0.002440021082293242,-43.8988391160965,0.2,-0.002108931541442871,0.281982421875,-0.02777920187509153,-0.029690980911254883,0.9963682293891907,0.019171234,0.0004092704424510632,48,1257.0,-2.489024
2560,2135,5,1,0.0032735471831983887,-43.869617104530334,0.2,0.005253016948699951,0.3653564453125,-0.03181890895939432,-0.04504609853029251,0.9966267943382263,0.03025214,0.0004092704424510632,64,1257.0,-2.502545
3072,2056,6,1,0.00811922007414978,-43.8654590845108,0.2,-0.00356900691986084,0.3165283203125,-0.03032674920541467,-0.03894856572151184,0.9953675270080566,0.022739563,0.0004092704424510632,80,1257.0,-2.502545
3584,2003,7,1,0.005511773444595747,-43.84508430957794,0.2,0.002757430076599121,0.3470458984375,-0.03233062569051981,-0.04270275682210922,0.9960129261016846,0.023966921,0.0004092704424510632,96,1257.0,-2.502545
4096,1959,8,2,0.00381072183517972,-43.87648928165436,0.2,0.0025907158851623535,0.21875,-0.023335577847319655,-0.023385610431432724,0.9971019625663757,0.01307101,0.0004092704424510632,112,1257.0,-2.5383809999999998
4608,1923,9,2,0.018967851385241374,-43.89528203010559,0.2,-0.0013058185577392578,0.2987060546875,-0.03017386983265169,-0.01912207528948784,0.997040867805481,0.023591088,0.0004092704424510632,128,1257.0,-2.5383809999999998
5120,1891,10,2,0.0017999763276748126,-43.89527499675751,0.2,0.0027635693550109863,0.24853515625,-0.02705863185110502,-0.04186183959245682,0.9973751306533813,0.016627975,0.0004092704424510632,144,1257.0,-2.5253625
5632,1865,11,3,0.01817334521911107,-43.88440251350403,0.2,-0.0026922225952148438,0.2845458984375,-0.026992068596882746,-0.028637925162911415,0.9959629774093628,0.020538485,0.0004092704424510632,160,1257.0,-2.5253625
6144,1842,12,3,0.005246563538094051,-43.84455764293671,0.2,0.0008208155632019043,0.3284912109375,-0.0312777730578091,-0.039739903062582016,0.9955487251281738,0.023461796,0.0004092704424510632,176,1257.0,-2.5253625
6656,1828,13,3,0.004289150747354142,-43.83248674869537,0.2,0.0041089653968811035,0.31982421875,-0.02952645011828281,-0.039008185267448425,0.9948643445968628,0.0187996,0.0004092704424510632,192,1257.0,-2.5068194
7168,1821,14,3,0.036008091410622,-43.822789907455444,0.2,0.00035321712493896484,0.2977294921875,-0.03102894572293735,-0.014097528532147408,0.9952433705329895,0.021868393,0.0004092704424510632,208,1257.0,-2.5068194
7680,1812,15,4,0.0026330105029046535,-43.81260097026825,0.2,-0.013639569282531738,0.326904296875,-0.03016674140235409,-0.03148011490702629,0.9935546517372131,0.02255506,0.0004092704424510632,224,1257.0,-2.5096616666666667
8192,1809,16,4,0.03891736007062718,-43.75350832939148,0.2,-0.0009677410125732422,0.291748046875,-0.02662035817047581,-0.009328125044703484,0.9923635125160217,0.017481908,0.0004092704424510632,240,1257.0,-2.5096616666666667
8704,1809,17,4,0.007312337067560293,-43.73465299606323,0.2,-0.005358219146728516,0.29296875,-0.028311080997809768,-0.03656116873025894,0.9922556281089783,0.020861637,0.0004092704424510632,256,1257.0,-2.5096616666666667
9216,1808,18,5,0.004063855594722554,-43.72847330570221,0.2,0.006535053253173828,0.2767333984375,-0.028828473354224116,-0.0348920114338398,0.9915528297424316,0.018273704,0.0004092704424510632,272,1257.0,-2.523043285714286
9728,1806,19,5,0.06490617792587727,-43.697855830192566,0.2,0.0012223124504089355,0.22802734375,-0.024098210997181013,0.0022461190819740295,0.9908109903335571,0.013631184,0.0004092704424510632,288,1257.0,-2.523043285714286
10240,1803,20,5,0.00353486883250298,-43.65207576751709,0.2,-0.05086338520050049,0.210693359375,-0.023627768532605842,-0.031115857884287834,0.9885147213935852,0.015083278,0.0004092704424510632,304,1257.0,-2.5215692499999998
10752,1797,21,5,0.06684751505963504,-43.59130668640137,0.2,0.00015372037887573242,0.32421875,-0.03290337053476833,-0.01880766451358795,0.9871855974197388,0.028545365,0.0004092704424510632,320,1257.0,-2.5215692499999998
11264,1791,22,6,0.005015458613343071,-43.52936637401581,0.2,0.0032761693000793457,0.238525390625,-0.02330177728435956,-0.0386020801961422,0.9844618439674377,0.019934319,0.0004092704424510632,336,1257.0,-2.5215692499999998
11776,1785,23,6,0.004004686416010372,-43.44604778289795,0.2,0.005001366138458252,0.2677001953125,-0.028259174345294014,-0.03874247893691063,0.9823121428489685,0.019414704,0.0004092704424510632,352,1257.0,-2.5184861111111108
12288,1780,24,6,0.08898846432566643,-43.40275597572327,0.2,0.0009287595748901367,0.2921142578125,-0.026399821770610288,0.0062287673354148865,0.9817982316017151,0.024253532,0.0004092704424510632,368,1257.0,-2.5184861111111108
