time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/value_loss,train/entropy_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/loss,train/std,train/approx_kl,train/learning_rate,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
512,3813,1,0,,,,,,,,,,,,,
1024,2238,2,0,0.11756203769618878,-43.96648466587067,0.2,-0.16244244575500488,0.19873046875,-0.025823631323873997,-0.03481801971793175,0.9982965588569641,0.0119568445,0.0004092704424510632,16,,
1536,1945,3,0,0.005782052976428531,-43.924511432647705,0.2,-0.0321657657623291,0.2703857421875,-0.02965264767408371,-0.04528121277689934,0.9979881048202515,0.018133469,0.0004092704424510632,32,1257.0,-2.723853
2048,1842,4,1,0.010873668070416898,-43.8763028383255,0.2,-0.0020296573638916016,0.240966796875,-0.026726546202553436,-0.028001531958580017,0.9946037530899048,0.016751189,0.0004092704424510632,48,1257.0,-2.723853
2560,1798,5,1,0.0029302435141289607,-43.79505372047424,0.2,0.11166751384735107,0.25927734375,-0.02304721827385947,-0.027146559208631516,0.9937531352043152,0.019810587,0.0004092704424510632,64,1257.0,-2.5820675
3072,1770,6,1,0.01922308059874922,-43.77980363368988,0.2,-0.024779319763183594,0.267822265625,-0.023102658946299925,-0.020087845623493195,0.9929430484771729,0.018594887,0.0004092704424510632,80,1257.0,-2.5820675
3584,1748,7,2,0.006456840361352079,-43.74551486968994,0.2,0.008705377578735352,0.2821044921875,-0.02501410571858287,-0.041755370795726776,0.9918347001075745,0.020371303,0.0004092704424510632,96,1257.0,-2.5820675
4096,1727,8,2,0.003443162262556143,-43.716601610183716,0.2,-0.009676098823547363,0.2535400390625,-0.025590575765818357,-0.0375509113073349,0.9911733865737915,0.01581324,0.0004092704424510632,112,1257.0,-2.529113666666667
4608,1713,9,2,0.03706639300798997,-43.70949470996857,0.2,0.0027921199798583984,0.3077392578125,-0.02848232156247832,-0.031562648713588715,0.9913918972015381,0.018448725,0.0004092704424510632,128,1257.0,-2.529113666666667
5120,1706,10,3,0.002482737665559398,-43.73193967342377,0.2,0.04535776376724243,0.2537841796875,-0.028277976292883977,-0.042631130665540695,0.9928378462791443,0.016431091,0.0004092704424510632,144,1257.0,-2.54609775
5632,1697,11,3,0.043039569980464876,-43.75100076198578,0.2,-0.0004881620407104492,0.2418212890625,-0.023441127385012805,-0.014243818819522858,0.9918444156646729,0.015920222,0.0004092704424510632,160,1257.0,-2.54609775
6144,1691,12,3,0.005048120168794412,-43.727404952049255,0.2,-0.0063648223876953125,0.232177734375,-0.02439272662741132,-0.04088940471410751,0.9923458695411682,0.017813772,0.0004092704424510632,176,1257.0,-2.54609775
6656,1685,13,3,0.0037176042824285105,-43.7531042098999,0.2,-0.010722994804382324,0.2708740234375,-0.026941417687339708,-0.03910450264811516,0.9926508665084839,0.018142238,0.0004092704424510632,192,1257.0,-2.5198633999999998
7168,1682,14,4,0.0637246755650267,-43.72826874256134,0.2,0.003244161605834961,0.2757568359375,-0.028403038391843438,-0.002584017813205719,0.9909241795539856,0.017366469,0.0004092704424510632,208,1257.0,-2.5198633999999998
7680,1681,15,4,0.0032205449460889213,-43.697699427604675,0.2,-0.010004520416259766,0.2552490234375,-0.02093604818219319,-0.03288378566503525,0.9915251731872559,0.016323876,0.0004092704424510632,224,1257.0,-2.5380599999999998
8192,1678,16,4,0.06626190745737404,-43.70499384403229,0.2,0.002842247486114502,0.24560546875,-0.023081478968379088,0.00753539614379406,0.9905493855476379,0.015985472,0.0004092704424510632,240,1257.0,-2.5380599999999998
8704,1675,17,5,0.005402251030318439,-43.67234683036804,0.2,0.10930544137954712,0.322021484375,-0.035547389765270054,-0.0446028895676136,0.9897594451904297,0.023122579,0.0004092704424510632,256,1257.0,-2.5380599999999998
9216,1674,18,5,0.004161864926572889,-43.66491091251373,0.2,-0.05970597267150879,0.232666015625,-0.026315611030440778,-0.02978052757680416,0.9906179308891296,0.0168048,0.0004092704424510632,272,1257.0,-2.5180119999999997
9728,1674,19,5,0.0858469947706908,-43.64975655078888,0.2,0.004592537879943848,0.260009765625,-0.027379742881748825,-0.00105372816324234,0.9877381324768066,0.021211904,0.0004092704424510632,288,1257.0,-2.5180119999999997
10240,1672,20,6,0.0029787324492644984,-43.56942141056061,0.2,-0.03352534770965576,0.250244140625,-0.021369088732171804,-0.03435162454843521,0.9872052669525146,0.016171973,0.0004092704424510632,304,1257.0,-2.498775
10752,1668,21,6,0.07823816372547299,-43.55697464942932,0.2,0.01380014419555664,0.293701171875,-0.028338347270619124,-0.0001927502453327179,0.9857742786407471,0.019984033,0.0004092704424510632,320,1257.0,-2.498775
11264,1667,22,6,0.0061641458014491946,-43.48384654521942,0.2,0.09792572259902954,0.2437744140625,-0.026549387228442356,-0.044518064707517624,0.9832527041435242,0.02209853,0.0004092704424510632,336,1257.0,-2.498775
11776,1666,23,7,0.002860519667592598,-43.41748535633087,0.2,-0.07598364353179932,0.281982421875,-0.030262716914876364,-0.033407438546419144,0.9813206195831299,0.020316329,0.0004092704424510632,352,1257.0,-2.474415
12288,1664,24,7,0.09095725754741579,-43.350616216659546,0.2,0.009353458881378174,0.2911376953125,-0.02913361939135939,0.0038959085941314697,0.9791768193244934,0.028843036,0.0004092704424510632,368,1257.0,-2.474415
12800,1662,25,7,0.003762761702091666,-43.296839118003845,0.2,-0.5412793159484863,0.2353515625,-0.02490610640961677,-0.03146195784211159,0.9782182574272156,0.02175096,0.0004092704424510632,384,1257.0,-2.4680909
13312,1662,26,8,0.09509377996437252,-43.29223430156708,0.2,0.015488088130950928,0.29638671875,-0.03370049857767299,-0.00027903541922569275,0.9785162210464478,0.02666713,0.0004092704424510632,400,1257.0,-2.4680909
13824,1661,27,8,0.011738619534298778,-43.28755569458008,0.2,-0.02058100700378418,0.2445068359375,-0.025373137948918156,-0.033314332365989685,0.9779507517814636,0.023118395,0.0004092704424510632,416,1257.0,-2.4680909
14336,1660,28,8,0.005864442799065728,-43.25335657596588,0.2,0.018634915351867676,0.193359375,-0.021678701043128967,-0.029954448342323303,0.9761411547660828,0.014616821,0.0004092704424510632,432,1257.0,-2.4912741818181816
14848,1658,29,8,0.025369015595060773,-43.18163883686066,0.2,0.00744175910949707,0.259521484375,-0.02248546771443216,-0.014973336830735207,0.9738812446594238,0.027065258,0.0004092704424510632,448,1257.0,-2.4912741818181816
15360,1657,30,9,0.006584094793652184,-43.1305627822876,0.2,-0.20489215850830078,0.2252197265625,-0.025854905310552567,-0.040821027010679245,0.9726508855819702,0.017343242,0.0004092704424510632,464,1257.0,-2.5032184166666664
15872,1656,31,9,0.15308287553489208,-43.09886825084686,0.2,0.009581923484802246,0.299072265625,-0.027727554843295366,0.012437909841537476,0.9720489382743835,0.022976454,0.0004092704424510632,480,1257.0,-2.5032184166666664
16384,1655,32,9,0.008242379466537386,-43.0912652015686,0.2,-1.1390092372894287,0.172119140625,-0.01831332164874766,-0.014099573716521263,0.9723672270774841,0.014287055,0.0004092704424510632,496,1257.0,-2.497801461538461
16896,1654,33,10,0.15410630637779832,-43.0957248210907,0.2,0.04929584264755249,0.211669921875,-0.021417987562017515,0.03714033588767052,0.9718165993690491,0.016655792,0.0004092704424510632,512,1257.0,-2.497801461538461
17408,1655,34,10,0.009353395260404795,-43.06616199016571,0.2,-0.7415271997451782,0.2374267578125,-0.02500912379764486,-0.01937192864716053,0.9712607860565186,0.0204478,0.0004092704424510632,528,1257.0,-2.497801461538461
17920,1654,35,10,0.005305333368596621,-43.057751536369324,0.2,-0.01942300796508789,0.2264404296875,-0.02443097350624157,-0.03625287860631943,0.9708324074745178,0.01857066,0.0004092704424510632,544,1257.0,-2.5007112857142855
