time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/value_loss,train/entropy_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/loss,train/std,train/approx_kl,train/learning_rate,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
15360,1747,30,8,0.0043867202184628695,-43.66211938858032,0.2,-0.001085042953491211,0.2103271484375,-0.02342771942494437,-0.043932344764471054,0.9897531867027283,0.019050954,0.0004092704424510632,464,1257.0,-2.536742
15872,1746,31,9,0.1699708648957312,-43.63473451137543,0.2,0.0010852217674255371,0.2452392578125,-0.025623889261623845,0.04232119023799896,0.9891425371170044,0.019979302,0.0004092704424510632,480,1257.0,-2.536742
16384,1744,32,9,0.004079194630321581,-43.61190414428711,0.2,-0.04937708377838135,0.286376953125,-0.024623492476166575,-0.031198224052786827,0.988340437412262,0.026142325,0.0004092704424510632,496,1257.0,-2.517245461538461
16896,1745,33,9,0.16958659468218684,-43.569329261779785,0.2,0.0006978511810302734,0.22998046875,-0.02374390116892755,0.0353974923491478,0.986258864402771,0.016195001,0.0004092704424510632,512,1257.0,-2.517245461538461
17408,1746,34,9,0.0046056572027737275,-43.534679532051086,0.2,0.000492393970489502,0.2308349609375,-0.022915396766620688,-0.040245287120342255,0.9870269298553467,0.01957984,0.0004092704424510632,528,1257.0,-2.517245461538461
17920,1747,35,10,0.004397768316266593,-43.57151114940643,0.2,-0.0018949508666992188,0.1966552734375,-0.02566847958951257,-0.03671802580356598,0.9879019260406494,0.013159495,0.0004092704424510632,544,1257.0,-2.501851857142857
18432,1748,36,10,0.17228707997128367,-43.60349881649017,0.2,0.0014199614524841309,0.21533203125,-0.02558294050686527,0.03557692468166351,0.9895567893981934,0.019732729,0.0004092704424510632,560,1257.0,-2.501851857142857
18944,1748,37,10,0.0019258984957559733,-43.635109663009644,0.2,-0.6210187673568726,0.25732421875,-0.029313622449990362,-0.03238104656338692,0.9894165992736816,0.020111142,0.0004092704424510632,576,1257.0,-2.49575
19456,1749,38,11,0.1777486763894558,-43.59907269477844,0.2,0.0007924437522888184,0.252685546875,-0.029022366798017174,0.05157749354839325,0.9878145456314087,0.023784045,0.0004092704424510632,592,1257.0,-2.49575
19968,1749,39,11,0.006465834652772173,-43.55014407634735,0.2,-0.001188516616821289,0.2711181640625,-0.030777907522860914,-0.031989242881536484,0.9862926602363586,0.022271914,0.0004092704424510632,608,1257.0,-2.49575
20480,1749,40,11,0.004852315614698455,-43.5195951461792,0.2,-0.0006473064422607422,0.228271484375,-0.030828225033474155,-0.03971404209733009,0.9866136908531189,0.020034017,0.0004092704424510632,624,1257.0,-2.5058151875
20992,1749,41,11,0.18192983511835337,-43.527393221855164,0.2,0.0022115111351013184,0.23583984375,-0.02483176781970542,0.0504729226231575,0.986129105091095,0.02374708,0.0004092704424510632,640,1257.0,-2.5058151875
21504,1749,42,12,0.003109871520791785,-43.52516531944275,0.2,-2.552612543106079,0.255126953125,-0.029276802102685906,-0.047777339816093445,0.9870219230651855,0.02050618,0.0004092704424510632,656,1257.0,-2.5042654705882352
22016,1748,43,12,0.17571215238422155,-43.52546465396881,0.2,0.0021056532859802246,0.2227783203125,-0.025054660596651956,0.03762556612491608,0.985328733921051,0.019322684,0.0004092704424510632,672,1257.0,-2.5042654705882352
22528,1748,44,12,0.007819614067557268,-43.47365474700928,0.2,-0.08722221851348877,0.260498046875,-0.02713413495803252,-0.02798350900411606,0.9847468733787537,0.023103092,0.0004092704424510632,688,1257.0,-2.5042654705882352
23040,1747,45,13,0.005102688155602664,-43.48340594768524,0.2,-0.039885878562927246,0.164794921875,-0.021405655352282338,-0.027246074751019478,0.9861029386520386,0.0123244785,0.0004092704424510632,704,1257.0,-2.5125209444444447
23552,1746,46,13,0.1898933402262628,-43.518853425979614,0.2,0.0018283724784851074,0.2535400390625,-0.028371610853355378,0.04750273749232292,0.9866918921470642,0.022753172,0.0004092704424510632,720,1257.0,-2.5125209444444447
24064,1745,47,13,0.007369632563495543,-43.53006315231323,0.2,-1.0775370597839355,0.217529296875,-0.026858762692427263,-0.041117727756500244,0.987133264541626,0.015800085,0.0004092704424510632,736,1257.0,-2.5061987894736846
24576,1744,48,14,0.14467953727580607,-43.53046262264252,0.2,0.020939350128173828,0.1961669921875,-0.020682534464867786,0.044066932052373886,0.9864352345466614,0.016442744,0.0004092704424510632,752,1257.0,-2.5061987894736846
25088,1743,49,14,0.008133545677992515,-43.51110053062439,0.2,-0.26483154296875,0.2257080078125,-0.02341755417000968,-0.025505386292934418,0.986473798751831,0.015756445,0.0004092704424510632,768,1257.0,-2.5061987894736846
25600,1742,50,14,0.003828453365713358,-43.535747051239014,0.2,-0.0081251859664917,0.2236328125,-0.025768388994038105,-0.03704055771231651,0.9881923794746399,0.017877199,0.0004092704424510632,784,1257.0,-2.5071241
26112,1741,51,14,0.15137119055725634,-43.56888437271118,0.2,0.008877336978912354,0.260009765625,-0.024974523024866357,0.01508505642414093,0.9879404902458191,0.021740545,0.0004092704424510632,800,1257.0,-2.5071241
26624,1740,52,15,0.00748993520392105,-43.54113471508026,0.2,-2.138974189758301,0.276123046875,-0.03206181136192754,-0.046774979680776596,0.9866958260536194,0.021018047,0.0004092704424510632,816,1257.0,-2.5055283809523807
27136,1739,53,15,0.15532542602159083,-43.50707817077637,0.2,0.012660086154937744,0.2520751953125,-0.0272901575663127,0.02858898602426052,0.9862654805183411,0.033638597,0.0004092704424510632,832,1257.0,-2.5055283809523807
27648,1739,54,15,0.009842622763244435,-43.47758901119232,0.2,-0.22235476970672607,0.2374267578125,-0.02437175330123864,-0.028620559722185135,0.9843617081642151,0.020171944,0.0004092704424510632,848,1257.0,-2.5055283809523807
28160,1735,55,16,0.01752143312478438,-43.42156112194061,0.2,0.35780102014541626,0.20263671875,-0.023163870384451002,-0.03371262550354004,0.9834893941879272,0.015904255,0.0004092704424510632,864,1257.0,-2.5026985909090906
28672,1735,56,16,0.03486902575241402,-43.421810150146484,0.2,0.3061699867248535,0.21630859375,-0.019085388601524755,-0.006627719849348068,0.9839571714401245,0.022269323,0.0004092704424510632,880,1257.0,-2.5026985909090906
29184,1734,57,16,0.010018115601269528,-43.45155680179596,0.2,-0.5976948738098145,0.249267578125,-0.0226178998418618,-0.026306895539164543,0.9857615232467651,0.01895706,0.0004092704424510632,896,1257.0,-2.4911418260869564
29696,1734,58,17,0.1259888536296785,-43.49952018260956,0.2,0.1012607216835022,0.21533203125,-0.025625577836763114,0.017841357737779617,0.9866745471954346,0.0217256,0.0004092704424510632,912,1257.0,-2.4911418260869564
30208,1734,59,17,0.007402367846225388,-43.530877470970154,0.2,-1.1358318328857422,0.233642578125,-0.029074579593725502,-0.03606695681810379,0.9886996150016785,0.017839143,0.0004092704424510632,928,1257.0,-2.4894227499999997
30720,1734,60,17,0.14016838441602886,-43.5957795381546,0.2,0.13573360443115234,0.168212890625,-0.019677163087180816,0.014114364981651306,0.9900904297828674,0.016650988,0.0004092704424510632,944,1257.0,-2.4894227499999997
31232,1732,61,18,0.01096631633117795,-43.61344397068024,0.2,-0.2834169864654541,0.2265625,-0.027163429622305557,-0.03529216721653938,0.9903150796890259,0.018923093,0.0004092704424510632,960,1257.0,-2.4894227499999997
31744,1730,62,18,0.0037838996067875996,-43.61528515815735,0.2,-0.0020476579666137695,0.20166015625,-0.026613280177116394,-0.03878768905997276,0.9902941584587097,0.013166062,0.0004092704424510632,976,1257.0,-2.48605404
32256,1729,63,18,0.23929693177342415,-43.58584380149841,0.2,0.004710674285888672,0.2337646484375,-0.022663190844468772,0.0437803789973259,0.9886688590049744,0.025064051,0.0004092704424510632,992,1257.0,-2.48605404
32768,1728,64,18,0.049545787973329425,-43.5526419878006,0.2,-0.5314209461212158,0.233642578125,-0.030709105281857774,-0.014394285157322884,0.9886612296104431,0.018008582,0.0004092704424510632,1008,1257.0,-2.479747269230769
33280,1727,65,19,0.13239839184097946,-43.5524822473526,0.2,0.4265933632850647,0.163330078125,-0.020030726620461792,0.02563318982720375,0.9884553551673889,0.01861795,0.0004092704424510632,1024,1257.0,-2.479747269230769
33792,1726,66,19,0.011953999113757163,-43.54141175746918,0.2,-0.9282450675964355,0.2247314453125,-0.025974229065468535,-0.039817288517951965,0.9880945086479187,0.016393222,0.0004092704424510632,1040,1257.0,-2.479747269230769
34304,1725,67,19,0.0043022280297009274,-43.54151725769043,0.2,-0.048177123069763184,0.225830078125,-0.0267598289065063,-0.04439347982406616,0.9886446595191956,0.016870461,0.0004092704424510632,1056,1257.0,-2.4783636296296296
34816,1725,68,20,0.1374190729111433,-43.55116558074951,0.2,0.06574761867523193,0.2091064453125,-0.026478365063667297,0.007997646927833557,0.9884725213050842,0.021881063,0.0004092704424510632,1072,1257.0,-2.4783636296296296
35328,1726,69,20,0.004855713079450652,-43.555768847465515,0.2,-1.7063572406768799,0.30419921875,-0.032996116191498004,-0.042824070900678635,0.9893321990966797,0.029354796,0.0004092704424510632,1088,1257.0,-2.4855565714285714
35840,1727,70,20,0.1526955186855048,-43.57097244262695,0.2,0.06729263067245483,0.2047119140625,-0.023709001077804714,0.01931820437312126,0.9886008501052856,0.017840639,0.0004092704424510632,1104,1257.0,-2.4855565714285714
36352,1727,71,21,0.013075381866656244,-43.53287756443024,0.2,-0.22506725788116455,0.2208251953125,-0.02222060615895316,-0.03337559849023819,0.9873449206352234,0.013688307,0.0004092704424510632,1120,1257.0,-2.4855565714285714
36864,1726,72,21,0.005322445562342182,-43.505035758018494,0.2,0.007613956928253174,0.205322265625,-0.024088627251330763,-0.03820327669382095,0.9869914054870605,0.014720866,0.0004092704424510632,1136,1257.0,-2.4893262413793105
37376,1726,73,21,0.162592961685732,-43.50872254371643,0.2,0.10887432098388672,0.2161865234375,-0.027549819671548903,0.00685499981045723,0.9871905446052551,0.01935717,0.0004092704424510632,1152,1257.0,-2.4893262413793105
37888,1726,74,21,0.0067082028108416125,-43.480000019073486,0.2,-3.272270679473877,0.167236328125,-0.01865393907064572,-0.02545931749045849,0.9849152565002441,0.013911756,0.0004092704424510632,1168,1257.0,-2.4954052
38400,1725,75,22,0.17356032924726605,-43.421292185783386,0.2,0.0902705192565918,0.290283203125,-0.03050853148670285,0.007167719304561615,0.9841440320014954,0.021129105,0.0004092704424510632,1184,1257.0,-2.4954052
38912,1725,76,22,0.012673930119490251,-43.413748264312744,0.2,-0.3161897659301758,0.203369140625,-0.020944016257999465,-0.01846720464527607,0.9846018552780151,0.016465046,0.0004092704424510632,1200,1257.0,-2.4954052
39424,1724,77,22,0.00575803285028087,-43.41876745223999,0.2,-0.14564990997314453,0.205322265625,-0.026360135248978622,-0.04626122862100601,0.9842221736907959,0.01651701,0.0004092704424510632,1216,1257.0,-2.5003584838709676
39936,1723,78,23,0.15339304343797266,-43.405041337013245,0.2,0.15430235862731934,0.1748046875,-0.02669910789700225,0.005676694214344025,0.9845858216285706,0.023806809,0.0004092704424510632,1232,1257.0,-2.5003584838709676
40448,1722,79,23,0.018770824593957514,-43.411500096321106,0.2,-2.670379400253296,0.2518310546875,-0.02860808707191609,-0.018962392583489418,0.9844156503677368,0.018904608,0.0004092704424510632,1248,1257.0,-2.4994172499999996
40960,1722,80,23,0.19414122169837356,-43.37357699871063,0.2,0.03431671857833862,0.283203125,-0.026754503924166784,0.021956581622362137,0.9826321601867676,0.02757397,0.0004092704424510632,1264,1257.0,-2.4994172499999996
41472,1721,81,24,0.012328302196692675,-43.3488734960556,0.2,-0.7309887409210205,0.2711181640625,-0.02747392353558098,-0.032804496586322784,0.9833230376243591,0.021435793,0.0004092704424510632,1280,1257.0,-2.4994172499999996
41984,1721,82,24,0.009788767027202994,-43.35834085941315,0.2,0.270352303981781,0.248291015625,-0.028165178489871323,-0.03374338150024414,0.9825441241264343,0.019299518,0.0004092704424510632,1296,1257.0,-2.49697703030303
42496,1721,83,24,0.057291238103061914,-43.32783901691437,0.2,0.24155175685882568,0.26904296875,-0.024183135450584814,-0.01353311538696289,0.9821507930755615,0.03925833,0.0004092704424510632,1312,1257.0,-2.49697703030303
43008,1722,84,24,0.015212235390208662,-43.313719153404236,0.2,-1.1106784343719482,0.3387451171875,-0.031519305252004415,-0.036375537514686584,0.981556236743927,0.02068428,0.0004092704424510632,1328,1257.0,-2.4937822058823524
43520,1721,85,25,0.23270092764869332,-43.304356813430786,0.2,0.07427746057510376,0.25244140625,-0.021959911537123844,0.020856665447354317,0.9816720485687256,0.019181306,0.0004092704424510632,1344,1257.0,-2.4937822058823524
44032,1721,86,25,0.008634640602394938,-43.31028389930725,0.2,-0.4440110921859741,0.23193359375,-0.0201637837162707,-0.031430281698703766,0.9817141890525818,0.016358528,0.0004092704424510632,1360,1257.0,-2.487623828571428
44544,1720,87,25,0.22594878869131207,-43.31027114391327,0.2,0.24668502807617188,0.1727294921875,-0.020403711168910377,0.04040997847914696,0.982282817363739,0.018378563,0.0004092704424510632,1376,1257.0,-2.487623828571428
45056,1718,88,26,0.008997523109428585,-43.329074025154114,0.2,-1.4621529579162598,0.249755859375,-0.02487556510459399,-0.043121762573719025,0.9825819134712219,0.017385824,0.0004092704424510632,1392,1257.0,-2.487623828571428
45568,1717,89,26,0.003762116168218199,-43.324524998664856,0.2,-0.0486675500869751,0.25341796875,-0.02335462831251789,-0.032034408301115036,0.9816167950630188,0.0220751,0.0004092704424510632,1408,1257.0,-2.48990675
46080,1716,90,26,0.30851779971271753,-43.30231583118439,0.2,0.07846724987030029,0.176513671875,-0.016201682141399942,0.05368596315383911,0.9811727404594421,0.015587784,0.0004092704424510632,1424,1257.0,-2.48990675
46592,1714,91,27,0.010733582719694823,-43.300511956214905,0.2,-1.3211956024169922,0.295166015625,-0.0316515777958557,-0.05142195522785187,0.9815253019332886,0.02274856,0.0004092704424510632,1440,1257.0,-2.488842972972973
47104,1713,92,27,0.3182908855378628,-43.30776786804199,0.2,0.3771400451660156,0.1297607421875,-0.016274929301289376,0.06771761924028397,0.981063723564148,0.017372075,0.0004092704424510632,1456,1257.0,-2.488842972972973
47616,1712,93,27,0.01588154202909209,-43.274749755859375,0.2,-0.9500797986984253,0.236328125,-0.023158615513239056,-0.020580705255270004,0.9799591302871704,0.016369978,0.0004092704424510632,1472,1257.0,-2.488842972972973
48128,1712,94,28,0.004465262412850279,-43.25251662731171,0.2,-0.07029962539672852,0.2830810546875,-0.028123863361543044,-0.030335772782564163,0.9796942472457886,0.018094623,0.0004092704424510632,1488,1257.0,-2.4891635
48640,1711,95,28,0.3302562655881047,-43.24842011928558,0.2,0.09593451023101807,0.1649169921875,-0.020861217461060733,0.06397183239459991,0.9797855615615845,0.017977562,0.0004092704424510632,1504,1257.0,-2.4891635
49152,1710,96,28,0.022436180210206658,-43.26752471923828,0.2,-2.611481189727783,0.2724609375,-0.029517584363929927,-0.032684169709682465,0.9811815619468689,0.021628791,0.0004092704424510632,1520,1257.0,-2.486774641025641
49664,1709,97,29,0.27478864369913936,-43.316328287124634,0.2,0.356167197227478,0.081787109375,-0.014210104520316236,0.06245206668972969,0.9820957779884338,0.011332917,0.0004092704424510632,1536,1257.0,-2.486774641025641
50176,1709,98,29,0.010609347868012264,-43.350263476371765,0.2,-1.1730191707611084,0.212890625,-0.02155737172870431,-0.027901392430067062,0.9836639165878296,0.014512139,0.0004092704424510632,1552,1257.0,-2.486774641025641
50688,1708,99,29,0.0035819170661852695,-43.354246616363525,0.2,0.008002102375030518,0.2242431640625,-0.020994028192944825,-0.025920433923602104,0.9816508889198303,0.013191233,0.0004092704424510632,1568,1257.0,-2.4820658
51200,1708,100,29,0.36133159743621945,-43.28978395462036,0.2,0.05837106704711914,0.2177734375,-0.02523242647293955,0.039200328290462494,0.9807361960411072,0.018025208,0.0004092704424510632,1584,1257.0,-2.4820658
51712,1708,101,30,0.01463542366400361,-43.28174114227295,0.2,-3.7815136909484863,0.2906494140625,-0.03046984050888568,-0.02736920863389969,0.9810000061988831,0.028792331,0.0004092704424510632,1600,1257.0,-2.4825428536585368
52224,1707,102,30,0.3482096162624657,-43.29555535316467,0.2,0.1053764820098877,0.1375732421875,-0.022168910218169913,0.03635057806968689,0.9813873767852783,0.020511061,0.0004092704424510632,1616,1257.0,-2.4825428536585368
52736,1707,103,30,0.020007310406072065,-43.27999758720398,0.2,-0.10511016845703125,0.2254638671875,-0.020429732656339183,-0.026883292943239212,0.9799110889434814,0.014797858,0.0004092704424510632,1632,1257.0,-2.4825428536585368
53248,1707,104,31,0.015326626016758382,-43.243959069252014,0.2,-0.9381810426712036,0.255859375,-0.024263519313535653,-0.023853471502661705,0.9794478416442871,0.024514489,0.0004092704424510632,1648,1257.0,-2.481471761904762
53760,1706,105,31,0.2365437145344913,-43.235485315322876,0.2,0.4092116355895996,0.12060546875,-0.019580631764256395,0.03284410759806633,0.9792187809944153,0.020029206,0.0004092704424510632,1664,1257.0,-2.481471761904762
54272,1706,106,31,0.02520045603159815,-43.23140478134155,0.2,-4.5797224044799805,0.2415771484375,-0.02078547701239586,-0.02159186452627182,0.9789636731147766,0.020225592,0.0004092704424510632,1680,1257.0,-2.479227604651163
54784,1705,107,32,0.340231028618291,-43.21332633495331,0.2,0.12985295057296753,0.103515625,-0.013927568856161088,0.037630967795848846,0.9783490300178528,0.0133906165,0.0004092704424510632,1696,1257.0,-2.479227604651163
55296,1705,108,32,0.02166783029679209,-43.21399760246277,0.2,0.2547528147697449,0.220458984375,-0.02307620632200269,-0.01949607953429222,0.9794982671737671,0.01673758,0.0004092704424510632,1712,1257.0,-2.479227604651163
55808,1704,109,32,0.18744465056806803,-43.24209010601044,0.2,0.5825747847557068,0.2642822265625,-0.019797981061856262,0.07670889049768448,0.9793522357940674,0.015474598,0.0004092704424510632,1728,1257.0,-2.475092636363637
56320,1703,110,33,0.07378642598632723,-43.20468056201935,0.2,0.8135297298431396,0.31396484375,-0.024490694340784103,0.0021236371248960495,0.9771364331245422,0.020151533,0.0004092704424510632,1744,1257.0,-2.475092636363637
56832,1703,111,33,0.03302351897582412,-43.153334617614746,0.2,-1.0668728351593018,0.314697265625,-0.03024758116225712,-0.019249457865953445,0.9771168828010559,0.024419423,0.0004092704424510632,1760,1257.0,-2.4766689777777784
57344,1702,112,33,0.3598656204994768,-43.15772819519043,0.2,0.15979397296905518,0.14697265625,-0.01929514370567631,0.035998452454805374,0.9767915606498718,0.01827657,0.0004092704424510632,1776,1257.0,-2.4766689777777784
57856,1701,113,33,0.011898630036739632,-43.126864552497864,0.2,-1.274399995803833,0.252197265625,-0.02610329274466494,-0.03993338346481323,0.9751675128936768,0.021502398,0.0004092704424510632,1792,1257.0,-2.472085413043479
58368,1701,114,34,0.37447897996753454,-43.09360086917877,0.2,0.2187974452972412,0.1107177734375,-0.017435507208574563,0.062107644975185394,0.9748808145523071,0.016195696,0.0004092704424510632,1808,1257.0,-2.472085413043479
58880,1701,115,34,0.007660908027901314,-43.12436616420746,0.2,-1.4807794094085693,0.2757568359375,-0.02664746207301505,-0.023421762511134148,0.9776991605758667,0.017285049,0.0004092704424510632,1824,1257.0,-2.472085413043479
59392,1700,116,34,0.0033416389414924197,-43.15700662136078,0.2,-0.054807186126708984,0.285400390625,-0.03247871591884177,-0.041778698563575745,0.9753913283348083,0.020132994,0.0004092704424510632,1840,1257.0,-2.4725725744680855
59904,1699,117,35,0.5047930339351296,-43.077850222587585,0.2,0.06867069005966187,0.1279296875,-0.019761352697969414,0.1035408303141594,0.9742075800895691,0.020091988,0.0004092704424510632,1856,1257.0,-2.4725725744680855
60416,1699,118,35,0.012205654958961532,-43.05884146690369,0.2,-1.880601167678833,0.301513671875,-0.03019554899947252,-0.03972407057881355,0.9737275242805481,0.023682937,0.0004092704424510632,1872,1257.0,-2.4701966875
60928,1698,119,35,0.4840958942659199,-43.04994857311249,0.2,0.3628036379814148,0.1259765625,-0.0175294991422561,0.12372138351202011,0.9735223054885864,0.016817134,0.0004092704424510632,1888,1257.0,-2.4701966875
61440,1697,120,36,0.013578944082837552,-43.07701349258423,0.2,-0.7822771072387695,0.18798828125,-0.019403840255108662,-0.030898652970790863,0.9762039184570312,0.013108665,0.0004092704424510632,1904,1257.0,-2.4701966875
61952,1697,121,36,0.0044707406050292775,-43.13482630252838,0.2,-0.06652021408081055,0.29296875,-0.03321914044499863,-0.03722314164042473,0.975776195526123,0.022723008,0.0004092704424510632,1920,1257.0,-2.472134693877551
62464,1696,122,36,0.636291291564703,-43.10007405281067,0.2,0.11476433277130127,0.1136474609375,-0.01951728409039788,0.08859953284263611,0.9749550819396973,0.017056463,0.0004092704424510632,1936,1257.0,-2.472134693877551
62976,1695,123,37,0.03475289134075865,-43.08690047264099,0.2,-2.419072389602661,0.2193603515625,-0.02144655099255033,-0.018032658845186234,0.9744403958320618,0.017649457,0.0004092704424510632,1952,1257.0,-2.4724292599999997
63488,1694,124,37,0.6312905177474022,-43.075655937194824,0.2,0.3891499638557434,0.0791015625,-0.014520035743771587,0.11049283295869827,0.974197268486023,0.012479032,0.0004092704424510632,1968,1257.0,-2.4724292599999997
64000,1693,125,37,0.020469797920668498,-43.060335993766785,0.2,-1.8558118343353271,0.251708984375,-0.02831739082466811,-0.03539784625172615,0.9731682538986206,0.017205402,0.0004092704424510632,1984,1257.0,-2.4724292599999997
