time/time_elapsed,time/total_timesteps,train/learning_rate,train/ent_coef_loss,train/actor_loss,time/episodes,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/ent_coef,train/critic_loss,train/n_updates
149,5032,0.0008459126528049375,-167.88990783691406,-121.04153442382812,4,-4.6393552499999995,33,1258.0,0.01738908886909485,1.1704394817352295,4931
304,10064,0.0008459126528049375,-15.73055362701416,-125.62042999267578,8,-3.6822989999999995,33,1258.0,0.0014094904763624072,2.4208507537841797,9963
475,15096,0.0008459126528049375,11.820943832397461,-130.61053466796875,12,-3.0548645833333326,31,1258.0,0.0009549612877890468,2.9139087200164795,14995
662,20128,0.0008459126528049375,-28.520793914794922,-131.5531005859375,16,-2.6441848125000003,30,1258.0,0.0016161089297384024,4.637929916381836,20027
5,25160,0.0008459126528049375,82.9145278930664,-130.4872283935547,20,-2.4131434,26,1258.0,0.001398561056703329,2.7727909088134766,25059
194,30192,0.0008459126528049375,6.716563701629639,-129.078857421875,24,-2.2393337083333336,26,1258.0,0.0017088275635614991,10.485635757446289,30091
383,35224,0.0008459126528049375,32.676116943359375,-122.23462677001953,28,-2.115392,26,1258.0,0.001228064065799117,3.036105155944824,35123
572,40256,0.0008459126528049375,26.917505264282227,-112.64922332763672,32,-2.02893646875,26,1258.0,0.0005094200023449957,22.403274536132812,40155
762,45288,0.0008459126528049375,-47.23659133911133,-104.78718566894531,36,-1.9660441111111109,26,1258.0,0.0004977785283699632,3.0505928993225098,45187
11,50320,0.0008459126528049375,4.265612602233887,-97.44203186035156,40,-1.8909582,26,1258.0,0.0007996109197847545,8.183887481689453,50219
201,55352,0.0008459126528049375,6.027430057525635,-84.40054321289062,44,-1.8414444772727274,26,1258.0,0.0005265098297968507,6.834803581237793,55251
390,60384,0.0008459126528049375,20.725971221923828,-68.75012969970703,48,-1.7884107083333334,26,1258.0,0.0017224116018041968,17.46863555908203,60283
579,65416,0.0008459126528049375,-17.248497009277344,-60.969032287597656,52,-1.7546132115384614,26,1258.0,0.0007406671647913754,6.833449363708496,65315
769,70448,0.0008459126528049375,5.767140865325928,-58.63410568237305,56,-1.7202873214285717,26,1258.0,0.0005064556607976556,1.5588757991790771,70347
18,75480,0.0008459126528049375,-11.581059455871582,-54.457908630371094,60,-1.6920353666666668,25,1258.0,0.0004922801163047552,1.8113216161727905,75379
216,80512,0.0008459126528049375,177.4403839111328,-45.89480209350586,64,-1.667858,25,1258.0,0.0003501733299344778,9.26378059387207,80411
414,85544,0.0008459126528049375,190.54898071289062,-40.331138610839844,68,-1.6538657647058823,25,1258.0,0.000337967969244346,5.94865083694458,85443
611,90576,0.0008459126528049375,-87.2317123413086,-35.21464920043945,72,-1.6422954166666668,25,1258.0,0.00037737100501544774,0.5410696864128113,90475
810,95608,0.0008459126528049375,-63.232601165771484,-34.32045364379883,76,-1.6244368552631578,25,1258.0,0.00014810518769081682,0.305064857006073,95507
