time/time_elapsed,time/total_timesteps,train/learning_rate,train/ent_coef_loss,train/actor_loss,time/episodes,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/ent_coef,train/critic_loss,train/n_updates
173,5032,0.0008459126528049375,-175.3806915283203,-121.63255310058594,4,-4.59550025,28,1258.0,0.017250705510377884,0.7456601858139038,4931
349,10064,0.0008459126528049375,0.4298803210258484,-128.82521057128906,8,-3.655082625,28,1258.0,0.0011553599033504725,4.134604454040527,9963
546,15096,0.0008459126528049375,64.73867797851562,-132.3955841064453,12,-2.9885567500000003,27,1258.0,0.0009393225191161036,3.5148990154266357,14995
730,20128,0.0008459126528049375,76.43577575683594,-134.80880737304688,16,-2.6349306875,27,1258.0,0.0007219130638986826,15.332181930541992,20027
5,25160,0.0008459126528049375,-91.14159393310547,-135.24256896972656,20,-2.4884445499999996,30,1258.0,0.0007773144752718508,3.246852397918701,25059
175,30192,0.0008459126528049375,-30.03679656982422,-138.00820922851562,24,-2.3570607916666666,29,1258.0,0.001112069352529943,4.101881980895996,30091
344,35224,0.0008459126528049375,36.01917266845703,-138.81948852539062,28,-2.326814535714285,29,1258.0,0.0009489599033258855,4.851966857910156,35123
514,40256,0.0008459126528049375,126.70027923583984,-138.10226440429688,32,-2.27306359375,29,1258.0,0.0004760847077704966,6.292422294616699,40155
693,45288,0.0008459126528049375,-21.264217376708984,-126.6982650756836,36,-2.2226867222222224,29,1258.0,0.0005790925933979452,2.473860502243042,45187
9,50320,0.0008459126528049375,26.835718154907227,-118.85271453857422,40,-2.1937284499999996,32,1258.0,0.0008521787822246552,9.751518249511719,50219
164,55352,0.0008459126528049375,-18.60931396484375,-116.17010498046875,44,-2.149341409090909,32,1258.0,0.0015792553313076496,8.257953643798828,55251
337,60384,0.0008459126528049375,-59.071388244628906,-109.97638702392578,48,-2.1182326875,30,1258.0,0.0013938407646492124,3.7154178619384766,60283
524,65416,0.0008459126528049375,5.178325176239014,-103.59484100341797,52,-2.097159019230769,29,1258.0,0.0014050555182620883,4.434802055358887,65315
711,70448,0.0008459126528049375,26.36495590209961,-101.63752746582031,56,-2.087682607142857,28,1258.0,0.0010381207102909684,16.604862213134766,70347
18,75480,0.0008459126528049375,15.106261253356934,-98.4076156616211,60,-2.072066583333333,26,1258.0,0.0006747373845428228,22.82638931274414,75379
212,80512,0.0008459126528049375,23.467758178710938,-98.7042007446289,64,-2.048264765625,25,1258.0,0.0005735743325203657,3.255587339401245,80411
406,85544,0.0008459126528049375,21.022602081298828,-85.17578125,68,-2.024329455882353,25,1258.0,0.0009945047786459327,5.976089954376221,85443
600,90576,0.0008459126528049375,26.1002197265625,-80.9533920288086,72,-2.011300652777778,25,1258.0,0.001171756535768509,1.419190764427185,90475
793,95608,0.0008459126528049375,56.30193328857422,-78.55158996582031,76,-1.9854208289473685,25,1258.0,0.0011280112667009234,1.379451870918274,95507
