time/time_elapsed,time/total_timesteps,train/learning_rate,train/ent_coef_loss,train/actor_loss,time/episodes,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/ent_coef,train/critic_loss,train/n_updates
167,5032,0.0008459126528049375,-177.44281005859375,-122.25067901611328,4,-4.4358059999999995,30,1258.0,0.01747252233326435,1.2310845851898193,4931
343,10064,0.0008459126528049375,-49.66439437866211,-131.73724365234375,8,-3.379990875,29,1258.0,0.0012364942813292146,3.3501505851745605,9963
520,15096,0.0008459126528049375,10.323762893676758,-134.0625457763672,12,-2.8304030833333336,29,1258.0,0.0007425218936987221,2.514590263366699,14995
695,20128,0.0008459126528049375,16.317367553710938,-136.18455505371094,16,-2.5589206874999997,28,1258.0,0.0017904790583997965,2.7722911834716797,20027
5,25160,0.0008459126528049375,56.460044860839844,-142.7031707763672,20,-2.39797,28,1258.0,0.0007300988654606044,2.7560949325561523,25059
180,30192,0.0008459126528049375,123.09249877929688,-140.7588348388672,24,-2.281828125,28,1258.0,0.0005882593686692417,4.551104545593262,30091
357,35224,0.0008459126528049375,-12.544940948486328,-139.59857177734375,28,-2.1708755357142855,28,1258.0,0.0005655876011587679,3.8671071529388428,35123
513,40256,0.0008459126528049375,76.69180297851562,-141.13687133789062,32,-2.09138625,29,1258.0,0.0007193856290541589,3.2537949085235596,40155
657,45288,0.0008459126528049375,46.208534240722656,-137.64080810546875,36,-2.06567875,30,1258.0,0.0012743932893499732,3.311518907546997,45187
9,50320,0.0008459126528049375,6.443076133728027,-137.74476623535156,40,-2.0323440749999997,34,1258.0,0.001028026221320033,42.749420166015625,50219
154,55352,0.0008459126528049375,-27.450700759887695,-132.6748504638672,44,-1.9908950681818178,34,1258.0,0.0013922273647040129,42.40480041503906,55251
298,60384,0.0008459126528049375,64.23416137695312,-130.1324920654297,48,-1.9502101041666666,34,1258.0,0.001029016450047493,23.19536590576172,60283
444,65416,0.0008459126528049375,12.713496208190918,-126.09269714355469,52,-1.9394939423076922,34,1258.0,0.0010859986068680882,11.283413887023926,65315
590,70448,0.0008459126528049375,-20.90373992919922,-105.92584991455078,56,-1.91972125,34,1258.0,0.0011833852622658014,3.437716007232666,70347
14,75480,0.0008459126528049375,42.809303283691406,-96.61001586914062,60,-1.8790496333333333,33,1258.0,0.0014015091583132744,5.436598777770996,75379
170,80512,0.0008459126528049375,-8.67194938659668,-71.17731475830078,64,-1.864084421875,32,1258.0,0.0013964346144348383,18.461692810058594,80411
328,85544,0.0008459126528049375,-71.86318969726562,-61.67874526977539,68,-1.8467307499999999,32,1258.0,0.0014002525713294744,6.443879127502441,85443
485,90576,0.0008459126528049375,24.238842010498047,-45.777584075927734,72,-1.8367255694444442,32,1258.0,0.0005196698475629091,1.3299493789672852,90475
644,95608,0.0008459126528049375,-26.666584014892578,-44.37519454956055,76,-1.827543947368421,31,1258.0,0.00045294236042536795,0.5002753734588623,95507
