train/critic_loss,time/total_timesteps,train/n_updates,train/ent_coef,train/actor_loss,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,rollout/ep_rew_mean,time/episodes,time/fps,train/ent_coef_loss
4.336441516876221,5032,4931,0.017215881496667862,-123.57177734375,1258.0,139,0.0008459126528049375,-4.43422075,4,36,-171.02584838867188
6.48264217376709,10064,9963,0.0012117979349568486,-130.4052734375,1258.0,280,0.0008459126528049375,-3.482261875,8,35,-0.9584589004516602
7.174956321716309,15096,14995,0.0008772255969233811,-134.7772216796875,1258.0,422,0.0008459126528049375,-2.7864272499999996,12,35,-51.62560272216797
7.313702583312988,20128,20027,0.0009188183466903865,-136.89215087890625,1258.0,564,0.0008459126528049375,-2.469269,16,35,8.390533447265625
13.413959503173828,25160,25059,0.0014656807761639357,-125.88475799560547,1258.0,4,0.0008459126528049375,-2.2174814,20,36,-45.27246856689453
12.312270164489746,30192,30091,0.0008034114143811166,-111.23497009277344,1258.0,145,0.0008459126528049375,-2.053860333333333,24,35,79.46835327148438
3.480778694152832,35224,35123,0.001761463237926364,-101.86544036865234,1258.0,286,0.0008459126528049375,-1.9273697857142857,28,35,-4.939746856689453
10.308972358703613,40256,40155,0.0017005340196192265,-75.87398529052734,1258.0,427,0.0008459126528049375,-1.845536875,32,35,-48.83839797973633
5.141161918640137,45288,45187,0.0007565908599644899,-77.04325866699219,1258.0,569,0.0008459126528049375,-1.825894861111111,36,35,-13.719720840454102
4.176531791687012,50320,50219,0.0005759691703133285,-68.26113891601562,1258.0,9,0.0008459126528049375,-1.7760392500000002,40,35,-47.915992736816406
4.76902437210083,55352,55251,0.0003984334762208164,-61.896263122558594,1258.0,153,0.0008459126528049375,-1.742773022727273,44,34,-66.56368255615234
4.631783962249756,60384,60283,0.0006230016588233411,-61.212493896484375,1258.0,297,0.0008459126528049375,-1.6994725,48,34,7.947464942932129
53.03532028198242,65416,65315,0.001022644224576652,-40.04640197753906,1258.0,443,0.0008459126528049375,-1.6545588846153845,52,34,225.7825927734375
10.317832946777344,70448,70347,0.0026148029137402773,-41.09689712524414,1258.0,590,0.0008459126528049375,-1.6053781785714285,56,34,28.60065269470215
6.150260925292969,75480,75379,0.0009287872817367315,-27.229286193847656,1258.0,14,0.0008459126528049375,-1.6041199833333333,60,32,-39.786251068115234
10.191962242126465,80512,80411,0.0022843906190246344,-19.18650245666504,1258.0,188,0.0008459126528049375,-1.5941554999999998,64,29,36.99345397949219
27.152862548828125,85544,85443,0.0022191384341567755,-6.667549133300781,1258.0,378,0.0008459126528049375,-1.5750828970588233,68,27,20.92950439453125
9.312548637390137,90576,90475,0.0012529878877103329,4.24131965637207,1258.0,568,0.0008459126528049375,-1.5748083472222223,72,27,-19.479707717895508
4.286705017089844,95608,95507,0.0005998065462335944,6.517056941986084,1258.0,758,0.0008459126528049375,-1.5660532763157893,76,27,-16.6787109375
