train/critic_loss,time/total_timesteps,train/n_updates,train/ent_coef,train/actor_loss,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,rollout/ep_rew_mean,time/episodes,time/fps,train/ent_coef_loss
1.6408026218414307,5032,4931,0.01740328222513199,-121.86431884765625,1258.0,137,0.0008459126528049375,-4.437984,4,36,-169.26849365234375
6.129914283752441,10064,9963,0.001199473044835031,-126.58853149414062,1258.0,278,0.0008459126528049375,-3.445918375,8,36,-19.391857147216797
17.206209182739258,15096,14995,0.001727465889416635,-114.31707763671875,1258.0,417,0.0008459126528049375,-2.784352,12,36,10.376173973083496
16.660961151123047,20128,20027,0.0011194150429219007,-105.01947784423828,1258.0,558,0.0008459126528049375,-2.4608665625,16,36,38.68329620361328
9.473554611206055,25160,25059,0.0015723754186183214,-99.61894226074219,1258.0,4,0.0008459126528049375,-2.21462675,20,35,61.894561767578125
6.255112648010254,30192,30091,0.000493297295179218,-95.4305419921875,1258.0,146,0.0008459126528049375,-2.0567704583333337,24,35,70.5901870727539
1.4362282752990723,35224,35123,0.0005314082955010235,-93.00138092041016,1258.0,287,0.0008459126528049375,-1.9221008214285717,28,35,-30.122615814208984
6.818288803100586,40256,40155,0.0005225761560723186,-67.96392822265625,1258.0,429,0.0008459126528049375,-1.8377995,32,35,-40.64558410644531
4.2950921058654785,45288,45187,0.0005845945561304688,-64.0224609375,1258.0,571,0.0008459126528049375,-1.787690861111111,36,35,23.55504035949707
2.3291220664978027,50320,50219,0.0006000062567181885,-58.78129196166992,1258.0,9,0.0008459126528049375,-1.76169495,40,35,18.956974029541016
4.549072742462158,55352,55251,0.0010986847337335348,-54.99673080444336,1258.0,152,0.0008459126528049375,-1.7178823409090909,44,35,30.869699478149414
2.9534926414489746,60384,60283,0.0004561347304843366,-47.86083984375,1258.0,296,0.0008459126528049375,-1.684887375,48,35,15.872214317321777
5.0535783767700195,65416,65315,0.0005347231053747237,-39.6757926940918,1258.0,441,0.0008459126528049375,-1.6595968653846151,52,34,-5.934298038482666
47.927154541015625,70448,70347,0.0009596181917004287,-43.28855895996094,1258.0,588,0.0008459126528049375,-1.6191113214285713,56,34,9.841348648071289
6.646505355834961,75480,75379,0.0013935304014012218,-37.93597412109375,1258.0,14,0.0008459126528049375,-1.5859488166666664,60,32,-12.587224960327148
10.81419563293457,80512,80411,0.0015064345207065344,-32.27470016479492,1258.0,175,0.0008459126528049375,-1.56276825,64,31,-12.969426155090332
4.726359844207764,85544,85443,0.0008825035765767097,-28.578275680541992,1258.0,338,0.0008459126528049375,-1.5689109117647055,68,31,-17.55878448486328
1.959551453590393,90576,90475,0.0006679670768789947,-25.18417739868164,1258.0,499,0.0008459126528049375,-1.5578571527777778,72,31,12.045120239257812
23.784446716308594,95608,95507,0.0004543217655736953,-13.603775978088379,1258.0,662,0.0008459126528049375,-1.5325660131578946,76,31,33.181644439697266
