rollout/ep_len_mean,train/critic_loss,time/time_elapsed,time/episodes,time/fps,train/ent_coef,rollout/ep_rew_mean,train/n_updates,train/actor_loss,train/ent_coef_loss,train/learning_rate,time/total_timesteps
1258.0,2.1439294815063477,113,4,44,0.017188819125294685,-4.577623,4931,-124.10099792480469,-167.99795532226562,0.0008459126528049375,5032
1258.0,4.978909969329834,228,8,44,0.0009285198175348341,-3.6071848749999997,9963,-131.9610137939453,-12.622727394104004,0.0008459126528049375,10064
1258.0,7.720191955566406,343,12,43,0.0008004894480109215,-2.849975333333333,14995,-128.2631378173828,27.46710777282715,0.0008459126528049375,15096
1258.0,5.629183769226074,459,16,43,0.0006901200395077467,-2.64973425,20027,-118.38951873779297,118.34812927246094,0.0008459126528049375,20128
1258.0,5.136715412139893,3,20,43,0.0009329054737463593,-2.43777485,25059,-115.36866760253906,7.1359100341796875,0.0008459126528049375,25160
1258.0,1.882142186164856,119,24,43,0.0005774825112894177,-2.324345625,30091,-113.36093139648438,2.939624071121216,0.0008459126528049375,30192
1258.0,2.954622268676758,234,28,43,0.0005751490825787187,-2.2201092142857144,35123,-112.27860260009766,27.633554458618164,0.0008459126528049375,35224
1258.0,3.8438243865966797,351,32,43,0.0008285516523756087,-2.1138477187499998,40155,-101.22798919677734,-35.17940139770508,0.0008459126528049375,40256
1258.0,1.348461389541626,511,36,39,0.0006578194443136454,-2.0337147499999997,45187,-101.68710327148438,-36.899696350097656,0.0008459126528049375,45288
1258.0,4.4260711669921875,10,40,31,0.0006615179590880871,-1.9715094999999998,50219,-92.15031433105469,-0.17651784420013428,0.0008459126528049375,50320
1258.0,8.324141502380371,173,44,30,0.0008317012689076364,-1.926581409090909,55251,-85.97208404541016,9.259068489074707,0.0008459126528049375,55352
1258.0,4.7702789306640625,297,48,34,0.001381890382617712,-1.8930292708333336,60283,-81.51902770996094,26.55975341796875,0.0008459126528049375,60384
1258.0,15.037371635437012,460,52,33,0.0012461571022868156,-1.8422213076923077,65315,-72.45366668701172,21.17094612121582,0.0008459126528049375,65416
1258.0,20.692615509033203,625,56,32,0.0010983012616634369,-1.8087839642857142,70347,-73.36847686767578,4.3496270179748535,0.0008459126528049375,70448
1258.0,6.788274765014648,16,60,29,0.0007291942602023482,-1.7649978166666667,75379,-68.98649597167969,29.275615692138672,0.0008459126528049375,75480
1258.0,3.7497024536132812,192,64,28,0.00035331648541614413,-1.7255453593749999,80411,-60.59354019165039,-84.34398651123047,0.0008459126528049375,80512
1258.0,6.6340155601501465,371,68,28,0.0007371726678684354,-1.7129043235294117,85443,-54.1082878112793,-24.507091522216797,0.0008459126528049375,85544
