time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/clip_fraction,train/value_loss,train/learning_rate,train/explained_variance,train/n_updates,train/clip_range,train/entropy_loss,train/loss,train/policy_gradient_loss,train/approx_kl,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
3933,0,1,512,,,,,,,,,,,,,
2414,0,2,1024,0.2490234375,0.09945143739969353,0.0004092704424510632,-1.0279650688171387,16,0.2,-43.97080600261688,-0.05728374794125557,-0.03163896181649761,0.015681073,0.9987165331840515,,
2151,0,3,1536,0.2344970703125,0.003871520981192589,0.0004092704424510632,-0.0024718046188354492,32,0.2,-43.950581073760986,-0.023788848891854286,-0.028395359579008073,0.01605539,0.9994540810585022,-2.087388,1258.0
2045,1,4,2048,0.2100830078125,0.0018502051334507996,0.0004092704424510632,-0.002984762191772461,48,0.2,-43.981847405433655,-0.030032502487301826,-0.022372099439962767,0.01337168,1.0000449419021606,-2.087388,1258.0
1984,1,5,2560,0.2628173828125,0.0023477308241126593,0.0004092704424510632,0.00356137752532959,64,0.2,-43.990835428237915,-0.03025592863559723,-0.025853791186818853,0.017275749,1.0004076957702637,-2.124177,1258.0
1972,1,6,3072,0.242431640625,0.0023280616151168942,0.0004092704424510632,0.017791032791137695,80,0.2,-43.99885177612305,-0.025746559724211693,-0.026786277070641518,0.015449744,1.0005568265914917,-2.124177,1258.0
2019,1,7,3584,0.259521484375,0.0024695586907910183,0.0004092704424510632,0.01609623432159424,96,0.2,-44.00470221042633,-0.04580938443541527,-0.02807860422763042,0.01619012,1.000801920890808,-2.124177,1258.0
2051,1,8,4096,0.2822265625,0.0037987603645888157,0.0004092704424510632,0.033508479595184326,112,0.2,-43.99016201496124,-0.03854028135538101,-0.026145157127757557,0.016552418,0.999728798866272,-2.1140193333333333,1258.0
2073,2,9,4608,0.29736328125,0.005613078246824443,0.0004092704424510632,0.013485312461853027,128,0.2,-43.96123290061951,-0.04665215313434601,-0.027494951791595668,0.021652747,0.9990895986557007,-2.1140193333333333,1258.0
2078,2,10,5120,0.300537109375,0.00395349322934635,0.0004092704424510632,0.09739863872528076,144,0.2,-43.969411969184875,-0.021084625273942947,-0.022962011804338545,0.024701219,1.0004665851593018,-2.0785315,1258.0
2040,2,11,5632,0.2529296875,0.007121277740225196,0.0004092704424510632,0.003829061985015869,160,0.2,-43.97617816925049,-0.03616786748170853,-0.02468077151570469,0.014658559,0.9986760020256042,-2.0785315,1258.0
2004,3,12,6144,0.268310546875,0.0018017013862845488,0.0004092704424510632,0.08384913206100464,176,0.2,-43.91581153869629,-0.03729955106973648,-0.0273937136225868,0.019696694,0.9975904822349548,-2.0785315,1258.0
