time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/clip_fraction,train/value_loss,train/learning_rate,train/explained_variance,train/n_updates,train/clip_range,train/entropy_loss,train/loss,train/policy_gradient_loss,train/approx_kl,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
3963,0,1,512,,,,,,,,,,,,,
2319,0,2,1024,0.25048828125,0.10359051202976843,0.0004092704424510632,-1.375596284866333,16,0.2,-43.980451703071594,-0.030717376619577408,-0.027787878352683038,0.014722213,0.999657392501831,,
2074,0,3,1536,0.2252197265625,0.003777842539420817,0.0004092704424510632,0.07211810350418091,32,0.2,-43.969265818595886,-0.04875368997454643,-0.03151642807642929,0.01550106,0.9990752935409546,-2.248063,1258.0
1935,1,4,2048,0.324462890625,0.0026362119060650002,0.0004092704424510632,0.07056009769439697,48,0.2,-43.950557470321655,-0.04411200433969498,-0.03345372312469408,0.02401407,0.9989002346992493,-2.248063,1258.0
1892,1,5,2560,0.2991943359375,0.002345010689168703,0.0004092704424510632,0.042872607707977295,64,0.2,-43.936370968818665,-0.02729089744389057,-0.02551617060089484,0.023813935,0.9978392720222473,-2.273588,1258.0
1862,1,6,3072,0.2833251953125,0.0060568541957763955,0.0004092704424510632,0.0181540846824646,80,0.2,-43.92378747463226,-0.035679660737514496,-0.02751974345301278,0.022152394,0.9984755516052246,-2.273588,1258.0
1844,1,7,3584,0.2462158203125,0.002698356369364774,0.0004092704424510632,0.024275779724121094,96,0.2,-43.9410525560379,-0.04733048751950264,-0.02193792225443758,0.020452313,0.9990050792694092,-2.273588,1258.0
1858,2,8,4096,0.23583984375,0.004171352222329006,0.0004092704424510632,0.05421978235244751,112,0.2,-43.94046235084534,-0.02922874502837658,-0.02359939945745282,0.017725497,0.9978922009468079,-2.216195666666667,1258.0
1849,2,9,4608,0.3277587890625,0.011936580267501995,0.0004092704424510632,0.05157208442687988,128,0.2,-43.899190187454224,-0.037537019699811935,-0.03027512351400219,0.021447439,0.9967562556266785,-2.216195666666667,1258.0
1840,2,10,5120,0.2015380859375,0.0023225531658681575,0.0004092704424510632,0.47375547885894775,144,0.2,-43.864686250686646,-0.032672617584466934,-0.02084611903410405,0.014819501,0.9957319498062134,-2.1546165000000004,1258.0
1829,3,11,5632,0.2335205078125,0.013434407475870103,0.0004092704424510632,0.12359684705734253,160,0.2,-43.81468844413757,-0.024481453001499176,-0.01928521915397141,0.01419146,0.9934191107749939,-2.1546165000000004,1258.0
1822,3,12,6144,0.236083984375,0.002154444227926433,0.0004092704424510632,-0.02976393699645996,176,0.2,-43.77988624572754,-0.043625570833683014,-0.02643291518324986,0.016778123,0.9945531487464905,-2.1546165000000004,1258.0
1817,3,13,6656,0.30859375,0.00284678714160691,0.0004092704424510632,0.2831065058708191,192,0.2,-43.81002724170685,-0.0435650609433651,-0.03203991081682034,0.020998139,0.9941872358322144,-2.168518,1258.0
1808,3,14,7168,0.2442626953125,0.02110366546548903,0.0004092704424510632,0.15212100744247437,208,0.2,-43.780640840530396,-0.021179018542170525,-0.02335407424834557,0.019481212,0.9929509162902832,-2.168518,1258.0
1800,4,15,7680,0.24365234375,0.0038279893233266193,0.0004092704424510632,0.5491489171981812,224,0.2,-43.7606258392334,-0.039830710738897324,-0.026341640012105927,0.021802202,0.9936820268630981,-2.1473421666666668,1258.0
1796,4,16,8192,0.2564697265625,0.018114891747245565,0.0004092704424510632,0.38626641035079956,240,0.2,-43.7723023891449,-0.02827589586377144,-0.025054748890397605,0.020323753,0.992750883102417,-2.1473421666666668,1258.0
1789,4,17,8704,0.228515625,0.002925130698713474,0.0004092704424510632,-0.5427992343902588,256,0.2,-43.72198927402496,-0.036156173795461655,-0.025457979587372392,0.016700305,0.9907363057136536,-2.1473421666666668,1258.0
1785,5,18,9216,0.232421875,0.0023162881516327616,0.0004092704424510632,0.42914777994155884,272,0.2,-43.68650579452515,-0.047214873135089874,-0.02768974337959662,0.01734931,0.9914068579673767,-2.163075285714286,1258.0
1774,5,19,9728,0.2545166015625,0.018710208707489073,0.0004092704424510632,0.2239840030670166,288,0.2,-43.72309923171997,-0.024900376796722412,-0.02577385093900375,0.01795305,0.9924874305725098,-2.163075285714286,1258.0
1771,5,20,10240,0.2867431640625,0.008108612499199808,0.0004092704424510632,-0.348907470703125,304,0.2,-43.74424886703491,-0.03674786910414696,-0.03001710178796202,0.022029221,0.992904782295227,-2.15834925,1258.0
1784,6,21,10752,0.316650390625,0.02469166199443862,0.0004092704424510632,0.16766482591629028,320,0.2,-43.783292055130005,-0.028347428888082504,-0.02849735000927467,0.024194092,0.9950730204582214,-2.15834925,1258.0
1793,6,22,11264,0.2391357421875,0.0019953050978074316,0.0004092704424510632,0.10854840278625488,336,0.2,-43.806058406829834,-0.04573305696249008,-0.024350321196834557,0.014991984,0.9934502840042114,-2.15834925,1258.0
1793,6,23,11776,0.278564453125,0.002231843103800202,0.0004092704424510632,0.4126896858215332,352,0.2,-43.760018944740295,-0.03681831806898117,-0.027899310953216627,0.021133186,0.9934805035591125,-2.1384263333333333,1258.0
1790,6,24,12288,0.270751953125,0.021453567023854703,0.0004092704424510632,0.23959249258041382,368,0.2,-43.7673624753952,-0.02357187494635582,-0.025519435905152932,0.020240694,0.9928194880485535,-2.1384263333333333,1258.0
1787,7,25,12800,0.2296142578125,0.014610602986067533,0.0004092704424510632,0.035565972328186035,384,0.2,-43.74109709262848,-0.034198611974716187,-0.02565513033187017,0.018814312,0.9924275875091553,-2.1499099,1258.0
1785,7,26,13312,0.2208251953125,0.02583007368957624,0.0004092704424510632,0.5728260278701782,400,0.2,-43.71596145629883,-0.022827718406915665,-0.02327742861234583,0.016807923,0.9907782077789307,-2.1499099,1258.0
1793,7,27,13824,0.29052734375,0.003105572784988908,0.0004092704424510632,-2.0639424324035645,416,0.2,-43.673657059669495,-0.037816986441612244,-0.032307324378052726,0.021344345,0.9903873205184937,-2.1499099,1258.0
1789,8,28,14336,0.35302734375,0.003256765012338292,0.0004092704424510632,0.45356321334838867,432,0.2,-43.69216585159302,-0.04210521653294563,-0.0353385652997531,0.026953181,0.9919561743736267,-2.145999363636364,1258.0
1786,8,29,14848,0.328857421875,0.018337491928832605,0.0004092704424510632,0.22559517621994019,448,0.2,-43.70809507369995,-0.02515452168881893,-0.024104804440867156,0.04674504,0.9910248517990112,-2.145999363636364,1258.0
1784,8,30,15360,0.2557373046875,0.006450115062762052,0.0004092704424510632,-0.4412480592727661,464,0.2,-43.68314754962921,-0.034287866204977036,-0.024550964997615665,0.021858063,0.9904563426971436,-2.1595471666666666,1258.0
1784,8,31,15872,0.244140625,0.03141437214799225,0.0004092704424510632,0.4180104732513428,480,0.2,-43.64536666870117,-0.023052945733070374,-0.02525621757376939,0.023528237,0.9885334968566895,-2.1595471666666666,1258.0
1783,9,32,16384,0.25244140625,0.0029850823229935486,0.0004092704424510632,-4.242927074432373,496,0.2,-43.60293388366699,-0.03805356100201607,-0.028955941321328282,0.01643176,0.9884582757949829,-2.1528933846153846,1258.0
