time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/clip_fraction,train/value_loss,train/learning_rate,train/explained_variance,train/n_updates,train/clip_range,train/entropy_loss,train/loss,train/policy_gradient_loss,train/approx_kl,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
1774,10,35,17920,0.2318115234375,0.004057053018186707,0.0004092704424510632,0.1973676085472107,544,0.2,-44.066471457481384,-0.025449298322200775,-0.022260825062403455,0.016203186,1.0035942792892456,-2.1261972142857144,1258.0
1773,10,36,18432,0.2135009765625,0.03674250072799623,0.0004092704424510632,0.3426297903060913,560,0.2,-44.05851721763611,-0.013933644630014896,-0.019081768739852123,0.019879127,1.002962350845337,-2.1261972142857144,1258.0
1773,10,37,18944,0.2598876953125,0.004986930092854891,0.0004092704424510632,-1.266418695449829,576,0.2,-44.042529821395874,-0.02622106857597828,-0.02795469542616047,0.019058485,1.0026037693023682,-2.1447099333333335,1258.0
1771,10,38,19456,0.17041015625,0.056545326951891184,0.0004092704424510632,0.32579779624938965,592,0.2,-44.01822471618652,-0.019153330475091934,-0.02197096252348274,0.017259086,1.0010699033737183,-2.1447099333333335,1258.0
1776,11,39,19968,0.23876953125,0.002489361870175344,0.0004092704424510632,-3.45894193649292,608,0.2,-43.962026953697205,-0.032487306743860245,-0.02777540814713575,0.019268926,0.9990937113761902,-2.1447099333333335,1258.0
1780,11,40,20480,0.2607421875,0.005323112942278385,0.0004092704424510632,0.1250075101852417,624,0.2,-43.930296540260315,-0.03771444410085678,-0.026237333921017125,0.017951615,0.9995653629302979,-2.1475766875,1258.0
1778,11,41,20992,0.2103271484375,0.05044197948882356,0.0004092704424510632,0.3010585308074951,640,0.2,-43.95582354068756,-0.011890966445207596,-0.022441268039983697,0.017527904,1.0002306699752808,-2.1475766875,1258.0
1775,12,42,21504,0.2320556640625,0.010956364203593694,0.0004092704424510632,-0.10249876976013184,656,0.2,-43.999144196510315,-0.03057139739394188,-0.025327626353828236,0.017650574,1.003048300743103,-2.1484860588235293,1258.0
1768,12,43,22016,0.1402587890625,0.0733880593907088,0.0004092704424510632,0.563217282295227,672,0.2,-44.0618634223938,0.011306693777441978,-0.014020221147802658,0.013891416,1.0031846761703491,-2.1484860588235293,1258.0
1774,12,44,22528,0.207763671875,0.007343514429521747,0.0004092704424510632,-2.631089925765991,688,0.2,-44.069586634635925,-0.030132539570331573,-0.022167226881720126,0.019132175,1.0045347213745117,-2.1484860588235293,1258.0
1777,12,45,23040,0.2239990234375,0.003557493655534927,0.0004092704424510632,0.14122039079666138,704,0.2,-44.086060523986816,-0.03181028738617897,-0.021705098391976207,0.01694123,1.0031918287277222,-2.151854222222222,1258.0
1784,13,46,23552,0.197998046875,0.05283815518487245,0.0004092704424510632,0.24428176879882812,720,0.2,-44.02473437786102,-0.009036002680659294,-0.02169540722388774,0.017617885,1.0010408163070679,-2.151854222222222,1258.0
1783,13,47,24064,0.296630859375,0.007718555934843607,0.0004092704424510632,-1.9886715412139893,736,0.2,-43.96763038635254,-0.04702601209282875,-0.03273352191899903,0.028050408,0.9998282790184021,-2.1581371052631577,1258.0
