train/learning_rate,train/ent_coef_loss,train/n_updates,time/episodes,train/actor_loss,train/critic_loss,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/ent_coef,time/fps,rollout/ep_rew_mean
0.0008459126528049375,-170.79490661621094,4791,4,-121.89508056640625,1.0387909412384033,208,4892,1223.0,0.01887703686952591,23,-4.120723
0.0008459126528049375,12.666175842285156,9683,8,-124.64411926269531,10.157833099365234,424,9784,1223.0,0.0015120218740776181,23,-3.125461625
0.0008459126528049375,46.54825210571289,14575,12,-116.08138275146484,7.261639595031738,628,14676,1223.0,0.0011885013664141297,23,-2.5010054166666666
0.0008459126528049375,148.32180786132812,19467,16,-111.68687438964844,15.4134521484375,832,19568,1223.0,0.0006340944091789424,23,-2.2144039375
0.0008459126528049375,-30.192230224609375,24359,20,-85.97319030761719,3.5464069843292236,1036,24460,1223.0,0.000908093003090471,23,-2.0312305000000004
0.0008459126528049375,40.81146240234375,29251,24,-83.7936782836914,4.672156810760498,181,29352,1223.0,0.0005465901922434568,23,-1.9186939166666666
0.0008459126528049375,5.29654598236084,34143,28,-67.37434387207031,2.8345718383789062,384,34244,1223.0,0.0006697042845189571,24,-1.830267392857143
0.0008459126528049375,32.000205993652344,39035,32,-64.6637954711914,4.644985198974609,588,39136,1223.0,0.0006188343395479023,24,-1.7435806249999999
0.0008459126528049375,-37.947635650634766,43927,36,-60.9395751953125,0.8808645606040955,796,44028,1223.0,0.00039188243681564927,23,-1.6690303055555555
0.0008459126528049375,-66.75569915771484,48819,40,-47.74422073364258,2.1856589317321777,1002,48920,1223.0,0.0003087783989030868,23,-1.6221578749999999
0.0008459126528049375,35.138484954833984,53711,44,-43.17287826538086,4.013849258422852,160,53812,1223.0,0.00036221896880306304,23,-1.5918011136363637
0.0008459126528049375,17.087371826171875,58603,48,-32.433570861816406,1.4368221759796143,367,58704,1223.0,0.0005529918125830591,23,-1.5591371666666667
0.0008459126528049375,-20.798954010009766,63495,52,-27.937633514404297,1.874368667602539,632,63596,1223.0,0.00047576631186529994,21,-1.5192905384615385
0.0008459126528049375,-23.634979248046875,68387,56,-16.5302791595459,1.81691312789917,918,68488,1223.0,0.0003330034960526973,20,-1.4914655357142854
0.0008459126528049375,16.426929473876953,73279,60,-12.588922500610352,0.5939815044403076,1182,73380,1223.0,0.0003535778960213065,19,-1.4706084999999998
0.0008459126528049375,2.5466179847717285,78171,64,-12.113548278808594,1.8932626247406006,178,78272,1223.0,0.0005360102513805032,18,-1.456139796875
0.0008459126528049375,-52.191497802734375,83063,68,4.199885368347168,3.457282543182373,439,83164,1223.0,0.0006134838913567364,18,-1.4345676323529413
0.0008459126528049375,-9.388556480407715,87955,72,9.439325332641602,1.725446343421936,698,88056,1223.0,0.0002713745925575495,18,-1.4212163888888891
