time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/n_updates,train/clip_range,train/approx_kl,train/explained_variance,train/entropy_loss,train/clip_fraction,train/loss,train/value_loss,train/policy_gradient_loss,train/std,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
4136,0,1,512,,,,,,,,,,,,,
1853,0,2,1024,16,0.2,0.016621724,-0.9441486597061157,-43.97533118724823,0.234619140625,-0.027071582153439522,0.13997664565977175,-0.02567982187611051,0.9995272159576416,0.0004092704424510632,,
1577,0,3,1536,32,0.2,0.01707583,0.01134181022644043,-43.96549069881439,0.2752685546875,-0.03757736086845398,0.004545461524685379,-0.03204325429396704,0.9991031885147095,0.0004092704424510632,-2.471337,1257.0
1471,1,4,2048,48,0.2,0.020685479,-0.02144646644592285,-43.934253454208374,0.301513671875,-0.03146545588970184,0.005174839658138808,-0.03295326865918469,0.9975656270980835,0.0004092704424510632,-2.471337,1257.0
1413,1,5,2560,64,0.2,0.02076781,-0.0034946203231811523,-43.88632380962372,0.3310546875,-0.04595085605978966,0.004224597585562151,-0.03486051638901699,0.995999276638031,0.0004092704424510632,-2.5122935,1257.0
1376,2,6,3072,80,0.2,0.016929265,5.340576171875e-05,-43.85746133327484,0.2919921875,-0.03784938156604767,0.006164633086882532,-0.02728415501769632,0.9962681531906128,0.0004092704424510632,-2.5122935,1257.0
1342,2,7,3584,96,0.2,0.016393503,0.00045365095138549805,-43.89319920539856,0.2318115234375,-0.03539195656776428,0.0023465777157980483,-0.0284572245873278,0.9982514381408691,0.0004092704424510632,-2.5122935,1257.0
1330,3,8,4096,112,0.2,0.01839439,-0.0054885149002075195,-43.94126784801483,0.2677001953125,-0.04090363159775734,0.004345818691945169,-0.028144342155428603,0.9988343119621277,0.0004092704424510632,-2.576632666666667,1257.0
1315,3,9,4608,128,0.2,0.021440934,-6.61611557006836e-05,-43.943217515945435,0.2906494140625,-0.02597772143781185,0.01934398151934147,-0.026599940785672516,0.9986526370048523,0.0004092704424510632,-2.576632666666667,1257.0
1304,3,10,5120,144,0.2,0.024811286,-0.0018398761749267578,-43.93153727054596,0.3302001953125,-0.03223007172346115,0.0045255028453539126,-0.03197585426096339,0.9984303712844849,0.0004092704424510632,-2.6330205,1257.0
1300,4,11,5632,160,0.2,0.021556385,0.0006755590438842773,-43.90519571304321,0.2435302734375,-0.010100889019668102,0.024029375694226474,-0.021402505561127327,0.9966519474983215,0.0004092704424510632,-2.6330205,1257.0
1291,4,12,6144,176,0.2,0.017198406,0.006256580352783203,-43.868581771850586,0.2664794921875,-0.03395135700702667,0.002987470023072092,-0.027320042572682723,0.9966137409210205,0.0004092704424510632,-2.6330205,1257.0
1284,5,13,6656,192,0.2,0.017226353,5.9485435485839844e-05,-43.88583517074585,0.2545166015625,-0.039165858179330826,0.002842680685716914,-0.02521868667099625,0.997802734375,0.0004092704424510632,-2.6273476000000002,1257.0
1282,5,14,7168,208,0.2,0.015818553,0.00028437376022338867,-43.926472425460815,0.2359619140625,-0.0015732944011688232,0.04294865240808576,-0.019618571139289998,0.9990200400352478,0.0004092704424510632,-2.6273476000000002,1257.0
1276,6,15,7680,224,0.2,0.0147655625,-7.855892181396484e-05,-43.93505084514618,0.22900390625,-0.030892396345734596,0.003730710144736804,-0.02407278338796459,0.9978493452072144,0.0004092704424510632,-2.6159428333333334,1257.0
1275,6,16,8192,240,0.2,0.03175378,0.0004718899726867676,-43.89414167404175,0.3348388671875,-0.029163166880607605,0.047927023842930794,-0.03307659359415993,0.9970754981040955,0.0004092704424510632,-2.6159428333333334,1257.0
1274,6,17,8704,256,0.2,0.019622702,0.0010448694229125977,-43.8529577255249,0.296142578125,-0.04960903152823448,0.0030501275505230296,-0.034475105203455314,0.994667112827301,0.0004092704424510632,-2.6159428333333334,1257.0
1271,7,18,9216,272,0.2,0.02025812,-0.00025451183319091797,-43.8007355928421,0.2879638671875,-0.03898277506232262,0.0033758422650862485,-0.028447654942283407,0.9949263334274292,0.0004092704424510632,-2.609362428571429,1257.0
1266,7,19,9728,288,0.2,0.020909704,0.0004317164421081543,-43.823450922966,0.2342529296875,0.004853770136833191,0.06521668762434274,-0.021825679810717702,0.9954793453216553,0.0004092704424510632,-2.609362428571429,1257.0
1265,8,20,10240,304,0.2,0.019184131,0.0018106698989868164,-43.80842590332031,0.25390625,-0.04227306693792343,0.004832219121453818,-0.028629643100430258,0.9941293597221375,0.0004092704424510632,-2.6253136250000004,1257.0
1260,8,21,10752,320,0.2,0.023437146,0.0003470182418823242,-43.75231623649597,0.2813720703125,-0.009180791676044464,0.07162458915263414,-0.027780059797805734,0.9913299679756165,0.0004092704424510632,-2.6253136250000004,1257.0
1259,8,22,11264,336,0.2,0.017854508,0.0033615827560424805,-43.68683207035065,0.2547607421875,-0.05638807266950607,0.0034911392722278833,-0.027653778030071408,0.990985631942749,0.0004092704424510632,-2.6253136250000004,1257.0
1257,9,23,11776,352,0.2,0.01355862,0.0008193850517272949,-43.6941876411438,0.2003173828125,-0.03982347622513771,0.0019687973290274385,-0.021863214191398583,0.9910848736763,0.0004092704424510632,-2.6063032222222224,1257.0
1257,9,24,12288,368,0.2,0.02289354,0.00036090612411499023,-43.69108200073242,0.2421875,0.005304794758558273,0.08676984766498208,-0.024661179748363793,0.9906579256057739,0.0004092704424510632,-2.6063032222222224,1257.0
1257,10,25,12800,384,0.2,0.01701565,0.002146482467651367,-43.6639369726181,0.2340087890625,-0.03284848481416702,0.005013347508793231,-0.02663473664142657,0.9894947409629822,0.0004092704424510632,-2.6216789,1257.0
1256,10,26,13312,400,0.2,0.020034403,0.0005747675895690918,-43.61799740791321,0.2613525390625,0.020334534347057343,0.10200650338083506,-0.025912991157383658,0.987885594367981,0.0004092704424510632,-2.6216789,1257.0
1256,11,27,13824,416,0.2,0.020382352,-0.0005216598510742188,-43.57083058357239,0.26171875,-0.042514145374298096,0.005426227842690423,-0.02859997854102403,0.986603856086731,0.0004092704424510632,-2.6216789,1257.0
1255,11,28,14336,432,0.2,0.016730253,0.002639472484588623,-43.559906005859375,0.2205810546875,-0.03161168470978737,0.0020851789304288104,-0.025244853604817763,0.9872549176216125,0.0004092704424510632,-2.6036011818181817,1257.0
1256,11,29,14848,448,0.2,0.029924046,-0.0003167390823364258,-43.58728086948395,0.2691650390625,-0.009847098961472511,0.02122356041218154,-0.021483516175067052,0.9885653257369995,0.0004092704424510632,-2.6036011818181817,1257.0
1256,12,30,15360,464,0.2,0.017709276,0.0007367134094238281,-43.622451305389404,0.2100830078125,-0.036152079701423645,0.005367405974538997,-0.02484292168810498,0.9894863367080688,0.0004092704424510632,-2.6076486666666665,1257.0
1257,12,31,15872,480,0.2,0.01933285,0.0002493858337402344,-43.621548652648926,0.2069091796875,0.04694435000419617,0.13913979451172054,-0.021259682762320153,0.9879356026649475,0.0004092704424510632,-2.6076486666666665,1257.0
1256,13,32,16384,496,0.2,0.020439392,-0.0010554790496826172,-43.57354271411896,0.2520751953125,-0.03484182804822922,0.004133843722229358,-0.026747054813313298,0.9870564341545105,0.0004092704424510632,-2.593627230769231,1257.0
1255,13,33,16896,512,0.2,0.025067002,9.673833847045898e-05,-43.5483216047287,0.2645263671875,0.029676619917154312,0.13703979831188917,-0.02673630928620696,0.9861069917678833,0.0004092704424510632,-2.593627230769231,1257.0
1255,13,34,17408,528,0.2,0.030028617,-0.007776856422424316,-43.532755851745605,0.308837890625,-0.04539041966199875,0.0024330851847480517,-0.03660574555397034,0.9869134426116943,0.0004092704424510632,-2.593627230769231,1257.0
1255,14,35,17920,544,0.2,0.015083912,0.0029074549674987793,-43.56005811691284,0.20458984375,-0.029522636905312538,0.00394026893627597,-0.020481786217715126,0.9869863390922546,0.0004092704424510632,-2.5771197142857143,1257.0
1255,14,36,18432,560,0.2,0.01701464,0.0003381967544555664,-43.548813819885254,0.19775390625,0.04175327345728874,0.1474115359596908,-0.022143579117255285,0.9869351387023926,0.0004092704424510632,-2.5771197142857143,1257.0
1254,15,37,18944,576,0.2,0.014384732,-0.001735687255859375,-43.56477236747742,0.186279296875,-0.027297111228108406,0.005135625928232912,-0.023027133851428516,0.9877865314483643,0.0004092704424510632,-2.5784030666666666,1257.0
1253,15,38,19456,592,0.2,0.023381881,0.0002459287643432617,-43.58473539352417,0.2513427734375,0.029412351548671722,0.14537692512385547,-0.02906391362193972,0.9878308773040771,0.0004092704424510632,-2.5784030666666666,1257.0
1254,15,39,19968,608,0.2,0.020641422,-0.005274415016174316,-43.57012867927551,0.2486572265625,-0.03792518004775047,0.002626034434797475,-0.029138824946130626,0.9872626066207886,0.0004092704424510632,-2.5784030666666666,1257.0
1253,16,40,20480,624,0.2,0.019854937,-0.00023365020751953125,-43.56336009502411,0.2349853515625,-0.04576508328318596,0.0031341765425167978,-0.02748260780936107,0.9877432584762573,0.0004092704424510632,-2.5877459375,1257.0
1253,16,41,20992,640,0.2,0.014176227,0.00032138824462890625,-43.56712031364441,0.1824951171875,0.05980701744556427,0.15976669965311885,-0.019256892628618516,0.9873799681663513,0.0004092704424510632,-2.5877459375,1257.0
1253,17,42,21504,656,0.2,0.015463676,2.4557113647460938e-05,-43.530311822891235,0.214111328125,-0.03346725553274155,0.004856307365116663,-0.023689615656621754,0.9852410554885864,0.0004092704424510632,-2.5893863529411765,1257.0
1251,17,43,22016,672,0.2,0.019656975,-8.738040924072266e-05,-43.48013615608215,0.212158203125,0.03587329387664795,0.15658364328555763,-0.023187304235761985,0.9847124218940735,0.0004092704424510632,-2.5893863529411765,1257.0
1251,17,44,22528,688,0.2,0.018628716,0.0007244348526000977,-43.4774888753891,0.201416015625,-0.028834333643317223,0.0031810953878448345,-0.02304785697197076,0.9851651191711426,0.0004092704424510632,-2.5893863529411765,1257.0
1251,18,45,23040,704,0.2,0.016451383,-0.00015401840209960938,-43.51237082481384,0.1634521484375,-0.02134544774889946,0.002507382996554952,-0.017010244890116155,0.9872757792472839,0.0004092704424510632,-2.585601,1257.0
1250,18,46,23552,720,0.2,0.017783064,0.00032132863998413086,-43.56278836727142,0.20947265625,0.0558185800909996,0.16796704148873687,-0.024114474887028337,0.9879213571548462,0.0004092704424510632,-2.585601,1257.0
1250,19,47,24064,736,0.2,0.018202148,0.0016887784004211426,-43.60116922855377,0.2066650390625,-0.029026124626398087,0.005018603449570946,-0.02284417387272697,0.9907892346382141,0.0004092704424510632,-2.5833967368421056,1257.0
1250,19,48,24576,752,0.2,0.0270154,0.00017279386520385742,-43.65900123119354,0.2666015625,0.052093736827373505,0.1670006369240582,-0.027846902405144647,0.9903753399848938,0.0004092704424510632,-2.5833967368421056,1257.0
1250,20,49,25088,768,0.2,0.01885163,-0.005672097206115723,-43.624512672424316,0.2236328125,-0.04001593217253685,0.0035792032613244373,-0.02650627141701989,0.9897638559341431,0.0004092704424510632,-2.5833967368421056,1257.0
1249,20,50,25600,784,0.2,0.019538747,-0.0027627944946289062,-43.623666524887085,0.2545166015625,-0.03659713640809059,0.0018865691181417787,-0.029203775891801342,0.989952802658081,0.0004092704424510632,-2.5836303000000003,1257.0
1250,20,51,26112,800,0.2,0.027646169,0.0001550912857055664,-43.62422037124634,0.24755859375,0.04837111011147499,0.17267015669494867,-0.02268026673118584,0.9894875884056091,0.0004092704424510632,-2.5836303000000003,1257.0
1250,21,52,26624,816,0.2,0.01741264,-0.0010627508163452148,-43.5887348651886,0.21484375,-0.027780966833233833,0.0036753034619323444,-0.02460819558473304,0.9877051711082458,0.0004092704424510632,-2.580945476190476,1257.0
1249,21,53,27136,832,0.2,0.0134092085,0.00034546852111816406,-43.52713990211487,0.1920166015625,0.054420292377471924,0.18486124137416482,-0.01964615486213006,0.9858994483947754,0.0004092704424510632,-2.580945476190476,1257.0
1248,22,54,27648,848,0.2,0.02112909,-0.002789139747619629,-43.48087430000305,0.229248046875,-0.03307144343852997,0.004812469640455674,-0.022387837030692026,0.9847967028617859,0.0004092704424510632,-2.580945476190476,1257.0
1247,22,55,28160,864,0.2,0.021537613,0.0004811286926269531,-43.43613636493683,0.273193359375,-0.04951824992895126,0.0020211257669870974,-0.03109539872093592,0.9828930497169495,0.0004092704424510632,-2.5825954545454546,1257.0
1248,22,56,28672,880,0.2,0.026254345,4.2319297790527344e-05,-43.391979455947876,0.2491455078125,0.011334894225001335,0.05324771982850507,-0.02086428430629894,0.9826220870018005,0.0004092704424510632,-2.5825954545454546,1257.0
1247,23,57,29184,896,0.2,0.0132261375,0.0006668567657470703,-43.40734839439392,0.1817626953125,-0.028197765350341797,0.0056523675011703745,-0.02000207493256312,0.9837773442268372,0.0004092704424510632,-2.5808531304347824,1257.0
1247,23,58,29696,912,0.2,0.025711965,0.00010460615158081055,-43.431535959243774,0.2435302734375,0.06167618930339813,0.22305261762812734,-0.02634527054033242,0.9833034873008728,0.0004092704424510632,-2.5808531304347824,1257.0
1247,24,59,30208,928,0.2,0.019319752,0.0014082789421081543,-43.4088476896286,0.238525390625,-0.04606858268380165,0.00551768400328001,-0.02819079623441212,0.9827226996421814,0.0004092704424510632,-2.5874957083333334,1257.0
1246,24,60,30720,944,0.2,0.017638925,9.775161743164062e-05,-43.40461874008179,0.1927490234375,0.07032519578933716,0.21065133903175592,-0.022477074031485245,0.9829756021499634,0.0004092704424510632,-2.5874957083333334,1257.0
1246,25,61,31232,960,0.2,0.017847173,-0.0006718635559082031,-43.40445101261139,0.2177734375,-0.03156068176031113,0.0029760576217086054,-0.02239352639298886,0.9826197028160095,0.0004092704424510632,-2.5874957083333334,1257.0
1245,25,62,31744,976,0.2,0.020461736,0.00024706125259399414,-43.38653218746185,0.2391357421875,-0.044110558927059174,0.005118926259456202,-0.029155207390431315,0.9819846153259277,0.0004092704424510632,-2.58239932,1257.0
1245,25,63,32256,992,0.2,0.02253088,0.00012058019638061523,-43.321927189826965,0.221435546875,0.0783633217215538,0.22224483732134104,-0.021911417512455955,0.9781385660171509,0.0004092704424510632,-2.58239932,1257.0
1244,26,64,32768,1008,0.2,0.020487893,0.000339508056640625,-43.235334634780884,0.223876953125,-0.02436813712120056,0.004112990507564973,-0.025108076340984553,0.97803795337677,0.0004092704424510632,-2.583990230769231,1257.0
1244,26,65,33280,1024,0.2,0.018393822,0.00013589859008789062,-43.249817967414856,0.19580078125,0.05594111606478691,0.21174793876707554,-0.0232840366079472,0.9778060913085938,0.0004092704424510632,-2.583990230769231,1257.0
1244,27,66,33792,1040,0.2,0.016221669,-0.006967067718505859,-43.22415602207184,0.2069091796875,-0.027536636218428612,0.0025684853026177734,-0.02145735072554089,0.9768026471138,0.0004092704424510632,-2.583990230769231,1257.0
1244,27,67,34304,1056,0.2,0.016211368,0.0003663301467895508,-43.21981501579285,0.2303466796875,-0.03926446661353111,0.002106521016685292,-0.026514868630329147,0.9780815839767456,0.0004092704424510632,-2.5819825925925928,1257.0
1244,27,68,34816,1072,0.2,0.024937412,0.0003358125686645508,-43.259432911872864,0.25390625,0.0679585337638855,0.21313321171328425,-0.02641827194020152,0.9787765145301819,0.0004092704424510632,-2.5819825925925928,1257.0
1244,28,69,35328,1088,0.2,0.02035079,0.001465439796447754,-43.25667953491211,0.2528076171875,-0.05429806187748909,0.005089957900054287,-0.031023536808788776,0.9777302742004395,0.0004092704424510632,-2.5758873571428573,1257.0
1243,28,70,35840,1104,0.2,0.019172342,0.0003275871276855469,-43.2135751247406,0.2373046875,0.06288842856884003,0.20954916067421436,-0.0232524816528894,0.976870059967041,0.0004092704424510632,-2.5758873571428573,1257.0
1243,29,71,36352,1120,0.2,0.029919228,0.000563204288482666,-43.18678629398346,0.2857666015625,-0.03291263431310654,0.0037120974375284277,-0.030862020037602633,0.9760711789131165,0.0004092704424510632,-2.5758873571428573,1257.0
1243,29,72,36864,1136,0.2,0.016803179,0.00042188167572021484,-43.17244803905487,0.227783203125,-0.0416669100522995,0.002551979232521262,-0.025707892196805915,0.9762942790985107,0.0004092704424510632,-2.5765232068965522,1257.0
1243,30,73,37376,1152,0.2,0.022741327,7.62939453125e-05,-43.16897904872894,0.2265625,0.08693258464336395,0.22253773361444473,-0.02339493649196811,0.9756463170051575,0.0004092704424510632,-2.5765232068965522,1257.0
1243,30,74,37888,1168,0.2,0.01632084,0.000530242919921875,-43.163155913352966,0.235595703125,-0.04983683302998543,0.004594368110701907,-0.02797054630354978,0.9765321612358093,0.0004092704424510632,-2.572587233333334,1257.0
1243,30,75,38400,1184,0.2,0.019285187,2.6047229766845703e-05,-43.1883020401001,0.20751953125,0.07073086500167847,0.2069307523779571,-0.021469780695042573,0.9768524765968323,0.0004092704424510632,-2.572587233333334,1257.0
1243,31,76,38912,1200,0.2,0.015891518,0.00018078088760375977,-43.17017674446106,0.2314453125,-0.04013604298233986,0.0031497888558078557,-0.028683590011496563,0.9750565886497498,0.0004092704424510632,-2.572587233333334,1257.0
1243,31,77,39424,1216,0.2,0.012842429,0.00021880865097045898,-43.099098920822144,0.18408203125,-0.031580522656440735,0.0018259779899381101,-0.020585508726071566,0.973050057888031,0.0004092704424510632,-2.5608341935483874,1257.0
1243,32,78,39936,1232,0.2,0.02715563,2.2113323211669922e-05,-43.03588950634003,0.2989501953125,0.034386854618787766,0.20164366206154227,-0.033105394832091406,0.9710068106651306,0.0004092704424510632,-2.5608341935483874,1257.0
1243,32,79,40448,1248,0.2,0.018616928,0.0002757906913757324,-42.99445295333862,0.2227783203125,-0.04146409034729004,0.004157737850619014,-0.024964477051980793,0.970960795879364,0.0004092704424510632,-2.5508380624999996,1257.0
1243,32,80,40960,1264,0.2,0.013699055,4.100799560546875e-05,-43.00381541252136,0.1881103515625,0.07262152433395386,0.2155300034210086,-0.019663610015413724,0.9707514047622681,0.0004092704424510632,-2.5508380624999996,1257.0
1243,33,81,41472,1280,0.2,0.027798876,-5.91278076171875e-05,-43.001166582107544,0.3035888671875,-0.03548017889261246,0.006377101082762238,-0.03251840791199356,0.9710773229598999,0.0004092704424510632,-2.5508380624999996,1257.0
1242,33,82,41984,1296,0.2,0.0140150655,0.0002033710479736328,-43.02040123939514,0.1982421875,-0.039772581309080124,0.0017724792887747753,-0.024081542331259698,0.9719621539115906,0.0004092704424510632,-2.5436003636363633,1257.0
1242,34,83,42496,1312,0.2,0.03403379,6.335973739624023e-05,-43.025089740753174,0.3121337890625,0.025365281850099564,0.08146299817599356,-0.022945205302676186,0.971277117729187,0.0004092704424510632,-2.5436003636363633,1257.0
1242,34,84,43008,1328,0.2,0.016710099,0.000770270824432373,-42.99969971179962,0.20068359375,-0.02746071107685566,0.005241352075245231,-0.0239791774074547,0.9699269533157349,0.0004092704424510632,-2.540274147058823,1257.0
1242,35,85,43520,1344,0.2,0.015207767,1.9848346710205078e-05,-42.968966007232666,0.2169189453125,0.08023473620414734,0.24255029577761889,-0.021191952313529328,0.9698500633239746,0.0004092704424510632,-2.540274147058823,1257.0
1242,35,86,44032,1360,0.2,0.014728609,2.7835369110107422e-05,-42.96740806102753,0.2021484375,-0.025727033615112305,0.0045311158610275015,-0.022401623864425346,0.969417154788971,0.0004092704424510632,-2.5350958571428563,1257.0
1242,35,87,44544,1376,0.2,0.021645794,1.9073486328125e-06,-42.95032775402069,0.2418212890625,0.06710699200630188,0.22394989896565676,-0.029478309545083903,0.9691402912139893,0.0004092704424510632,-2.5350958571428563,1257.0
1242,36,88,45056,1392,0.2,0.017864142,-0.00018799304962158203,-42.96721386909485,0.1978759765625,-0.0213804729282856,0.0031534212321275845,-0.020515623880783096,0.9709281921386719,0.0004092704424510632,-2.5350958571428563,1257.0
1242,36,89,45568,1408,0.2,0.018116906,5.6862831115722656e-05,-43.03006935119629,0.2469482421875,-0.04579595476388931,0.004987842468835879,-0.029620514644193463,0.9724763631820679,0.0004092704424510632,-2.533193694444444,1257.0
1241,37,90,46080,1424,0.2,0.014081096,1.519918441772461e-05,-43.06186544895172,0.202880859375,0.08711165934801102,0.2290687463246286,-0.018281869939528406,0.9731371998786926,0.0004092704424510632,-2.533193694444444,1257.0
1241,37,91,46592,1440,0.2,0.014845493,3.993511199951172e-05,-43.083367586135864,0.26025390625,-0.048529334366321564,0.005413953273091465,-0.02874385184259154,0.9739501476287842,0.0004092704424510632,-2.5344331351351346,1257.0
1241,37,92,47104,1456,0.2,0.018668158,5.066394805908203e-06,-43.09481179714203,0.303466796875,0.08795247972011566,0.22868026047945023,-0.03149251686409116,0.9739629626274109,0.0004092704424510632,-2.5344331351351346,1257.0
1241,38,93,47616,1472,0.2,0.017350072,-0.00014030933380126953,-43.098339915275574,0.2684326171875,-0.03259405121207237,0.002651457014508196,-0.028699207039608154,0.9744746088981628,0.0004092704424510632,-2.5344331351351346,1257.0
1241,38,94,48128,1488,0.2,0.021373171,0.00013834238052368164,-43.109811902046204,0.28515625,-0.03899139538407326,0.002705989321839297,-0.02653912443201989,0.9747076630592346,0.0004092704424510632,-2.53703397368421,1257.0
1241,39,95,48640,1504,0.2,0.034664482,1.8298625946044922e-05,-43.110158920288086,0.30322265625,0.029984086751937866,0.22677723178640008,-0.029321454785531387,0.9743910431861877,0.0004092704424510632,-2.53703397368421,1257.0
1241,39,96,49152,1520,0.2,0.011870867,-2.5153160095214844e-05,-43.09726417064667,0.206787109375,-0.03427250683307648,0.005046849364589434,-0.02338938697357662,0.9736889600753784,0.0004092704424510632,-2.5335394871794867,1257.0
1241,40,97,49664,1536,0.2,0.016484424,1.1861324310302734e-05,-43.100361347198486,0.2423095703125,0.08233938366174698,0.2240848052315414,-0.022354389977408573,0.975307285785675,0.0004092704424510632,-2.5335394871794867,1257.0
1237,40,98,50176,1552,0.2,0.016554475,-0.0001380443572998047,-43.151472091674805,0.257568359375,-0.039476428180933,0.0041461010405328125,-0.025421683269087225,0.9759331941604614,0.0004092704424510632,-2.5335394871794867,1257.0
1236,40,99,50688,1568,0.2,0.011592028,0.0001443624496459961,-43.14251720905304,0.18603515625,-0.03308567777276039,0.002699994161957875,-0.019864027592120692,0.9747269153594971,0.0004092704424510632,-2.534360675,1257.0
