time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/n_updates,train/clip_range,train/approx_kl,train/explained_variance,train/entropy_loss,train/clip_fraction,train/loss,train/value_loss,train/policy_gradient_loss,train/std,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
4078,0,1,512,,,,,,,,,,,,,
1912,0,2,1024,16,0.2,0.015312282,-0.11520004272460938,-44.01212215423584,0.2120361328125,-0.030300334095954895,0.1025390788418008,-0.02423267396807205,1.0016311407089233,0.0004092704424510632,,
1630,0,3,1536,32,0.2,0.015606723,-0.02115333080291748,-44.04640305042267,0.2471923828125,-0.043009933084249496,0.004679007965023629,-0.02629931701812893,1.0022388696670532,0.0004092704424510632,-2.801968,1257.0
1512,1,4,2048,48,0.2,0.02745148,0.003092050552368164,-44.07484412193298,0.351806640625,-0.033366404473781586,0.030752210470382124,-0.03599400844541378,1.0036417245864868,0.0004092704424510632,-2.801968,1257.0
1446,1,5,2560,64,0.2,0.017261084,0.009101629257202148,-44.10335659980774,0.2723388671875,-0.025255423039197922,0.0038606917660217732,-0.026324924212531187,1.0037403106689453,0.0004092704424510632,-2.6790469999999997,1257.0
1417,2,6,3072,80,0.2,0.020763073,-0.002742290496826172,-44.075597047805786,0.2325439453125,-0.03357843682169914,0.012343241411144845,-0.0263228245312348,1.0020438432693481,0.0004092704424510632,-2.6790469999999997,1257.0
1393,2,7,3584,96,0.2,0.013298371,0.0378536581993103,-44.05497205257416,0.1937255859375,-0.038206495344638824,0.0025815050466917455,-0.020230235357303172,1.002772331237793,0.0004092704424510632,-2.6790469999999997,1257.0
1374,2,8,4096,112,0.2,0.018328669,-0.01229870319366455,-44.05570960044861,0.2532958984375,-0.026740074157714844,0.003727546805748716,-0.02537111213314347,1.0015615224838257,0.0004092704424510632,-2.625462,1257.0
1360,3,9,4608,128,0.2,0.01636174,0.015599966049194336,-44.0281126499176,0.2525634765625,-0.040331028401851654,0.006327963012154214,-0.022739196807378903,1.0019421577453613,0.0004092704424510632,-2.625462,1257.0
1351,3,10,5120,144,0.2,0.01814486,0.0011933445930480957,-44.038156270980835,0.254150390625,-0.03150506690144539,0.003725549948285334,-0.025167697429424152,1.001487374305725,0.0004092704424510632,-2.61194875,1257.0
1342,4,11,5632,160,0.2,0.017384943,0.018210232257843018,-44.02000892162323,0.2532958984375,-0.04311917722225189,0.005211394221987575,-0.025014959566760808,1.0013774633407593,0.0004092704424510632,-2.61194875,1257.0
1335,4,12,6144,176,0.2,0.018951438,0.04253363609313965,-44.027421832084656,0.27880859375,-0.032962504774332047,0.002498276979167713,-0.030852477793814614,1.0015839338302612,0.0004092704424510632,-2.61194875,1257.0
1329,5,13,6656,192,0.2,0.013336423,-0.006410837173461914,-44.023640751838684,0.2191162109375,-0.030919160693883896,0.0024077954403765034,-0.021825890929903835,1.0014454126358032,0.0004092704424510632,-2.6123,1257.0
1323,5,14,7168,208,0.2,0.041209295,0.002525508403778076,-44.02404773235321,0.3472900390625,-0.041114065796136856,0.009296221483964473,-0.030912401838577352,1.0013600587844849,0.0004092704424510632,-2.6123,1257.0
1319,5,15,7680,224,0.2,0.018077897,-0.0017764568328857422,-44.008150815963745,0.2762451171875,-0.04432716593146324,0.004361189872724935,-0.03272147342795506,1.0008937120437622,0.0004092704424510632,-2.6204406666666666,1257.0
1317,6,16,8192,240,0.2,0.014648423,0.004296720027923584,-44.00006854534149,0.2113037109375,-0.016275916248559952,0.015211422927677631,-0.020980481116566807,1.0008465051651,0.0004092704424510632,-2.6204406666666666,1257.0
1314,6,17,8704,256,0.2,0.018492598,0.021930038928985596,-44.02125442028046,0.27880859375,-0.04517795145511627,0.0035665846007759683,-0.02990782994311303,1.0024932622909546,0.0004092704424510632,-2.6204406666666666,1257.0
