time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/n_updates,train/clip_range,train/approx_kl,train/explained_variance,train/entropy_loss,train/clip_fraction,train/loss,train/value_loss,train/policy_gradient_loss,train/std,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
1276,13,33,16896,512,0.2,0.022366032,-9.059906005859375e-06,-43.595616579055786,0.247802734375,0.03677593916654587,0.14313536183908582,-0.02862267181626521,0.9894047379493713,0.0004092704424510632,-2.5776457692307693,1257.0
1275,13,34,17408,528,0.2,0.020608641,-0.0060721635818481445,-43.60443985462189,0.227294921875,-0.05061199888586998,0.0022886669867148157,-0.024845039966749027,0.9885241389274597,0.0004092704424510632,-2.5776457692307693,1257.0
1274,14,35,17920,544,0.2,0.014667265,0.0002719759941101074,-43.560387134552,0.21044921875,-0.030459485948085785,0.004226743600156624,-0.023221572570037097,0.9867088794708252,0.0004092704424510632,-2.579004857142857,1257.0
1273,14,36,18432,560,0.2,0.024904221,3.063678741455078e-05,-43.53970408439636,0.3175048828125,0.03213939070701599,0.15127729740925133,-0.03184206533478573,0.9880154132843018,0.0004092704424510632,-2.579004857142857,1257.0
1272,14,37,18944,576,0.2,0.016251571,-0.0010879039764404297,-43.56601178646088,0.24609375,-0.04257304593920708,0.0051416877104202285,-0.026299360441043973,0.9871057271957397,0.0004092704424510632,-2.5729010666666667,1257.0
1272,15,38,19456,592,0.2,0.023689803,5.5670738220214844e-05,-43.531189918518066,0.2454833984375,0.0435200110077858,0.14952430594712496,-0.02570760170056019,0.9867236018180847,0.0004092704424510632,-2.5729010666666667,1257.0
1271,15,39,19968,608,0.2,0.01699711,-0.009126543998718262,-43.530646324157715,0.2491455078125,-0.033815667033195496,0.0028249178067198955,-0.026076005771756172,0.9871083498001099,0.0004092704424510632,-2.5729010666666667,1257.0
1271,16,40,20480,624,0.2,0.017454177,0.0003466010093688965,-43.53220510482788,0.2406005859375,-0.035177528858184814,0.004248035729688127,-0.023964630527189,0.9865028858184814,0.0004092704424510632,-2.580242,1257.0
1270,16,41,20992,640,0.2,0.018484583,6.449222564697266e-05,-43.476287722587585,0.2626953125,0.05601407587528229,0.1681341277435422,-0.030530318268574774,0.9838425517082214,0.0004092704424510632,-2.580242,1257.0
1268,16,42,21504,656,0.2,0.014117377,0.004796624183654785,-43.434343457221985,0.21337890625,-0.03518757224082947,0.005803806765470654,-0.022352770902216434,0.9846324920654297,0.0004092704424510632,-2.5833820000000003,1257.0
1268,17,43,22016,672,0.2,0.020389462,-1.6689300537109375e-06,-43.463613986968994,0.2379150390625,0.05277055501937866,0.15851417160592973,-0.027666400623274967,0.9848417043685913,0.0004092704424510632,-2.5833820000000003,1257.0
1269,17,44,22528,688,0.2,0.015320659,-0.00017333030700683594,-43.4598126411438,0.261474609375,-0.04384811967611313,0.0038567487135878764,-0.03288089233683422,0.9846946597099304,0.0004092704424510632,-2.5833820000000003,1257.0
1269,18,45,23040,704,0.2,0.02343437,-1.1920928955078125e-06,-43.46604526042938,0.247802734375,-0.03435467928647995,0.0023486271747970022,-0.02448618275229819,0.9851096868515015,0.0004092704424510632,-2.5831745,1257.0
1269,18,46,23552,720,0.2,0.019919962,-4.0531158447265625e-06,-43.45323598384857,0.1959228515625,0.07196895778179169,0.17465671710669994,-0.02090041685733013,0.983349084854126,0.0004092704424510632,-2.5831745,1257.0
1268,18,47,24064,736,0.2,0.0128260385,0.00020259618759155273,-43.4010329246521,0.1826171875,-0.03801049292087555,0.0046340017797774635,-0.022953276566113345,0.9822347164154053,0.0004092704424510632,-2.5839797894736845,1257.0
1268,19,48,24576,752,0.2,0.02172169,1.6987323760986328e-05,-43.3385134935379,0.236328125,0.05919216573238373,0.17515570973046124,-0.024142459777067415,0.9788121581077576,0.0004092704424510632,-2.5839797894736845,1257.0
1267,19,49,25088,768,0.2,0.022009855,-0.0008999109268188477,-43.24025905132294,0.264892578125,-0.05082518607378006,0.005405578020145185,-0.032638365315506235,0.9770559668540955,0.0004092704424510632,-2.5839797894736845,1257.0
1267,20,50,25600,784,0.2,0.013730795,0.00013911724090576172,-43.20550751686096,0.2242431640625,-0.04046151414513588,0.00210935810173396,-0.02677247513202019,0.9765862822532654,0.0004092704424510632,-2.587896,1257.0
1267,20,51,26112,800,0.2,0.01943639,5.841255187988281e-06,-43.172335147857666,0.23486328125,0.03862600028514862,0.17157676396891475,-0.026532043237239122,0.974590539932251,0.0004092704424510632,-2.587896,1257.0
1266,21,52,26624,816,0.2,0.015830044,7.772445678710938e-05,-43.130868554115295,0.197265625,-0.03259814530611038,0.0049327241140417755,-0.021409139764728025,0.9745455384254456,0.0004092704424510632,-2.5862467142857146,1257.0
1266,21,53,27136,832,0.2,0.021373924,3.337860107421875e-05,-43.11880135536194,0.2601318359375,0.0639948695898056,0.18980006268247962,-0.02806050519211567,0.9730339050292969,0.0004092704424510632,-2.5862467142857146,1257.0
1266,21,54,27648,848,0.2,0.017161705,-0.00024819374084472656,-43.05619275569916,0.2237548828125,-0.035793501883745193,0.005257036231341772,-0.026488069241167977,0.9711792469024658,0.0004092704424510632,-2.5862467142857146,1257.0
1265,22,55,28160,864,0.2,0.01633475,0.00023412704467773438,-43.018325328826904,0.2373046875,-0.04202106595039368,0.0017590903753443854,-0.028259105776669458,0.9704887270927429,0.0004092704424510632,-2.588242272727273,1257.0
1265,22,56,28672,880,0.2,0.03646805,1.3649463653564453e-05,-42.98148167133331,0.265380859375,-4.935823380947113e-05,0.05625416379189119,-0.022126723255496472,0.9690707325935364,0.0004092704424510632,-2.588242272727273,1257.0
1265,23,57,29184,896,0.2,0.018559527,9.018182754516602e-05,-42.95988929271698,0.212646484375,-0.03168812394142151,0.004204744924209081,-0.02611664832511451,0.9694005250930786,0.0004092704424510632,-2.5900154347826088,1257.0
1264,23,58,29696,912,0.2,0.025860861,4.9054622650146484e-05,-42.978530406951904,0.2568359375,0.08720072358846664,0.22386176139116287,-0.0262917145882966,0.9701331257820129,0.0004092704424510632,-2.5900154347826088,1257.0
1264,23,59,30208,928,0.2,0.016142841,-0.0001995563507080078,-42.98754811286926,0.20263671875,-0.036461349576711655,0.004607265364029445,-0.02310730105091352,0.969818115234375,0.0004092704424510632,-2.58446225,1257.0
1264,24,60,30720,944,0.2,0.021717211,1.9550323486328125e-05,-42.95912539958954,0.2275390625,0.0668400377035141,0.21181843057274818,-0.026409952144604176,0.9684539437294006,0.0004092704424510632,-2.58446225,1257.0
1264,24,61,31232,960,0.2,0.014000084,-0.0013802051544189453,-42.92375659942627,0.212646484375,-0.03425673022866249,0.002537611002480844,-0.024246404092991725,0.9678493738174438,0.0004092704424510632,-2.58446225,1257.0
1263,25,62,31744,976,0.2,0.02155349,0.00022351741790771484,-42.90333557128906,0.23583984375,-0.04051728546619415,0.004389935173094273,-0.026624339807312936,0.9672383069992065,0.0004092704424510632,-2.5794032,1257.0
1263,25,63,32256,992,0.2,0.018986706,4.7087669372558594e-05,-42.867090940475464,0.1993408203125,0.05821622908115387,0.2174649303779006,-0.020093057974008843,0.9653996825218201,0.0004092704424510632,-2.5794032,1257.0
1263,25,64,32768,1008,0.2,0.014537379,-0.0007126331329345703,-42.823747396469116,0.2244873046875,-0.03897775337100029,0.005108827965159435,-0.0269433286957792,0.9652739763259888,0.0004092704424510632,-2.5776523461538456,1257.0
1263,26,65,33280,1024,0.2,0.025116153,1.1920928955078125e-05,-42.82383382320404,0.2139892578125,0.06231718510389328,0.20914313336834311,-0.026556349854217842,0.9645308256149292,0.0004092704424510632,-2.5776523461538456,1257.0
1263,26,66,33792,1040,0.2,0.012900995,-0.00027167797088623047,-42.7751647233963,0.1593017578125,-0.02495693974196911,0.0026563382671156432,-0.018869000603444874,0.9624989628791809,0.0004092704424510632,-2.5776523461538456,1257.0
1263,27,67,34304,1056,0.2,0.020418473,0.0002867579460144043,-42.7151540517807,0.2255859375,-0.037240754812955856,0.0025506855417916086,-0.02481561087188311,0.961007297039032,0.0004092704424510632,-2.575502148148148,1257.0
1263,27,68,34816,1072,0.2,0.015845247,4.70280647277832e-05,-42.67750000953674,0.1719970703125,0.0658218264579773,0.21640472812578082,-0.018321421652217396,0.9599120616912842,0.0004092704424510632,-2.575502148148148,1257.0
1262,27,69,35328,1088,0.2,0.01573336,7.593631744384766e-05,-42.64065182209015,0.199951171875,-0.025853294879198074,0.004810936319699977,-0.021813276078319177,0.9587346911430359,0.0004092704424510632,-2.5778523571428567,1257.0
1262,28,70,35840,1104,0.2,0.022029027,2.759695053100586e-05,-42.61602342128754,0.19921875,0.0714714378118515,0.2118133045732975,-0.02006577637803275,0.958993136882782,0.0004092704424510632,-2.5778523571428567,1257.0
1262,28,71,36352,1120,0.2,0.018211532,-0.0002576112747192383,-42.62209093570709,0.248779296875,-0.03832022100687027,0.004042540338559775,-0.028368747531203553,0.9588877558708191,0.0004092704424510632,-2.5778523571428567,1257.0
1262,29,72,36864,1136,0.2,0.014550489,-5.245208740234375e-05,-42.609129190444946,0.196533203125,-0.027055945247411728,0.002147281622455921,-0.023155252158176154,0.9582657217979431,0.0004092704424510632,-2.5739079999999994,1257.0
1262,29,73,37376,1152,0.2,0.014003791,5.990266799926758e-05,-42.58230447769165,0.217041015625,0.06922614574432373,0.22640198608860373,-0.022624094752245583,0.9567723870277405,0.0004092704424510632,-2.5739079999999994,1257.0
1262,30,74,37888,1168,0.2,0.013131354,0.00047266483306884766,-42.549965023994446,0.201904296875,-0.0318833626806736,0.004071738694619853,-0.023863553898991086,0.9571908712387085,0.0004092704424510632,-2.575053233333333,1257.0
1261,30,75,38400,1184,0.2,0.0323491,6.604194641113281e-05,-42.57109045982361,0.2847900390625,0.048718005418777466,0.20222553797066212,-0.03312112606363371,0.9580241441726685,0.0004092704424510632,-2.575053233333333,1257.0
1262,30,76,38912,1200,0.2,0.016992738,-3.635883331298828e-05,-42.59820806980133,0.233154296875,-0.03532298654317856,0.003533627314027399,-0.025128989771474153,0.9593774080276489,0.0004092704424510632,-2.575053233333333,1257.0
1263,31,77,39424,1216,0.2,0.016210716,-0.00017893314361572266,-42.63621282577515,0.2196044921875,-0.050065819174051285,0.0021169253159314394,-0.02877233430626802,0.9601062536239624,0.0004092704424510632,-2.5704955161290317,1257.0
1264,31,78,39936,1232,0.2,0.027618775,8.374452590942383e-05,-42.64008128643036,0.2877197265625,0.06752936542034149,0.21059529669582844,-0.026769193587824702,0.9591496586799622,0.0004092704424510632,-2.5704955161290317,1257.0
1265,31,79,40448,1248,0.2,0.015729237,0.0005742311477661133,-42.62652945518494,0.236083984375,-0.0365162268280983,0.004362191131804138,-0.02527434832882136,0.9602981209754944,0.0004092704424510632,-2.56375428125,1257.0
1266,32,80,40960,1264,0.2,0.021172939,3.629922866821289e-05,-42.65319633483887,0.2476806640625,0.06354736536741257,0.22515416657552123,-0.026953930500894785,0.959535539150238,0.0004092704424510632,-2.56375428125,1257.0
1265,32,81,41472,1280,0.2,0.017430507,0.00026088953018188477,-42.638092160224915,0.21875,-0.04629143700003624,0.0033451022463850677,-0.023262442322447896,0.9599977135658264,0.0004092704424510632,-2.56375428125,1257.0
1265,33,82,41984,1296,0.2,0.014133031,0.0005462169647216797,-42.68207633495331,0.185546875,-0.031707193702459335,0.0016469399015477393,-0.02165951454662718,0.9627991914749146,0.0004092704424510632,-2.562452575757576,1257.0
1265,33,83,42496,1312,0.2,0.024433319,4.124641418457031e-05,-42.73972702026367,0.2388916015625,0.025150757282972336,0.08669653616379946,-0.021318522820365615,0.9631316065788269,0.0004092704424510632,-2.562452575757576,1257.0
1265,33,84,43008,1328,0.2,0.025952682,0.00037169456481933594,-42.734636545181274,0.2388916015625,-0.025093093514442444,0.004001206179964356,-0.02652636835409794,0.9627208113670349,0.0004092704424510632,-2.5612585,1257.0
1265,34,85,43520,1344,0.2,0.019725852,1.9431114196777344e-05,-42.71470022201538,0.2301025390625,0.08090832829475403,0.25318863010033965,-0.024843238847097382,0.9617035984992981,0.0004092704424510632,-2.5612585,1257.0
1265,34,86,44032,1360,0.2,0.01457319,-6.377696990966797e-05,-42.69123458862305,0.1968994140625,-0.0357457660138607,0.005977403634460643,-0.02085832762531936,0.9612752199172974,0.0004092704424510632,-2.5591693714285717,1257.0
1265,35,87,44544,1376,0.2,0.019943122,1.245737075805664e-05,-42.67462193965912,0.1883544921875,0.09778828918933868,0.23683056747540832,-0.019639044388895854,0.9614050388336182,0.0004092704424510632,-2.5591693714285717,1257.0
1265,35,88,45056,1392,0.2,0.017931469,-0.0015721321105957031,-42.69411313533783,0.2122802734375,-0.028212925419211388,0.003180282499670284,-0.019318860722705722,0.9626396894454956,0.0004092704424510632,-2.5591693714285717,1257.0
1264,36,89,45568,1408,0.2,0.014572138,8.410215377807617e-05,-42.704641461372375,0.1878662109375,-0.028400760143995285,0.004241384005581494,-0.023404568928526714,0.961164116859436,0.0004092704424510632,-2.5615400833333335,1257.0
1264,36,90,46080,1424,0.2,0.019609954,1.7762184143066406e-05,-42.6377170085907,0.2515869140625,0.09718146920204163,0.24189166817814112,-0.02774948623846285,0.959481418132782,0.0004092704424510632,-2.5615400833333335,1257.0
1264,36,91,46592,1440,0.2,0.02262507,0.000250399112701416,-42.59266185760498,0.270751953125,-0.039017222821712494,0.004798380061401986,-0.03127707891690079,0.9584890604019165,0.0004092704424510632,-2.561538054054054,1257.0
1264,37,92,47104,1456,0.2,0.02210671,3.6656856536865234e-05,-42.577412605285645,0.2540283203125,0.08143264055252075,0.23792536137625575,-0.029288607242051512,0.9584252238273621,0.0004092704424510632,-2.561538054054054,1257.0
1264,37,93,47616,1472,0.2,0.024107315,-0.00017583370208740234,-42.55852472782135,0.29638671875,-0.04217696934938431,0.0038475202600238845,-0.031961904889612924,0.957281768321991,0.0004092704424510632,-2.561538054054054,1257.0
1263,38,94,48128,1488,0.2,0.012072999,0.00024521350860595703,-42.53506076335907,0.1700439453125,-0.025017425417900085,0.0029520220450649504,-0.02082558220718056,0.9574015736579895,0.0004092704424510632,-2.559152052631579,1257.0
1263,38,95,48640,1504,0.2,0.016392145,7.176399230957031e-05,-42.547446966171265,0.1990966796875,0.07668054848909378,0.24223493691533804,-0.021594564226688817,0.9579081535339355,0.0004092704424510632,-2.559152052631579,1257.0
1263,38,96,49152,1520,0.2,0.013556627,0.00014984607696533203,-42.55537235736847,0.173095703125,-0.025500264018774033,0.005640967247018125,-0.017930756530404324,0.9578413367271423,0.0004092704424510632,-2.5602787179487185,1257.0
1263,39,97,49664,1536,0.2,0.0223281,2.658367156982422e-05,-42.548778891563416,0.24267578125,0.0742921382188797,0.23237355891615152,-0.02669752005022019,0.9578518867492676,0.0004092704424510632,-2.5602787179487185,1257.0
1263,39,98,50176,1552,0.2,0.01983102,-0.0003534555435180664,-42.54516577720642,0.22119140625,-0.028808560222387314,0.003300141997897299,-0.02283177780918777,0.9578334093093872,0.0004092704424510632,-2.5602787179487185,1257.0
1263,40,99,50688,1568,0.2,0.024740472,0.0003399848937988281,-42.55040776729584,0.2825927734375,-0.04967597872018814,0.0025932417083822656,-0.02971330104628578,0.9585957527160645,0.0004092704424510632,-2.555867975,1257.0
1263,40,100,51200,1584,0.2,0.019574353,1.609325408935547e-05,-42.56532335281372,0.2381591796875,0.04740816354751587,0.24025660380721092,-0.027237953516305424,0.9587997198104858,0.0004092704424510632,-2.555867975,1257.0
1262,40,101,51712,1600,0.2,0.023752261,0.00034111738204956055,-42.57790780067444,0.2626953125,-0.03160770609974861,0.006393097719410434,-0.02818043774459511,0.9600632786750793,0.0004092704424510632,-2.556285243902439,1257.0
1262,41,102,52224,1616,0.2,0.019938342,5.0187110900878906e-05,-42.61913013458252,0.2115478515625,0.06672511249780655,0.22087653866037726,-0.024492707671015523,0.9609695076942444,0.0004092704424510632,-2.556285243902439,1257.0
1262,41,103,52736,1632,0.2,0.01720462,3.7610530853271484e-05,-42.64628827571869,0.22265625,-0.030227113515138626,0.004510949656832963,-0.0233962778293062,0.9622681140899658,0.0004092704424510632,-2.556285243902439,1257.0
1262,42,104,53248,1648,0.2,0.01409835,8.958578109741211e-05,-42.660616517066956,0.1888427734375,-0.029391011223196983,0.002483667096385034,-0.023348530667135492,0.9612131714820862,0.0004092704424510632,-2.5486245238095235,1257.0
1262,42,105,53760,1664,0.2,0.023696765,4.3332576751708984e-05,-42.61511981487274,0.2664794921875,0.05133785307407379,0.22178915655240417,-0.02377574327692855,0.9601259827613831,0.0004092704424510632,-2.5486245238095235,1257.0
1261,43,106,54272,1680,0.2,0.015056428,0.0006525516510009766,-42.593721866607666,0.1939697265625,-0.02951733209192753,0.003646825141913723,-0.02152706339256838,0.9595127105712891,0.0004092704424510632,-2.5449860930232555,1257.0
1261,43,107,54784,1696,0.2,0.018844781,1.1563301086425781e-05,-42.56730544567108,0.2186279296875,0.09187733381986618,0.22563376929610968,-0.020633755630115047,0.9582311511039734,0.0004092704424510632,-2.5449860930232555,1257.0
1261,43,108,55296,1712,0.2,0.02323822,-2.086162567138672e-05,-42.536930203437805,0.2740478515625,-0.03610595315694809,0.005793777265353128,-0.02818139811279252,0.9582517147064209,0.0004092704424510632,-2.5449860930232555,1257.0
1260,44,109,55808,1728,0.2,0.022999741,-3.8504600524902344e-05,-42.5656453371048,0.310546875,-0.040402572602033615,0.00176455921609886,-0.03435442988120485,0.959952175617218,0.0004092704424510632,-2.545302545454545,1257.0
1260,44,110,56320,1744,0.2,0.033497166,1.7881393432617188e-06,-42.59384059906006,0.281494140625,0.01637175679206848,0.10828380880411714,-0.02189155190717429,0.959164559841156,0.0004092704424510632,-2.545302545454545,1257.0
1259,45,111,56832,1760,0.2,0.020323144,6.270408630371094e-05,-42.563350439071655,0.2567138671875,-0.03319336846470833,0.005017549236072227,-0.025435273331822827,0.9588156938552856,0.0004092704424510632,-2.5466120888888883,1257.0
1259,45,112,57344,1776,0.2,0.022034438,8.821487426757812e-06,-42.54127621650696,0.25146484375,0.08750644326210022,0.26207763189449906,-0.027078037164756097,0.9572086930274963,0.0004092704424510632,-2.5466120888888883,1257.0
1259,45,113,57856,1792,0.2,0.015601026,2.199411392211914e-05,-42.482630491256714,0.2088623046875,-0.02858610823750496,0.005056515299656894,-0.022229693553526886,0.9559530019760132,0.0004092704424510632,-2.547611195652174,1257.0
1259,46,114,58368,1808,0.2,0.015974574,3.993511199951172e-06,-42.459773778915405,0.1873779296875,0.0834125429391861,0.24623386282473803,-0.019775134860537946,0.9556959271430969,0.0004092704424510632,-2.547611195652174,1257.0
1259,46,115,58880,1824,0.2,0.037643895,-7.784366607666016e-05,-42.46917235851288,0.30224609375,-0.035048454999923706,0.0036678858632512856,-0.024570939189288765,0.9566646814346313,0.0004092704424510632,-2.547611195652174,1257.0
1259,47,116,59392,1840,0.2,0.01761387,4.947185516357422e-05,-42.488428235054016,0.2645263671875,-0.03431304544210434,0.004135907627642155,-0.025559971196344122,0.9569287300109863,0.0004092704424510632,-2.546573808510638,1257.0
1259,47,117,59904,1856,0.2,0.026965426,9.775161743164062e-06,-42.48823618888855,0.254638671875,0.07034315168857574,0.25080785900354385,-0.028113688807934523,0.9563348889350891,0.0004092704424510632,-2.546573808510638,1257.0
1259,47,118,60416,1872,0.2,0.013418106,-1.1205673217773438e-05,-42.47356975078583,0.18359375,-0.028533244505524635,0.006019704029313289,-0.017894773380248807,0.9563944339752197,0.0004092704424510632,-2.545775,1257.0
1259,48,119,60928,1888,0.2,0.01926962,7.3909759521484375e-06,-42.48063349723816,0.217529296875,0.06981760263442993,0.24985684920102358,-0.02040652435971424,0.9565746784210205,0.0004092704424510632,-2.545775,1257.0
1259,48,120,61440,1904,0.2,0.016121853,-0.0001214742660522461,-42.49693787097931,0.2247314453125,-0.03687287122011185,0.002982522164529655,-0.024060373893007636,0.9575904607772827,0.0004092704424510632,-2.545775,1257.0
1259,49,121,61952,1920,0.2,0.018552007,3.0875205993652344e-05,-42.528988003730774,0.2166748046875,-0.029336245730519295,0.0025874717211991083,-0.02401046060549561,0.9581596851348877,0.0004092704424510632,-2.547654530612245,1257.0
1259,49,122,62464,1936,0.2,0.021157412,1.3649463653564453e-05,-42.519025444984436,0.2398681640625,0.08295255899429321,0.248342574108392,-0.025791688312892802,0.9568889141082764,0.0004092704424510632,-2.547654530612245,1257.0
1259,50,123,62976,1952,0.2,0.01552913,-2.193450927734375e-05,-42.48315227031708,0.2459716796875,-0.03154263272881508,0.006893477439007256,-0.028802298733353382,0.9564847350120544,0.0004092704424510632,-2.5474152599999997,1257.0
