rollout/ep_len_mean,time/fps,time/episodes,train/actor_loss,train/learning_rate,time/time_elapsed,time/total_timesteps,train/ent_coef,rollout/ep_rew_mean,train/ent_coef_loss,train/n_updates,train/critic_loss
1257.0,10,4,-121.63973999023438,0.0008459126528049375,472,5028,0.01749490574002266,-5.312924499999999,-162.570556640625,4927,40.02568817138672
1257.0,10,8,-124.36231994628906,0.0008459126528049375,956,10056,0.0009928856743499637,-4.2787546249999995,-1.7441216707229614,9955,18.116680145263672
1257.0,10,12,-126.54591369628906,0.0008459126528049375,1439,15084,0.0006366426241584122,-3.522608583333333,-56.352630615234375,14983,3.0877933502197266
1257.0,10,16,-117.97076416015625,0.0008459126528049375,1923,20112,0.0008727192180231214,-3.1288209375,-9.491524696350098,20011,3.9130678176879883
1257.0,10,20,-94.31013488769531,0.0008459126528049375,13,25140,0.0008640699088573456,-2.9140155500000002,66.91734313964844,25039,2.740410327911377
1257.0,10,24,-93.5224380493164,0.0008459126528049375,493,30168,0.000576806312892586,-2.8188065000000004,61.33134841918945,30067,3.0845305919647217
1257.0,10,28,-89.72669219970703,0.0008459126528049375,973,35196,0.00038504102849401534,-2.755504321428572,62.81636047363281,35095,2.860826015472412
1257.0,10,32,-86.00933837890625,0.0008459126528049375,1455,40224,0.00047349315718747675,-2.69074153125,64.85231018066406,40123,1.9412548542022705
1257.0,10,36,-80.34359741210938,0.0008459126528049375,1939,45252,0.0004749401123262942,-2.62936625,-27.01382827758789,45151,4.000218391418457
1257.0,10,40,-78.20804595947266,0.0008459126528049375,26,50280,0.00029612774960696697,-2.56825835,-5.509981155395508,50179,1.3897558450698853
1257.0,10,44,-71.88630676269531,0.0008459126528049375,510,55308,0.000547631352674216,-2.524244318181818,34.68468475341797,55207,2.0645649433135986
1257.0,10,48,-69.38043212890625,0.0008459126528049375,984,60336,0.0006559191388078034,-2.4795815833333332,18.807449340820312,60235,1.7496237754821777
1257.0,10,52,-67.40283966064453,0.0008459126528049375,1453,65364,0.0014094454236328602,-2.4599370384615384,-50.836181640625,65263,13.760293960571289
1257.0,10,56,-58.63646697998047,0.0008459126528049375,1921,70392,0.0012945410562679172,-2.4341297857142856,45.90048599243164,70291,21.122371673583984
1257.0,10,60,-48.848411560058594,0.0008459126528049375,40,75420,0.0008449884480796754,-2.401258233333333,35.824440002441406,75319,3.3163816928863525
1257.0,10,64,-46.59309768676758,0.0008459126528049375,526,80448,0.0008249043603427708,-2.3824815937499997,18.830520629882812,80347,26.609886169433594
1257.0,10,68,-36.769203186035156,0.0008459126528049375,1013,85476,0.0005441238754428923,-2.362865808823529,-22.20343589782715,85375,27.200538635253906
1257.0,10,72,-27.608428955078125,0.0008459126528049375,1525,90504,0.0010773740941658616,-2.339525138888889,47.45742416381836,90403,7.442808151245117
