time/time_elapsed,time/total_timesteps,time/fps,train/n_updates,time/episodes,rollout/ep_len_mean,train/ent_coef,train/actor_loss,train/ent_coef_loss,rollout/ep_rew_mean,train/learning_rate,train/critic_loss
152,4892,32,4791,4,1223.0,0.01943984068930149,-121.5213394165039,-167.45155334472656,-4.683644,0.0008459126528049375,2.077716588973999
307,9784,31,9683,8,1223.0,0.0011680072639137506,-127.81623077392578,7.280395030975342,-3.630157875,0.0008459126528049375,0.5798543691635132
463,14676,31,14575,12,1223.0,0.0011447765864431858,-133.2835235595703,10.876434326171875,-2.9043263333333336,0.0008459126528049375,0.3890136778354645
618,19568,31,19467,16,1223.0,0.0011029248125851154,-136.17578125,-19.54226303100586,-2.6028315625,0.0008459126528049375,67.14911651611328
773,24460,31,24359,20,1223.0,0.0009901364101096988,-139.005859375,5.210536479949951,-2.44519485,0.0008459126528049375,1.3894734382629395
140,29352,30,29251,24,1223.0,0.0005612040986306965,-143.40457153320312,-25.522979736328125,-2.3264183333333333,0.0008459126528049375,3.478191375732422
298,34244,30,34143,28,1223.0,0.0010980467777699232,-143.263916015625,57.26274871826172,-2.2619668571428573,0.0008459126528049375,1.5718812942504883
456,39136,30,39035,32,1223.0,0.0005032431217841804,-146.57339477539062,-77.88705444335938,-2.20384396875,0.0008459126528049375,71.32572937011719
613,44028,31,43927,36,1223.0,0.0009115463471971452,-151.98081970214844,14.076133728027344,-2.163785527777778,0.0008459126528049375,2.2055444717407227
771,48920,31,48819,40,1223.0,0.0006579163600690663,-152.7432098388672,-38.376033782958984,-2.135576425,0.0008459126528049375,4.083930969238281
123,53812,30,53711,44,1223.0,0.0011383896926417947,-150.4718780517578,-13.440571784973145,-2.085121181818182,0.0008459126528049375,5.549030303955078
283,58704,30,58603,48,1223.0,0.0014473415212705731,-154.11126708984375,-28.216875076293945,-2.0645282083333334,0.0008459126528049375,1.8246017694473267
443,63596,30,63495,52,1223.0,0.0014712222618982196,-155.7777862548828,-87.75906372070312,-2.0641715961538463,0.0008459126528049375,3.730395793914795
604,68488,30,68387,56,1223.0,0.0017045047134160995,-157.64688110351562,39.906761169433594,-2.044967232142857,0.0008459126528049375,2.1069135665893555
769,73380,30,73279,60,1223.0,0.0011091037886217237,-160.1912841796875,-31.30896759033203,-2.0337391666666664,0.0008459126528049375,2.6417877674102783
114,78272,28,78171,64,1223.0,0.0011587226763367653,-161.87164306640625,-28.4169921875,-2.0253731406249997,0.0008459126528049375,83.41560363769531
263,83164,30,83063,68,1223.0,0.0013258589897304773,-164.9637908935547,-30.900562286376953,-2.0266671470588236,0.0008459126528049375,10.743874549865723
412,88056,31,87955,72,1223.0,0.0018595252186059952,-165.2039794921875,-7.047723770141602,-2.022026277777778,0.0008459126528049375,4.7320756912231445
562,92948,31,92847,76,1223.0,0.001324893906712532,-167.7309112548828,71.189208984375,-2.015807710526316,0.0008459126528049375,3.933551788330078
713,97840,32,97739,80,1223.0,0.0016907926183193922,-169.19381713867188,23.10806655883789,-2.0070787,0.0008459126528049375,6.606547832489014
