time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/learning_rate,train/explained_variance,train/n_updates,train/clip_range,train/clip_fraction,train/value_loss,train/std,train/entropy_loss,train/approx_kl,train/loss,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
5632,11,1871,3,0.0004092704424510632,0.0017232298851013184,160,0.2,0.3343505859375,0.059104648302309215,1.0024535655975342,-44.02520835399628,0.01881408,-0.007632702589035034,-0.034829192532924935,-2.7487167500000003,1258.0
6144,12,1861,3,0.0004092704424510632,-0.029844999313354492,176,0.2,0.2415771484375,0.001643335312110139,1.003508448600769,-44.077528953552246,0.016065067,-0.04881492629647255,-0.026769604912260547,-2.7487167500000003,1258.0
6656,13,1848,3,0.0004092704424510632,0.01051551103591919,192,0.2,0.1923828125,0.013770018151262775,1.0027223825454712,-44.07935404777527,0.012980766,-0.03167584538459778,-0.01833478460321203,-2.7639426,1258.0
7168,14,1837,3,0.0004092704424510632,0.0035306811332702637,208,0.2,0.3372802734375,0.0632235431112349,0.9990141987800598,-44.019084334373474,0.031812094,-0.017248056828975677,-0.03754815470892936,-2.7639426,1258.0
7680,15,1829,4,0.0004092704424510632,0.010631442070007324,224,0.2,0.2401123046875,0.0038882956469024066,0.9979138374328613,-43.92459678649902,0.016810294,-0.043202005326747894,-0.02808744764479343,-2.7730296666666665,1258.0
8192,16,1824,4,0.0004092704424510632,0.0009992122650146484,240,0.2,0.2181396484375,0.08850225363858044,0.9986389875411987,-43.92205333709717,0.015492587,0.005675431340932846,-0.024953661544714123,-2.7730296666666665,1258.0
8704,17,1818,4,0.0004092704424510632,0.0005105733871459961,256,0.2,0.2615966796875,0.0022639761555183213,0.9996312856674194,-43.94691073894501,0.021478627,-0.024088958278298378,-0.028026522282743827,-2.7730296666666665,1258.0
9216,18,1812,5,0.0004092704424510632,0.005882322788238525,272,0.2,0.19775390625,0.011813995719421655,1.0010950565338135,-43.9855101108551,0.015173462,-0.021296219900250435,-0.019998099603981245,-2.778101142857143,1258.0
9728,19,1807,5,0.0004092704424510632,0.0027546286582946777,288,0.2,0.22265625,0.09484692080877721,1.0015411376953125,-44.01733434200287,0.013761827,0.02177496626973152,-0.019730494735995308,-2.778101142857143,1258.0
10240,20,1802,5,0.0004092704424510632,0.022297799587249756,304,0.2,0.2740478515625,0.0025218306691385806,0.9992852807044983,-43.98878300189972,0.01742829,-0.051947519183158875,-0.031348185206297785,-2.775051,1258.0
10752,21,1799,5,0.0004092704424510632,0.0006844401359558105,320,0.2,0.224609375,0.12196286697871983,0.9981098771095276,-43.92424428462982,0.01542677,0.028110288083553314,-0.024466424503771123,-2.775051,1258.0
11264,22,1796,6,0.0004092704424510632,-0.040347933769226074,336,0.2,0.3114013671875,0.0016123969908221625,0.9953897595405579,-43.869969606399536,0.025720939,-0.040990471839904785,-0.032840722138644196,-2.775051,1258.0
11776,23,1794,6,0.0004092704424510632,0.014360427856445312,352,0.2,0.279541015625,0.008825870914733969,0.9946956038475037,-43.806705951690674,0.028024377,-0.03285179287195206,-0.023115083589800633,-2.762347888888889,1258.0
12288,24,1792,6,0.0004092704424510632,0.0017337799072265625,368,0.2,0.2523193359375,0.12634684657678008,0.9956956505775452,-43.806936740875244,0.028024223,0.010841872543096542,-0.026449046534253284,-2.762347888888889,1258.0
12800,25,1790,7,0.0004092704424510632,0.03247642517089844,384,0.2,0.226318359375,0.0024763189321674872,0.9959811568260193,-43.84221625328064,0.018446997,-0.021374192088842392,-0.02222884408547543,-2.7549067000000003,1258.0
13312,26,1788,7,0.0004092704424510632,0.005020558834075928,400,0.2,0.276611328125,0.1287333492655307,0.995215654373169,-43.82607424259186,0.020738088,0.014655858278274536,-0.028880450350698084,-2.7549067000000003,1258.0
13824,27,1788,7,0.0004092704424510632,-0.4839550256729126,416,0.2,0.243896484375,0.0017166316629300127,0.9948484897613525,-43.802900433540344,0.01728329,-0.04005429521203041,-0.02642390097025782,-2.7549067000000003,1258.0
14336,28,1788,8,0.0004092704424510632,0.02793031930923462,432,0.2,0.2525634765625,0.014210632361937314,0.995749831199646,-43.81045603752136,0.018798009,-0.021289780735969543,-0.024483799687004648,-2.7612242727272727,1258.0
14848,29,1788,8,0.0004092704424510632,0.008152961730957031,448,0.2,0.31005859375,0.06984752404969186,0.9949132800102234,-43.81570756435394,0.032302964,0.014496926218271255,-0.026480723987333477,-2.7612242727272727,1258.0
15360,30,1789,8,0.0004092704424510632,0.018355965614318848,464,0.2,0.1922607421875,0.0031968964576662984,0.9960841536521912,-43.807186245918274,0.01240105,-0.030728906393051147,-0.021680480771465227,-2.7669708333333336,1258.0
15872,31,1789,8,0.0004092704424510632,0.0006217360496520996,480,0.2,0.253173828125,0.16057935822755098,0.9946547746658325,-43.8168751001358,0.021939326,0.0331120565533638,-0.024300035336636938,-2.7669708333333336,1258.0
16384,32,1789,9,0.0004092704424510632,-0.014349102973937988,496,0.2,0.258544921875,0.0027324981601850595,0.9929018616676331,-43.756091237068176,0.01860607,-0.0268350038677454,-0.02789704588940367,-2.773788153846154,1258.0
16896,33,1790,9,0.0004092704424510632,0.0005658864974975586,512,0.2,0.2513427734375,0.18126413319259882,0.9936460852622986,-43.73630464076996,0.01770629,0.08062810450792313,-0.02553995919879526,-2.773788153846154,1258.0
17408,34,1790,9,0.0004092704424510632,0.0021723508834838867,528,0.2,0.1680908203125,0.0012569959508255124,0.9938168525695801,-43.76491820812225,0.01616409,-0.018768560141324997,-0.018921211070846766,-2.773788153846154,1258.0
17920,35,1790,10,0.0004092704424510632,0.001324295997619629,544,0.2,0.2315673828125,0.006133325725386385,0.9951197504997253,-43.773117661476135,0.018355459,-0.028912542387843132,-0.023893971228972077,-2.7688189285714286,1258.0
18432,36,1789,10,0.0004092704424510632,0.0004916787147521973,560,0.2,0.26611328125,0.18722532829269767,0.995945394039154,-43.81167495250702,0.019321665,0.062439799308776855,-0.028291178168728948,-2.7688189285714286,1258.0
18944,37,1790,10,0.0004092704424510632,0.012358129024505615,576,0.2,0.261962890625,0.0020410310789884534,0.996857225894928,-43.830087184906006,0.024144946,-0.04009729251265526,-0.03162625490222126,-2.7573296666666667,1258.0
19456,38,1789,10,0.0004092704424510632,0.0022525787353515625,592,0.2,0.252197265625,0.1864903187379241,0.9967702627182007,-43.849456906318665,0.02052113,0.05362502112984657,-0.02697088269633241,-2.7573296666666667,1258.0
19968,39,1789,11,0.0004092704424510632,-0.06690526008605957,608,0.2,0.201416015625,0.0017355037289235042,0.9962542653083801,-43.829338908195496,0.014896082,-0.04585660248994827,-0.024152783793397248,-2.7573296666666667,1258.0
20480,40,1789,11,0.0004092704424510632,0.02062457799911499,624,0.2,0.255126953125,0.011303158826194704,0.9965240359306335,-43.82941997051239,0.019005084,-0.03491806983947754,-0.027196732073207386,-2.7553220625,1258.0
20992,41,1789,11,0.0004092704424510632,0.003989875316619873,640,0.2,0.2005615234375,0.183957832865417,0.9949573278427124,-43.81211185455322,0.017864566,0.06094593554735184,-0.023450544947991148,-2.7553220625,1258.0
21504,42,1789,12,0.0004092704424510632,-0.06368458271026611,656,0.2,0.2359619140625,0.003104629482550081,0.9968669414520264,-43.79269981384277,0.016668567,-0.03382007032632828,-0.02446881475043483,-2.751491411764706,1258.0
22016,43,1788,12,0.0004092704424510632,0.018072783946990967,672,0.2,0.2022705078125,0.19342279341071844,0.9984742403030396,-43.86585807800293,0.016439952,0.06513507664203644,-0.022563056510989554,-2.751491411764706,1258.0
22528,44,1789,12,0.0004092704424510632,-1.5971972942352295,688,0.2,0.1962890625,0.002276387667734525,1.000678539276123,-43.91435122489929,0.018447697,-0.03894034028053284,-0.024268346853205003,-2.751491411764706,1258.0
23040,45,1789,12,0.0004092704424510632,0.03334528207778931,704,0.2,0.211181640625,0.010919077481958084,0.999042272567749,-43.93626928329468,0.018996986,-0.02838152088224888,-0.020022805612825323,-2.755983,1258.0
23552,46,1789,13,0.0004092704424510632,0.018732964992523193,720,0.2,0.1890869140625,0.2037279335781932,0.9963915944099426,-43.86431169509888,0.020074453,0.06303800642490387,-0.022991485151578672,-2.755983,1258.0
24064,47,1789,13,0.0004092704424510632,-0.8844120502471924,736,0.2,0.187255859375,0.0029756617259408813,0.9951881766319275,-43.7990688085556,0.015878651,-0.026827028021216393,-0.017292741671553813,-2.7603135263157896,1258.0
24576,48,1789,13,0.0004092704424510632,0.027317464351654053,752,0.2,0.24072265625,0.19762014551088214,0.9939374327659607,-43.76809239387512,0.017888764,0.07564117759466171,-0.02449443264049478,-2.7603135263157896,1258.0
25088,49,1789,14,0.0004092704424510632,-4.040744781494141,768,0.2,0.1883544921875,0.0018468117395968875,0.9930554032325745,-43.72693312168121,0.014362649,-0.027068255469202995,-0.021115438488777727,-2.7603135263157896,1258.0
25600,50,1789,14,0.0004092704424510632,0.0867425799369812,784,0.2,0.2025146484375,0.01068664836930111,0.9936579465866089,-43.717981457710266,0.020095263,-0.03211543336510658,-0.020847214182140306,-2.75811765,1258.0
26112,51,1788,14,0.0004092704424510632,0.028670966625213623,800,0.2,0.2711181640625,0.2011564786080271,0.993091881275177,-43.73016846179962,0.01772616,0.06429393589496613,-0.02352054839138873,-2.75811765,1258.0
26624,52,1788,14,0.0004092704424510632,-6.527921199798584,816,0.2,0.24951171875,0.003301715820271056,0.9905509948730469,-43.68278241157532,0.019490961,-0.04074857756495476,-0.02678365370957181,-2.7625020952380956,1258.0
27136,53,1787,15,0.0004092704424510632,0.014195859432220459,832,0.2,0.257568359375,0.21849451400339603,0.9893403053283691,-43.61320400238037,0.022886828,0.07506413012742996,-0.024579117554822005,-2.7625020952380956,1258.0
27648,54,1787,15,0.0004092704424510632,-1.0827054977416992,848,0.2,0.197998046875,0.008268253375717904,0.9887557029724121,-43.590500593185425,0.015711779,-0.016926422715187073,-0.021363116713473573,-2.7625020952380956,1258.0
28160,55,1786,15,0.0004092704424510632,0.19144165515899658,864,0.2,0.237060546875,0.011805912188719958,0.991284966468811,-43.61395609378815,0.022865962,-0.025386610999703407,-0.02530500988359563,-2.7558270000000005,1258.0
28672,56,1781,16,0.0004092704424510632,0.08019423484802246,880,0.2,0.28857421875,0.15694673033431172,0.9919223785400391,-43.6701043844223,0.036525164,0.004380602389574051,-0.030513710022205487,-2.7558270000000005,1258.0
29184,57,1782,16,0.0004092704424510632,-7.683831214904785,896,0.2,0.1871337890625,0.004021717291834648,0.9923965930938721,-43.67728054523468,0.013939646,-0.03501387685537338,-0.021332232772692805,-2.7584529130434787,1258.0
29696,58,1782,16,0.0004092704424510632,0.0211067795753479,912,0.2,0.2841796875,0.24257282307371497,0.992434024810791,-43.68242037296295,0.025125474,0.07501126825809479,-0.03136643650941551,-2.7584529130434787,1258.0
30208,59,1782,16,0.0004092704424510632,-0.5885100364685059,928,0.2,0.2047119140625,0.012115758363506757,0.992117166519165,-43.678115129470825,0.016455995,-0.023429976776242256,-0.02118510435684584,-2.7665548333333336,1258.0
30720,60,1782,17,0.0004092704424510632,0.300453782081604,944,0.2,0.2119140625,0.22391918627545238,0.9916912317276001,-43.66503953933716,0.018888459,0.0513441376388073,-0.02158902562223375,-2.7665548333333336,1258.0
31232,61,1783,17,0.0004092704424510632,-0.6021192073822021,960,0.2,0.1871337890625,0.016836683702422306,0.9926130175590515,-43.671186685562134,0.014249566,-0.022932028397917747,-0.021460809919517487,-2.7665548333333336,1258.0
31744,62,1783,17,0.0004092704424510632,-0.007670998573303223,976,0.2,0.205810546875,0.0027337532410456333,0.9925221800804138,-43.68992781639099,0.015932493,-0.03322833776473999,-0.02718787593767047,-2.7594291200000005,1258.0
32256,63,1783,18,0.0004092704424510632,0.01656860113143921,992,0.2,0.2689208984375,0.26379506615921855,0.9915887713432312,-43.67102909088135,0.03308054,0.08474698662757874,-0.030602703627664596,-2.7594291200000005,1258.0
32768,64,1783,18,0.0004092704424510632,-3.5982227325439453,1008,0.2,0.1785888671875,0.02589264919515699,0.9912799596786499,-43.64806282520294,0.018599812,-0.023109640926122665,-0.022371790386387147,-2.7668175,1258.0
33280,65,1785,18,0.0004092704424510632,0.29739654064178467,1024,0.2,0.1571044921875,0.28358299983665347,0.9917064905166626,-43.65046560764313,0.014209563,0.10833743214607239,-0.015813239209819585,-2.7668175,1258.0
33792,66,1787,18,0.0004092704424510632,-0.6613507270812988,1040,0.2,0.2490234375,0.010673186683561653,0.9937020540237427,-43.68508291244507,0.019963715,-0.036973945796489716,-0.026446049960213713,-2.7668175,1258.0
34304,67,1788,19,0.0004092704424510632,-0.27838706970214844,1056,0.2,0.242431640625,0.007330529653700069,0.9944908022880554,-43.73157608509064,0.025420232,-0.02207839861512184,-0.021441090015287045,-2.7674401481481485,1258.0
34816,68,1790,19,0.0004092704424510632,0.03478085994720459,1072,0.2,0.183349609375,0.28291768208146095,0.9945073127746582,-43.74230098724365,0.019571755,0.09468714147806168,-0.021645462868036702,-2.7674401481481485,1258.0
35328,69,1791,19,0.0004092704424510632,-2.3755762577056885,1088,0.2,0.2431640625,0.010912199817539658,0.9942871332168579,-43.73529517650604,0.019083535,-0.03542003408074379,-0.025230034138076007,-2.7696692142857144,1258.0
35840,70,1792,19,0.0004092704424510632,0.06784403324127197,1104,0.2,0.22705078125,0.3213876108638942,0.9935637712478638,-43.72610020637512,0.02394832,0.1226358562707901,-0.022125572759250645,-2.7696692142857144,1258.0
36352,71,1794,20,0.0004092704424510632,-3.4831457138061523,1120,0.2,0.2066650390625,0.010230813546513673,0.994141161441803,-43.714733481407166,0.01992045,-0.03537433594465256,-0.023252702230820432,-2.7696692142857144,1258.0
36864,72,1795,20,0.0004092704424510632,-0.058944106101989746,1136,0.2,0.250732421875,0.008906682982342318,0.994281530380249,-43.73524045944214,0.027019547,-0.025668233633041382,-0.025527233898174018,-2.76863975862069,1258.0
37376,73,1797,20,0.0004092704424510632,0.030164778232574463,1152,0.2,0.21923828125,0.3390307379886508,0.9945001006126404,-43.74108052253723,0.020526253,0.09393855929374695,-0.02212942417827435,-2.76863975862069,1258.0
37888,74,1798,21,0.0004092704424510632,-6.208353519439697,1168,0.2,0.21240234375,0.009220611307682702,0.995052695274353,-43.750614285469055,0.016302064,-0.03996869921684265,-0.0249601558316499,-2.766421233333334,1258.0
38400,75,1800,21,0.0004092704424510632,0.03598058223724365,1184,0.2,0.221923828125,0.3756753336638212,0.996608555316925,-43.78180122375488,0.020916998,0.15560653805732727,-0.018746799149084836,-2.766421233333334,1258.0
38912,76,1802,21,0.0004092704424510632,-3.4636025428771973,1200,0.2,0.2318115234375,0.010951412652502768,0.9989804029464722,-43.83915710449219,0.016313376,-0.032992951571941376,-0.026207041933957953,-2.766421233333334,1258.0
39424,77,1803,21,0.0004092704424510632,-0.21071600914001465,1216,0.2,0.27197265625,0.011033200076781213,0.9986541867256165,-43.88589072227478,0.025943458,-0.03714651241898537,-0.026878473407123238,-2.7594461935483876,1258.0
39936,78,1804,22,0.0004092704424510632,0.03186368942260742,1232,0.2,0.1610107421875,0.3692083638161421,0.9983739256858826,-43.85832059383392,0.015648052,0.16671884059906006,-0.015147688827710226,-2.7594461935483876,1258.0
40448,79,1806,22,0.0004092704424510632,-3.8253884315490723,1248,0.2,0.268310546875,0.005559256176638883,1.0001730918884277,-43.87354135513306,0.021504562,-0.053365763276815414,-0.029687444417504594,-2.76520303125,1258.0
40960,80,1806,22,0.0004092704424510632,0.03880798816680908,1264,0.2,0.193603515625,0.4312339387834072,0.9996355175971985,-43.91213595867157,0.018071812,0.16343286633491516,-0.022513712247018702,-2.76520303125,1258.0
41472,81,1806,22,0.0004092704424510632,-1.8389112949371338,1280,0.2,0.1778564453125,0.019678634824231267,1.0000388622283936,-43.89918398857117,0.01530382,-0.02260984107851982,-0.018704345304286107,-2.76520303125,1258.0
41984,82,1807,23,0.0004092704424510632,0.16557878255844116,1296,0.2,0.3397216796875,0.02675721433479339,1.0009082555770874,-43.92214810848236,0.029240757,-0.03491487354040146,-0.03343021201726515,-2.767127393939394,1258.0
42496,83,1809,23,0.0004092704424510632,0.15882593393325806,1312,0.2,0.204345703125,0.31149087473750114,1.0000255107879639,-43.927029490470886,0.019300586,0.11867719143629074,-0.02030854529584758,-2.767127393939394,1258.0
43008,84,1810,23,0.0004092704424510632,-5.615236282348633,1328,0.2,0.2030029296875,0.00788881227344973,0.9993953704833984,-43.89592230319977,0.017472804,-0.03930540755391121,-0.021579636886599474,-2.7660312647058825,1258.0
43520,85,1811,24,0.0004092704424510632,0.03482705354690552,1344,0.2,0.2249755859375,0.40532130375504494,0.9989513158798218,-43.88578414916992,0.024540316,0.12340588867664337,-0.024341803917195648,-2.7660312647058825,1258.0
44032,86,1812,24,0.0004092704424510632,-0.4310281276702881,1360,0.2,0.18896484375,0.024375623295782134,0.9983745813369751,-43.86975419521332,0.017759921,-0.03006526455283165,-0.022027302271453664,-2.763096514285714,1258.0
44544,87,1813,24,0.0004092704424510632,0.07527273893356323,1376,0.2,0.1324462890625,0.4264078289270401,0.9973687529563904,-43.84690618515015,0.015767947,0.13328152894973755,-0.018744675944617484,-2.763096514285714,1258.0
45056,88,1814,24,0.0004092704424510632,-3.8578925132751465,1392,0.2,0.220947265625,0.007882453697675373,0.9958969950675964,-43.805968284606934,0.018416513,-0.02792591229081154,-0.025241932715289295,-2.763096514285714,1258.0
45568,89,1815,25,0.0004092704424510632,-0.13495874404907227,1408,0.2,0.241943359375,0.0031072192105057184,0.9940594434738159,-43.757388949394226,0.020265602,-0.04236659035086632,-0.025299910077592358,-2.767389722222222,1258.0
46080,90,1816,25,0.0004092704424510632,0.024078845977783203,1424,0.2,0.143310546875,0.4958852184936404,0.9940862059593201,-43.72203195095062,0.014089837,0.2173985242843628,-0.019677090866025537,-2.767389722222222,1258.0
46592,91,1817,25,0.0004092704424510632,-0.8603041172027588,1440,0.2,0.1806640625,0.02064318209886551,0.9941413998603821,-43.72850728034973,0.017055836,-0.032664455473423004,-0.021951194998109713,-2.770600297297297,1258.0
47104,92,1818,25,0.0004092704424510632,0.2964494228363037,1456,0.2,0.2384033203125,0.45672711823135614,0.9939767122268677,-43.72235345840454,0.029633027,0.16264376044273376,-0.026065244077472016,-2.770600297297297,1258.0
47616,93,1817,26,0.0004092704424510632,-1.4108242988586426,1472,0.2,0.211669921875,0.007010704619460739,0.9926984310150146,-43.70553743839264,0.017480738,-0.026241101324558258,-0.023606084228958935,-2.770600297297297,1258.0
48128,94,1816,26,0.0004092704424510632,0.2742496728897095,1488,0.2,0.2413330078125,0.007030061118712183,0.9915174841880798,-43.65869116783142,0.020924162,-0.025514405220746994,-0.019891353556886315,-2.7705472105263156,1258.0
48640,95,1817,26,0.0004092704424510632,0.062180399894714355,1504,0.2,0.1190185546875,0.46500953659415245,0.9912183880805969,-43.63617980480194,0.013944613,0.17554497718811035,-0.016340730973752216,-2.7705472105263156,1258.0
49152,96,1818,27,0.0004092704424510632,-0.8542658090591431,1520,0.2,0.178466796875,0.01722472786786966,0.9910404086112976,-43.62839996814728,0.0152780805,-0.019194934517145157,-0.01954634702997282,-2.767916641025641,1258.0
49664,97,1819,27,0.0004092704424510632,0.10114085674285889,1536,0.2,0.154541015625,0.4448992609977722,0.9904045462608337,-43.61716377735138,0.02405829,0.13577406108379364,-0.020998455001972616,-2.767916641025641,1258.0
50176,98,1820,27,0.0004092704424510632,-3.870063304901123,1552,0.2,0.2650146484375,0.01748788457189221,0.9880028963088989,-43.57362973690033,0.021797594,-0.051982492208480835,-0.03010098716185894,-2.767916641025641,1258.0
50688,99,1820,27,0.0004092704424510632,0.49263685941696167,1568,0.2,0.2615966796875,0.04129781213123351,0.9875358939170837,-43.52013683319092,0.02503678,-0.018172355368733406,-0.026365010387962684,-2.7706012749999998,1258.0
51200,100,1821,28,0.0004092704424510632,0.39396488666534424,1584,0.2,0.154296875,0.4120734268799424,0.9879572987556458,-43.51995134353638,0.015911821,0.1734498292207718,-0.01945162078482099,-2.7706012749999998,1258.0
51712,101,1822,28,0.0004092704424510632,-4.476564884185791,1600,0.2,0.229736328125,0.009923432022333145,0.9884247779846191,-43.53252613544464,0.018917203,-0.029045676812529564,-0.021073939045891166,-2.766267731707317,1258.0
52224,102,1823,28,0.0004092704424510632,0.02413177490234375,1616,0.2,0.2452392578125,0.45738858822733164,0.9881585836410522,-43.531994223594666,0.029574096,0.17263272404670715,-0.026445959869306535,-2.766267731707317,1258.0
52736,103,1823,28,0.0004092704424510632,-2.3813657760620117,1632,0.2,0.21630859375,0.033290983526967466,0.9870206713676453,-43.51462173461914,0.01991482,-0.012145075015723705,-0.024132398582878523,-2.766267731707317,1258.0
53248,104,1823,29,0.0004092704424510632,0.3101356029510498,1648,0.2,0.25390625,0.024124466814100742,0.9860403537750244,-43.46932089328766,0.019144472,-0.0293645728379488,-0.02611023715871852,-2.764980119047619,1258.0
53760,105,1824,29,0.0004092704424510632,0.2691872715950012,1664,0.2,0.1661376953125,0.37428758945316076,0.9848480224609375,-43.43835783004761,0.015269405,0.10554125905036926,-0.017736400637659244,-2.764980119047619,1258.0
54272,106,1825,29,0.0004092704424510632,-5.8570122718811035,1680,0.2,0.2119140625,0.015618769757566042,0.9835469722747803,-43.39956855773926,0.022775747,-0.041185930371284485,-0.023103741114027798,-2.763292023255814,1258.0
54784,107,1826,29,0.0004092704424510632,0.015163064002990723,1696,0.2,0.261962890625,0.4952971385791898,0.982760488986969,-43.36421763896942,0.022239462,0.15072420239448547,-0.024557568613090552,-2.763292023255814,1258.0
55296,108,1826,30,0.0004092704424510632,-3.7690978050231934,1712,0.2,0.2696533203125,0.038816314190626144,0.9825036525726318,-43.35225522518158,0.029484993,-0.029888778924942017,-0.0281363692265586,-2.763292023255814,1258.0
55808,109,1825,30,0.0004092704424510632,0.34413158893585205,1728,0.2,0.2333984375,0.02225965796969831,0.982300341129303,-43.343209981918335,0.014641326,-0.030101830139756203,-0.02555417493567802,-2.7617139318181816,1258.0
56320,110,1825,30,0.0004092704424510632,0.2555927634239197,1744,0.2,0.252685546875,0.33708239905536175,0.9825115203857422,-43.337252616882324,0.029061131,0.09193476289510727,-0.027134405347169377,-2.7617139318181816,1258.0
56832,111,1826,31,0.0004092704424510632,-5.881545066833496,1760,0.2,0.1961669921875,0.04032544697111007,0.9826539754867554,-43.34118592739105,0.021115823,-0.01039932481944561,-0.020922250711009838,-2.7596963999999997,1258.0
57344,112,1827,31,0.0004092704424510632,0.10775637626647949,1776,0.2,0.224853515625,0.4185714013874531,0.9813551902770996,-43.33224010467529,0.025009476,0.14108745753765106,-0.026840832564630546,-2.7596963999999997,1258.0
57856,113,1827,31,0.0004092704424510632,-4.49298095703125,1792,0.2,0.2054443359375,0.02603146906767506,0.9806130528450012,-43.28838050365448,0.015085832,-0.018057730048894882,-0.020431980403373018,-2.7596963999999997,1258.0
58368,114,1828,31,0.0004092704424510632,-0.2772395610809326,1808,0.2,0.2744140625,0.014782269980059937,0.9794814586639404,-43.25933027267456,0.023085989,-0.022192567586898804,-0.023777824841090478,-2.7620482391304346,1258.0
58880,115,1828,32,0.0004092704424510632,0.01719069480895996,1824,0.2,0.375,0.1986912633292377,0.9786444306373596,-43.22487127780914,0.058800314,0.03403184562921524,-0.022519485239172354,-2.7620482391304346,1258.0
59392,116,1829,32,0.0004092704424510632,-7.060315132141113,1840,0.2,0.2108154296875,0.02403280619182624,0.9777005910873413,-43.20079696178436,0.016681237,-0.033094942569732666,-0.023498644353821874,-2.764573744680851,1258.0
59904,117,1830,32,0.0004092704424510632,0.07033026218414307,1856,0.2,0.22265625,0.42098105046898127,0.9772051572799683,-43.170835971832275,0.022505198,0.1579657644033432,-0.02081335333059542,-2.764573744680851,1258.0
60416,118,1830,32,0.0004092704424510632,-0.5315154790878296,1872,0.2,0.2637939453125,0.03202445321949199,0.9763115644454956,-43.14850568771362,0.021699555,-0.029283160343766212,-0.027648100149235688,-2.7659203333333333,1258.0
60928,119,1831,33,0.0004092704424510632,0.2675818204879761,1888,0.2,0.238525390625,0.34712155256420374,0.9757237434387207,-43.12716603279114,0.027920067,0.12306046485900879,-0.026991566293872893,-2.7659203333333333,1258.0
61440,120,1831,33,0.0004092704424510632,-0.8358787298202515,1904,0.2,0.1651611328125,0.017772403574781492,0.9745678901672363,-43.098745703697205,0.014492235,-0.021585475653409958,-0.018991787394043058,-2.7659203333333333,1258.0
61952,121,1831,33,0.0004092704424510632,-0.023804903030395508,1920,0.2,0.300048828125,0.0037132896613911726,0.9746636748313904,-43.079575061798096,0.022617813,-0.03622744604945183,-0.029242100019473583,-2.7634623877551014,1258.0
62464,122,1831,34,0.0004092704424510632,0.07416510581970215,1936,0.2,0.16845703125,0.36253594141453505,0.9747278094291687,-43.087438106536865,0.019924566,0.12269812077283859,-0.021289337710186373,-2.7634623877551014,1258.0
62976,123,1831,34,0.0004092704424510632,-1.977588415145874,1952,0.2,0.2164306640625,0.01767073178780265,0.972247838973999,-43.05716836452484,0.017309904,-0.031672392040491104,-0.022904026991454884,-2.7619017199999996,1258.0
63488,124,1832,34,0.0004092704424510632,0.16518044471740723,1968,0.2,0.1163330078125,0.3761656479910016,0.9720340371131897,-42.995476603507996,0.012909582,0.14128071069717407,-0.014013975523994304,-2.7619017199999996,1258.0
64000,125,1832,34,0.0004092704424510632,-3.4276766777038574,1984,0.2,0.2481689453125,0.008012759790290147,0.9724197387695312,-43.00388145446777,0.022835717,-0.024705318734049797,-0.02262416554731317,-2.7619017199999996,1258.0
