time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/learning_rate,train/explained_variance,train/n_updates,train/clip_range,train/clip_fraction,train/value_loss,train/std,train/entropy_loss,train/approx_kl,train/loss,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,4021,0,,,,,,,,,,,,,
1024,2,2382,0,0.0004092704424510632,-0.1319950819015503,16,0.2,0.24755859375,0.14824100389887462,0.9998992681503296,-43.98052799701691,0.0170857,-0.041668474674224854,-0.030587386310799047,,
1536,3,2111,0,0.0004092704424510632,-0.009027242660522461,32,0.2,0.2501220703125,0.0030758826615056023,0.9980376362800598,-43.95829653739929,0.02062609,-0.030341895297169685,-0.026403475261759013,-2.983385,1258.0
2048,4,2013,1,0.0004092704424510632,0.004712045192718506,48,0.2,0.3409423828125,0.014390655735041946,1.0000618696212769,-43.94632935523987,0.02967107,-0.0264354906976223,-0.027316648032865487,-2.983385,1258.0
2560,5,1937,1,0.0004092704424510632,-0.0013440847396850586,64,0.2,0.2486572265625,0.003770410032302607,1.002371907234192,-44.023070335388184,0.017346777,-0.03543323278427124,-0.02394896546320524,-2.8379065,1258.0
3072,6,1878,1,0.0004092704424510632,-0.012490987777709961,80,0.2,0.237060546875,0.016866033314727247,1.0018354654312134,-44.05710589885712,0.015953224,-0.030767634510993958,-0.021158945484785363,-2.8379065,1258.0
3584,7,1837,1,0.0004092704424510632,0.009451091289520264,96,0.2,0.263427734375,0.0015416160495078657,1.0028384923934937,-44.04625952243805,0.017051298,-0.036698512732982635,-0.02733621053630486,-2.8379065,1258.0
4096,8,1803,2,0.0004092704424510632,-0.00025463104248046875,112,0.2,0.28662109375,0.012403475295286626,1.002581000328064,-44.06780934333801,0.016812002,-0.03475789353251457,-0.027166651125298813,-2.8605943333333332,1258.0
4608,9,1782,2,0.0004092704424510632,-2.8014183044433594e-05,128,0.2,0.2491455078125,0.017094451701268554,1.0036989450454712,-44.07203817367554,0.017256614,-0.023714810609817505,-0.024415648251306266,-2.8605943333333332,1258.0
5120,10,1764,2,0.0004092704424510632,-0.0002803802490234375,144,0.2,0.2603759765625,0.003094546806096332,1.004237174987793,-44.10382056236267,0.017667126,-0.03221055120229721,-0.023954276577569544,-2.876341,1258.0
5632,11,1751,3,0.0004092704424510632,0.0004793405532836914,160,0.2,0.2147216796875,0.040018002735450864,1.0024049282073975,-44.087114572525024,0.014304377,-0.007283270359039307,-0.023179607727797702,-2.876341,1258.0
6144,12,1740,3,0.0004092704424510632,0.0022161006927490234,176,0.2,0.26806640625,0.0016475455850013532,1.0020766258239746,-44.04114890098572,0.018938608,-0.031628478318452835,-0.026013626702479087,-2.876341,1258.0
6656,13,1735,3,0.0004092704424510632,1.2516975402832031e-05,192,0.2,0.2506103515625,0.007896545444964431,1.0020843744277954,-44.04477858543396,0.016998641,-0.036781713366508484,-0.02574594272300601,-2.8170904,1258.0
7168,14,1726,4,0.0004092704424510632,0.0012639164924621582,208,0.2,0.246337890625,0.04288268176605925,1.0030510425567627,-44.051876068115234,0.016695868,-0.0057503413408994675,-0.021756471163826063,-2.8170904,1258.0
7680,15,1720,4,0.0004092704424510632,0.04403883218765259,224,0.2,0.28271484375,0.0022853717018733732,1.00199294090271,-44.060479164123535,0.020176163,-0.03468266874551773,-0.028414266285835765,-2.799174166666667,1258.0
8192,16,1714,4,0.0004092704424510632,0.0017015933990478516,240,0.2,0.28271484375,0.06496622087433934,1.0015127658843994,-44.02358591556549,0.02542654,-0.00240899994969368,-0.027923320420086384,-2.799174166666667,1258.0
8704,17,1713,5,0.0004092704424510632,0.0002745985984802246,256,0.2,0.2734375,0.0015790424913575407,0.999408483505249,-43.99470567703247,0.024321664,-0.04002445563673973,-0.031186631851596758,-2.799174166666667,1258.0
9216,18,1709,5,0.0004092704424510632,0.009245574474334717,272,0.2,0.2431640625,0.01417587700416334,0.9975350499153137,-43.92437541484833,0.025247488,-0.038495007902383804,-0.028424738440662622,-2.788539142857143,1258.0
9728,19,1705,5,0.0004092704424510632,0.0048111677169799805,288,0.2,0.22265625,0.06785286183003336,0.9970496296882629,-43.8810852766037,0.01592409,0.0023781321942806244,-0.023584938986459747,-2.788539142857143,1258.0
10240,20,1701,6,0.0004092704424510632,0.02200162410736084,304,0.2,0.2642822265625,0.003225388991268119,0.996350884437561,-43.86370122432709,0.02451625,-0.04599329084157944,-0.03205233009066433,-2.7725565,1258.0
10752,21,1699,6,0.0004092704424510632,0.0051048994064331055,320,0.2,0.2861328125,0.07384664483834058,0.9942376017570496,-43.828773021698,0.027683113,-0.00972924754023552,-0.027855255408212543,-2.7725565,1258.0
11264,22,1694,6,0.0004092704424510632,-0.008679032325744629,336,0.2,0.27734375,0.0015489605411858065,0.9933944344520569,-43.76993787288666,0.025549043,-0.05163343995809555,-0.034029746704618447,-2.7725565,1258.0
11776,23,1691,6,0.0004092704424510632,0.030669569969177246,352,0.2,0.2493896484375,0.008999808080261573,0.9939904808998108,-43.768394351005554,0.01931427,-0.04258069023489952,-0.02578685974003747,-2.762478333333333,1258.0
