time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/learning_rate,train/explained_variance,train/n_updates,train/clip_range,train/clip_fraction,train/value_loss,train/std,train/entropy_loss,train/approx_kl,train/loss,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,4003,0,,,,,,,,,,,,,
1024,2,2469,0,0.0004092704424510632,-0.642194390296936,16,0.2,0.2425537109375,0.21573661270304,0.9978793859481812,-43.95736813545227,0.016808318,-0.048033565282821655,-0.03104376292321831,,
1536,3,2223,0,0.0004092704424510632,-0.011538267135620117,32,0.2,0.296142578125,0.003407332747883629,0.9982473850250244,-43.918126583099365,0.020362139,-0.04056384041905403,-0.028417018678737804,-2.830339,1258.0
2048,4,2127,0,0.0004092704424510632,0.003849506378173828,48,0.2,0.2830810546875,0.03030670713633299,0.9986770153045654,-43.9387583732605,0.021757256,-0.02889331802725792,-0.028222673921845853,-2.830339,1258.0
2560,5,2057,1,0.0004092704424510632,-0.013581514358520508,64,0.2,0.25048828125,0.0030144821866997518,0.9974448084831238,-43.926573753356934,0.01830478,-0.04634258151054382,-0.024050258012721315,-2.8476014999999997,1258.0
3072,6,1998,1,0.0004092704424510632,0.0002162456512451172,80,0.2,0.2694091796875,0.022134561353595927,0.9977354407310486,-43.901134610176086,0.017473556,-0.023196090012788773,-0.03128888094215654,-2.8476014999999997,1258.0
3584,7,1966,1,0.0004092704424510632,-0.011089205741882324,96,0.2,0.22216796875,0.0015260560012393398,0.9969082474708557,-43.905651926994324,0.013317857,-0.035353872925043106,-0.02261507516959682,-2.8476014999999997,1258.0
4096,8,1932,2,0.0004092704424510632,-0.0016025304794311523,112,0.2,0.2904052734375,0.010580808782833628,0.9975420236587524,-43.889232873916626,0.024985278,-0.033427368849515915,-0.029945107526145875,-2.7886509999999998,1258.0
4608,9,1906,2,0.0004092704424510632,0.004003047943115234,128,0.2,0.2535400390625,0.0030864442269376013,0.9988105893135071,-43.9235543012619,0.017838411,-0.03214506059885025,-0.026175390637945384,-2.7886509999999998,1258.0
5120,10,1885,2,0.0004092704424510632,-0.0005360841751098633,144,0.2,0.2415771484375,0.0035907550845877267,1.0005818605422974,-43.9662584066391,0.016576454,-0.026089085265994072,-0.025163717480609193,-2.7752179999999997,1258.0
5632,11,1870,3,0.0004092704424510632,-0.0023796558380126953,160,0.2,0.2608642578125,0.014110287447692826,1.0003612041473389,-44.00110971927643,0.022322342,-0.02960357815027237,-0.02580333480727859,-2.7752179999999997,1258.0
