time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/learning_rate,train/explained_variance,train/n_updates,train/clip_range,train/clip_fraction,train/value_loss,train/std,train/entropy_loss,train/approx_kl,train/loss,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,4076,0,,,,,,,,,,,,,
1024,2,2594,0,0.0004092704424510632,-0.4492393732070923,16,0.2,0.2587890625,0.10975209979915235,1.0005844831466675,-43.993977665901184,0.019964486,-0.02366352640092373,-0.030008582238224335,,
1536,3,2315,0,0.0004092704424510632,-0.0013481378555297852,32,0.2,0.2611083984375,0.004130362787691411,1.0032826662063599,-44.043065786361694,0.017207526,-0.04743808135390282,-0.02946286034421064,-2.764552,1258.0
2048,4,2158,0,0.0004092704424510632,0.006998538970947266,48,0.2,0.28759765625,0.010083281842526048,1.0056133270263672,-44.12338709831238,0.020205755,-0.01967483200132847,-0.023970610549440607,-2.764552,1258.0
2560,5,2069,1,0.0004092704424510632,-0.009067535400390625,64,0.2,0.312744140625,0.0031301156486733817,1.0070358514785767,-44.18068480491638,0.019131253,-0.03939343988895416,-0.02963247476145625,-2.7278035000000003,1258.0
3072,6,2019,1,0.0004092704424510632,0.0038710832595825195,80,0.2,0.2705078125,0.018209099624073133,1.0094565153121948,-44.23368227481842,0.018192595,-0.03212498128414154,-0.025894343983964063,-2.7278035000000003,1258.0
3584,7,1985,1,0.0004092704424510632,-0.010141253471374512,96,0.2,0.267578125,0.0014598228572140215,1.0077972412109375,-44.26382756233215,0.018570907,-0.03588737174868584,-0.027416431112214923,-2.7278035000000003,1258.0
4096,8,1976,2,0.0004092704424510632,0.0037413835525512695,112,0.2,0.287841796875,0.009321872596046887,1.0091519355773926,-44.22768795490265,0.025432393,-0.027919631451368332,-0.025260058988351375,-2.6894643333333335,1258.0
4608,9,1970,2,0.0004092704424510632,0.004299342632293701,128,0.2,0.2650146484375,0.023164272657595575,1.009169340133667,-44.271159410476685,0.017714726,-0.0284578837454319,-0.02363469016563613,-2.6894643333333335,1258.0
5120,10,1963,2,0.0004092704424510632,0.0052762627601623535,144,0.2,0.21142578125,0.0031634905280952808,1.0092265605926514,-44.2585232257843,0.014703156,-0.038947924971580505,-0.022447229872341268,-2.700042,1258.0
5632,11,1953,2,0.0004092704424510632,0.0026350021362304688,160,0.2,0.2430419921875,0.04505989025346935,1.0088709592819214,-44.2616685628891,0.021924857,-0.014166250824928284,-0.02075474915909581,-2.700042,1258.0
6144,12,1950,3,0.0004092704424510632,-0.007367730140686035,176,0.2,0.222900390625,0.0014943936876079533,1.0108426809310913,-44.272616505622864,0.014633352,-0.035698141902685165,-0.022111480582680088,-2.700042,1258.0
6656,13,1948,3,0.0004092704424510632,0.021647930145263672,192,0.2,0.2862548828125,0.00893029679718893,1.0110366344451904,-44.317399859428406,0.026426122,-0.043904464691877365,-0.030345788662089035,-2.6808246,1258.0
7168,14,1947,3,0.0004092704424510632,0.0054100751876831055,208,0.2,0.24169921875,0.046795676462352276,1.007264256477356,-44.2648766040802,0.01960063,-0.017030248418450356,-0.02626092372520361,-2.6808246,1258.0
7680,15,1944,3,0.0004092704424510632,-0.0252685546875,224,0.2,0.2523193359375,0.0027372316326363944,1.008208155632019,-44.200536608695984,0.02459436,-0.034814100712537766,-0.026067793020047247,-2.678625,1258.0
8192,16,1941,4,0.0004092704424510632,0.004461228847503662,240,0.2,0.2921142578125,0.06870344455819577,1.0073171854019165,-44.22166955471039,0.026998088,-0.002787519246339798,-0.028530018680612557,-2.678625,1258.0
