rollout/ep_rew_mean,time/fps,time/episodes,train/critic_loss,train/n_updates,train/learning_rate,rollout/ep_len_mean,train/ent_coef,time/time_elapsed,train/actor_loss,train/ent_coef_loss,time/total_timesteps
-4.36770825,65,4,1.9381401538848877,4927,0.0008459126528049375,1257.0,0.017446264624595642,76,-120.72703552246094,-170.76187133789062,5028
-3.3424376249999996,61,8,2.778881549835205,9955,0.0008459126528049375,1257.0,0.001263822428882122,162,-122.76029205322266,-52.669921875,10056
-2.712890083333333,62,12,2.3371214866638184,14983,0.0008459126528049375,1257.0,0.00042411283357068896,239,-117.48665618896484,-69.15974426269531,15084
-2.4062363125,63,16,3.058751106262207,20011,0.0008459126528049375,1257.0,0.0006313163903541863,318,-108.77857971191406,51.01448059082031,20112
-2.23577555,59,20,3.5571603775024414,25039,0.0008459126528049375,1257.0,0.0004773977561853826,2,-102.52899932861328,-29.756877899169922,25140
-2.095295166666667,61,24,1.1154398918151855,30067,0.0008459126528049375,1257.0,0.00048710592091083527,83,-101.27032470703125,3.5542571544647217,30168
-1.9876391071428576,60,28,1.0729881525039673,35095,0.0008459126528049375,1257.0,0.00046877478598617017,167,-96.27018737792969,-0.5284225344657898,35196
-1.91594690625,58,32,4.507610321044922,40123,0.0008459126528049375,1257.0,0.00045740496716462076,262,-93.58808898925781,36.4109001159668,40224
-1.8538052500000002,56,36,1.2429261207580566,45151,0.0008459126528049375,1257.0,0.00047089572763070464,355,-88.45904541015625,88.2531967163086,45252
-1.7937359499999999,60,40,3.115354537963867,50179,0.0008459126528049375,1257.0,0.0005448719020932913,4,-85.53089904785156,-5.376489162445068,50280
-1.7526951818181815,59,44,17.95296859741211,55207,0.0008459126528049375,1257.0,0.00061574432766065,88,-78.70582580566406,-18.068044662475586,55308
-1.7152645208333333,59,48,10.721908569335938,60235,0.0008459126528049375,1257.0,0.00047142323455773294,172,-70.76976013183594,42.50347137451172,60336
-1.6951550769230768,59,52,16.808704376220703,65263,0.0008459126528049375,1257.0,0.0006586643867194653,257,-69.79561614990234,-33.89733123779297,65364
-1.6761347321428572,59,56,15.150336265563965,70291,0.0008459126528049375,1257.0,0.0017957339296117425,342,-67.54544830322266,-53.18552780151367,70392
-1.6564237166666664,57,60,6.5355730056762695,75319,0.0008459126528049375,1257.0,0.001691555487923324,7,-62.89289474487305,20.98200225830078,75420
-1.641231828125,55,64,7.408036231994629,80347,0.0008459126528049375,1257.0,0.0008684761705808342,97,-57.311702728271484,-18.690414428710938,80448
-1.6248121029411764,55,68,6.616492748260498,85375,0.0008459126528049375,1257.0,0.0009464441682212055,188,-55.23516845703125,27.025962829589844,85476
-1.6065742222222221,55,72,11.62684440612793,90403,0.0008459126528049375,1257.0,0.0011316563468426466,277,-42.652854919433594,-2.8996264934539795,90504
-1.583630539473684,57,76,10.348366737365723,95431,0.0008459126528049375,1257.0,0.0010171589674428105,359,-34.194732666015625,-27.32559585571289,95532
