time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/entropy_loss,train/explained_variance,train/clip_fraction,train/n_updates,train/clip_range,train/std,train/loss,train/approx_kl,train/learning_rate,train/value_loss,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
512,1,3795,0,,,,,,,,,,,,,
1024,2,1889,0,-43.978607177734375,-0.7447525262832642,0.3138427734375,16,0.2,0.9997707605361938,-0.05372145399451256,0.022078147,0.0004092704424510632,0.10295717656663328,-0.042387876485008746,,
1536,3,1613,0,-43.96908986568451,0.12547487020492554,0.2550048828125,32,0.2,0.9990270733833313,-0.0393717959523201,0.01891984,0.0004092704424510632,0.004523361116298474,-0.02748415948008187,1258.0,-2.32569
2048,4,1496,1,-43.90825021266937,0.013473689556121826,0.27392578125,48,0.2,0.9955567121505737,-0.02990676835179329,0.018055294,0.0004092704424510632,0.007310872417292558,-0.027342724206391722,1258.0,-2.32569
2560,5,1431,1,-43.83036243915558,0.030628740787506104,0.2498779296875,64,0.2,0.9952928423881531,-0.03197900950908661,0.017173074,0.0004092704424510632,0.002213599243987119,-0.026463574045919813,1258.0,-2.340415
3072,6,1391,2,-43.837357878685,-0.010642409324645996,0.3123779296875,80,0.2,0.9952739477157593,-0.027420740574598312,0.021596264,0.0004092704424510632,0.011225707799894735,-0.02643402462126687,1258.0,-2.340415
3584,7,1364,2,-43.79374301433563,0.01696115732192993,0.3048095703125,96,0.2,0.9922348856925964,-0.03421201556921005,0.021578168,0.0004092704424510632,0.00232217634038534,-0.0294860219291877,1258.0,-2.340415
4096,8,1348,3,-43.74346172809601,0.033872008323669434,0.2933349609375,112,0.2,0.9932636618614197,-0.03601856157183647,0.02292392,0.0004092704424510632,0.006678777979686856,-0.02831120160408318,1258.0,-2.3840160000000004
4608,9,1333,3,-43.78731071949005,0.022879719734191895,0.291015625,128,0.2,0.9940788149833679,-0.03963685780763626,0.020279307,0.0004092704424510632,0.018355723412241787,-0.028170018951641396,1258.0,-2.3840160000000004
5120,10,1320,3,-43.79305350780487,0.3425835967063904,0.274658203125,144,0.2,0.9938574433326721,-0.02398873120546341,0.018652892,0.0004092704424510632,0.0057065680957748555,-0.023874932376202196,1258.0,-2.3886450000000004
5632,11,1311,4,-43.7646861076355,0.030237197875976562,0.2030029296875,160,0.2,0.9922158122062683,-0.022144975140690804,0.01332478,0.0004092704424510632,0.026716205349657685,-0.022592915716813877,1258.0,-2.3886450000000004
6144,12,1304,4,-43.73716759681702,0.06299126148223877,0.2484130859375,176,0.2,0.9927904605865479,-0.03363052010536194,0.017576452,0.0004092704424510632,0.003025740745215444,-0.02381654575583525,1258.0,-2.3886450000000004
6656,13,1298,5,-43.76582431793213,0.11676132678985596,0.2540283203125,192,0.2,0.9936201572418213,-0.031838759779930115,0.016142767,0.0004092704424510632,0.00471086422476219,-0.027783397352322936,1258.0,-2.3782956000000004
7168,14,1297,5,-43.77135932445526,0.09229761362075806,0.2391357421875,208,0.2,0.993137001991272,-0.020068049430847168,0.016461719,0.0004092704424510632,0.036502513743471354,-0.025182525161653757,1258.0,-2.3782956000000004
7680,15,1296,5,-43.74048614501953,0.5983486175537109,0.3074951171875,224,0.2,0.9921305179595947,-0.0373658761382103,0.03148941,0.0004092704424510632,0.003957055178034352,-0.03169127498404123,1258.0,-2.3755460000000004
8192,16,1292,6,-43.709158539772034,0.1951737403869629,0.23828125,240,0.2,0.9908395409584045,-0.006912410259246826,0.01914461,0.0004092704424510632,0.04018679854925722,-0.022643663229246158,1258.0,-2.3755460000000004
8704,17,1288,6,-43.67723524570465,-0.9984424114227295,0.2337646484375,256,0.2,0.9902793169021606,-0.03610420599579811,0.015232771,0.0004092704424510632,0.004917153510177741,-0.0243615109793609,1258.0,-2.3755460000000004
9216,18,1283,7,-43.65061807632446,0.031684160232543945,0.2587890625,272,0.2,0.98911052942276,-0.02328570745885372,0.025193622,0.0004092704424510632,0.0049900837111636065,-0.02469479010323994,1258.0,-2.3864237142857148
9728,19,1280,7,-43.60032641887665,0.01554417610168457,0.2547607421875,288,0.2,0.9871694445610046,-0.014770999550819397,0.023198431,0.0004092704424510632,0.060027694213204086,-0.02327348331164103,1258.0,-2.3864237142857148
10240,20,1277,8,-43.552831292152405,0.1664554476737976,0.2510986328125,304,0.2,0.9866812825202942,-0.040669843554496765,0.022461958,0.0004092704424510632,0.01259242843661923,-0.026500901833060198,1258.0,-2.3560996249999997
10752,21,1275,8,-43.53335976600647,0.16399556398391724,0.239990234375,320,0.2,0.9852322340011597,-0.016977712512016296,0.015717588,0.0004092704424510632,0.0490769149037078,-0.024529779053409584,1258.0,-2.3560996249999997
11264,22,1272,8,-43.49362015724182,-1.285949468612671,0.2022705078125,336,0.2,0.9849080443382263,-0.02672099880874157,0.014785772,0.0004092704424510632,0.0031038081579026766,-0.02310869855864439,1258.0,-2.3560996249999997
