time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/entropy_loss,train/explained_variance,train/clip_fraction,train/n_updates,train/clip_range,train/std,train/loss,train/approx_kl,train/learning_rate,train/value_loss,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
512,1,3830,0,,,,,,,,,,,,,
1024,2,1813,0,-43.98346424102783,-1.4991908073425293,0.20849609375,16,0.2,0.999735414981842,-0.026342151686549187,0.018392464,0.0004092704424510632,0.22968372935065418,-0.022223630512598902,,
1536,3,1554,0,-43.96327364444733,0.005226552486419678,0.2684326171875,32,0.2,0.9984281063079834,-0.040858104825019836,0.019776959,0.0004092704424510632,0.005486392197781242,-0.0312588713131845,1258.0,-2.335386
2048,4,1458,1,-43.91913652420044,0.0077550411224365234,0.2562255859375,48,0.2,0.9974134564399719,-0.038697000592947006,0.015672721,0.0004092704424510632,0.0015994834247976542,-0.028909559594467282,1258.0,-2.335386
2560,5,1400,1,-43.90879738330841,0.006172120571136475,0.2799072265625,64,0.2,0.9978829026222229,-0.029338793829083443,0.019257162,0.0004092704424510632,0.002880541742342757,-0.02771030570147559,1258.0,-2.2916085
3072,6,1362,2,-43.91747868061066,0.00393986701965332,0.2813720703125,80,0.2,0.9977463483810425,-0.03632381185889244,0.019656546,0.0004092704424510632,0.004306707742216531,-0.02956777912186226,1258.0,-2.2916085
3584,7,1339,2,-43.91903734207153,0.0027652382850646973,0.232421875,96,0.2,0.9983222484588623,-0.01815117709338665,0.015437469,0.0004092704424510632,0.0026892133573710453,-0.024381501745665446,1258.0,-2.2916085
4096,8,1321,3,-43.94316875934601,0.00275498628616333,0.2490234375,112,0.2,0.9990681409835815,-0.036264460533857346,0.016526965,0.0004092704424510632,0.0070571448595728725,-0.024052587410551496,1258.0,-2.3407993333333335
4608,9,1307,3,-43.94891357421875,0.005939662456512451,0.2838134765625,128,0.2,0.9985914826393127,-0.019069869071245193,0.019466156,0.0004092704424510632,0.0075146781164221466,-0.023131290334276855,1258.0,-2.3407993333333335
5120,10,1296,3,-43.94319045543671,0.012250900268554688,0.2584228515625,144,0.2,0.9993076920509338,-0.03149387985467911,0.016868547,0.0004092704424510632,0.006332914519589394,-0.022902553348103538,1258.0,-2.3504825
