time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/entropy_loss,train/explained_variance,train/clip_fraction,train/n_updates,train/clip_range,train/std,train/loss,train/approx_kl,train/learning_rate,train/value_loss,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
512,1,3829,0,,,,,,,,,,,,,
1024,2,1803,0,-43.96519911289215,-1.3246514797210693,0.2384033203125,16,0.2,0.9987168908119202,-0.02866019308567047,0.018446095,0.0004092704424510632,0.19069644829869503,-0.025472157503827475,,
1536,3,1551,0,-43.934632778167725,0.025182068347930908,0.3067626953125,32,0.2,0.9981020092964172,-0.04462635517120361,0.024745312,0.0004092704424510632,0.006952610507141799,-0.032696056296117604,1258.0,-2.364229
2048,4,1445,1,-43.921961426734924,0.0042427778244018555,0.2760009765625,48,0.2,0.9978009462356567,-0.0266445092856884,0.013462465,0.0004092704424510632,0.009831669623963535,-0.024542754370486364,1258.0,-2.364229
2560,5,1389,1,-43.93337798118591,-0.0010488033294677734,0.261962890625,64,0.2,0.9991461634635925,-0.047375574707984924,0.01616554,0.0004092704424510632,0.0021848599608347286,-0.027636518265353516,1258.0,-2.2830185
3072,6,1354,2,-43.96417760848999,-0.001801133155822754,0.3016357421875,80,0.2,0.9989709258079529,-0.029917484149336815,0.024586458,0.0004092704424510632,0.016221205616602674,-0.027863972063641995,1258.0,-2.2830185
3584,7,1324,2,-43.936086773872375,-0.005126953125,0.3336181640625,96,0.2,0.9980628490447998,-0.03951672092080116,0.024354357,0.0004092704424510632,0.002683008184249047,-0.03282408010272775,1258.0,-2.2830185
4096,8,1305,3,-43.894739270210266,-0.00195920467376709,0.2218017578125,112,0.2,0.9962862730026245,-0.022604551166296005,0.0141192805,0.0004092704424510632,0.006796035828301683,-0.022451001437730156,1258.0,-2.2727823333333332
4608,9,1292,3,-43.87625515460968,0.012295722961425781,0.322998046875,128,0.2,0.9974871277809143,-0.023992838338017464,0.02249104,0.0004092704424510632,0.024512015574146062,-0.02805342577630654,1258.0,-2.2727823333333332
5120,10,1281,3,-43.899413108825684,0.06438767910003662,0.298095703125,144,0.2,0.9970755577087402,-0.04638299718499184,0.019404922,0.0004092704424510632,0.004376458389742766,-0.0325923405616777,1258.0,-2.2926905
5632,11,1275,4,-43.84451687335968,0.011142194271087646,0.221435546875,160,0.2,0.9941095113754272,0.001019456423819065,0.01603431,0.0004092704424510632,0.03184848837554455,-0.01791523904830683,1258.0,-2.2926905
6144,12,1265,4,-43.78572130203247,0.007268548011779785,0.279296875,176,0.2,0.9943984746932983,-0.03034849837422371,0.019251492,0.0004092704424510632,0.001690307446551742,-0.02743314966210164,1258.0,-2.2926905
6656,13,1260,5,-43.78831648826599,0.013155519962310791,0.25,192,0.2,0.9932888150215149,-0.04274925962090492,0.01844864,0.0004092704424510632,0.0067740278609562665,-0.027351093565812334,1258.0,-2.2967658
7168,14,1254,5,-43.74498093128204,0.0378115177154541,0.3302001953125,208,0.2,0.9923409819602966,-0.02848174422979355,0.028755162,0.0004092704424510632,0.04072522581554949,-0.029708829300943762,1258.0,-2.2967658
7680,15,1248,6,-43.728291511535645,0.33105748891830444,0.2508544921875,224,0.2,0.9923796057701111,-0.038562603294849396,0.017451998,0.0004092704424510632,0.00452359308837913,-0.02709313979721628,1258.0,-2.2980911666666666
8192,16,1246,6,-43.702290177345276,0.12415403127670288,0.2440185546875,240,0.2,0.989874541759491,-0.022673102095723152,0.017360762,0.0004092704424510632,0.04106165620032698,-0.022712290068739094,1258.0,-2.2980911666666666
8704,17,1244,6,-43.631494760513306,-0.703797459602356,0.2940673828125,256,0.2,0.9889897704124451,-0.04543108865618706,0.019103413,0.0004092704424510632,0.001865468575488194,-0.03304687500349246,1258.0,-2.2980911666666666
9216,18,1241,7,-43.62736177444458,0.048993587493896484,0.2205810546875,272,0.2,0.9891481995582581,-0.030135877430438995,0.017122317,0.0004092704424510632,0.007085684876074083,-0.02241744232014753,1258.0,-2.301809714285714
9728,19,1238,7,-43.657039284706116,0.15401476621627808,0.2578125,288,0.2,0.9909091591835022,-0.023266799747943878,0.021250684,0.0004092704424510632,0.04543805803405121,-0.02481678011827171,1258.0,-2.301809714285714
10240,20,1235,8,-43.71053206920624,0.2692519426345825,0.2000732421875,304,0.2,0.9926281571388245,-0.03087431751191616,0.014504253,0.0004092704424510632,0.006257773857214488,-0.023666164692258462,1258.0,-2.307469
10752,21,1233,8,-43.7240287065506,0.3528556823730469,0.297119140625,320,0.2,0.9909101724624634,-0.01587107591331005,0.020512018,0.0004092704424510632,0.03824964031809941,-0.027175973329576664,1258.0,-2.307469
11264,22,1231,9,-43.68614912033081,-3.538297653198242,0.2733154296875,336,0.2,0.9912223815917969,-0.04128130152821541,0.024993448,0.0004092704424510632,0.0030366062601387966,-0.027662582841003314,1258.0,-2.307469
11776,23,1228,9,-43.698432087898254,0.134773850440979,0.2186279296875,352,0.2,0.9911485314369202,-0.037687890231609344,0.01686459,0.0004092704424510632,0.004540257810731418,-0.022840625890239608,1258.0,-2.3048562222222224
12288,24,1226,10,-43.7028706073761,0.1355443000793457,0.283447265625,368,0.2,0.9919734001159668,-0.02433520369231701,0.02693794,0.0004092704424510632,0.03767357696779072,-0.028147065546363592,1258.0,-2.3048562222222224
12800,25,1225,10,-43.71784484386444,0.20105934143066406,0.2701416015625,384,0.2,0.9917213320732117,-0.0294511541724205,0.019674463,0.0004092704424510632,0.014589046157198027,-0.029596571665024385,1258.0,-2.3090137000000004
13312,26,1224,10,-43.70569550991058,0.5528496503829956,0.28759765625,400,0.2,0.9914616942405701,-0.006265506148338318,0.019523252,0.0004092704424510632,0.04176158457994461,-0.02174566002213396,1258.0,-2.3090137000000004
13824,27,1224,11,-43.705202460289,-10.198210716247559,0.248291015625,416,0.2,0.9920914769172668,-0.0373980849981308,0.021764543,0.0004092704424510632,0.0033629039589868626,-0.027280659327516332,1258.0,-2.3090137000000004
14336,28,1223,11,-43.729464411735535,0.1479029655456543,0.279541015625,432,0.2,0.9927282929420471,-0.0315735787153244,0.02248574,0.0004092704424510632,0.0036453642023843713,-0.027110103954328224,1258.0,-2.3045427272727275
14848,29,1222,12,-43.73893880844116,0.1039922833442688,0.2991943359375,448,0.2,0.9924221634864807,-0.024640366435050964,0.038402032,0.0004092704424510632,0.03385753312613815,-0.023751357512082905,1258.0,-2.3045427272727275
15360,30,1221,12,-43.73366391658783,-0.23447227478027344,0.23291015625,464,0.2,0.9928688406944275,-0.025094347074627876,0.022987064,0.0004092704424510632,0.006069725284760352,-0.01977284424356185,1258.0,-2.300953166666667
15872,31,1221,12,-43.74163365364075,0.32972121238708496,0.2833251953125,480,0.2,0.9928455948829651,-0.010664070025086403,0.026154732,0.0004092704424510632,0.05243330623488873,-0.029243379074614495,1258.0,-2.300953166666667
16384,32,1219,13,-43.73805236816406,-8.707529067993164,0.2445068359375,496,0.2,0.9928534030914307,-0.03886031731963158,0.021388136,0.0004092704424510632,0.003349840953887906,-0.025861324451398104,1258.0,-2.2973446923076923
16896,33,1218,13,-43.72117877006531,0.07598191499710083,0.269775390625,512,0.2,0.9913380742073059,0.001215711236000061,0.021478709,0.0004092704424510632,0.07345908775459975,-0.027968592185061425,1258.0,-2.2973446923076923
17408,34,1218,14,-43.671759366989136,-1.6731207370758057,0.2381591796875,528,0.2,0.9900997877120972,-0.04580926150083542,0.015124476,0.0004092704424510632,0.0021325713823898695,-0.026309985798434354,1258.0,-2.2973446923076923
17920,35,1217,14,-43.6857727766037,0.10089617967605591,0.2535400390625,544,0.2,0.9930182099342346,-0.032761190086603165,0.01630738,0.0004092704424510632,0.0039494298689533025,-0.02700073624146171,1258.0,-2.291882142857143
18432,36,1217,15,-43.76382088661194,0.16771280765533447,0.2095947265625,560,0.2,0.9940133690834045,-0.01906406506896019,0.022322655,0.0004092704424510632,0.06076332938391715,-0.02202770725125447,1258.0,-2.291882142857143
18944,37,1217,15,-43.782801151275635,-0.8387553691864014,0.2611083984375,576,0.2,0.9947411417961121,-0.03002098761498928,0.021193929,0.0004092704424510632,0.0038894353856449015,-0.02454010628571268,1258.0,-2.2866850666666667
19456,38,1217,15,-43.787975430488586,0.31929993629455566,0.2008056640625,592,0.2,0.9940851330757141,0.010835463181138039,0.023422541,0.0004092704424510632,0.08331717702094465,-0.02333996996458154,1258.0,-2.2866850666666667
19968,39,1217,16,-43.78012156486511,-4.592129707336426,0.25439453125,608,0.2,0.9947149157524109,-0.0332997590303421,0.01990455,0.0004092704424510632,0.002996186045493232,-0.026427012235217262,1258.0,-2.2866850666666667
20480,40,1217,16,-43.79492950439453,0.028245925903320312,0.263671875,624,0.2,0.9947556257247925,-0.04099595919251442,0.025391176,0.0004092704424510632,0.007311140798265114,-0.024705736694158986,1258.0,-2.297491375
20992,41,1217,17,-43.77713108062744,0.06473016738891602,0.2415771484375,640,0.2,0.993846595287323,-0.007644377648830414,0.020775573,0.0004092704424510632,0.08972660591825843,-0.0192835969501175,1258.0,-2.297491375
21504,42,1217,17,-43.7626211643219,0.0054547786712646484,0.267822265625,656,0.2,0.9939501881599426,-0.027946092188358307,0.021878798,0.0004092704424510632,0.010944430832751095,-0.027692962627043016,1258.0,-2.2998392352941175
22016,43,1216,18,-43.771979570388794,0.2255750298500061,0.1761474609375,672,0.2,0.994259774684906,0.009496491402387619,0.019445017,0.0004092704424510632,0.10036967718042433,-0.01916532176255714,1258.0,-2.2998392352941175
22528,44,1215,18,-43.780590653419495,-3.440889358520508,0.3021240234375,688,0.2,0.9947380423545837,-0.050957243889570236,0.02656538,0.0004092704424510632,0.0026346935374021996,-0.03425238768977579,1258.0,-2.2998392352941175
23040,45,1216,18,-43.8034542798996,0.0991981029510498,0.3028564453125,704,0.2,0.9955175518989563,-0.051088739186525345,0.030242452,0.0004092704424510632,0.004397081043862272,-0.031467949913349,1258.0,-2.3102183888888885
23552,46,1216,19,-43.82417690753937,0.1240052580833435,0.229736328125,720,0.2,0.9959470629692078,-0.0005797334015369415,0.023353225,0.0004092704424510632,0.10182762460317463,-0.027561295064515434,1258.0,-2.3102183888888885
