time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/entropy_loss,train/explained_variance,train/clip_fraction,train/n_updates,train/clip_range,train/std,train/loss,train/approx_kl,train/learning_rate,train/value_loss,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
512,1,3930,0,,,,,,,,,,,,,
1024,2,1865,0,-44.00060033798218,-0.5854640007019043,0.2257080078125,16,0.2,1.0007296800613403,-0.03575241565704346,0.016185228,0.0004092704424510632,0.07480934304840048,-0.025453711568843573,,
1536,3,1593,0,-43.99901902675629,0.041168808937072754,0.21728515625,32,0.2,0.9999322295188904,-0.02227748930454254,0.015720565,0.0004092704424510632,0.004662664134229999,-0.022897472023032606,1258.0,-2.272743
2048,4,1488,1,-43.93501615524292,0.007547974586486816,0.273193359375,48,0.2,0.9965018630027771,-0.039050884544849396,0.019920407,0.0004092704424510632,0.004329029979999177,-0.03025529914884828,1258.0,-2.272743
2560,5,1431,1,-43.84580051898956,-0.004238128662109375,0.240478515625,64,0.2,0.9952637553215027,-0.03869054466485977,0.017605,0.0004092704424510632,0.002453609304211568,-0.028928180050570518,1258.0,-2.345599
3072,6,1393,2,-43.845345973968506,-0.02043592929840088,0.259521484375,80,0.2,0.9958862662315369,-0.02566797472536564,0.019481419,0.0004092704424510632,0.009012627735501155,-0.023309530239203013,1258.0,-2.345599
3584,7,1369,2,-43.856844782829285,0.01789867877960205,0.286376953125,96,0.2,0.9958683848381042,-0.03663330152630806,0.021489384,0.0004092704424510632,0.0022673364110232797,-0.027834796608658507,1258.0,-2.345599
4096,8,1350,3,-43.85907709598541,0.020818233489990234,0.2481689453125,112,0.2,0.996475338935852,-0.03192680701613426,0.015057541,0.0004092704424510632,0.0070631447597406805,-0.030580042162910104,1258.0,-2.3214806666666665
4608,9,1334,3,-43.84051954746246,0.0181429386138916,0.2615966796875,128,0.2,0.993863582611084,-0.03691954165697098,0.01750448,0.0004092704424510632,0.014598979410948232,-0.028717493929434568,1258.0,-2.3214806666666665
5120,10,1324,3,-43.77309715747833,0.16702640056610107,0.2806396484375,144,0.2,0.9934901595115662,-0.046247243881225586,0.024896516,0.0004092704424510632,0.004232958272041287,-0.03029114344099071,1258.0,-2.2983895
5632,11,1307,4,-43.77207803726196,0.024297714233398438,0.2239990234375,160,0.2,0.9929174780845642,-0.014836220070719719,0.013608385,0.0004092704424510632,0.019969474989920855,-0.021448242070619017,1258.0,-2.2983895
6144,12,1300,4,-43.73969757556915,0.0200081467628479,0.23388671875,176,0.2,0.9917023777961731,-0.02707304246723652,0.017903954,0.0004092704424510632,0.0028774530001101084,-0.02228321149596013,1258.0,-2.2983895
6656,13,1294,5,-43.71642315387726,0.18102842569351196,0.3343505859375,192,0.2,0.9916423559188843,-0.03035053052008152,0.031949274,0.0004092704424510632,0.0047476076579187065,-0.030954244983149692,1258.0,-2.2800681999999997
7168,14,1289,5,-43.717543840408325,0.09358316659927368,0.275390625,208,0.2,0.9915029406547546,-0.020871851593255997,0.023081057,0.0004092704424510632,0.029411995667032897,-0.02688740100711584,1258.0,-2.2800681999999997
7680,15,1285,5,-43.70703172683716,0.6054123640060425,0.2557373046875,224,0.2,0.9911444783210754,-0.03551565855741501,0.021578569,0.0004092704424510632,0.004116168598557124,-0.02743496793846134,1258.0,-2.2851804999999996
8192,16,1281,6,-43.70017409324646,0.20114123821258545,0.2530517578125,240,0.2,0.9910759925842285,-0.020402437075972557,0.021438826,0.0004092704424510632,0.029613294813316315,-0.02430231029575225,1258.0,-2.2851804999999996
8704,17,1277,6,-43.693429350852966,-1.296926736831665,0.267822265625,256,0.2,0.9906126856803894,-0.04300149902701378,0.021369131,0.0004092704424510632,0.002430969254419324,-0.029766013409243897,1258.0,-2.2851804999999996
9216,18,1274,7,-43.67303133010864,0.13778746128082275,0.2607421875,272,0.2,0.9898804426193237,-0.04189200699329376,0.023195034,0.0004092704424510632,0.0035713453326025046,-0.026719133864389732,1258.0,-2.2513204285714283
9728,19,1271,7,-43.648146867752075,0.15510034561157227,0.275146484375,288,0.2,0.9890688061714172,-0.023133642971515656,0.023008227,0.0004092704424510632,0.037679285276681185,-0.028889361827168614,1258.0,-2.2513204285714283
10240,20,1268,8,-43.62791168689728,-0.43915367126464844,0.2457275390625,304,0.2,0.9885444641113281,-0.026712676510214806,0.026930083,0.0004092704424510632,0.004699031647760421,-0.024322737677721307,1258.0,-2.23710875
10752,21,1265,8,-43.58771550655365,0.27233582735061646,0.2608642578125,320,0.2,0.9863244295120239,-0.02171284332871437,0.017805504,0.0004092704424510632,0.04661552305333316,-0.024766288814134896,1258.0,-2.23710875
