train/n_updates,time/episodes,train/learning_rate,rollout/ep_rew_mean,train/actor_loss,train/ent_coef,rollout/ep_len_mean,train/critic_loss,time/time_elapsed,time/fps,train/ent_coef_loss,time/total_timesteps
4931,4,0.0008459126528049375,-3.97989175,-123.63996887207031,0.01753341406583786,1258.0,0.6971566677093506,136,36,-173.65969848632812,5032
9963,8,0.0008459126528049375,-2.93772975,-132.15182495117188,0.0011558602564036846,1258.0,1.8764688968658447,293,34,-39.34239959716797,10064
14995,12,0.0008459126528049375,-2.4754385,-135.58583068847656,0.0014194787945598364,1258.0,1.0213416814804077,459,32,-56.37273025512695,15096
20027,16,0.0008459126528049375,-2.2444033125,-137.58035278320312,0.0010400520404800773,1258.0,1.5625331401824951,641,31,-68.76783752441406,20128
