train/ent_coef_loss,train/learning_rate,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/critic_loss,train/actor_loss,time/episodes,train/n_updates
-176.07179260253906,0.0008459126528049375,1258.0,5032,0.017174284905195236,180,-4.996745499999999,27,4.860470771789551,-122.931640625,4,4931
-27.431724548339844,0.0008459126528049375,1258.0,10064,0.0010194669011980295,350,-4.086926875,28,5.748204231262207,-128.1827392578125,8,9963
-2.296422004699707,0.0008459126528049375,1258.0,15096,0.0008760914788581431,506,-3.307055083333333,29,7.357002258300781,-130.44615173339844,12,14995
-39.179195404052734,0.0008459126528049375,1258.0,20128,0.0015373296337202191,695,-2.8960303124999998,28,14.72698974609375,-116.01475524902344,16,20027
-15.373296737670898,0.0008459126528049375,1258.0,25160,0.0010863714851439,4,-2.6339137999999993,33,2.703312397003174,-113.31675720214844,20,25059
-38.4189567565918,0.0008459126528049375,1258.0,30192,0.0005235092248767614,157,-2.4817883750000003,33,4.245763778686523,-108.83060455322266,24,30091
-50.92443084716797,0.0008459126528049375,1258.0,35224,0.0008005604613572359,313,-2.360748071428571,32,2.5155558586120605,-97.1207046508789,28,35123
-41.39308166503906,0.0008459126528049375,1258.0,40256,0.0006155643495731056,486,-2.2662196875,31,7.553211212158203,-76.922119140625,32,40155
-70.55718994140625,0.0008459126528049375,1258.0,45288,0.00044364359928295016,676,-2.202145777777778,29,6.867701053619385,-75.13667297363281,36,45187
55.27320861816406,0.0008459126528049375,1258.0,50320,0.0010486526880413294,12,-2.136860575,26,4.010491371154785,-64.14842224121094,40,50219
-26.638011932373047,0.0008459126528049375,1258.0,55352,0.0020384264644235373,181,-2.0962670000000005,29,13.501849174499512,-50.34453201293945,44,55251
-49.863059997558594,0.0008459126528049375,1258.0,60384,0.0012655031168833375,356,-2.065794208333333,29,38.89139175415039,-43.72731018066406,48,60283
7.331801414489746,0.0008459126528049375,1258.0,65416,0.002030934439972043,508,-2.020125096153846,30,48.31706237792969,-33.60082244873047,52,65315
29.651870727539062,0.0008459126528049375,1258.0,70448,0.0012454395182430744,659,-1.9902934107142858,30,7.482821464538574,-35.38833236694336,56,70347
-42.80569076538086,0.0008459126528049375,1258.0,75480,0.002761252922937274,14,-1.9863323500000003,32,52.844970703125,-16.28453826904297,60,75379
-58.86703872680664,0.0008459126528049375,1258.0,80512,0.0032108791638165712,181,-1.964784015625,30,27.491310119628906,-15.104762077331543,64,80411
