time/episodes,train/critic_loss,rollout/ep_rew_mean,train/ent_coef,rollout/ep_len_mean,train/n_updates,time/total_timesteps,time/time_elapsed,train/learning_rate,train/ent_coef_loss,time/fps,train/actor_loss
4,2.0665392875671387,-4.36583475,0.019452692940831184,1223.0,4791,4892,196,0.0008459126528049375,-168.00570678710938,24,-121.3912124633789
8,0.5810383558273315,-3.3427565,0.0011541161220520735,1223.0,9683,9784,416,0.0008459126528049375,-1.1284959316253662,23,-127.64319610595703
12,0.3900165557861328,-2.644478166666667,0.0012192477006465197,1223.0,14575,14676,633,0.0008459126528049375,24.482194900512695,23,-133.1305694580078
16,66.6460952758789,-2.3332758125,0.0013320368016138673,1223.0,19467,19568,851,0.0008459126528049375,-2.6677865982055664,22,-135.5937042236328
20,1.4367626905441284,-2.2250444,0.0007970850565470755,1223.0,24359,24460,1066,0.0008459126528049375,23.3087158203125,22,-138.6653289794922
24,3.371532917022705,-2.0994007916666666,0.0005254729767329991,1223.0,29251,29352,187,0.0008459126528049375,-12.684738159179688,23,-143.9788818359375
28,1.4218640327453613,-1.9921002857142855,0.0008598148124292493,1223.0,34143,34244,412,0.0008459126528049375,-5.997764587402344,22,-143.06875610351562
32,71.50215911865234,-1.8905309375,0.0007492618169635534,1223.0,39035,39136,629,0.0008459126528049375,-48.99501037597656,22,-146.680419921875
36,2.252990484237671,-1.8416242499999997,0.0005566073814406991,1223.0,43927,44028,848,0.0008459126528049375,-47.98388671875,22,-151.16204833984375
40,4.106594085693359,-1.7899634250000003,0.0007977447821758687,1223.0,48819,48920,1064,0.0008459126528049375,40.50531005859375,22,-153.15208435058594
44,11.962442398071289,-1.7447829318181818,0.0015615748707205057,1223.0,53711,53812,166,0.0008459126528049375,-33.090145111083984,22,-153.18960571289062
48,2.0930871963500977,-1.7273833541666666,0.0010297080734744668,1223.0,58603,58704,397,0.0008459126528049375,-17.402233123779297,21,-156.7718048095703
52,3.7229347229003906,-1.7184998076923075,0.0015254584141075611,1223.0,63495,63596,613,0.0008459126528049375,-14.709162712097168,22,-158.4861602783203
56,2.1050901412963867,-1.7005502142857143,0.001341784605756402,1223.0,68387,68488,835,0.0008459126528049375,87.53838348388672,22,-160.81863403320312
60,2.651442050933838,-1.6907449666666667,0.000695454771630466,1223.0,73279,73380,1058,0.0008459126528049375,-44.90460205078125,22,-162.88333129882812
64,88.02647399902344,-1.672377953125,0.0011945773148909211,1223.0,78171,78272,162,0.0008459126528049375,-29.19489860534668,20,-164.68118286132812
68,6.4989824295043945,-1.653285676470588,0.0011641522869467735,1223.0,83063,83164,412,0.0008459126528049375,48.119293212890625,19,-167.3885955810547
72,4.713644027709961,-1.6343752777777776,0.0017979384865611792,1223.0,87955,88056,663,0.0008459126528049375,-10.462139129638672,19,-168.2113037109375
76,4.1715312004089355,-1.621284986842105,0.001344800228253007,1223.0,92847,92948,914,0.0008459126528049375,47.47794723510742,19,-171.1581268310547
