time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/loss,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/value_loss,train/clip_range,train/learning_rate,train/approx_kl,train/std,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean
4096,512,1,0,,,,,,,,,,,,,
2388,1024,2,0,-0.03534987196326256,-43.993303179740906,-1.2797541618347168,-0.033522777797770686,16,0.10303995034337277,0.2,0.0004092704424510632,0.018994754,1.000443935394287,0.2559814453125,,
2109,1536,3,0,-0.03022834099829197,-43.98087751865387,0.015176773071289062,-0.02674074290553108,32,0.002148694373317994,0.2,0.0004092704424510632,0.01590772,0.9989609122276306,0.2391357421875,1258.0,-2.061456
1989,2048,4,1,-0.03440296649932861,-43.91399145126343,0.008130967617034912,-0.031233702422468923,48,0.007976294626132585,0.2,0.0004092704424510632,0.023431215,0.9962916374206543,0.2979736328125,1258.0,-2.061456
1914,2560,5,1,-0.04740387201309204,-43.87475872039795,0.02052253484725952,-0.03019487063284032,64,0.002183648553909734,0.2,0.0004092704424510632,0.018118605,0.9974324107170105,0.314453125,1258.0,-2.0585240000000002
1871,3072,6,1,-0.030622785910964012,-43.91122305393219,0.013736367225646973,-0.02676069052540697,80,0.012750467867590487,0.2,0.0004092704424510632,0.01685343,0.9977375268936157,0.2750244140625,1258.0,-2.0585240000000002
1848,3584,7,1,-0.034310225397348404,-43.89186358451843,-0.04430127143859863,-0.027252780681010336,96,0.001420859412974096,0.2,0.0004092704424510632,0.017343111,0.9962637424468994,0.267333984375,1258.0,-2.0585240000000002
1825,4096,8,2,-0.02560068666934967,-43.84770321846008,0.04057955741882324,-0.021765869780210778,112,0.004432181201991625,0.2,0.0004092704424510632,0.016588248,0.9953014254570007,0.2177734375,1258.0,-2.1032253333333335
1809,4608,9,2,-0.035989392548799515,-43.83721041679382,0.005572795867919922,-0.028806574089685455,128,0.01973826505127363,0.2,0.0004092704424510632,0.016866237,0.9955198168754578,0.2677001953125,1258.0,-2.1032253333333335
1799,5120,10,2,-0.04078644514083862,-43.83375144004822,0.024149060249328613,-0.028210978707647882,144,0.0021485159631993156,0.2,0.0004092704424510632,0.023428772,0.9948923587799072,0.29150390625,1258.0,-2.1590782500000003
1788,5632,11,3,-0.02683550864458084,-43.79334056377411,0.007026731967926025,-0.02422803864465095,160,0.030955600028391927,0.2,0.0004092704424510632,0.017386377,0.9929211139678955,0.2332763671875,1258.0,-2.1590782500000003
1782,6144,12,3,-0.0307907797396183,-43.74947464466095,0.09227907657623291,-0.023982832979527302,176,0.0012334784833001322,0.2,0.0004092704424510632,0.014570836,0.9927642941474915,0.2220458984375,1258.0,-2.1590782500000003
1779,6656,13,3,-0.042531125247478485,-43.72309160232544,0.06964665651321411,-0.02669570824946277,192,0.004237789333274122,0.2,0.0004092704424510632,0.018079039,0.9906737208366394,0.2431640625,1258.0,-2.1777216000000004
1774,7168,14,4,-0.023907333612442017,-43.66052997112274,0.02026510238647461,-0.025224311670172028,208,0.033096525294240564,0.2,0.0004092704424510632,0.0147493845,0.9893946647644043,0.209716796875,1258.0,-2.1777216000000004
1773,7680,15,4,-0.018119048327207565,-43.61639130115509,-0.14022111892700195,-0.029611428384669125,224,0.002043549066002015,0.2,0.0004092704424510632,0.020348676,0.9876911044120789,0.2894287109375,1258.0,-2.151498166666667
1771,8192,16,4,0.000985870137810707,-43.57327330112457,0.15043246746063232,-0.026137297856621444,240,0.03608947159955278,0.2,0.0004092704424510632,0.022342745,0.9868464469909668,0.2554931640625,1258.0,-2.151498166666667
1770,8704,17,4,-0.038921523839235306,-43.59636354446411,-0.21741604804992676,-0.02066409622784704,256,0.001633132946153637,0.2,0.0004092704424510632,0.017111441,0.9897028207778931,0.1939697265625,1258.0,-2.151498166666667
1773,9216,18,5,-0.04418686777353287,-43.675987005233765,0.41302043199539185,-0.031551807827781886,272,0.0036983823447371833,0.2,0.0004092704424510632,0.019960754,0.9909396767616272,0.2535400390625,1258.0,-2.1419284285714286
1772,9728,19,5,-0.020924320444464684,-43.66245079040527,0.24963074922561646,-0.023428096421412192,288,0.032340954698156565,0.2,0.0004092704424510632,0.023434816,0.9892207384109497,0.24658203125,1258.0,-2.1419284285714286
1775,10240,20,5,-0.028933022171258926,-43.61986780166626,-0.41044843196868896,-0.02224536876019556,304,0.0026794196346600074,0.2,0.0004092704424510632,0.016237777,0.9887844324111938,0.1827392578125,1258.0,-2.1454950000000004
1779,10752,21,6,-0.02859526313841343,-43.596903800964355,0.19654512405395508,-0.024784976863884367,320,0.02781834255438298,0.2,0.0004092704424510632,0.015177062,0.9873086214065552,0.203369140625,1258.0,-2.1454950000000004
1781,11264,22,6,-0.023129254579544067,-43.55701470375061,-2.381565570831299,-0.020724841684568673,336,0.0022003972590027843,0.2,0.0004092704424510632,0.015276146,0.9865363836288452,0.2099609375,1258.0,-2.1454950000000004
1783,11776,23,6,-0.05033968389034271,-43.520511507987976,0.4133238196372986,-0.03171005318290554,352,0.00349084163462976,0.2,0.0004092704424510632,0.017460722,0.9846087098121643,0.275390625,1258.0,-2.1282524444444446
1787,12288,24,6,-0.033711519092321396,-43.446810603141785,0.4157101511955261,-0.029135648655937985,368,0.027270882157608867,0.2,0.0004092704424510632,0.029857446,0.9823582172393799,0.289794921875,1258.0,-2.1282524444444446
1789,12800,25,7,-0.04357177019119263,-43.39543902873993,-5.136341094970703,-0.023190412641270086,384,0.004692300488386536,0.2,0.0004092704424510632,0.018088624,0.9814363121986389,0.19921875,1258.0,-2.1148697000000003
1791,13312,26,7,-0.013096800073981285,-43.39422559738159,0.2778705954551697,-0.030002244900970254,400,0.03955395013326779,0.2,0.0004092704424510632,0.030081505,0.9819884896278381,0.2451171875,1258.0,-2.1148697000000003
1793,13824,27,7,-0.033119503408670425,-43.39016556739807,-1.099165916442871,-0.02385200560092926,416,0.0024713510247238446,0.2,0.0004092704424510632,0.0127334,0.9809479117393494,0.2054443359375,1258.0,-2.1148697000000003
1795,14336,28,7,-0.02563432790338993,-43.34316301345825,0.42843490839004517,-0.023815417429432273,432,0.003375992841029074,0.2,0.0004092704424510632,0.014926898,0.9792247414588928,0.1866455078125,1258.0,-2.106644181818182
1797,14848,29,8,-0.017385665327310562,-43.284265995025635,0.21480423212051392,-0.025555873944540508,448,0.030381555145140737,0.2,0.0004092704424510632,0.04298562,0.9773916602134705,0.303955078125,1258.0,-2.106644181818182
1798,15360,30,8,-0.024833347648382187,-43.229116797447205,-2.7673840522766113,-0.02349587346543558,464,0.0028311164714978077,0.2,0.0004092704424510632,0.017108668,0.9750502705574036,0.23193359375,1258.0,-2.0974202500000003
1799,15872,31,8,-0.01055583730340004,-43.16571569442749,0.12865793704986572,-0.023821449896786362,480,0.06719964288640767,0.2,0.0004092704424510632,0.023521796,0.9740520715713501,0.2186279296875,1258.0,-2.0974202500000003
1799,16384,32,9,-0.0425090417265892,-43.1608692407608,-0.6761271953582764,-0.029119320010067895,496,0.005965302822005469,0.2,0.0004092704424510632,0.026298024,0.9748131036758423,0.2459716796875,1258.0,-2.094687
1800,16896,33,9,-0.009356562048196793,-43.174155712127686,0.2919034957885742,-0.02221694096806459,512,0.07205720420461148,0.2,0.0004092704424510632,0.020192485,0.9743952751159668,0.204345703125,1258.0,-2.094687
1800,17408,34,9,-0.025073084980249405,-43.16218817234039,-1.3064460754394531,-0.01965899059723597,528,0.009195612074108794,0.2,0.0004092704424510632,0.01392983,0.97486811876297,0.1519775390625,1258.0,-2.094687
