time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/loss,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/value_loss,train/clip_range,train/learning_rate,train/approx_kl,train/std,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean
4068,512,1,0,,,,,,,,,,,,,
2193,1024,2,0,-0.039939384907484055,-43.984593629837036,-0.27426278591156006,-0.03247122903121635,16,0.07147015204463969,0.2,0.0004092704424510632,0.016535033,1.0002098083496094,0.2579345703125,,
1905,1536,3,0,-0.040780287235975266,-44.02819609642029,0.010800421237945557,-0.031847943289903924,32,0.002520098896638956,0.2,0.0004092704424510632,0.018713556,1.0026886463165283,0.281982421875,1258.0,-2.027466
1801,2048,4,1,-0.039388321340084076,-44.04356646537781,-0.0021294355392456055,-0.029593529092380777,48,0.00448961111396784,0.2,0.0004092704424510632,0.020635568,1.0002588033676147,0.3055419921875,1258.0,-2.027466
1737,2560,5,1,-0.040275927633047104,-43.966434597969055,0.018202245235443115,-0.030971929227234796,64,0.0020388296579767484,0.2,0.0004092704424510632,0.022007503,0.9988586902618408,0.2960205078125,1258.0,-2.035281
1705,3072,6,1,-0.029359744861721992,-43.936038851737976,0.01643192768096924,-0.025935935525922105,80,0.008573926781537011,0.2,0.0004092704424510632,0.01795365,0.9979265928268433,0.270263671875,1258.0,-2.035281
1685,3584,7,2,-0.029701147228479385,-43.91750681400299,0.0007586479187011719,-0.02591650330577977,96,0.0011977476460742764,0.2,0.0004092704424510632,0.014266044,0.9979382753372192,0.210693359375,1258.0,-2.035281
1670,4096,8,2,-0.03873024880886078,-43.93288838863373,0.03185296058654785,-0.03147704996808898,112,0.0037500920225284062,0.2,0.0004092704424510632,0.024358038,0.9987832307815552,0.31591796875,1258.0,-2.034981
1657,4608,9,2,-0.042197685688734055,-43.91046226024628,0.006925106048583984,-0.028519021041574888,128,0.014043779985513538,0.2,0.0004092704424510632,0.017683718,0.9958571791648865,0.2489013671875,1258.0,-2.034981
1631,5120,10,3,-0.025682592764496803,-43.82084834575653,0.003917872905731201,-0.02360576506180223,144,0.0019302718228573212,0.2,0.0004092704424510632,0.016103003,0.9943060874938965,0.245849609375,1258.0,-2.091593
1624,5632,11,3,-0.02732182666659355,-43.79649078845978,0.010900795459747314,-0.02787470734620001,160,0.02303009940078482,0.2,0.0004092704424510632,0.024224725,0.9939192533493042,0.2742919921875,1258.0,-2.091593
1618,6144,12,3,-0.047838810831308365,-43.79807698726654,0.008057892322540283,-0.033189235953614116,176,0.0014703759043186437,0.2,0.0004092704424510632,0.017791783,0.9948782324790955,0.2686767578125,1258.0,-2.091593
1612,6656,13,4,-0.04148722440004349,-43.83032727241516,0.08562153577804565,-0.02387900096073281,192,0.005217107849603053,0.2,0.0004092704424510632,0.019023899,0.9955024123191833,0.252685546875,1258.0,-2.0851026
1608,7168,14,4,-0.02691357396543026,-43.83394944667816,0.027211487293243408,-0.0269444445730187,208,0.02645530179142952,0.2,0.0004092704424510632,0.020047737,0.9951508045196533,0.2744140625,1258.0,-2.0851026
