time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/loss,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/value_loss,train/clip_range,train/learning_rate,train/approx_kl,train/std,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean
3754,512,1,0,,,,,,,,,,,,,
2151,1024,2,0,-0.036425698548555374,-43.985252380371094,-1.756894826889038,-0.026320788689190522,16,0.17379753661589348,0.2,0.0004092704424510632,0.010605471,0.9997681379318237,0.181884765625,,
1838,1536,3,0,-0.03528672084212303,-43.990798234939575,-0.0625300407409668,-0.023127594438847154,32,0.002770238021184923,0.2,0.0004092704424510632,0.014939509,1.00081467628479,0.23388671875,1258.0,-2.174668
1742,2048,4,1,-0.032852526754140854,-44.00896167755127,0.010234653949737549,-0.026321683704736643,48,0.012560851318994537,0.2,0.0004092704424510632,0.020675983,1.0003448724746704,0.2999267578125,1258.0,-2.174668
1692,2560,5,1,-0.0316920280456543,-43.98597037792206,-0.023113727569580078,-0.02056493645068258,64,0.002242862159619108,0.2,0.0004092704424510632,0.01829857,0.9998971819877625,0.2359619140625,1258.0,-2.0972185000000003
1666,3072,6,1,-0.028259649872779846,-43.9834645986557,0.024309098720550537,-0.02747596232802607,80,0.018473865871783346,0.2,0.0004092704424510632,0.01621768,0.9998881220817566,0.259521484375,1258.0,-2.0972185000000003
1648,3584,7,2,-0.05424511060118675,-43.97077512741089,0.014795541763305664,-0.028497018982307054,96,0.0016667829859216,0.2,0.0004092704424510632,0.01516656,0.9991115927696228,0.2432861328125,1258.0,-2.0972185000000003
1636,4096,8,2,-0.034637171775102615,-43.96722984313965,0.05595231056213379,-0.028949590167030692,112,0.003569647957192501,0.2,0.0004092704424510632,0.018359013,1.0001922845840454,0.2745361328125,1258.0,-2.1059193333333335
1626,4608,9,2,-0.029934607446193695,-44.02680194377899,0.041816532611846924,-0.029487240419257432,128,0.024727433396037668,0.2,0.0004092704424510632,0.025664005,1.0026837587356567,0.3214111328125,1258.0,-2.1059193333333335
1616,5120,10,3,-0.039657022804021835,-44.05403113365173,-0.598419189453125,-0.02374138595769182,144,0.0025496945199847687,0.2,0.0004092704424510632,0.015074862,1.0011162757873535,0.2408447265625,1258.0,-2.10642425
1608,5632,11,3,-0.0008274810388684273,-43.973928451538086,0.13557767868041992,-0.018682911933865398,160,0.027457544230856,0.2,0.0004092704424510632,0.015340589,0.9983400106430054,0.23046875,1258.0,-2.10642425
1600,6144,12,3,-0.03262707218527794,-43.91577219963074,-0.7157770395278931,-0.02537339215632528,176,0.003053484244446736,0.2,0.0004092704424510632,0.014759042,0.9979218244552612,0.2166748046875,1258.0,-2.10642425
