time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/loss,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/value_loss,train/clip_range,train/learning_rate,train/approx_kl,train/std,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean
4259,512,1,0,,,,,,,,,,,,,
2574,1024,2,0,-0.021002337336540222,-43.989654183387756,-2.2382824420928955,-0.02193296459154226,16,0.10209672575001605,0.2,0.0004092704424510632,0.011492657,1.000177264213562,0.1912841796875,,
2259,1536,3,0,-0.026371505111455917,-43.98259150981903,-0.056409239768981934,-0.02665979509765748,32,0.0023507570622314233,0.2,0.0004092704424510632,0.02224501,0.9994637370109558,0.2840576171875,1258.0,-2.192179
2136,2048,4,0,-0.032673757523298264,-43.95554053783417,0.019095301628112793,-0.02746197476517409,48,0.0059687519242288545,0.2,0.0004092704424510632,0.018695012,0.998556911945343,0.257080078125,1258.0,-2.192179
2074,2560,5,1,-0.04492305964231491,-43.94665217399597,0.006513655185699463,-0.030315811396576464,64,0.0026927079416054767,0.2,0.0004092704424510632,0.020067226,0.9993612766265869,0.32421875,1258.0,-2.18185
2036,3072,6,1,-0.017136577516794205,-43.94335985183716,0.035771191120147705,-0.020432814839296043,80,0.013071061723167077,0.2,0.0004092704424510632,0.014170034,0.997525691986084,0.2357177734375,1258.0,-2.18185
2005,3584,7,1,-0.03171055391430855,-43.89132034778595,-0.02813100814819336,-0.029857600820832886,96,0.0011645663016679464,0.2,0.0004092704424510632,0.01792723,0.9969194531440735,0.26513671875,1258.0,-2.18185
1986,4096,8,2,-0.025589775294065475,-43.88829016685486,0.09087258577346802,-0.02431293662812095,112,0.003924106989870779,0.2,0.0004092704424510632,0.01956892,0.9970054030418396,0.2763671875,1258.0,-2.1599793333333333
1969,4608,9,2,-0.039183132350444794,-43.87617290019989,0.016225695610046387,-0.029194587317761034,128,0.01865934525267221,0.2,0.0004092704424510632,0.016856339,0.9958390593528748,0.28369140625,1258.0,-2.1599793333333333
1960,5120,10,2,-0.02765454165637493,-43.84076178073883,-0.03500699996948242,-0.020402943628141657,144,0.00264939319822588,0.2,0.0004092704424510632,0.014334453,0.9952530264854431,0.2003173828125,1258.0,-2.18594425
1955,5632,11,2,-0.035071082413196564,-43.82135546207428,0.037292420864105225,-0.030958210649259854,160,0.02584702428430319,0.2,0.0004092704424510632,0.028621519,0.9941967725753784,0.3046875,1258.0,-2.18594425
1949,6144,12,3,-0.02921093814074993,-43.7784366607666,-0.4072786569595337,-0.018466056033503264,176,0.0019039730477743433,0.2,0.0004092704424510632,0.01472375,0.9929608106613159,0.214599609375,1258.0,-2.18594425
1943,6656,13,3,-0.0356459841132164,-43.763659954071045,0.18832916021347046,-0.02720791545289103,192,0.004766212878166698,0.2,0.0004092704424510632,0.020275395,0.9934628009796143,0.2913818359375,1258.0,-2.1705784
1936,7168,14,3,-0.032056644558906555,-43.765408992767334,0.12565147876739502,-0.030556222642189823,208,0.028078477829694748,0.2,0.0004092704424510632,0.021571323,0.992370069026947,0.27490234375,1258.0,-2.1705784
1933,7680,15,3,-0.051755018532276154,-43.737996101379395,-0.810206413269043,-0.03301906943670474,224,0.01132147174939746,0.2,0.0004092704424510632,0.017100492,0.9925939440727234,0.2579345703125,1258.0,-2.152014166666667
1931,8192,16,4,-0.006737884134054184,-43.77752125263214,0.003942310810089111,-0.024493491822795477,240,0.06580254004802555,0.2,0.0004092704424510632,0.015632527,0.994651198387146,0.2513427734375,1258.0,-2.152014166666667
1927,8704,17,4,-0.032487902790308,-43.79442548751831,-0.0733785629272461,-0.022543152910657227,256,0.0010898954260483151,0.2,0.0004092704424510632,0.0147352135,0.9928789734840393,0.2408447265625,1258.0,-2.152014166666667
1926,9216,18,4,-0.0454372875392437,-43.723798990249634,0.05265772342681885,-0.027651094322209246,272,0.004330616218794603,0.2,0.0004092704424510632,0.019105831,0.9908280968666077,0.261962890625,1258.0,-2.1217534285714286
1926,9728,19,5,0.0037026945501565933,-43.665738105773926,0.035001516342163086,-0.023346723668510094,288,0.0590088099706918,0.2,0.0004092704424510632,0.019151827,0.9893099665641785,0.2552490234375,1258.0,-2.1217534285714286
1924,10240,20,5,-0.03434521332383156,-43.61359238624573,-0.33591675758361816,-0.029726443928666413,304,0.002699064905755222,0.2,0.0004092704424510632,0.022961035,0.9872359037399292,0.30712890625,1258.0,-2.117124125
1923,10752,21,5,-0.032644785940647125,-43.57231163978577,0.14149224758148193,-0.030729070480447263,320,0.0519031286239624,0.2,0.0004092704424510632,0.02062967,0.9872359037399292,0.2791748046875,1258.0,-2.117124125
1923,11264,22,5,-0.012246883474290371,-43.56239175796509,-2.623316526412964,-0.021287421957822517,336,0.006302026584307896,0.2,0.0004092704424510632,0.014498567,0.9860745072364807,0.1934814453125,1258.0,-2.117124125
1923,11776,23,6,-0.035554368048906326,-43.51837861537933,0.09944266080856323,-0.02423956964048557,352,0.005407341799582355,0.2,0.0004092704424510632,0.015880965,0.9849115014076233,0.2191162109375,1258.0,-2.1321320000000004
1923,12288,24,6,-0.026841141283512115,-43.470394253730774,0.12121665477752686,-0.022667211305815727,368,0.054931222228333354,0.2,0.0004092704424510632,0.02525109,0.9830076694488525,0.2813720703125,1258.0,-2.1321320000000004
1926,12800,25,6,-0.039098117500543594,-43.434544920921326,-3.253263473510742,-0.026639328425517306,384,0.00449844909235253,0.2,0.0004092704424510632,0.014345827,0.9834951758384705,0.229736328125,1258.0,-2.1251099
1928,13312,26,6,-0.01637820154428482,-43.463889598846436,0.05929267406463623,-0.027730528876418248,400,0.06296005530748516,0.2,0.0004092704424510632,0.025272094,0.984290361404419,0.2730712890625,1258.0,-2.1251099
1930,13824,27,7,-0.028892848640680313,-43.483327984809875,-3.8367109298706055,-0.016958885578787886,416,0.0026214910540147685,0.2,0.0004092704424510632,0.01245462,0.9848858714103699,0.1658935546875,1258.0,-2.1251099
1931,14336,28,7,-0.040818728506565094,-43.51953828334808,0.5092803239822388,-0.027589990189881064,432,0.004022751476441044,0.2,0.0004092704424510632,0.016651807,0.9870509505271912,0.2091064453125,1258.0,-2.121782
1932,14848,29,7,-0.012106481939554214,-43.56731379032135,0.26352357864379883,-0.02458028848923277,448,0.03558646753663197,0.2,0.0004092704424510632,0.036642052,0.9873823523521423,0.294189453125,1258.0,-2.121782
1932,15360,30,7,-0.043769028037786484,-43.56127119064331,-3.9262843132019043,-0.02329420772730373,464,0.007464227091986686,0.2,0.0004092704424510632,0.01766092,0.9869186282157898,0.2008056640625,1258.0,-2.12116175
1933,15872,31,8,-0.017233338207006454,-43.54313361644745,0.04645448923110962,-0.02793344671954401,480,0.07453799352515489,0.2,0.0004092704424510632,0.02237193,0.9860929846763611,0.289794921875,1258.0,-2.12116175
1934,16384,32,8,-0.02433394454419613,-43.509698033332825,-1.4090378284454346,-0.016292124390020035,496,0.0058756398866535164,0.2,0.0004092704424510632,0.012100831,0.9849202632904053,0.14404296875,1258.0,-2.133482846153846
1934,16896,33,8,-0.015349995344877243,-43.492876410484314,0.04755270481109619,-0.02599670631752815,512,0.09637884877156466,0.2,0.0004092704424510632,0.021899866,0.9855880737304688,0.250732421875,1258.0,-2.133482846153846
1934,17408,34,8,-0.020251089707016945,-43.48729598522186,-1.9929742813110352,-0.023317860905081034,528,0.00795122877752874,0.2,0.0004092704424510632,0.0178933,0.9839019179344177,0.21826171875,1258.0,-2.133482846153846
1928,17920,35,9,-0.0350918211042881,-43.42939257621765,-0.04221487045288086,-0.02304518601158634,544,0.002600060764962109,0.2,0.0004092704424510632,0.017289149,0.9826200604438782,0.2421875,1258.0,-2.1260859285714284
1922,18432,36,9,0.010420389473438263,-43.410250544548035,0.026141345500946045,-0.031048769000335597,560,0.14863934717141092,0.2,0.0004092704424510632,0.023560727,0.9821469187736511,0.2938232421875,1258.0,-2.1260859285714284
1918,18944,37,9,-0.042667608708143234,-43.416112184524536,-1.4640331268310547,-0.022858271608129144,576,0.010581349692074582,0.2,0.0004092704424510632,0.0138448905,0.9838750958442688,0.169921875,1258.0,-2.1360215333333334
1914,19456,38,10,0.00964675284922123,-43.44735264778137,0.07526159286499023,-0.028460187779273838,592,0.1491093838121742,0.2,0.0004092704424510632,0.025238762,0.982822060585022,0.2506103515625,1258.0,-2.1360215333333334
1909,19968,39,10,-0.02718277834355831,-43.39139270782471,-3.0250601768493652,-0.02647714308113791,608,0.009119814545556437,0.2,0.0004092704424510632,0.023814883,0.981356680393219,0.25439453125,1258.0,-2.1360215333333334
1904,20480,40,10,-0.02906523272395134,-43.35595107078552,0.1327407956123352,-0.02592523668135982,624,0.003770706000068458,0.2,0.0004092704424510632,0.015191952,0.9803016185760498,0.2298583984375,1258.0,-2.12670825
1898,20992,41,11,0.004821557551622391,-43.32968354225159,0.10385388135910034,-0.028977698617381975,640,0.15744442003779113,0.2,0.0004092704424510632,0.027224382,0.9797994494438171,0.2608642578125,1258.0,-2.12670825
1894,21504,42,11,-0.022166786715388298,-43.31938064098358,-7.400884628295898,-0.02397028806444723,656,0.0048824339792190585,0.2,0.0004092704424510632,0.017017841,0.9795898795127869,0.202392578125,1258.0,-2.130016529411765
1889,22016,43,11,0.00425846129655838,-43.30857849121094,0.11844247579574585,-0.024838111887220293,672,0.17677679960615933,0.2,0.0004092704424510632,0.029043864,0.9792205691337585,0.2291259765625,1258.0,-2.130016529411765
1885,22528,44,11,-0.04319802671670914,-43.29436802864075,-6.92617130279541,-0.025868166296277195,688,0.007893082103691995,0.2,0.0004092704424510632,0.015417448,0.978143572807312,0.2440185546875,1258.0,-2.130016529411765
1882,23040,45,12,-0.03807716816663742,-43.26030623912811,0.13702189922332764,-0.02343661492341198,704,0.005898260926187504,0.2,0.0004092704424510632,0.01272223,0.977544367313385,0.1767578125,1258.0,-2.1413085
1879,23552,46,12,0.01598852127790451,-43.254167556762695,0.18983781337738037,-0.02536094086826779,720,0.22687633172608912,0.2,0.0004092704424510632,0.022595301,0.9773575067520142,0.2554931640625,1258.0,-2.1413085
1877,24064,47,12,-0.020921573042869568,-43.221272349357605,-6.553686141967773,-0.024728080359636806,736,0.007537584773672279,0.2,0.0004092704424510632,0.014258664,0.9753758311271667,0.1986083984375,1258.0,-2.1352488421052636
1876,24576,48,13,0.006387524306774139,-43.17108428478241,0.1550370454788208,-0.024654930573888123,752,0.18727131560444832,0.2,0.0004092704424510632,0.022715472,0.9749076962471008,0.19970703125,1258.0,-2.1352488421052636
1875,25088,49,13,-0.03452629968523979,-43.14021110534668,-9.740002632141113,-0.025011683246702887,768,0.0043121100152347935,0.2,0.0004092704424510632,0.019756034,0.9728282690048218,0.23388671875,1258.0,-2.1352488421052636
1874,25600,50,13,-0.030329208821058273,-43.05029892921448,0.12151521444320679,-0.029326186544494703,784,0.004973574235918932,0.2,0.0004092704424510632,0.016621597,0.9696832895278931,0.260986328125,1258.0,-2.1300269500000004
1874,26112,51,13,0.020400261506438255,-42.97349786758423,0.11217427253723145,-0.015923672806820832,800,0.20072021964006126,0.2,0.0004092704424510632,0.013480116,0.9686878323554993,0.1072998046875,1258.0,-2.1300269500000004
1871,26624,52,14,-0.029605960473418236,-42.9688081741333,-8.616486549377441,-0.024326398444827646,816,0.00604642579855863,0.2,0.0004092704424510632,0.012959657,0.9693478941917419,0.2244873046875,1258.0,-2.118152238095238
1870,27136,53,14,0.030409075319767,-42.98237490653992,0.058763086795806885,-0.02919058316911105,832,0.23616745392791927,0.2,0.0004092704424510632,0.024411166,0.9689074158668518,0.227294921875,1258.0,-2.118152238095238
1870,27648,54,14,-0.05081914737820625,-42.987022161483765,-9.203267097473145,-0.03025385836372152,848,0.007216585974674672,0.2,0.0004092704424510632,0.015009768,0.9706230163574219,0.2418212890625,1258.0,-2.118152238095238
1871,28160,55,15,-0.03529130667448044,-43.03914439678192,0.29715675115585327,-0.027144158229930326,864,0.00508859346882673,0.2,0.0004092704424510632,0.01657639,0.9715331196784973,0.251708984375,1258.0,-2.1210568636363636
1873,28672,56,15,-0.007921010255813599,-43.046462297439575,0.19517076015472412,-0.02238985087024048,880,0.1175454412586987,0.2,0.0004092704424510632,0.027467642,0.9711112976074219,0.184814453125,1258.0,-2.1210568636363636
1874,29184,57,15,-0.030139297246932983,-43.03661620616913,-5.299436092376709,-0.02311989350710064,896,0.007323781006562058,0.2,0.0004092704424510632,0.015799753,0.9713791012763977,0.1962890625,1258.0,-2.1170254782608695
1875,29696,58,15,0.05038714408874512,-43.03625774383545,0.08470505475997925,-0.014119276485871524,912,0.28251548716798425,0.2,0.0004092704424510632,0.0143364,0.9703800082206726,0.1121826171875,1258.0,-2.1170254782608695
1875,30208,59,16,-0.0331261120736599,-42.99483680725098,-2.646599769592285,-0.023420262397849,928,0.005562594291404821,0.2,0.0004092704424510632,0.01229975,0.9697524309158325,0.2159423828125,1258.0,-2.1155508333333333
1875,30720,60,16,0.025270160287618637,-42.987260937690735,0.2659831643104553,-0.024072248488664627,944,0.2112328193616122,0.2,0.0004092704424510632,0.019381505,0.9692380428314209,0.1544189453125,1258.0,-2.1155508333333333
1876,31232,61,16,-0.04278036579489708,-42.985557317733765,-0.94754958152771,-0.030918148579075933,960,0.010712625895394012,0.2,0.0004092704424510632,0.019625928,0.9707821011543274,0.2803955078125,1258.0,-2.1155508333333333
1876,31744,62,16,-0.022604364901781082,-43.02707087993622,0.036971986293792725,-0.018147997237974778,976,0.0022886990336701274,0.2,0.0004092704424510632,0.013436078,0.9706407189369202,0.1868896484375,1258.0,-2.1087929599999997
1876,32256,63,17,0.034716393798589706,-43.00590431690216,0.12219655513763428,-0.019981376477517188,992,0.2851342475041747,0.2,0.0004092704424510632,0.01548574,0.9700787663459778,0.1236572265625,1258.0,-2.1087929599999997
1876,32768,64,17,-0.036792974919080734,-42.989078879356384,-7.56707763671875,-0.02613371236657258,1008,0.0154837220616173,0.2,0.0004092704424510632,0.016700607,0.9692599773406982,0.22509765625,1258.0,-2.1098463076923077
1876,33280,65,17,0.04781631380319595,-42.95221745967865,0.0699416995048523,-0.014321532216854393,1024,0.3405134077183902,0.2,0.0004092704424510632,0.012662443,0.9681112170219421,0.091552734375,1258.0,-2.1098463076923077
1876,33792,66,18,-0.04637680947780609,-42.936307072639465,-9.274348258972168,-0.028871563976281323,1040,0.005377900735766161,0.2,0.0004092704424510632,0.023110686,0.9683238863945007,0.2757568359375,1258.0,-2.1098463076923077
1876,34304,67,18,-0.023578094318509102,-42.920026779174805,0.03912520408630371,-0.02652668784139678,1056,0.004458451570826583,0.2,0.0004092704424510632,0.02012081,0.9666635990142822,0.260009765625,1258.0,-2.1055407407407407
1876,34816,68,18,0.04521231725811958,-42.868486404418945,0.06003659963607788,-0.021349634538637474,1072,0.42288378276862204,0.2,0.0004092704424510632,0.01724245,0.9660043120384216,0.112548828125,1258.0,-2.1055407407407407
1876,35328,69,18,-0.027921685948967934,-42.843345284461975,-9.30080509185791,-0.025141222824458964,1088,0.014053521532332525,0.2,0.0004092704424510632,0.018376764,0.9644775986671448,0.262939453125,1258.0,-2.1088085357142856
1875,35840,70,19,0.1032160073518753,-42.804288148880005,0.06688714027404785,-0.017421189608285204,1104,0.48746961168944836,0.2,0.0004092704424510632,0.015493333,0.9642107486724854,0.109130859375,1258.0,-2.1088085357142856
1875,36352,71,19,-0.03776666149497032,-42.76543629169464,-10.862353324890137,-0.026978456204233225,1120,0.012494938426243607,0.2,0.0004092704424510632,0.024851121,0.9608777165412903,0.2467041015625,1258.0,-2.1088085357142856
1874,36864,72,19,-0.036921098828315735,-42.65289485454559,0.08815300464630127,-0.02945378504227847,1136,0.005492395539477002,0.2,0.0004092704424510632,0.020164046,0.958645761013031,0.275390625,1258.0,-2.1117141379310347
1874,37376,73,19,0.02466951683163643,-42.61605203151703,0.09584563970565796,-0.01669501767901238,1152,0.3804844014812261,0.2,0.0004092704424510632,0.013297241,0.9580950140953064,0.0819091796875,1258.0,-2.1117141379310347
1873,37888,74,20,-0.04213094338774681,-42.61091232299805,-14.295104026794434,-0.02523075172211975,1168,0.008075244462816045,0.2,0.0004092704424510632,0.0168387,0.9586878418922424,0.2435302734375,1258.0,-2.1157068
1870,38400,75,20,0.08345863968133926,-42.63688349723816,0.06340539455413818,-0.013287360721733421,1184,0.5995126534253359,0.2,0.0004092704424510632,0.013317535,0.9590660929679871,0.0980224609375,1258.0,-2.1157068
1868,38912,76,20,-0.026452213525772095,-42.62266731262207,-2.1888294219970703,-0.023286241237656213,1200,0.008101178740616888,0.2,0.0004092704424510632,0.019550817,0.9578007459640503,0.2374267578125,1258.0,-2.1157068
1868,39424,77,21,-0.029034949839115143,-42.5795042514801,0.1547309160232544,-0.028896807343699038,1216,0.006216145193320699,0.2,0.0004092704424510632,0.017065972,0.9566948413848877,0.2838134765625,1258.0,-2.114739
1867,39936,78,21,0.061207354068756104,-42.55825626850128,0.24316853284835815,-0.013334573377505876,1232,0.3535193596035242,0.2,0.0004092704424510632,0.013362154,0.9565483927726746,0.0772705078125,1258.0,-2.114739
