time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/loss,train/policy_gradient_loss,train/explained_variance,train/std,train/value_loss,train/entropy_loss,train/clip_range,train/clip_fraction,train/approx_kl,train/n_updates,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,4066,512,,,,,,,,,,,,,
0,2,1869,1024,-0.03237017244100571,-0.02972842432791367,0.30125105381011963,0.9996444582939148,0.11404495172610041,-43.97914528846741,0.2,0.2548828125,0.012428209,16,0.0004092704424510632,,
0,3,1601,1536,-0.04175106808543205,-0.027547659643460065,-0.09865355491638184,1.0000230073928833,0.005038192575739231,-43.97967278957367,0.2,0.2652587890625,0.019731846,32,0.0004092704424510632,-2.593939,1257.0
1,4,1489,2048,-0.05071212351322174,-0.039978422195417807,-0.009321451187133789,0.9978660941123962,0.015099264797754586,-43.960612654685974,0.2,0.3382568359375,0.02573314,48,0.0004092704424510632,-2.593939,1257.0
1,5,1431,2560,-0.030661871656775475,-0.022824613683042116,-0.002207040786743164,0.9950354099273682,0.004213667816657107,-43.87423622608185,0.2,0.24365234375,0.016775511,64,0.0004092704424510632,-2.672618,1257.0
2,6,1396,3072,-0.025951677933335304,-0.02933266424224712,0.007326066493988037,0.9922410845756531,0.024785013811197132,-43.788156151771545,0.2,0.3348388671875,0.020853788,80,0.0004092704424510632,-2.672618,1257.0
2,7,1372,3584,-0.035258300602436066,-0.027710154390661046,0.05589109659194946,0.9891869425773621,0.0024533252508263104,-43.695464849472046,0.2,0.259521484375,0.0181023,96,0.0004092704424510632,-2.672618,1257.0
3,8,1355,4096,-0.040497127920389175,-0.03151721382164396,-0.03402602672576904,0.9874929785728455,0.004384264873806387,-43.61817920207977,0.2,0.2784423828125,0.020576932,112,0.0004092704424510632,-2.6377756666666667,1257.0
3,9,1342,4608,-0.027394922450184822,-0.026871533365920186,0.006026804447174072,0.9882878065109253,0.03486540063749999,-43.598504185676575,0.2,0.318115234375,0.020217428,128,0.0004092704424510632,-2.6377756666666667,1257.0
3,10,1334,5120,-0.029478583484888077,-0.026352241344284266,-0.007631182670593262,0.986769437789917,0.004258288499841001,-43.5985472202301,0.2,0.25341796875,0.016653093,144,0.0004092704424510632,-2.61571225,1257.0
4,11,1325,5632,-0.008173514157533646,-0.027245927733019926,0.015353560447692871,0.9874622821807861,0.04605728620663285,-43.56732428073883,0.2,0.3116455078125,0.022301212,160,0.0004092704424510632,-2.61571225,1257.0
4,12,1318,6144,-0.04723725840449333,-0.027512049287906848,-0.44269394874572754,0.986427903175354,0.0033428359383833595,-43.57764518260956,0.2,0.255615234375,0.017466519,176,0.0004092704424510632,-2.61571225,1257.0
5,13,1314,6656,-0.02850264683365822,-0.027247200414421968,-0.01994645595550537,0.9852280616760254,0.0026155874620599207,-43.53489351272583,0.2,0.28369140625,0.017453648,192,0.0004092704424510632,-2.6183758,1257.0
