time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/loss,train/policy_gradient_loss,train/explained_variance,train/std,train/value_loss,train/entropy_loss,train/clip_range,train/clip_fraction,train/approx_kl,train/n_updates,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,4032,512,,,,,,,,,,,,,
0,2,1824,1024,-0.04953073710203171,-0.03647465509129688,-0.5010668039321899,0.9994872808456421,0.16591002998757176,-43.97779881954193,0.2,0.2760009765625,0.016005538,16,0.0004092704424510632,,
0,3,1573,1536,-0.029536673799157143,-0.03138442846830003,-0.010367035865783691,0.9998921155929565,0.004266008254489861,-43.97373867034912,0.2,0.2767333984375,0.018611062,32,0.0004092704424510632,-2.478977,1257.0
1,4,1468,2048,-0.025286845862865448,-0.024406724434811622,-0.006439208984375,1.0004570484161377,0.011404848482925445,-43.988287925720215,0.2,0.2440185546875,0.015487345,48,0.0004092704424510632,-2.478977,1257.0
1,5,1410,2560,-0.03137319162487984,-0.024813842348521575,-0.0001404285430908203,1.000300407409668,0.0030340722878463566,-43.999226808547974,0.2,0.2469482421875,0.018734012,64,0.0004092704424510632,-2.544368,1257.0
2,6,1372,3072,-0.03813113644719124,-0.028007149958284572,0.023834943771362305,1.0004303455352783,0.0030199125831131823,-43.99369478225708,0.2,0.2816162109375,0.016632099,80,0.0004092704424510632,-2.544368,1257.0
2,7,1348,3584,-0.039112210273742676,-0.0344091244332958,0.0015897154808044434,0.998801589012146,0.002681886457139626,-43.973389983177185,0.2,0.2982177734375,0.017896263,96,0.0004092704424510632,-2.544368,1257.0
3,8,1331,4096,-0.03138134628534317,-0.023658891150262207,0.011612772941589355,0.9983870983123779,0.0035431180440355092,-43.93473017215729,0.2,0.2489013671875,0.015276271,112,0.0004092704424510632,-2.5772413333333333,1257.0
3,9,1316,4608,-0.032729584723711014,-0.028599908371688798,0.0005137324333190918,0.9975025057792664,0.004595203106873669,-43.91922879219055,0.2,0.3074951171875,0.021686029,128,0.0004092704424510632,-2.5772413333333333,1257.0
3,10,1303,5120,-0.03352198004722595,-0.025639190338551998,0.006253957748413086,0.9967747330665588,0.004380254365969449,-43.891642332077026,0.2,0.2469482421875,0.014104845,144,0.0004092704424510632,-2.5507615,1257.0
4,11,1293,5632,-0.040310993790626526,-0.027036528306780383,0.0003275275230407715,0.9946063160896301,0.007985317148268223,-43.85261011123657,0.2,0.27685546875,0.02034472,160,0.0004092704424510632,-2.5507615,1257.0
4,12,1286,6144,-0.03234274312853813,-0.027686414308845997,0.004566013813018799,0.9938589930534363,0.0032778240711195394,-43.79824662208557,0.2,0.26513671875,0.01770803,176,0.0004092704424510632,-2.5507615,1257.0
5,13,1280,6656,-0.03779565542936325,-0.029091083531966433,0.0218428373336792,0.9939129948616028,0.002380271143920254,-43.788572907447815,0.2,0.265869140625,0.016790427,192,0.0004092704424510632,-2.5750046,1257.0
5,14,1275,7168,-0.029039893299341202,-0.024613873392809182,0.002194702625274658,0.9928207993507385,0.014970802410971373,-43.77486968040466,0.2,0.26416015625,0.018369466,208,0.0004092704424510632,-2.5750046,1257.0
6,15,1268,7680,-0.03866995871067047,-0.029187752428697422,0.0038434267044067383,0.9924664497375488,0.004096390854101628,-43.74863004684448,0.2,0.2596435546875,0.015916772,224,0.0004092704424510632,-2.558639166666667,1257.0
6,16,1264,8192,-0.030822284519672394,-0.033286414545727894,0.003428041934967041,0.9901824593544006,0.02450259478064254,-43.710933804512024,0.2,0.3172607421875,0.024899244,240,0.0004092704424510632,-2.558639166666667,1257.0
