train/ent_coef,time/fps,train/critic_loss,train/n_updates,train/ent_coef_loss,rollout/ep_rew_mean,train/learning_rate,time/time_elapsed,time/episodes,rollout/ep_len_mean,train/actor_loss,time/total_timesteps
0.019489850848913193,65,1.1085736751556396,4791,-141.03016662597656,-4.70439475,0.0008459126528049375,74,4,1223.0,-124.1551513671875,4892
0.0012052010279148817,64,35.50993347167969,9683,-48.52122497558594,-3.6903108749999998,0.0008459126528049375,150,8,1223.0,-129.78033447265625,9784
0.0009593253489583731,64,3.990267515182495,14575,-49.39986038208008,-2.970882583333333,0.0008459126528049375,228,12,1223.0,-127.01958465576172,14676
0.0010686321184039116,64,7.371934413909912,19467,-14.912527084350586,-2.571642875,0.0008459126528049375,304,16,1223.0,-114.48917388916016,19568
0.0008231091196648777,64,4.6184844970703125,24359,12.194770812988281,-2.3231611000000005,0.0008459126528049375,380,20,1223.0,-114.64995574951172,24460
0.0006566455122083426,63,3.066837787628174,29251,19.087421417236328,-2.173423875,0.0008459126528049375,68,24,1223.0,-109.50608825683594,29352
0.00045642475015483797,63,3.8584256172180176,34143,37.47457504272461,-2.0838978214285717,0.0008459126528049375,146,28,1223.0,-108.61891174316406,34244
0.0009936841670423746,63,4.063292503356934,39035,-68.62581634521484,-2.026929625,0.0008459126528049375,222,32,1223.0,-95.58956909179688,39136
0.0003584095975384116,63,2.773380994796753,43927,65.91020202636719,-1.9628321944444447,0.0008459126528049375,299,36,1223.0,-89.64546203613281,44028
0.00035972712794318795,63,2.826866865158081,48819,-79.26396179199219,-1.9070108000000001,0.0008459126528049375,374,40,1223.0,-88.20280456542969,48920
0.0016836709110066295,63,18.47611427307129,53711,18.91520881652832,-1.862007590909091,0.0008459126528049375,60,44,1223.0,-63.75732421875,53812
0.0009719743975438178,63,6.847723007202148,58603,27.71941566467285,-1.8358256874999999,0.0008459126528049375,136,48,1223.0,-57.31859588623047,58704
0.0010541490046307445,63,5.178034782409668,63495,-11.380202293395996,-1.8078890384615383,0.0008459126528049375,212,52,1223.0,-54.46699905395508,63596
0.0009374069632031024,64,5.183302879333496,68387,55.204044342041016,-1.7734055178571428,0.0008459126528049375,288,56,1223.0,-37.36674499511719,68488
0.001195277669467032,64,6.5042572021484375,73279,-20.031471252441406,-1.7495531,0.0008459126528049375,365,60,1223.0,-33.88877868652344,73380
0.0005131023935973644,62,20.870634078979492,78171,7.73585319519043,-1.7277914375,0.0008459126528049375,52,64,1223.0,-29.209447860717773,78272
0.001104595954529941,61,17.009849548339844,83063,-13.07485580444336,-1.7173277647058824,0.0008459126528049375,132,68,1223.0,-16.8136043548584,83164
0.0008651794050820172,61,7.501714706420898,87955,13.742143630981445,-1.6974138472222222,0.0008459126528049375,211,72,1223.0,-8.677691459655762,88056
0.000605474750045687,61,8.185680389404297,92847,-46.86994934082031,-1.6726317894736842,0.0008459126528049375,291,76,1223.0,2.465128183364868,92948
0.0016392592806369066,61,38.83502960205078,97739,3.1638858318328857,-1.6531996249999998,0.0008459126528049375,372,80,1223.0,20.213144302368164,97840
