train/ent_coef,time/fps,train/critic_loss,train/n_updates,train/ent_coef_loss,rollout/ep_rew_mean,train/learning_rate,time/time_elapsed,time/episodes,rollout/ep_len_mean,train/actor_loss,time/total_timesteps
0.019036835059523582,71,46.172210693359375,4791,-188.0994415283203,-4.6105487499999995,0.0008459126528049375,68,4,1223.0,-120.48184204101562,4892
0.0017196746775880456,70,7.436365127563477,9683,-36.426361083984375,-3.6891225,0.0008459126528049375,139,8,1223.0,-124.0310287475586,9784
0.001775638316757977,69,6.81550931930542,14575,30.69281005859375,-3.0057235833333333,0.0008459126528049375,209,12,1223.0,-114.60963439941406,14676
0.0009780098916962743,69,4.615339756011963,19467,-5.615292549133301,-2.676307875,0.0008459126528049375,280,16,1223.0,-115.68637084960938,19568
0.0005701048066839576,69,1.4198663234710693,24359,53.70344543457031,-2.4548065,0.0008459126528049375,350,20,1223.0,-114.7000732421875,24460
0.0008520865230821073,68,3.6954636573791504,29251,-2.7868833541870117,-2.3010609583333332,0.0008459126528049375,63,24,1223.0,-100.88124084472656,29352
0.0003373463114257902,68,1.9546703100204468,34143,56.18052673339844,-2.2101556785714283,0.0008459126528049375,134,28,1223.0,-96.58135986328125,34244
0.0006819062400609255,69,1.913947582244873,39035,-70.78813934326172,-2.10158771875,0.0008459126528049375,204,32,1223.0,-93.25413513183594,39136
0.00035865066456608474,69,4.103609085083008,43927,-16.302610397338867,-2.0207766666666664,0.0008459126528049375,274,36,1223.0,-94.1849136352539,44028
0.0010083242086693645,69,5.80748176574707,48819,-60.731407165527344,-1.9461241999999999,0.0008459126528049375,345,40,1223.0,-68.65100860595703,48920
0.0010782318422570825,69,6.0181050300598145,53711,-10.220666885375977,-1.910283795454545,0.0008459126528049375,55,44,1223.0,-54.283042907714844,53812
0.0004167510778643191,69,4.133955478668213,58603,-37.073490142822266,-1.8836560208333333,0.0008459126528049375,124,48,1223.0,-43.43124771118164,58704
0.0007141342503018677,69,2.001098871231079,63495,40.78627014160156,-1.850861269230769,0.0008459126528049375,194,52,1223.0,-42.861698150634766,63596
0.00038161693373695016,69,0.8983191251754761,68387,-6.945138931274414,-1.8119602499999998,0.0008459126528049375,264,56,1223.0,-42.24374771118164,68488
0.0003700910310726613,69,0.5058496594429016,73279,11.152544021606445,-1.7861962166666665,0.0008459126528049375,334,60,1223.0,-40.64225769042969,73380
0.0002501679991837591,67,0.4587470293045044,78171,-33.072166442871094,-1.7609214375,0.0008459126528049375,48,64,1223.0,-36.66265869140625,78272
0.00026856031036004424,65,1.2558817863464355,83063,-55.52349090576172,-1.7378804411764703,0.0008459126528049375,123,68,1223.0,-34.964027404785156,83164
0.00043821288272738457,65,0.45859915018081665,87955,-115.79398345947266,-1.7098685,0.0008459126528049375,199,72,1223.0,-33.342376708984375,88056
0.0005021479446440935,65,1.9583107233047485,92847,-46.7620849609375,-1.6927840657894737,0.0008459126528049375,273,76,1223.0,-30.087886810302734,92948
0.0005985491443425417,65,2.0160117149353027,97739,-33.67733383178711,-1.6746797,0.0008459126528049375,346,80,1223.0,-21.477460861206055,97840
