train/critic_loss,train/learning_rate,train/ent_coef_loss,time/fps,time/total_timesteps,train/ent_coef,rollout/ep_len_mean,train/n_updates,train/actor_loss,time/time_elapsed,time/episodes,rollout/ep_rew_mean
1.8229641914367676,0.0008459126528049375,-172.9442901611328,72,5032,0.01745772361755371,1258.0,4931,-122.63874816894531,69,4,-4.37067075
4.787022113800049,0.0008459126528049375,-66.46710205078125,72,10064,0.0011583348968997598,1258.0,9963,-122.17906188964844,139,8,-3.3401810000000003
3.587718963623047,0.0008459126528049375,0.40064287185668945,71,15096,0.0010357705177739263,1258.0,14995,-102.66800689697266,209,12,-2.7210672500000004
2.152733087539673,0.0008459126528049375,-73.32062530517578,71,20128,0.0011644009500741959,1258.0,20027,-91.84542083740234,280,16,-2.42757125
1.9088613986968994,0.0008459126528049375,12.220130920410156,69,25160,0.0005250972462818027,1258.0,25059,-86.7994613647461,2,20,-2.2614055
2.3412442207336426,0.0008459126528049375,67.41329193115234,68,30192,0.00044791781692765653,1258.0,30091,-78.97254943847656,75,24,-2.1288323333333334
1.9616831541061401,0.0008459126528049375,32.6640510559082,68,35224,0.0005339528433978558,1258.0,35123,-72.19862365722656,148,28,-2.04624325
2.0956733226776123,0.0008459126528049375,5.92166805267334,68,40256,0.000338467099936679,1258.0,40155,-69.4041976928711,223,32,-1.97153528125
0.39366501569747925,0.0008459126528049375,74.1208267211914,67,45288,0.00021095710690133274,1258.0,45187,-65.68731689453125,298,36,-1.916542777777778
1.3327786922454834,0.0008459126528049375,58.64846420288086,68,50320,0.0002222978655481711,1258.0,50219,-66.78533935546875,4,40,-1.87119
0.4544178247451782,0.0008459126528049375,12.795397758483887,68,55352,0.00023374885495286435,1258.0,55251,-62.8654899597168,78,44,-1.8362579545454545
0.6248600482940674,0.0008459126528049375,-94.26473999023438,68,60384,0.00028194606420584023,1258.0,60283,-60.916194915771484,152,48,-1.8183728958333332
7.991849899291992,0.0008459126528049375,33.07731246948242,67,65416,0.0004758169234264642,1258.0,65315,-62.04728317260742,227,52,-1.7947470769230771
0.480942040681839,0.0008459126528049375,-9.561788558959961,67,70448,0.00028322156867943704,1258.0,70347,-60.72834777832031,301,56,-1.7784254107142858
0.694697380065918,0.0008459126528049375,-80.12391662597656,65,75480,0.0002471421903464943,1258.0,75379,-57.69171142578125,7,60,-1.7716784166666668
3.723667860031128,0.0008459126528049375,-143.68577575683594,64,80512,0.00024901641882024705,1258.0,80411,-44.49009704589844,84,64,-1.778613890625
0.6165440678596497,0.0008459126528049375,25.04496192932129,64,85544,0.00025243611889891326,1258.0,85443,-45.83220672607422,163,68,-1.7609204264705882
