train/critic_loss,time/time_elapsed,train/n_updates,train/actor_loss,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef_loss,time/fps,train/ent_coef,train/learning_rate,time/episodes,rollout/ep_len_mean
1.2146646976470947,147,4791,-123.05474853515625,-4.28582325,4892,-157.0921630859375,33,0.01921098679304123,0.0008459126528049375,4,1223.0
2.5624752044677734,298,9683,-128.6875457763672,-3.3919515000000002,9784,-38.74390411376953,32,0.0010543751996010542,0.0008459126528049375,8,1223.0
94.27250671386719,449,14575,-131.76156616210938,-2.66604275,14676,-23.445980072021484,32,0.0010132089955732226,0.0008459126528049375,12,1223.0
46.0954475402832,624,19467,-135.04122924804688,-2.347740625,19568,48.320308685302734,31,0.0008030061726458371,0.0008459126528049375,16,1223.0
40.17573928833008,806,24359,-137.3136749267578,-2.1457172000000004,24460,7.183238983154297,30,0.0012064832262694836,0.0008459126528049375,20,1223.0
31.584625244140625,135,29251,-128.8090362548828,-1.9684952083333334,29352,48.589332580566406,32,0.0026411141734570265,0.0008459126528049375,24,1223.0
9.352590560913086,287,34143,-103.3302001953125,-1.8958696428571427,34244,34.71303939819336,32,0.0018272370798513293,0.0008459126528049375,28,1223.0
4.484380722045898,472,39035,-90.65267944335938,-1.81414971875,39136,-63.48032760620117,29,0.0008874132763594389,0.0008459126528049375,32,1223.0
5.893143177032471,640,43927,-85.92501068115234,-1.7302940277777779,44028,3.481407403945923,29,0.0006771508487872779,0.0008459126528049375,36,1223.0
25.655292510986328,792,48819,-74.47972106933594,-1.680817975,48920,51.26201629638672,30,0.0013282021973282099,0.0008459126528049375,40,1223.0
51.57963562011719,119,53711,-58.072513580322266,-1.6680404999999998,53812,110.69377136230469,31,0.0008073885692283511,0.0008459126528049375,44,1223.0
0.8366016149520874,295,58603,-58.522430419921875,-1.6211298333333335,58704,29.914220809936523,29,0.000498943671118468,0.0008459126528049375,48,1223.0
4.611684799194336,453,63495,-55.24760437011719,-1.5908283461538464,63596,-36.4691162109375,29,0.00029621474095620215,0.0008459126528049375,52,1223.0
0.650503933429718,613,68387,-55.018333435058594,-1.5551401071428572,68488,-24.41045570373535,30,0.00017093410133384168,0.0008459126528049375,56,1223.0
1.0050411224365234,787,73279,-53.16651916503906,-1.5229738833333333,73380,-28.44116973876953,29,0.0006135102012194693,0.0008459126528049375,60,1223.0
0.5530925393104553,128,78171,-49.538658142089844,-1.5179295,78272,4.390330791473389,25,0.00047450370038859546,0.0008459126528049375,64,1223.0
0.710493803024292,309,83063,-33.130409240722656,-1.5119522352941175,83164,-5.943000793457031,26,0.0005041738622821867,0.0008459126528049375,68,1223.0
5.004527568817139,491,87955,-27.601924896240234,-1.4914946805555556,88056,22.441490173339844,26,0.0013980369549244642,0.0008459126528049375,72,1223.0
21.050838470458984,674,92847,-24.749113082885742,-1.4851863684210527,92948,-19.781648635864258,26,0.0007110574515536427,0.0008459126528049375,76,1223.0
3.4836254119873047,871,97739,-19.94924545288086,-1.4693835124999999,97840,8.644797325134277,26,0.0007730182842351496,0.0008459126528049375,80,1223.0
