train/critic_loss,time/time_elapsed,train/n_updates,train/actor_loss,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef_loss,time/fps,train/ent_coef,train/learning_rate,time/episodes,rollout/ep_len_mean
2.314821720123291,193,4791,-123.08072662353516,-4.1980682499999995,4892,-159.07009887695312,25,0.019329577684402466,0.0008459126528049375,4,1223.0
50.07828140258789,376,9683,-129.2796630859375,-3.1742602499999997,9784,-26.028905868530273,25,0.0012575266882777214,0.0008459126528049375,8,1223.0
50.173484802246094,570,14575,-134.15200805664062,-2.5173749166666664,14676,24.817092895507812,25,0.0008750836132094264,0.0008459126528049375,12,1223.0
3.4936017990112305,772,19467,-138.70022583007812,-2.1650648125,19568,-16.149593353271484,25,0.0010579604422673583,0.0008459126528049375,16,1223.0
5.459978103637695,961,24359,-142.08984375,-1.9948995500000002,24460,14.23178768157959,25,0.0005252599949017167,0.0008459126528049375,20,1223.0
9.33660888671875,154,29251,-142.69314575195312,-1.8960287083333334,29352,35.697898864746094,28,0.0008604759350419044,0.0008459126528049375,24,1223.0
56.46253204345703,315,34143,-143.6425018310547,-1.8092644642857143,34244,72.75112915039062,29,0.0008160850848071277,0.0008459126528049375,28,1223.0
7.006853103637695,485,39035,-126.15215301513672,-1.7557891250000002,39136,10.894269943237305,29,0.0006370374467223883,0.0008459126528049375,32,1223.0
13.095010757446289,677,43927,-101.7047348022461,-1.6780679444444446,44028,-51.56973648071289,28,0.00186828407458961,0.0008459126528049375,36,1223.0
7.692594051361084,866,48819,-90.39905548095703,-1.6435775,48920,-36.36224365234375,27,0.0013835103018209338,0.0008459126528049375,40,1223.0
4.044825553894043,128,53711,-85.47987365722656,-1.6082455000000002,53812,12.299373626708984,29,0.0008431703899987042,0.0008459126528049375,44,1223.0
4.49794864654541,318,58603,-82.0950698852539,-1.5585707708333334,58704,-33.28901672363281,27,0.0005819312646053731,0.0008459126528049375,48,1223.0
11.214162826538086,478,63495,-77.37125396728516,-1.5164505384615385,63596,33.07289123535156,28,0.0009959108429029584,0.0008459126528049375,52,1223.0
5.23012113571167,637,68387,-74.1275634765625,-1.4892510535714283,68488,-9.364513397216797,29,0.0007687704055570066,0.0008459126528049375,56,1223.0
37.56385040283203,808,73279,-69.94883728027344,-1.4478622166666664,73380,130.95169067382812,28,0.0007508143316954374,0.0008459126528049375,60,1223.0
9.173324584960938,132,78171,-59.119136810302734,-1.41033509375,78272,24.21359634399414,24,0.0014547068858519197,0.0008459126528049375,64,1223.0
40.63743209838867,329,83063,-44.89347457885742,-1.3797905588235295,83164,-8.843058586120605,24,0.002868763403967023,0.0008459126528049375,68,1223.0
9.791154861450195,512,87955,-38.32273483276367,-1.3534017777777778,88056,-44.29526138305664,25,0.0014560781419277191,0.0008459126528049375,72,1223.0
13.001995086669922,705,92847,-31.01940155029297,-1.3320056973684213,92948,86.30613708496094,25,0.0007180723478086293,0.0008459126528049375,76,1223.0
20.171302795410156,900,97739,-4.173368453979492,-1.3060595499999998,97840,-5.231354236602783,25,0.0027614885475486517,0.0008459126528049375,80,1223.0
