train/ent_coef_loss,train/learning_rate,train/n_updates,train/ent_coef,time/fps,train/critic_loss,time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/actor_loss
-173.85256958007812,0.0008459126528049375,4927,0.01772448420524597,11,2.098768711090088,4,-4.7320645,452,1257.0,5028,-124.157958984375
13.540689468383789,0.0008459126528049375,9955,0.0015115778660401702,10,5.563224792480469,8,-3.6833796249999997,916,1257.0,10056,-130.69699096679688
28.426422119140625,0.0008459126528049375,14983,0.0010189260356128216,10,5.279952049255371,12,-2.9656105,1387,1257.0,15084,-138.8872528076172
4.928980827331543,0.0008459126528049375,20011,0.001740884268656373,10,9.885772705078125,16,-2.516068875,1860,1257.0,20112,-135.06884765625
-2.1538808345794678,0.0008459126528049375,25039,0.0011935968650504947,10,6.35064697265625,20,-2.32351715,12,1257.0,25140,-129.36752319335938
53.86133575439453,0.0008459126528049375,30067,0.0018651518039405346,10,11.048989295959473,24,-2.1715990416666666,481,1257.0,30168,-127.51033782958984
7.279269218444824,0.0008459126528049375,35095,0.0006744649144820869,10,4.005568981170654,28,-2.077647857142857,947,1257.0,35196,-109.84136962890625
27.59613037109375,0.0008459126528049375,40123,0.0005578516866080463,10,4.755122184753418,32,-2.0132099375,1413,1257.0,40224,-109.89879608154297
-140.77374267578125,0.0008459126528049375,45151,0.0005450093885883689,10,5.382438659667969,36,-1.9443281666666665,1882,1257.0,45252,-94.2467269897461
26.904159545898438,0.0008459126528049375,50179,0.0005344725213944912,10,2.3614540100097656,40,-1.8883326,26,1257.0,50280,-77.93421936035156
-18.192996978759766,0.0008459126528049375,55207,0.0007261436549015343,10,4.211840629577637,44,-1.8043545,497,1257.0,55308,-66.58629608154297
-13.42404842376709,0.0008459126528049375,60235,0.0006728805601596832,10,3.1411306858062744,48,-1.7347929166666667,968,1257.0,60336,-44.90093994140625
15.548537254333496,0.0008459126528049375,65263,0.0006278243963606656,10,2.8051328659057617,52,-1.7026513653846154,1442,1257.0,65364,-43.039093017578125
-27.423843383789062,0.0008459126528049375,70291,0.00033951763180084527,10,1.3009910583496094,56,-1.6791781964285715,1912,1257.0,70392,-33.10585403442383
-89.02303314208984,0.0008459126528049375,75319,0.00027908815536648035,10,3.1645894050598145,60,-1.6549176500000002,39,1257.0,75420,-25.11064910888672
13.674729347229004,0.0008459126528049375,80347,0.0002059033140540123,10,0.7655545473098755,64,-1.625424796875,528,1257.0,80448,-22.82891845703125
-7.536290645599365,0.0008459126528049375,85375,0.0007650257903151214,10,3.712005138397217,68,-1.59527625,1018,1257.0,85476,-18.793277740478516
