rollout/ep_rew_mean,time/time_elapsed,time/episodes,train/critic_loss,train/actor_loss,train/ent_coef,time/fps,rollout/ep_len_mean,time/total_timesteps,train/ent_coef_loss,train/n_updates,train/learning_rate
-4.28412175,147,4,1.7208800315856934,-120.21726989746094,0.016925623640418053,33,1257.0,5028,-186.326904296875,4927,0.0008459126528049375
-3.31373,298,8,2.816155195236206,-124.18016052246094,0.0009281440288759768,33,1257.0,10056,84.6860580444336,9955,0.0008459126528049375
-2.6778514166666665,467,12,1.0666674375534058,-119.70162963867188,0.0008041549590416253,32,1257.0,15084,-16.327720642089844,14983,0.0008459126528049375
-2.3692064375,620,16,1.4051764011383057,-117.80992889404297,0.0010391072137281299,32,1257.0,20112,48.27092361450195,20011,0.0008459126528049375
-2.1655859,4,20,17.35540008544922,-109.1081314086914,0.0007234430522657931,33,1257.0,25140,29.567977905273438,25039,0.0008459126528049375
-1.9797708749999998,158,24,19.198223114013672,-112.01827239990234,0.0008744421065784991,32,1257.0,30168,19.72005271911621,30067,0.0008459126528049375
-1.8701339999999997,312,28,4.073156356811523,-110.56425476074219,0.0008823592215776443,32,1257.0,35196,11.842146873474121,35095,0.0008459126528049375
-1.78932096875,468,32,3.849005937576294,-101.85208892822266,0.0006888082716614008,32,1257.0,40224,-8.99251651763916,40123,0.0008459126528049375
-1.741767861111111,624,36,9.642324447631836,-95.44586944580078,0.0008071687771007419,32,1257.0,45252,-53.56187438964844,45151,0.0008459126528049375
-1.678719525,8,40,3.294924020767212,-93.56788635253906,0.0007901297067292035,32,1257.0,50280,-63.57875442504883,50179,0.0008459126528049375
-1.6555405454545458,164,44,4.896406650543213,-92.35406494140625,0.0008555891690775752,32,1257.0,55308,-12.890861511230469,55207,0.0008459126528049375
-1.6388064166666665,321,48,26.659807205200195,-79.9485092163086,0.0009792526252567768,32,1257.0,60336,40.49654769897461,60235,0.0008459126528049375
-1.6326114999999997,479,52,4.2963762283325195,-72.08230590820312,0.0009594091097824275,32,1257.0,65364,-23.73532485961914,65263,0.0008459126528049375
-1.622479142857143,651,56,4.696795463562012,-67.90109252929688,0.0007814571144990623,31,1257.0,70392,80.57681274414062,70291,0.0008459126528049375
-1.6047932500000002,13,60,3.5596072673797607,-59.05781936645508,0.0007894063019193709,31,1257.0,75420,-1.3029601573944092,75319,0.0008459126528049375
-1.594423984375,174,64,6.257556915283203,-57.18412399291992,0.0016567857237532735,31,1257.0,80448,-4.267553806304932,80347,0.0008459126528049375
-1.5653313088235294,349,68,14.325100898742676,-38.2015380859375,0.0023225019685924053,29,1257.0,85476,22.820423126220703,85375,0.0008459126528049375
-1.5472241944444445,541,72,60.489471435546875,-13.802311897277832,0.0031750500202178955,28,1257.0,90504,-5.45869255065918,90403,0.0008459126528049375
-1.5213959473684213,732,76,67.30452728271484,4.7019195556640625,0.0032735338900238276,28,1257.0,95532,16.85352325439453,95431,0.0008459126528049375
