rollout/ep_rew_mean,time/time_elapsed,time/episodes,train/critic_loss,train/actor_loss,train/ent_coef,time/fps,rollout/ep_len_mean,time/total_timesteps,train/ent_coef_loss,train/n_updates,train/learning_rate
-4.28958025,169,4,1.9123761653900146,-121.82535552978516,0.016843117773532867,29,1257.0,5028,-185.8995361328125,4927,0.0008459126528049375
-3.58507675,342,8,1.1079351902008057,-126.2959976196289,0.000688716652803123,29,1257.0,10056,-81.5586166381836,9955,0.0008459126528049375
-2.8668674166666666,515,12,6.162258148193359,-129.12677001953125,0.0011073836358264089,29,1257.0,15084,25.51937484741211,14983,0.0008459126528049375
-2.6041033125,665,16,16.621912002563477,-126.11166381835938,0.0006579480832442641,30,1257.0,20112,12.633423805236816,20011,0.0008459126528049375
-2.3423108,4,20,4.887617111206055,-123.77880859375,0.0007902684155851603,34,1257.0,25140,-11.790355682373047,25039,0.0008459126528049375
-2.16453,153,24,4.200111389160156,-111.398193359375,0.0006133998977020383,33,1257.0,30168,45.20030212402344,30067,0.0008459126528049375
-2.0353459642857143,319,28,2.889173984527588,-103.91275787353516,0.0005415238556452096,31,1257.0,35196,58.56975555419922,35095,0.0008459126528049375
-1.93354765625,476,32,24.861873626708984,-53.629737854003906,0.0012018472189083695,31,1257.0,40224,-17.958677291870117,40123,0.0008459126528049375
-1.869786861111111,631,36,4.688529014587402,-27.08141326904297,0.00032068457221612334,32,1257.0,45252,-51.593971252441406,45151,0.0008459126528049375
-1.81938375,8,40,2.202622413635254,-19.155378341674805,0.00020909495651721954,32,1257.0,50280,-53.83205032348633,50179,0.0008459126528049375
-1.7808631590909088,164,44,2.3811917304992676,-11.590474128723145,0.00019810727098956704,32,1257.0,55308,-48.12860870361328,55207,0.0008459126528049375
-1.7500868333333333,320,48,0.9889862537384033,-9.089397430419922,0.0002479424583725631,32,1257.0,60336,-44.377281188964844,60235,0.0008459126528049375
-1.7236693076923073,486,52,4.462408065795898,-3.110614538192749,0.00021158250456210226,31,1257.0,65364,38.25508499145508,65263,0.0008459126528049375
-1.6836516428571429,665,56,0.9226664304733276,1.1219956874847412,0.0001974531332962215,30,1257.0,70392,-6.827798366546631,70291,0.0008459126528049375
-1.6414962333333334,15,60,2.806004047393799,5.672053337097168,0.0004688369226641953,27,1257.0,75420,48.297367095947266,75319,0.0008459126528049375
-1.6015813125,204,64,4.6781134605407715,12.165124893188477,0.0005750227137468755,26,1257.0,80448,18.726560592651367,80347,0.0008459126528049375
-1.5760700147058824,395,68,3.319293975830078,18.55608367919922,0.0004479340568650514,26,1257.0,85476,72.9291000366211,85375,0.0008459126528049375
-1.5536360277777779,586,72,2.901787757873535,24.301006317138672,0.0006748962914571166,26,1257.0,90504,43.00567626953125,90403,0.0008459126528049375
-1.548240592105263,776,76,6.114622116088867,29.41865348815918,0.0004358651058282703,26,1257.0,95532,23.131473541259766,95431,0.0008459126528049375
